rank,name,nationality,dob,points
209,Yu-Ting LIN,TPE,1997-10-22,1012
210,Myla CANTY,USA,2004-10-24,1012
211,Victoria KADIRI,USA,2001-12-02,1012
212,Lily Rosa HULLAND,GBR,2001-09-01,1012
213,Dimana YORDANOVA,BUL,1998-04-18,1012
214,Margarida SANTOS,POR,2004-10-29,1012
215,Anastasiya MATVEYEVA,RUS,2002-09-02,1012
216,Jaiah HOPF,USA,2004-07-26,1012
217,Melina ZARAGKA,GRE,2007-01-19,1012
218,Zaria KALIČANIN,SRB,2008-07-26,1011
219,Ioana-Emilia COLIBĂȘANU,ROU,2003-02-09,1011
220,Leonie PROUST,FRA,,1010
221,Anzhelina PETKOVA,BUL,2008-07-17,1010
222,Momona HIROSE,JPN,2001-01-08,1010
223,Aniyasmi ALVAREZ,CUB,2008-11-15,1010
224,Taylor FINGERS,USA,2004-11-22,1010
225,Sophie GALLOWAY,USA,2002-06-21,1010
226,Za'Isha FRASER,USA,,1009
227,Destini SMITH,USA,,1009
228,Yueyue ZHANG,CHN,2003-08-01,1008
229,Tamara BALAJOVÁ,SVK,2004-02-20,1008
230,Christophele OUATTARA,BUR,1995-02-06,1008
231,Peace OMONZANE,CAN,,1008
232,Grace MONONO,GER,2005-08-31,1008
233,Esther SOLARIN,RSA,2001-09-12,1006
234,Saana PEURA,FIN,2003-01-19,1006
235,Ella Alvelin MALM,SWE,2008-05-31,1006
236,Danah NEMBHARD,USA,,1006
237,Zoi RAPTI,GRE,2006-10-31,1006
238,Maja MURACH,POL,2006-05-24,1005
239,Journey AMUNDSON,USA,,1005
240,Shih-Han HUANG,TPE,2005-10-18,1004
241,Valeria URIBE,MEX,2004-05-24,1004
242,Saragh BUGGY,IRL,1994-04-07,1003
243,Amelia KUBALA,POL,2003-06-09,1002
244,Despoina PASIOU,GRE,2008-12-03,1002
245,Maria BARRIOS,ESP,2007-04-29,1002
246,Cameran GIST,USA,,1002
247,Vasiliki VALERI,GRE,2003-02-14,1002
248,Imani MOORE,USA,,1002
249,Hilal MUTLU,TUR,2004-03-31,1001
250,Jayda HUNTER,USA,2002-04-03,1001
251,Kayla PINKARD,USA,2004-08-01,1001
252,Maja BORCHARDT,POL,2004-02-20,1000
253,Taylor MAYO,USA,2005-03-17,1000
254,Tumi ONALEYE,USA,,1000
255,Suzanne CORNELIE-LENOIR,FRA,,1000
256,Sydnee BURR,USA,2006-06-07,1000
257,Deijanae BRUCE,JAM,2005-11-19,999
258,Veronika SKALICKÁ,CZE,2002-08-01,999
259,Xilin HUANG,CHN,2004-12-17,999
260,Stiliani CHATZIRAFAILIDOU,GRE,2006-03-08,998
261,Olivia DOWD,USA,,998
262,Taja PUČKO,SLO,2007-02-09,998
263,Tara WYLLIE,AUS,2003-11-02,998
264,Faith SPENCER,USA,,997
265,Lotta-Henrike WERNER,GER,,997
266,Kajsa LINDQVIST,SWE,2000-03-31,997
267,Kennedy JOHNSON,USA,,997
268,Lotta KIRVESMIES,FIN,1995-05-19,997
269,Rebecca SARÉ,MLT,1991-06-25,996
270,Elisa VALENTI,ITA,2007-01-04,996
271,Madeleine NILSSON,SWE,1991-10-11,996
272,Jada FOREMAN,USA,,995
273,Sarah Maria Chenai BERNARDINELLO,ITA,2006-01-19,994
274,Norian Ayala VELAZQUEZ,PUR,2004-06-17,993
275,Wissal HARKAS,ALG,2005-07-21,993
276,Corinne CHALLANCIN,ITA,1999-10-17,993
277,Viktoria STRACZEK-HELIOS,AUT,1998-06-17,993
278,Sabrina ATKINSON,JAM,2007-02-19,993
279,Tesia THOMAS,USA,2002-10-01,993
280,Melody N'Da Vittoria KOFFI,LUX,2003-07-23,993
281,Jasmine Al OMARI,ITA,1995-09-21,992
282,Milena Fernandes Barbosa LOPES,BRA,1998-04-29,992
283,Lida BESILA,GRE,2006-11-30,992
284,Lizzie SCHREIBER,USA,,991
285,Tânia Ferreira DA SILVA,BRA,1986-12-17,991
286,Laurine Elisa MARIMON,ESP,2004-09-17,991
287,Adannia AGBO,USA,,991
288,Oriane LE COROLLER,FRA,2003-04-14,990
289,Dilyara KHAIBULLINA,KAZ,2005-05-20,990
290,Aina SHIBATA,JPN,2006-08-26,990
291,Raffaella Asia Tsimi ATANA,ITA,2007-11-21,990
292,Precious OKOUGBODU,USA,,990
293,Daryna FEDOTOVA,UKR,2005-01-19,990
294,Lateefah AGBEREMI,GBR,,989
295,Lauren REED,USA,2004-07-15,989
296,Rebecca MOUSTIN-AUBATIN,FRA,1999-07-08,989
297,Chelsea ANINYENI,USA,,989
298,Vera Chan SHANNON,HKG,1998-08-19,988
299,Tolulope AKINDURO,CAN,,988
300,Yuli WEI,CHN,2005-12-12,988
301,Alleah KROTE,USA,,988
302,Mikaela MILES,USA,,987
303,Anna KŁOSIŃSKA,POL,2003-03-28,987
304,Faith BETHEA,USA,,987
305,Michelle YALEKHUE,GBR,2005-07-03,987
306,Ogechi NATHAN,GER,2006-09-12,987
307,Lu CHEN,CHN,2001-08-02,987
308,Edna EZE,GER,2006-02-02,987
309,Stella NEOFYTOU,CYP,2002-11-09,986
310,Hanna FERBER,SUI,2002-07-01,986
311,Claudia FERNANDEZ,PUR,2003-03-19,985
312,Dieusi ARMAND,USA,,985
313,Karla BORAS,AUS,2008-07-03,985
314,Kayli JOHNSON,USA,,985
315,Ghada HAMDANI,TUN,2001-03-21,985
316,Shanara HIBBERT,GBR,1993-03-22,984
317,Emilia STOJEK,POL,2008-03-10,984
318,Elina KOSTIAINEN,FIN,1992-04-23,984
319,Nikolina DZIADAK,POL,2003-08-04,984
320,Anna KOSTENKO,UKR,2002-07-27,984
321,Carlotta LOEWENTHAL,GER,,983
322,Nia WILLIAMS-MATTHEWS,USA,,983
323,Varvara DMITRIEVA,KAZ,2003-10-30,982
324,Hanna ZDANEVICH,BLR,2005-04-25,982
325,Nyariek KUR,USA,,982
326,Daphni DOULAPTSI-TEEUWEN,GRE,1999-11-22,982
327,Stela ĆUK,SRB,2007-07-31,982
328,Kayla ULMER,USA,,982
329,Chiara PROVERBIO,ITA,1997-11-06,981
330,Eylül DÖNMEZ,TUR,2009-07-22,981
331,Tessa CLAMY,FRA,2008-10-10,981
332,Yu-Ti HUANG,TPE,2003-11-20,980
333,Lucia CURBELO,ESP,2003-10-20,980
334,Saki KEMMOCHI,JPN,1994-08-16,980
335,Alyssa TAGBO,GER,,979
336,Karine ESTEFABE,BRA,2008-05-27,979
337,Serena TONDJI,FRA,,979
338,Hana MIKULÁŠOVÁ,CZE,,979
339,Hanon KODERA,JPN,2002-01-18,979
340,Jonon YOUNG,USA,2000-05-01,979
341,Varvara GUBINA,RUS,2004-07-18,978
342,Koharu MITSUHASHI,JPN,2006-04-12,978
343,Lecabela QUARESMA,POR,1989-12-26,977
344,Alice RODIANI,ITA,2001-10-22,977
345,Baofa Mifri VESO,ITA,2005-12-08,977
346,Magdaléna ZÍDKOVÁ,CZE,2006-08-13,977
347,Sakura MIYAHATA,JPN,1995-04-17,976
348,Fehintola OLADEJO,GER,2003-09-01,976
349,Keeli DUNAWAY,USA,,976
350,Manie MEVO,USA,,976
351,Chloe Chavaneese PALMER,JAM,2005-10-06,976
352,Sabrina IMES,USA,,975
353,Alexandra KELLY,USA,2004-01-14,975
354,Nyadhol THICHIOT,USA,,975
355,Janara BRYANT,USA,,974
356,Eleonora VITI,ITA,2007-08-17,974
357,Joidon BODDIE,USA,,974
358,Irosayike Destiny Sa IKUENOBE,ITA,2009-10-14,974
359,Lillian WASHINGTON,NOR,2003-10-26,974
360,Alaysia OAKES,USA,,973
361,Savoria ANDERSON,USA,,973
362,Diarry DABO,FRA,,973
363,Mathilde Sofie KLOKSETH,NOR,2003-03-15,973
364,Andrea CALLEJA,ESP,1992-10-03,973
365,Aliyah ADAMS,USA,,973
366,Lotavia BROWN,JAM,2000-10-26,973
367,Kawtar MERZAQ,MAR,,973
368,Jade JOHNSON,USA,2003-09-10,973
369,Zayin ROE,USA,,972
370,Makoto YAMANAKA,JPN,2006-04-08,972
371,Adelīna RUBENE,LAT,2008-09-01,972
372,Christina AMMER,GER,2004-04-20,972
373,Sofia DEGROOT,USA,,972
374,Leila BARMORE,USA,,972
375,Marilin LEUTHARD,SUI,2001-05-13,971
376,Raphaila IDRIS,AUS,2006-02-08,971
377,Viviany ALMEIDA,BRA,2009-06-22,971
378,Melody NWAGWU,USA,,971
379,Lauren YEBOAH-KODIE,USA,,971
380,Solveig ZOLA,FRA,,971
381,Luciana GENNARI,ARG,2002-07-05,970
382,Makenzy MIZERA,USA,2000-05-30,970
383,Zoe CHESTER,AUS,2006-11-06,970
384,Johanna SUNDÉN,SWE,,970
385,Lena ŠUPICOVÁ,SVK,2003-12-22,970
386,Ilaria MONACO,ITA,2004-03-07,970
387,Greta DONATO,ITA,2005-11-01,970
388,Jazmyn WAJD,USA,2005-01-25,969
389,Nela GABČÍKOVÁ,SVK,,968
390,Nafsika THEOCHARIDOU,GRE,2005-05-24,968
391,Liza Sofia AUNE,NOR,2007-10-05,968
392,Mikuru SUGANO,JPN,2005-02-28,967
393,Jazmine SCOTT,USA,,967
394,Christina DAMIANIDOU,GRE,2008-12-30,967
395,Hunt MARIAMA,USA,,967
396,Alisa GORDON,USA,,967
397,Katarzyna WIŚNIEWSKA,POL,2000-10-11,966
398,Fejiro Praise ODJOMA,NGR,2006-05-17,966
399,Lovisa ULVENSTAM,SWE,,966
400,Mariama TOURE,GUI,1996-05-22,966
