rank,name,nationality,dob,points
60,Mirja LUKAS,GER,2005-04-01,1045
61,Hanna KALINOUSKAYA,BLR,1999-08-19,1043
62,Annika Marie FUCHS,GER,1997-04-29,1042
63,Pin-Hsun CHU,TPE,2005-04-08,1041
64,Kelsey-Lee BARBER,AUS,1991-09-20,1039
65,Małgorzata MAŚLAK,POL,2001-01-24,1038
66,Esra TÜRKMEN,TUR,2002-01-20,1038
67,Martina PÍŠOVÁ,CZE,1994-07-20,1037
68,Mackenzie MIELCZAREK,AUS,2003-02-06,1036
69,Paola PADOVAN,ITA,1995-12-04,1034
70,Dilhani LEKAMGE,SRI,1987-01-14,1033
71,Kana SHINODA,JPN,2002-10-05,1032
72,Qiaozhen MA,CHN,2002-02-13,1028
73,Elizabeth KORCZAK,GBR,2003-04-12,1027
74,Vita BARBIĆ,CRO,2007-08-13,1026
75,Nikol TABAČKOVÁ,CZE,1998-01-24,1021
76,Aoi MURAKAMI,JPN,2004-03-11,1021
77,Kelsi OLDROYD,USA,2003-07-02,1020
78,Xiaomei SUN,CHN,1996-12-02,1015
79,Annabella BOGDÁN,HUN,1992-04-07,1015
80,Momoko TSUJI,JPN,2003-12-05,1011
81,Yuzhen YU,CHN,1998-03-05,1011
82,Salumi ROBBERTS,AUS,2002-08-04,1007
83,Hui-Jun LI,TPE,1999-05-12,1007
84,Jatta-Mari JÄÄSKELÄINEN,FIN,1994-02-27,1005
85,Alexandra ROBERTS,AUS,2001-04-09,1001
86,Luisa TREMEL,GER,2002-09-11,1001
87,Freya JONES,GBR,1993-11-13,1000
88,Dewi LAFONTAINE,NED,1999-01-08,999
89,Zhuoma RENQING,CHN,1999-06-09,999
90,Xinjie GU,CHN,2001-02-02,998
91,Sarah BLAKE,USA,1997-06-30,997
92,Rebecca NELIMARKKA,FIN,2006-07-10,996
93,Shujing HUANG,CHN,2004-09-24,996
94,Ting LI,CHN,2002-12-31,995
95,Lilly URBAN,GER,2002-05-10,993
96,Hanyue LI,CHN,2004-08-08,991
97,Laila FERRER,BRA,1982-07-30,990
98,Evelyn BLISS,USA,2005-06-14,988
99,Mahiro OSA,JPN,1999-11-26,986
100,Vera MARKARYAN,RUS,1989-02-25,986
101,Baoli WANG,CHN,2006-10-25,986
102,Greene SHEA,USA,2004-07-05,985
103,Marianaily SILVA,CUB,2002-12-18,984
104,Beatrice LANTZ,SWE,1997-10-22,984
105,Emilia KARELL,FIN,2003-03-30,983
106,Lucija CVITANOVIĆ,CRO,1991-09-17,983
107,Aleksandra PEROVA,RUS,2002-12-10,982
108,Yu-Chin TAI,TPE,2007-10-11,977
109,Karishma SANIL,IND,2000-06-04,976
110,Kate JOYCE,USA,,975
111,Jingyi YIN,CHN,2002-10-29,973
112,Orinta NAVIKAITĖ,LTU,2006-02-05,973
113,Josephine Joyce LALAM,UGA,2000-11-12,972
114,Matilda ELFGAARD,SWE,1992-06-11,972
115,Paula RODRIGUEZ,ESP,2003-07-21,970
116,Yutong LI,CHN,2001-05-19,965
117,Ivana ĐURIĆ,SRB,2001-08-26,964
118,Deepika,IND,2005-11-21,964
119,Aleksandra LITVINOVA,RUS,2004-07-29,964
120,Caroline NÄSLUND,SWE,1998-01-23,959
121,Mayu ODA,JPN,1996-10-16,958
122,Fanni KÖVÉR,HUN,2004-02-15,957
123,Blanka KÁLLAI-KISS,HUN,2004-05-25,953
124,Adjimon Pascaline ADANHOEGBE,ITA,1995-10-19,953
125,Jenice KOLLER,SUI,2005-10-10,952
126,Gabriela ANDRUKONIS,POL,2002-09-17,951
127,Arndís Diljá ÓSKARSDÓTTIR,ISL,2004-04-24,951
128,Akiho HYODO,JPN,1999-10-29,950
129,Vivian SUOMINEN,FIN,2003-09-17,947
130,Yuri TANAKA,JPN,2001-11-15,947
131,Hyun-Seo KO,KOR,2003-01-05,945
132,Rabiye ÇIÇEK,TUR,2007-04-12,945
133,Yu-Ting CHIU,TPE,2000-10-22,944
134,Malin KARELL,FIN,2005-09-27,943
135,Tianqing DU,CHN,2003-12-19,943
136,Leana MONZIE,FRA,2007-08-16,942
137,Emma YUNGEBERG,USA,2003-10-10,942
138,Xidan ZHANG,CHN,2006-12-03,940
139,Yutong AN,CHN,2005-02-04,938
140,Sabrina BOSS,SUI,2005-03-23,938
141,Sara ZABARINO,ITA,1999-08-01,937
142,Sophia RIVERA,PUR,1998-10-17,936
143,Edivania Dos Santos ARAUJO,BRA,1995-08-27,936
144,Ellevine Kathleen Artesia Octavia SKARE,NOR,2005-10-19,935
145,Erin MCMENIMAN,USA,1999-11-13,935
146,Siiri ELOMAA,FIN,2003-09-19,934
147,Trinity SPOONER,USA,2004-11-04,934
148,Nina REINCKE,GER,2004-02-24,933
149,Harriette MORTLOCK,GBR,2003-11-27,933
150,Christiana ELLINA,CYP,2004-12-18,932
151,Lorena FRÜHN,GER,2005-08-04,932
152,Inga Rabben REIMERS,NOR,2005-01-18,932
153,Enikő SÁRA,CAN,2002-03-19,931
154,Jenessa RUDER,USA,,931
155,Chih-Jen LIU,TPE,2003-12-13,929
156,Miyabi SONO,JPN,2005-04-09,929
157,Margherita RANDAZZO,ITA,2002-08-21,929
158,Isabelle ESLER,USA,,929
159,Angéla DIÓSI-MORAVCSIK,HUN,1996-05-13,928
160,Adele TONIUTTO,ITA,2001-06-12,928
161,Ah-Young PARK,KOR,2000-10-05,927
162,Maria BIENVENU,USA,2002-08-09,927
163,Sejin YUN,KOR,2001-12-06,926
164,Min-Ji KIM,KOR,2007-01-02,925
165,Mckenzie FAIRCHILD,USA,2004-10-08,923
166,Nozomi SAKURAI,JPN,2005-04-27,922
167,Megan ALBAMONTI,USA,2001-05-10,921
168,Nina RMAN,SLO,2001-07-15,921
169,Karla SCHÄRFE,DEN,2003-02-05,921
170,Deisiane TEIXEIRA,BRA,2000-04-18,919
171,Leonie HÜGLI,SUI,2005-04-11,918
172,Noémie PLEIMLING,LUX,1993-08-27,918
173,Charlize GOODY,AUS,2006-01-17,918
174,Ivana KOKTAVÁ,CZE,2001-06-29,915
175,Julia MAGLIARO,USA,2005-06-03,915
176,Theodora ARAMPATZI,GRE,1997-05-02,912
177,Pauline SMAL,BEL,1998-03-29,912
178,Ji-Min KIM,KOR,1999-12-21,912
179,Gahui LEE,KOR,1998-07-28,912
180,Sanne ERKKOLA,FIN,1994-03-08,912
181,Palina SELIVANAVA,BLR,2006-01-04,910
182,Magdalena BANASIEWICZ,POL,2005-07-03,909
183,Ayesha JONES,GBR,2006-10-07,909
184,Katrina BLACKETT,AUS,1995-06-08,906
185,Anastasiya SEVASTYANOVICH,BLR,2005-03-31,906
186,Noa SAITO,JPN,2003-05-29,905
187,Ayaka ISHIGAKI,JPN,2001-01-29,904
188,Erin ZIMMERMAN,USA,1999-01-14,903
189,Haruna OKADA,JPN,2003-04-09,903
190,Leila DANET,FRA,2006-04-24,903
191,Anna Zdena MIKULOVÁ,CZE,2006-08-07,902
192,Georgia-Theofania KATSAROU,GRE,2006-01-06,902
193,Tiana PAVLOVICH,AUS,2005-04-11,901
194,Yu GONG,CHN,2003-07-22,900
195,Sophie HAMILTON,GBR,2004-05-06,900
196,Eloah Caetano SCRAMIN,BRA,1996-06-08,899
197,Selina CAPAUL,SUI,2006-02-16,898
198,Seok-Ju YANG,KOR,2005-01-06,897
199,Eunice KARLSSON,SWE,1998-07-25,896
200,Rino KATO,JPN,2002-06-11,896
201,Casey BOGUES,USA,2000-10-28,895
202,Julia ROHRER,LIE,2005-01-27,895
203,Noah VERDUIN,NED,2003-06-18,895
204,Julia CAMPEZATO,USA,1999-08-19,895
205,Eleonora SEMYONOVA,RUS,2006-05-14,895
206,Viktoriia DERKACH,POL,2005-05-19,894
207,Elza LAZDIŅA,LAT,2006-11-20,894
208,Maryann ACKERMAN,USA,,893
209,Irenie Jane THEODOROU,CYP,2004-10-12,892
210,Augustė VIRBALAITĖ,LTU,2006-09-19,891
211,Natsumi TERADA,JPN,2002-05-25,891
212,Harriet COURT,GBR,2007-12-03,890
213,Jolie BAERVELDT,NED,2007-03-11,890
214,Tereza LIEBLOVÁ,CZE,2006-07-09,889
215,Erin TACK,USA,2004-03-15,888
216,Julie VAŇKOVÁ,CZE,2005-11-01,888
217,Eleonora TSOGKA,GRE,2003-10-29,888
218,Stefani Beatriz Navarro DA SILVA,BRA,2003-03-16,887
219,Wiep Der VAN MARK,NED,,887
220,Flavie COUSIN,FRA,2004-07-08,887
221,Ayane YAMASAKI,JPN,2004-05-14,886
222,Vittoria RAPETTI,ITA,2006-06-04,885
223,Anaëlle ETNA,FRA,2005-12-11,884
224,Kokoro KAWAI,JPN,2003-09-25,884
225,Yu LIAO,CHN,2000-05-18,883
226,Pascale DUMONT,CAN,,883
227,Alva BACK,SWE,2006-05-12,883
228,Taylor KESNER,USA,2002-11-11,881
229,Federica DOZIO,ITA,2003-08-22,880
230,Yumeng WU,CHN,2006-07-17,880
231,Lena BENNE,GER,,880
232,Sara SANDERS,USA,,879
233,Hyeonjin KANG,KOR,2005-08-13,879
234,Elizabeth BAILEY,USA,2003-02-07,878
235,Stephane HOOK,RSA,2008-02-05,878
236,Laura LINDQUIST,USA,,878
237,Sango SUZUKI,JPN,2004-09-22,878
238,Yekaterina NADEZHINA,RUS,2004-01-20,878
239,Tori WEST,AUS,1995-10-14,876
240,Mana HOSSEINI,IRI,2005-02-12,876
241,Martha ARAUJO,COL,1996-05-12,875
242,Petra HANULIAKOVÁ,SVK,2002-06-24,875
243,Cecilia ÖSTERBERG,FIN,2005-11-09,874
244,Uma CHOUDHARY,IND,1999-10-04,874
245,Laura ŠTEFANAC,CRO,1998-07-01,873
246,Kohana NAKATO,USA,,873
247,Miyu FUKUNAGA,JPN,2006-08-20,873
248,Tali BALTINESHTER,AUS,2006-11-30,872
249,Yu-Chu WANG,TPE,2003-01-30,871
250,Afroditi MANIOU,GRE,1998-08-19,871
251,Hina TSUTSUMI,JPN,2005-01-07,871
252,Eleanor PATRICK,USA,,870
253,Sofia FRIGERIO,ITA,2006-11-29,869
254,Chloé SERVANT,FRA,1999-05-15,869
255,Panagiota FTIARA,GRE,1992-03-02,867
256,Erin LONG,USA,,867
257,Alysa KELLER,USA,2005-07-27,867
258,Kalliopi MEIMARI,GRE,2005-02-01,866
259,Milagros ROSAS,ARG,2007-09-08,865
260,Claudia G. GUERRERO,CUB,2006-07-05,865
261,Jennifer Sombodey MOONOU,ITA,2004-06-10,865
262,Fiorella Jazmin VELOSO,PAR,2002-09-21,864
263,Konstanze IRLINGER,GER,2007-03-08,864
264,Camilla Urup COLSTRUP,DEN,2005-04-25,863
265,Watts ADDILAE,USA,,863
266,Amanda RASK,SWE,2002-12-02,863
267,Heti VÄÄT,EST,2006-05-11,862
268,Leah HOWARD,USA,2005-06-22,862
269,Bruna Vieira DE JESUS,BRA,2002-10-01,860
270,Katrina SIRMA,LAT,1994-03-31,859
271,Paula REDONDO,ESP,2004-10-14,859
272,Anna SWANSON,USA,,859
273,Taysha STUBBS,BAH,2007-12-28,858
274,Kaylee CLARK,CAN,,858
275,Genet GALLI,ITA,2004-12-19,857
276,Emilia LILJEQVIST,FIN,2006-09-27,857
277,Nicole WOODS,USA,,857
278,Karina POLUDKINA,RUS,2003-09-16,857
279,Miran NARAOKA,JPN,2001-03-04,856
280,Sophia SCOTT,USA,2007-03-04,855
281,Marta TROVOADA,POR,2005-10-30,855
282,Ashley SCHROEDER,USA,,855
283,Johanna Elisabeth ADER,EST,2004-01-10,854
284,Rosalind GERGELY,USA,2005-12-02,852
285,Beatriz MORA,ESP,2006-04-28,851
286,Nako INUI,JPN,2005-05-17,851
287,Furi KATSUMI,JPN,2005-04-04,850
288,Tomoka YAMAGATA,JPN,2001-04-25,850
289,Kristine BITSCH,DEN,2006-01-20,850
290,Sophie REID,SWE,2002-08-29,849
291,Napsugár ESZENYI,HUN,2002-01-11,849
292,Ye-Yeong JANG,KOR,2005-04-21,848
293,Moe FUNABIKI,JPN,2005-11-21,848
294,Lillian GIBBS,USA,,847
295,Val GALLIGAN,USA,,846
296,Mei NAKAYAMA,JPN,2003-06-10,845
297,Honami NEMOTO,JPN,2004-10-16,844
298,Katie HORNE,USA,,844
299,Adéla HANÁKOVÁ,CZE,2006-11-29,844
300,Ami KAMETANI,JPN,2003-05-12,843
301,Haruna IRIE,JPN,2004-05-05,843
302,Luna PEDEMONTE,NED,,842
303,Sara JEMAI,ITA,1992-04-12,842
304,Kaja SUHRHOFF,GER,,841
305,Evalyn PALABRICA,PHI,1994-07-22,840
306,Emma KAUL,GER,2006-03-19,840
307,Karin IIDA,JPN,2004-04-13,840
308,Natálie GENGELOVÁ,CZE,2005-01-07,839
309,George KAESHA,USA,,838
310,Isabelle CRUICKSHANK,AUS,2006-10-27,837
311,Adéla MÜLLEROVÁ,CZE,2004-12-15,836
312,Lanie CARPENTERO,PHI,2000-05-24,835
313,Jenna KUEPKER,USA,,835
314,Madison MCLEAN,CAN,,835
315,Erika SELLART,ESP,2007-06-15,833
316,Sze Oi Sarah KWONG,HKG,2007-06-15,831
317,Kaho KOMATSU,JPN,2004-07-02,831
318,Annalisa PASTORE,ITA,2005-09-28,831
319,Tilda BERNHULT,SWE,2004-05-07,831
320,Ririka GOTO,JPN,2002-10-21,831
321,Mckenah SEARS,USA,,830
322,Salla KOSKIMÄKI,FIN,2004-06-17,830
323,Lalita CHOUDHARY,IND,1998-05-19,830
324,Jane ROOSIMÄGI,EST,2004-04-18,830
325,Fanny BOISSONNARD,FRA,2001-01-08,829
326,İrem BATU,TUR,2005-08-05,828
327,Sydney JUSZCZYK,CAN,2003-02-22,828
328,Linda Luize SALME,LAT,1998-06-27,828
329,Michaela TREGLEROVÁ,CZE,1999-09-14,827
330,Luceris SUÁREZ,COL,2002-08-12,827
331,Lia VONTOBEL,SUI,2006-10-27,827
332,Lara IGLESIAS,ESP,2007-11-18,827
333,Jessica HOWELLS,GBR,2007-12-29,827
334,Katelyn DICKEMORE,USA,,826
335,Ellinor WIDH,SWE,1990-06-29,826
336,Audrey FRIEDMAN,USA,2004-04-15,826
337,Chiara-Belinda SCHULER,AUT,2001-06-02,825
338,Teodora SAMAC,SRB,2005-08-20,825
339,Jasmine LARSEN,GBR,2005-05-13,824
340,Denna GIBB,CAN,,824
341,Yuna KONDO,JPN,2006-10-20,824
342,Shaolin MUNIR,USA,,823
343,Suerena ALEXANDER,GRN,2006-05-10,823
344,Maddie ROBERTS,USA,,823
345,Alexis GUILLORY,USA,,821
346,Harriet WHEELER,GBR,2007-12-03,821
347,Fanny TAIRA,FIN,2006-08-02,821
348,Michaela HEŘMÁNKOVÁ,CZE,2006-06-11,821
349,Kamera STRACHAN,BAH,2008-05-21,821
350,Paulina CAZARES,MEX,2003-03-12,820
351,Gaia RUGGERI,ITA,2000-08-23,820
352,Ioanna MALLI,GRE,2001-03-27,819
353,Justyna STACHYRA,POL,2006-06-22,818
354,Neelie SCHIEL,USA,,818
355,Lucie VYKOUKOVÁ,CZE,,818
356,Eduarda MERIGO,BRA,2006-11-03,818
357,Evelyn VANZWIETEN,USA,,817
358,Inês CUSTÓDIO,POR,2005-06-03,816
359,Małgorzata MIEDZIEWSKA,POL,2006-09-28,816
360,Minka NURRO,FIN,1999-12-07,815
361,Clara FOX,USA,,815
362,Madison GRIFFIN,USA,,814
363,Risa HIRAIWA,JPN,2006-05-26,814
364,Nita NUPPONEN,FIN,1993-09-22,813
365,Grace CASEY,IRL,1999-06-16,813
366,Hikari TANI,JPN,2006-09-09,812
367,Ellen MÄHLER,SWE,,812
368,Dior-Rae SCOTT,BAH,2008-03-14,809
369,Mackenzie KUEHL,USA,,809
370,Erica SYRJÄLÄ,FIN,2006-03-16,809
371,Cecile BOGLIOLO,FRA,2002-09-10,809
372,Ana Victoria GALINDO,MEX,,808
373,Zoe SCHWARTZ,FRA,2004-10-02,808
374,Leonie Zoe HALLER,AUT,,807
375,Ali RUFFIN,USA,,807
376,Imogen BEARD,NED,1998-05-03,806
377,Melina KENTRO,GRE,2006-10-24,806
378,Lyse BOUVIER,FRA,,806
379,Jessi BRUMMETT,USA,,805
380,Elaina PERKINS,USA,,805
381,Iveta MOCHAROVÁ,CZE,1998-05-24,804
382,Alex SEAGRIS,CAN,,803
383,Selena CALIX,USA,,803
384,Hsin-Hui TSENG,TPE,2006-10-10,802
385,Calli STOKES,USA,,802
386,Isacchi Malena CORDOBA,ARG,2005-11-22,802
387,Ivita SCHIZAS,PUR,2004-03-20,802
388,Ashley CARROLL,USA,,802
389,Na-Rae SONG,KOR,2006-09-20,802
390,Kaho NARIKAWA,JPN,2008-05-31,801
391,Laura SCHÜTZ,GER,2003-03-23,801
392,Isabelle STEERMAN,USA,,801
393,Alicja LACH,POL,2006-07-20,800
394,Eun-Hwan YOON,KOR,2006-08-18,800
395,Yekaterina FEDOTOVA,RUS,2005-02-28,800
396,Julia KONIGSHOFER,CAN,,800
397,Lucy GEORGE,USA,,799
398,Anna RAIMONDI,ITA,2005-03-09,798
399,Kristýna MIGOVÁ,CZE,2004-07-25,798
400,Narumi NAKATA,JPN,2005-01-07,798
