rank,name,nationality,dob,points
357,Talon HOLMQUIST,USA,,960
358,La'Darion DUDLEY,USA,,960
359,Marijn Den VAN BORN,NED,1997-09-02,960
360,Maksym KOVAL,UKR,1996-12-26,960
361,Garrett TAYLOR,USA,2005-03-02,959
362,Jesse SHELTON,USA,,959
363,Alejandro NOGUERA,ESP,1993-03-11,959
364,Theodore PUTERBAUGH,USA,,958
365,Chase CRAWFORD,USA,,958
366,Gage STANKIEWICZ,USA,2003-04-18,958
367,Charles LAFORE,USA,,958
368,Aryan TYAGI,IND,2001-08-14,957
369,Kai DEINES,USA,2004-11-10,956
370,Banks KADEN,USA,,956
371,Jayden DUBARD,USA,,956
372,Tony NELSON,USA,,955
373,Emmanuel EKUMA,USA,,955
374,Mikko TOIVIAINEN,FIN,1990-02-22,955
375,Takuto SANO,JPN,1999-03-11,954
376,Ivan KRUCHANOK,BLR,2004-07-10,954
377,Daniel PARDO,ESP,1996-03-08,953
378,Sam CAPPOS,CAN,2004-10-27,953
379,Mátyás KERÉKGYÁRTÓ,NED,2003-08-25,953
380,Brayton STEPHENSON,USA,,951
381,Junjia CHEN,CHN,2001-01-14,951
382,Luiz Felipe Martins SEVERINO,BRA,2001-05-09,951
383,Alexandre HENRAT,FRA,1993-08-02,951
384,Fox OBST,AUS,2001-01-19,950
385,Jaden SCHNEEBERGER,USA,,950
386,Andrew BERRYHILL,USA,2005-04-18,950
387,Noah CULBERTSON,USA,,950
388,Hayden BILLS,USA,,950
389,Gerald CAPACCIO,USA,,950
390,Jiang SONG,CHN,2007-05-14,950
391,Albert BEERBOWER,USA,,949
392,Cédric BROECKAERT,BEL,2004-04-23,948
393,Josiah COX,USA,,948
394,Vytenis IVAŠKEVIČIUS,LTU,1992-02-09,947
395,Samuel KOVÁČ,SVK,1999-08-13,947
396,Tate JOENS,USA,,947
397,Matthew RUSCH,USA,2005-06-23,947
398,Elijah IGNACIO,USA,,946
399,Praiyer JONES,USA,,946
400,Connor DETERS,USA,,946
