rank,name,nationality,dob,points
45,Yahya Aouina El KARBOUBI,ESP,1996-07-17,1090
46,David BASCUÑANA,ESP,1995-01-17,1090
47,Miguel MOREIRA,POR,2000-11-24,1090
48,Pablo SÁNCHEZ,ESP,1996-11-07,1090
49,Robin HENDRIX,BEL,1995-01-14,1086
50,Zakaria BOUFALJAT,ESP,1997-09-21,1086
51,Nickson Kipkorir KOGEI,KEN,2000-09-08,1086
52,Niels LAROS,NED,2005-04-17,1076
53,Jonathan HOFER,SUI,2003-04-22,1076
54,Vicente HERNANDEZ,ESP,1991-04-20,1070
55,Abderrahman El KHAYAMI,ESP,1995-08-11,1070
56,Ayetullah ASLANHAN,TUR,2001-01-01,1066
57,Jacob CANN,GBR,2000-12-22,1065
58,Hugo DE MIGUEL,ESP,2001-08-08,1065
59,John Nahhay WELE,TAN,2006-11-12,1061
60,Adam MAIJO,ESP,2001-04-26,1060
61,Oliver LÖFQVIST,SWE,1998-05-05,1058
62,Ayad LAMDASSEM,ESP,1981-10-11,1058
63,Ezekiel LETAYA,KEN,1999-07-24,1056
64,Guoge XU,CHN,2001-03-20,1055
65,Eric LORÉ,ESP,2003-08-08,1055
66,Nicolò BEDINI,ITA,2002-12-04,1053
67,Joel Ibler LILLESØ,DEN,2003-11-17,1048
68,Nicolaï SAKÉ,BEL,1996-06-04,1046
69,Ryuto IGAWA,JPN,2000-09-05,1046
70,Etson BARROS,POR,2001-03-16,1045
71,Ruben SANSOM,NED,1997-11-13,1041
72,Lionel NIHIMBAZWE,BDI,2005-05-05,1040
73,Fredrik SANDVIK,NOR,1998-03-23,1038
74,Joseba DIAZ,ESP,1995-03-09,1038
75,Rúben AMARAL,POR,2001-04-26,1038
76,Nick JÄGER,GER,1999-08-22,1032
77,Kasper FOSSER,NOR,1999-04-21,1031
78,Bas VAN HOOREN,NED,1992-06-12,1031
79,Nassim SOUISSI,TUN,,1030
80,Alejandro QUIJADA,ESP,2001-03-07,1028
81,Chun Yin TSE,HKG,2001-04-11,1027
82,See Yeung CHONG,HKG,2000-09-20,1027
83,Makrem ASSADI,TUN,1992-12-11,1026
84,Stefan NILLESSEN,NED,2003-01-02,1026
85,Louis GILAVERT,FRA,1998-01-01,1023
86,João AMARO,POR,2002-05-18,1021
87,Robin VAN RIEL,NED,2000-04-30,1018
88,Daniel RUALES,ESP,2001-05-01,1018
89,William FITZGERALD,IRL,,1016
90,César Daniel Gomez PONCE,MEX,2001-09-25,1015
91,Sander VERCAUTEREN,BEL,1998-07-16,1015
92,Jesse FOKKENROOD,NED,2002-03-28,1013
93,Marco Fontana GRANOTTO,ITA,2000-05-13,1011
94,Brahim El OURZADI,ESP,2002-12-07,1011
95,Benson Moshon LINGOKAL,KEN,1996-03-09,1010
96,André PEREIRA,POR,1995-08-10,1010
97,Jacob Sommer SIMONSEN,DEN,1995-01-01,1010
98,Pablo ALBA,ESP,2002-09-05,1006
99,Manuel GUTIERREZ,ESP,1993-04-09,1006
100,Oussama SLIMANI,TUN,2001-09-11,1005
101,Jáchym KOVÁŘ,CZE,1996-05-25,1003
102,Luca MAGRI,ITA,1990-12-07,1003
103,Roberto GIACOMOTTI,ITA,1999-03-09,1003
104,Seán TOBIN,IRL,1994-07-20,1002
105,Daniel ARCE,ESP,1992-04-22,1001
106,Andreas Bock BJØRNSEN,DEN,2000-05-06,1001
107,Senay Amlesom FISSEHATSION,ERI,1995-12-10,998
108,Eleazar CANTON,ESP,2001-10-14,997
109,Tomer TARRAGANO,GBR,2001-01-04,996
110,Eduardo MENACHO,ESP,1999-11-25,995
111,Abdullah TUĞLUK,TUR,1999-06-27,992
112,Roman ROSTIKUS,UKR,1991-08-18,989
113,Deniss ŠALKAUSKAS,EST,1998-12-01,988
114,Alejandro ONÍS,ESP,2001-02-02,988
115,Víctor RUIZ,ESP,1993-06-24,988
116,Martin REGBORN,SWE,1992-02-10,986
117,Jacopo DE MARCHI,ITA,1998-10-21,983
118,Enrico VECCHI,ITA,2000-12-15,982
119,Raul CELADA,ESP,1995-09-09,980
120,Jesús RAMOS,ESP,1996-04-29,978
121,István PALKOVITS,HUN,2000-12-27,976
122,Tim VERBAANDERT,NED,2000-07-17,976
123,Rubén LEONARDO,ESP,2004-02-15,975
124,Baptiste FOURMONT,FRA,1999-05-19,971
125,Joseph LAVERY,IRL,2003-08-12,970
126,Axel DJURBERG,SWE,1999-09-20,970
127,Kelvin KIPLAGAT,KEN,2004-01-31,968
128,Vicente VICIOSA,ESP,2000-06-13,967
129,Urko HERRAN,ESP,1995-11-12,967
130,Murat EMEKTAR,TUR,1998-02-01,966
131,Cathal O'REILLY,IRL,2003-01-17,966
132,Alejandro BENAGES,ESP,,966
133,Niko PUTKINEN,FIN,2001-08-28,965
134,Jaime MIGALLON,ESP,2003-03-22,963
135,Miguel MARQUES,POR,1995-01-10,963
136,Urs SCHÖNENBERGER,SUI,1991-02-06,963
137,Jianqi PENG,CHN,1999-02-23,961
138,Stefan TOVILOVIĆ,SRB,2002-08-18,961
139,Alex Ngeno KIPNGETICH,KEN,2000-08-17,960
140,Yingbing HE,CHN,2003-01-07,960
141,Javier PÉREZ,ESP,1988-03-26,960
142,Oscar CLAESSON,SWE,1995-12-12,958
143,Mario MOLA,ESP,1990-02-23,955
144,Jonas Simon GÜBELI,SUI,2001-05-16,952
145,Alejandro NOVILLO,ESP,1992-09-17,952
146,Mauro DALLAPICCOLA,ITA,2004-07-18,948
147,Mikael JOHNSEN,DEN,1992-02-04,947
148,Finn MCNALLY,IRL,1991-09-22,946
149,Leo PAGLIONE,ITA,1991-11-28,945
150,Filimon ABRAHAM,GER,1992-11-09,944
151,Nikolas LOSS,ITA,2001-10-29,943
152,Luca URSANO,ITA,1999-04-26,938
153,Ruben TORRES,ESP,1997-08-26,935
154,Antoine REUL,BEL,2001-10-17,931
155,Ander GARIN,ESP,1997-12-21,930
156,Ruben RUZAFA,ESP,1984-09-09,925
157,Diego ALCALDE,ESP,1985-01-03,920
158,Juan ZIJDERLAAN,NED,2005-09-27,918
159,Rodrigo MENDOZA,ESP,1998-04-30,918
160,Felix NADEBORN,GER,1997-07-08,917
161,Samuel MEDOLAGO,ITA,1995-08-14,916
162,Xabier SANCHEZ,ESP,1991-10-12,915
163,Roman FREITAG,GER,2001-09-17,913
164,Jean Marie BUKURU,BDI,2002-04-04,912
165,Ekain LARREA,ESP,2002-10-17,910
166,Leonid LATSEPOV,EST,1998-03-22,910
167,Mathis LIEVENS,BEL,2004-02-19,908
168,Abraham KIBIWOT,KEN,1996-04-06,899
169,Lode VAN TENTE,BEL,2001-01-16,899
170,Xiao LUO,CHN,2002-05-10,898
171,Jairo GRIJALVO,ESP,1992-06-06,896
172,Hannu GRANBERG,FIN,1990-02-02,896
173,Fudong WANG,CHN,2000-03-20,895
174,Shun YANG,CHN,2004-12-17,895
175,Luca MERLI,ITA,2000-03-10,895
176,Asier AGIRRE,ESP,1989-10-20,894
177,Baptiste CARTIEAUX,FRA,2003-07-28,894
178,Gonzalo PARRA,ESP,1996-06-20,893
179,Julen TERAN,ESP,1999-04-16,892
180,Aimar SUKUNZA,ESP,2003-03-27,890
181,Martino ARLATI,ITA,,885
182,Aitor ELOLA,ESP,2003-03-04,885
183,Sergio PIÑA,ESP,2000-09-09,883
184,Kobe HERMANS,BEL,2001-08-14,883
185,Vincent BIERINCKX,BEL,1990-04-25,881
186,Reilly BLOOMER,USA,1997-03-15,875
187,Duncan PERRILLAT,FRA,1993-08-10,871
188,Carlos Antonio JIMÉNEZ,ESP,1992-02-02,871
189,Donal COAKLEY,IRL,,869
190,Igor CASTILLO,ESP,,854
191,Santiago CATROFE,URU,1999-02-13,756
192,Ruben QUERINJEAN,LUX,2001-12-22,718
193,Jens MERGENTHALER,GER,1997-06-13,710
194,Ilias HERNANDEZ,SUI,1993-05-21,706
195,Vincent MUTAI,KEN,1996-05-05,696
196,Loris PELLAZ,SUI,1999-03-16,693
197,Mehmet KALYONCU,TUR,2001-07-28,686
198,Conall MCCLEAN,IRL,2001-04-23,681
199,Felix KIBET,KEN,2002-02-05,678
200,Mihail SIRBU,MDA,,673
201,Fakun JIANG,CHN,1999-08-16,666
202,Pierre BOUDY,FRA,2004-08-09,661
203,Ander ORTIZ,ESP,1993-07-05,660
204,Yonas KINDE,LUX,1980-05-07,660
205,Alejandro CALVO,ESP,1996-10-27,659
206,Maxime BARGETTO,FRA,1990-07-01,655
207,Italo QUAZZOLA,ITA,1994-05-10,652
208,Nicolò CORNALI,ITA,2003-01-30,651
209,João PAIS,POR,2002-04-29,649
210,Jorge Gonzélez RIVERA,ESP,1995-09-23,643
211,Luca ANDREIS,ITA,2004-02-19,641
212,Michele FONTANA,ITA,1991-06-13,641
213,Matteo BURBURAN,ITA,2000-12-26,640
214,Charel WEICHERDING,LUX,1999-03-10,640
215,Daniel Antonio DÍAZ,ESP,2001-02-27,640
216,Youssef BOUTAYEB,FRA,2004-07-26,640
217,Raul GONZALEZ,ESP,2002-06-13,639
218,Enaitz AGINAGALDE,ESP,2002-03-25,636
219,Jeppe RISVIG,DEN,2001-11-18,635
220,Tommaso GRASSI,ITA,1991-03-11,631
221,Loris KAUFMANN,SUI,2003-08-03,628
222,Riccardo AMADORI,ITA,,628
223,Tingfei FU,CHN,2000-07-05,628
224,Paul MCINTYRE,SUI,2000-06-10,626
225,Giovanni ARTUSI,ITA,2003-09-28,623
226,Yufan CHEN,CHN,2004-03-26,613
227,Paul MACHOKA,KEN,1998-07-28,612
228,Tom REUTER,BEL,1999-09-05,608
229,Nicola HAGGER,SUI,1999-05-22,608
230,Andrea SOFFIENTINI,ITA,1988-10-24,608
231,David LEWANO,KEN,2000-04-05,603
232,Eneko FUENTE,ESP,2004-08-20,599
233,Fabio DE ANGELI,ITA,,591
234,Hodei LEGARZA,ESP,2004-05-01,590
235,Guillermo Vahl PEDROSA,ESP,1989-04-04,589
236,Adrian MORO,ESP,2001-09-07,585
237,Eneko FERNANDEZ,ESP,1996-05-21,583
238,Conan MCCAUGHEY,IRL,1989-12-18,580
239,Adria CEBALLOS,ESP,2002-10-17,574
240,Husabaike TUOKU,CHN,2004-11-08,573
241,Rick PAFFEN,NED,1996-04-13,569
242,Aitor MANTEROLA,ESP,1982-09-22,564
243,Mario SAINZ,ESP,1995-07-16,556
244,Hamza HABYB,ESP,2003-08-07,556
245,Steven CASTEELE,BEL,1994-07-11,540
246,Lei ZHAO,CHN,2002-04-01,346
247,Alexandre Miguel CARRILHO,ESP,1999-05-26,316
248,Jiaxin WAN,CHN,2004-02-08,306
249,Jorge RUIZ,ESP,1999-09-06,306
250,Jose RIESCO,ESP,2002-08-08,299
251,Mohamed MASSAT,ESP,1994-01-30,296
252,Rui BORGES,POR,1996-07-04,295
253,Sergio MIJANCOS,ESP,1978-03-09,293
254,Juan LOMA,ESP,2001-05-30,293
255,Jose Ignacio Gimenez PEREZ,ESP,1994-10-05,292
256,Pablo OTERO,ESP,1998-08-31,292
257,Zhongping CHEN,CHN,2003-05-11,291
258,Samuel LÓPEZ-DAVADILLO,ESP,1993-11-17,291
259,Daniel AYUSO,ESP,1994-02-06,291
260,Miguel UÑA,ESP,,290
261,Jose Luis GARCÍA,ESP,1988-08-10,290
262,Pablo ZABALA,ESP,1997-07-01,290
263,Guilherme SANTOS,POR,1996-12-23,287
264,Nils BERGMANN,GER,1998-03-17,286
265,Canran ZHENG,CHN,2002-08-07,281
266,Daniel SANZ,ESP,1979-02-25,276
267,Shaojie WANG,CHN,1998-05-11,271
267,Tao WANG,CHN,2002-12-10,271
269,Baojiang CHI,CHN,2002-01-18,261
270,Yedeli NUERBOLATI,CHN,2003-05-03,256
