rank,name,nationality,dob,points
47,Ioannis RIZOS,GRE,2000-03-02,1197
48,Claudio Michel STECCHI,ITA,1991-11-23,1194
49,Matteo OLIVERI,ITA,2002-11-11,1194
50,Jie YAO,CHN,1990-09-21,1193
51,Logan HAMMER,USA,2002-04-26,1191
52,Valentin IMSAND,SUI,2005-01-06,1189
53,Dmitriy KACHANOV,RUS,2001-01-08,1187
54,Patsapong AMSAM-ANG,THA,1997-10-02,1186
55,Artur COLL,ESP,2001-08-16,1184
56,Valentin LAVILLENIE,FRA,1991-07-16,1184
57,Tristan DESPRES,FRA,2003-01-16,1182
58,Juan Luis BRAVO,ESP,2003-07-28,1180
59,Kobe BABIN,USA,2002-06-15,1179
60,Ricardo David MONTES,VEN,2006-09-22,1177
61,Gillian LADWIG,GER,1998-12-03,1177
62,Scott TONEY,USA,2002-04-23,1176
63,Juho ALASAARI,FIN,2003-09-29,1175
64,Cody JOHNSTON,USA,2004-03-05,1175
65,Ben CONACHER,AUS,2002-06-11,1173
66,Christyan SAMPY,USA,2000-11-06,1172
67,Dalton DI MEDIO,AUS,2000-11-02,1169
68,Owen HEARD,GBR,2001-12-29,1169
69,Masaki EJIMA,JPN,1999-03-06,1168
70,Arnie GRUNERT,USA,,1166
71,Oleksandr ONUFRIYEV,UKR,2002-02-15,1165
72,Bradley JELMERT,USA,2001-12-27,1164
73,Georgiy GOROKHOV,RUS,1993-04-20,1164
74,Cade GRAY,USA,,1163
75,Márton BÖNDÖR,HUN,2002-01-19,1158
76,Maddox HAMM,USA,2005-05-21,1158
77,Ashton BARKDULL,USA,,1156
78,Ismaila SAWANEH,FRA,2004-03-04,1156
79,Robert KOMPUS,EST,2005-11-06,1156
80,Yang CHEN,CHN,2001-05-10,1156
81,Pedro BUARÓ,POR,2001-06-14,1154
82,Charlie MYERS,GBR,1997-06-12,1154
83,Bangchao DING,CHN,1996-10-11,1154
84,Vladislav MALYKHIN,UKR,1998-01-15,1154
85,Ivan Geronimo ŠERIĆ,CRO,2000-03-22,1151
86,Eerik HAAMER,EST,2001-01-06,1151
87,Filip KEMPSKI,POL,2002-09-12,1149
88,Trevor STEPHENSON,USA,2000-05-02,1147
89,Filip BARTONĚK,CZE,2000-03-19,1146
90,Dyson WICKER,USA,2006-05-26,1146
91,Koki KURUMA,JPN,1996-03-25,1144
92,Aiden PRINCENA-WHITE,AUS,2004-07-07,1143
93,William STAGGS,USA,,1143
94,Colby WILSON,USA,,1142
95,Sean GRIBBLE,USA,,1141
96,Seito YAMAMOTO,JPN,1992-03-11,1140
97,Atsushi HARAGUCHI,JPN,2003-10-15,1140
98,Bryce BARKDULL,USA,2005-07-21,1139
99,Rui LIU,CHN,2004-10-31,1139
100,Mathis Prod HOMME,FRA,2004-09-10,1137
101,Hendrik MÜLLER,GER,2005-03-02,1136
102,Tommi HOLTTINEN,FIN,1997-05-03,1135
103,Guillermo CORREA,CHI,2001-04-09,1134
104,Brian O'SULLIVAN,USA,,1134
105,Clayton SIMMS,USA,2002-10-08,1133
106,Shingo SAWA,JPN,1996-09-28,1132
107,Tomoya KARASAWA,JPN,2002-05-17,1131
108,Haoyang SONG,CHN,2002-06-17,1130
109,Tyler BURNS,USA,2001-05-06,1129
110,Gabin MATHE,FRA,2005-05-20,1128
111,Ranel SHAFIKOV,RUS,2004-05-30,1127
112,Blake SIFFERLIN,USA,2004-05-13,1127
113,Jak URLACHER,USA,,1126
114,Evan PUCKETT,USA,,1125
115,Lui KITADA,JPN,2004-04-22,1125
116,Kevin O'SULLIVAN,USA,,1122
117,Dan BÁRTA,CZE,1998-02-24,1122
118,Tyler CARREL,USA,,1121
119,Lucas ALISSON,BRA,1997-06-17,1119
120,Kyle GIBBS,USA,,1118
121,Felix EICHENBERGER,SUI,2001-07-26,1118
122,Jaan BAL,BEL,2000-09-17,1117
123,Augustin Becquet PERIGON,FRA,2005-10-10,1117
124,James STEYN,NZL,1999-03-05,1115
125,Fuga MATSUI,JPN,2003-06-05,1115
126,Matthias ORBAN,FRA,2000-01-21,1115
127,Tre YOUNG,USA,,1114
128,Brendan SAFLEY,USA,,1114
129,Kosei TAKEKAWA,JPN,1997-12-16,1113
130,Max MANSON,USA,2000-11-25,1113
131,Valco VAN WYK,RSA,2000-07-26,1112
132,Matthew GRAY,USA,2004-10-13,1112
133,William ASKER,SWE,2004-05-16,1111
134,Victor OLESEN,USA,2007-10-29,1110
135,Illia BOBROVNYK,UKR,2005-07-02,1109
136,Medhi Amar ROUANA,ALG,1994-03-30,1108
137,John Scott KENDRICKS,USA,,1107
138,Garett BAKER,USA,2004-02-08,1107
139,Isack PALATS,FRA,2001-11-27,1107
140,Ander Martinez DE RITUERTO,ESP,2003-12-20,1106
141,Mario HAJZLER,CZE,2004-09-09,1106
142,Linus JÖNSSON,SWE,2005-10-31,1105
143,Ben KIRBO,USA,,1105
144,Louis PRÖBSTLE,GER,2002-06-17,1105
145,Conner MCCLURE,USA,2001-12-12,1105
146,Wenwen CHEN,CHN,1997-06-08,1104
147,Sota ISHIMARU,JPN,1998-09-11,1104
148,Mathis BRESKO,FRA,2002-01-12,1103
149,Anthony MEACHAM,USA,,1103
150,Georgios PAPANASTASIOU,GRE,2004-11-04,1103
151,Oleg ANANYEV,RUS,2003-08-18,1102
152,Lachlan BURNS,AUS,1998-02-17,1101
153,Takuma ISHIKAWA,JPN,1997-11-07,1101
154,Alex TERUEL,ESP,2003-02-08,1101
155,Nikolai VAN HUYSSTEEN,RSA,2002-08-07,1100
156,Martí SERRA,ESP,2005-04-29,1098
157,Antonios SANTAS,GRE,2001-09-11,1098
158,Theo DEROBERT,FRA,1996-10-08,1098
159,Garrett BROWN,USA,2003-05-18,1097
160,Asier AÑORGA,ESP,2006-02-03,1097
161,José Tomas NIETO,COL,2001-10-17,1096
162,Colton RHOADES,USA,,1096
163,Bartosz MARCINIEWICZ,POL,2002-11-24,1095
164,Nico MORALES,USA,,1095
165,Alexander AUER,AUT,2004-09-02,1095
166,Randon GRAY,USA,,1095
167,Spencer BULEY,USA,,1095
168,Ladislav SEDLÁČEK,CZE,2005-12-29,1094
169,Ilya PROSVIRIN,RUS,1995-02-28,1094
170,Duhyeon HAN,KOR,1994-07-28,1093
171,Minsub JIN,KOR,1992-09-02,1093
172,Jack MANN,USA,2004-05-28,1093
173,Adam HAGUE,GBR,1997-08-29,1092
174,Justin FOURNIER,SUI,2005-03-31,1091
175,Agustin CARRIL,ARG,2005-12-03,1089
176,Zhipeng CHEN,CHN,2005-07-25,1089
177,Hiroto SHINOTSUKA,JPN,2004-03-14,1089
178,Eli GAULT-CRABB,USA,,1089
179,Raphael LE GLAS,FRA,2003-11-12,1089
180,Tsung-Hsien LIN,TPE,2003-10-26,1088
181,Rikuya YOSHIDA,JPN,2005-02-27,1088
182,Sloan PETIPHAR,FRA,2003-10-31,1088
183,Brady KOOLEN,USA,,1086
184,Luka ZUPANC,SLO,2004-11-26,1086
185,Ruiyang SUN,CHN,2004-02-05,1085
186,Nicholas SOUTHGATE,NZL,1994-04-09,1085
187,Elijah COLE,PHI,1998-04-11,1084
188,Jesse SALMI,FIN,1998-03-31,1084
189,Benedikt ŠACHTA,CZE,2001-10-09,1084
190,Zackaria DIA,FRA,,1084
191,Francois HOFFMANN,FRA,2003-03-31,1082
192,Jules COUREL,FRA,,1082
193,Matt KEIM,USA,1998-04-24,1081
194,Robin JACOBSSON,SWE,1998-08-15,1081
195,Adria RIPOLLES,ESP,2006-02-12,1079
196,Benoit PIEDFER,FRA,1999-11-16,1078
197,Jian LI,CHN,2005-07-31,1078
198,Jules Faye DE LA DE GUERRE,FRA,2006-08-26,1077
199,Yong-Fu HUANG,TPE,2000-01-25,1076
200,Yen-Han WU,TPE,2005-02-02,1076
201,Federico BIANCOLI,ITA,1996-01-16,1076
202,Constantin RUTSCH,GER,2000-05-01,1076
203,Cheng-Chi HUANG,TPE,2003-09-15,1075
204,Liang ZENG,CHN,2007-01-16,1074
205,Dev Kumar MEENA,IND,2005-05-07,1074
206,Carlos PITRA,POR,2000-12-23,1073
207,Philip Andreas KUBON,NOR,2004-06-12,1073
208,Walter BANNERMAN,USA,,1072
209,Johannes ERM,EST,1998-03-26,1072
210,Federico BONANNI,ITA,2004-07-16,1071
211,Alex SLINKMAN,USA,2000-07-20,1071
212,Erdem TILKI,TUR,2004-01-01,1071
213,Oskari HENTTINEN,FIN,2003-02-12,1070
214,Mark MELLOR,GBR,2002-01-22,1070
215,Sam NOVAK,USA,2006-11-01,1070
216,Jan KRČEK,CZE,2005-04-01,1069
217,Harumi HORIKAWA,JPN,1995-06-02,1069
218,Isaac SADZEWICZ,USA,,1069
219,Oliver SANDBERG,SWE,,1069
220,Reid HOLLOWAY,USA,,1068
221,Samuel ABATI,USA,2005-09-08,1068
222,Yanzhe YANG,CHN,2002-12-05,1067
223,Paul MIGAS,USA,2005-05-09,1067
224,Logan KELLEY,USA,,1067
225,Ylio PHILTJENS,BEL,2006-04-08,1067
226,Jack DOWNEY,AUS,2001-10-15,1066
227,Patrick FREEMAN,USA,,1066
228,Thomas VAN NUFFELEN,BEL,1998-04-09,1066
229,Karl Kristjan POHLAK,EST,2006-06-14,1065
230,Drew O'CONNER,USA,,1063
231,Javin RICHARDS,USA,,1063
232,Walter Alejandro VIAFARA,COL,1992-11-15,1062
233,Lucas COURON,USA,,1062
234,Bob HARTLEY,USA,,1062
235,Hunter POTRYKUS,USA,,1061
236,Stanley JOSEPH,FRA,1991-10-24,1061
237,Marin DOUSSET,FRA,1996-05-22,1061
238,Jak ROVAN,SLO,2005-06-06,1061
239,Kenneth BYRD,USA,2005-05-22,1061
240,Chih-Cheng LIN,TPE,2001-12-26,1060
241,Luke ZENKER,GER,2003-01-28,1060
242,Jip HAEST,NED,2002-04-21,1060
243,Boubacar DIALLO,MLI,1996-10-20,1059
244,Shane RACEY,USA,,1059
245,Nikodem POCHOPIEŃ,POL,2004-11-04,1059
246,Shunto OZAKI,JPN,2000-01-18,1059
247,Samuel ESTRADA,COL,2002-04-18,1058
248,Ryota MURAKOSO,JPN,2005-06-17,1058
249,Adrian KÜBLER,SUI,1997-08-14,1058
250,Simon SEID,USA,2004-07-17,1058
251,Hunter O-BRIEN,USA,2004-09-02,1057
252,Leo BOWEN,USA,2004-06-01,1057
253,Clarke BYRAM,USA,,1057
254,Eito WATANABE,JPN,2004-08-08,1056
255,Wyatt STEWART,USA,,1056
256,Ty MCPHAIL,USA,,1056
257,Jackson TUOMEY,USA,,1056
258,Alon ROGOW,USA,,1055
259,Collin KAO,USA,,1055
260,Eitan GOORE,USA,,1054
261,Beau DOMINGUE,USA,,1054
262,Valentyn LOBODA,UKR,2005-02-14,1054
263,Ryley KLEFSTAD,USA,,1054
264,Fabio WÜNSCHE,GER,2001-04-10,1053
265,Paul SIGNORELLI,USA,,1053
266,Tommi JÄRVENPÄÄ,FIN,2006-01-22,1053
267,Fabio MARCO,ESP,2006-06-12,1052
268,Carson WEEDEN,USA,,1052
269,Andrea DEMONTIS,ITA,2005-10-18,1052
270,Paweł POŚPIECH,POL,2006-09-06,1051
271,Dolan GONZALES,USA,2005-04-04,1051
272,Leo CABRERA,FRA,2001-02-16,1050
273,Oriol ALMIRALL,ESP,2000-12-11,1050
274,Andreas KREISS,BRA,2004-02-23,1050
275,Carter ELLIS,USA,,1050
276,Idan Fauzan RICHSAN,INA,2000-01-11,1049
277,Marcell NAGY,HUN,2002-10-22,1049
278,Teodor BORGIUS,SWE,2003-05-04,1048
279,Reagan ULRICH,USA,,1047
280,Kota SUGANO,JPN,2004-07-08,1046
281,Jacob RICE,USA,,1046
282,Ilya DOLBIN,RUS,2000-02-27,1046
283,Thomas WALLEY,GBR,1998-03-18,1046
284,Aske Valdemar PETERSEN,DEN,1998-04-30,1046
285,Pierre CUENOT,FRA,2002-09-08,1045
286,Zach ZOHNER,USA,,1045
287,Keita SHIGETO,JPN,1998-12-15,1044
288,Cross DERRISO,USA,,1044
289,Hocket Los DE SANTOS,PHI,2002-10-28,1044
290,Adam ANTALEC,SVK,2002-12-18,1044
291,Martin MLČOCH,CZE,,1043
292,Will FREDERICK,USA,,1043
293,Viktor RAHM,SWE,2005-08-20,1043
294,Yuankang WU,CHN,2005-06-13,1042
295,Andre DI MEDIO,AUS,2004-03-15,1041
296,Aubin LUCAS,FRA,2003-10-29,1041
297,Beau KARST,USA,,1040
298,Henri APRI,EST,2007-03-22,1040
299,Parker TERRILL,USA,,1040
300,Marshall RASMUSSEN,USA,,1039
301,Tj ROWAN,USA,,1039
302,Alex GRACIA,ESP,2000-12-20,1037
303,Julius Haansbæk MORTENSEN,DEN,2005-04-26,1037
304,Grant GOGEL,USA,,1037
305,Naoya INOUE,JPN,2007-06-21,1037
306,Hilton GREEN,USA,2005-02-25,1037
307,Jackson BRAYDEN,USA,,1036
308,Louis MARTINEZ,PUR,,1035
309,Justin ABRAMS,USA,,1035
310,Andreas TRUMM,EST,2006-11-23,1035
311,Grant HAGAMAN,USA,,1035
312,Austin COX,USA,,1035
313,Hendrik HOHMANN,GER,2004-04-16,1034
314,Andreas GJESDAL,NOR,1995-11-22,1034
315,Yifan ZHANG,CHN,1996-11-15,1033
316,Cade DEWITT,USA,,1033
317,Kasparas GUSTAS,LTU,2007-08-02,1033
318,Matteo MADRASSI,ITA,1999-06-20,1033
319,Mason BRUBAKER,USA,,1033
320,Jacob CLARK,GBR,2002-06-01,1033
321,Khaliq MUHAMMAD,USA,2007-04-08,1032
322,Rodrigo ALCOBIA,POR,2005-01-28,1032
323,Nikodemas LAURYNAS,LTU,2004-03-30,1031
324,Lars URICH,GER,2006-10-06,1031
325,Albin LUNDBERG,FIN,2002-02-21,1031
326,Topias MUSTONEN,FIN,2007-11-27,1031
327,Porter WESTERLIND,USA,,1030
328,Noah BITTER,USA,,1030
329,Maxim BALABIN,KAZ,2006-06-08,1030
330,Arian MILICIJA,BIH,2005-03-29,1029
331,Celestin NOBLET,FRA,,1029
332,Lenny ASTORI,FRA,2007-10-19,1029
333,Michael PAYAN,USA,,1028
334,Brian MCSWEENEY,USA,,1028
335,Reese POKLUDA,USA,,1028
336,Leonardo SCALON,ITA,2007-08-10,1028
337,Sebastian HAJZLER,CZE,2001-11-05,1027
338,Daniel EDWARDS,USA,,1027
339,Wyatt ALWINE,USA,,1027
340,Till MARBURGER,GER,2003-10-08,1026
341,Grant LEVESQUE,USA,2000-06-10,1025
342,Joseph RAUWERDA,USA,,1025
343,Manuel SANCHEZ,ESP,2005-01-09,1025
344,Will SIEMENS,USA,,1024
345,Nycolas Yglesias NASCIMENTO,BRA,1995-02-19,1024
346,Jonathan HORN,USA,,1024
347,Aleks LYUBENOV,BUL,2001-04-23,1023
348,Ivan HORVAT,CRO,1993-08-17,1023
349,Nanato KOGURE,JPN,2003-09-12,1023
350,Valentin POTTIER,FRA,2002-12-30,1022
351,Arran FAHEY,USA,,1022
352,Matthieu CARRE,FRA,2000-04-09,1022
353,Nikolaj Hyldtoft GRAVES,DEN,1998-04-17,1022
354,Tom LENGY,ISR,2006-11-22,1021
355,Noah PETERSON,USA,,1021
356,Manel PAGES,ESP,2002-07-29,1020
357,Dimitris CHRISTOFI,CYP,2005-11-10,1020
358,Oihan ETCHEGARAY,FRA,2002-12-02,1020
359,Theo RUIZ,ESP,2001-10-21,1020
360,Andreas KAZAMIAS,CYP,2001-08-27,1020
361,Gavin DIMICK,USA,2005-08-24,1019
362,Benjamin FEYRER,USA,,1019
363,Sylvan OSMAN,USA,,1018
364,Pierson CARLISLE,USA,,1018
365,Nicholas BIANCO,USA,,1018
366,Tamás KÉRI,HUN,1993-08-01,1017
367,Simon THOR,SWE,2000-03-14,1016
368,Colton EMEOTT,USA,,1016
369,M GOWTHAM,IND,2002-09-25,1015
370,Iván VARGA,HUN,2008-11-04,1015
371,Cade RICKS,USA,,1015
372,Arthur SCHILD,FRA,1997-08-03,1015
373,Kameron AIME,USA,,1015
374,Jakub ŠAFÁŘ,CZE,2004-01-27,1014
375,Jack HELMICH,USA,,1014
376,Kaito TANIGUCHI,JPN,2007-02-23,1014
377,Liam KINNEY,USA,,1014
378,Aiden ANDERSON,USA,,1013
379,Noah KRIESMAN,USA,,1013
380,Adam WOOLDRIDGE,USA,,1012
381,Sam CRENSHAW,USA,,1011
382,Ben JAMES,AUS,2001-01-08,1010
383,Alexander CHAN,AUS,1997-07-18,1010
384,Christos TAMANIS,CYP,2000-12-22,1010
385,Till STEINFORTH,GER,2002-06-11,1010
386,Tristan MCGARRAH,USA,,1010
387,Sullivan GLEASON,USA,,1010
388,Sander SKOTHEIM,NOR,2002-05-31,1009
389,Andrew BARLOW,USA,,1008
390,Frédéric MATTHYS,SUI,1998-07-27,1008
391,Nathan HIETT,USA,,1008
392,Piotr WOŁOSZYN,POL,2007-07-14,1008
393,Jake FREIDEL,USA,,1008
394,Harald GEMMEL,SWE,2001-07-09,1008
395,Joonatan KEMPPAINEN,FIN,2002-08-15,1007
396,Yannis PER,FRA,,1007
397,Hiroto NAKASHIMA,JPN,2001-08-24,1006
398,Ethan AMATA,USA,,1006
399,Matteo MIANI,ITA,1993-11-04,1005
400,Liam MILLER,CAN,,1005
