rank,name,nationality,dob,points
40,Marie BOUCHARD,FRA,1993-12-07,1106
41,June ARBEO,ESP,1999-02-04,1100
41,Veerle BAKKER,NED,1997-09-29,1100
43,Lili Anna VINDICS-TÓTH,HUN,1998-09-17,1098
44,Roxane CLEPPE,BEL,2001-07-05,1096
45,Sümeyye EROL,TUR,1997-06-15,1096
46,Naomi KORIR,KEN,1998-09-01,1093
47,Alicia BERZOSA,ESP,2000-09-10,1091
48,Nicole Svetlana REINA,ITA,1997-09-25,1091
49,Emmy Den VAN BERG,NED,2002-10-05,1086
50,Janeth CHEPNGETICH,KEN,1998-07-23,1085
51,Azucena DÍAZ,ESP,1982-12-19,1085
52,Michela CESARÒ,ITA,1999-08-24,1081
53,Célia TABET,FRA,1999-08-29,1080
54,Sarah MADELEINE,FRA,1998-09-20,1078
55,Claudia ESTEVEZ,ESP,1995-09-28,1075
56,Idaira PRIETO,ESP,1997-08-17,1075
57,Maria Luz TESURI,ARG,1993-01-25,1075
58,Carolina WIKSTRÖM,SWE,1993-09-04,1073
59,Ineke VAN KOLDAM,NED,1997-11-21,1073
60,Joyciline JEPKOSGEI,KEN,1993-12-28,1070
61,Lidia CAMPO,ESP,1991-03-26,1068
62,Claudia CORRAL,ESP,2002-08-08,1068
63,Linda PALUMBO,ITA,1999-02-12,1066
64,Silvia REY,ESP,2004-05-24,1066
65,Shellcy Ester SARMIENTO,COL,2000-09-20,1065
66,Ruken TEK,TUR,2001-05-01,1063
67,Victoria WARPY,BEL,1997-06-06,1063
68,Evelina HENRIKSSON,SWE,1999-12-01,1063
69,Laura TABORDA,POR,1999-01-01,1063
70,Laura PRIEGO,ESP,1998-07-15,1061
71,Tuğba Güvenç YENIGÜN,TUR,1994-07-09,1060
72,Adele ROATTA,ITA,2004-12-03,1060
73,Lilla BÖHM,HUN,1994-09-28,1058
74,Cailie Logue HUGHES,USA,1999-01-04,1055
75,Marta CEPERUELO,ESP,2003-02-15,1055
76,Marta SERRANO,ESP,2003-04-05,1053
77,Sara REIMONDO,ESP,1995-03-24,1051
78,Nanna BOVÉ,DEN,1995-04-25,1051
79,Irene PELAYO,ESP,1980-02-16,1050
80,Fiona EVERARD,IRL,1998-09-30,1045
81,María José PÉREZ,ESP,1992-06-12,1043
82,Queralt CRIADO,ESP,2002-10-05,1043
83,Laura DOMENE,ESP,2001-05-26,1041
84,Winfred Nzisa MBITHE,KEN,1997-05-30,1040
85,Neide DIAS,POR,1987-08-11,1040
86,Romane WOLHAUSER,SUI,2002-07-30,1038
87,Momoka KAWAGUCHI,JPN,1998-06-28,1038
88,Camille PLACE,FRA,2003-07-13,1036
89,Özlem Kaya ALICI,TUR,1990-04-20,1036
90,Gladys KWAMBOKA,KEN,1996-03-14,1035
91,Milica TOMAŠEVIĆ,SRB,2004-05-28,1033
92,Adéla HLUCHÁ,CZE,2001-07-10,1030
93,Julie VOET,BEL,2003-11-22,1028
94,Naima Ait ALIBOU,ESP,1999-06-29,1028
95,Agnese CARCANO,ITA,2003-06-27,1028
96,Ann-Marie MCGLYNN,IRL,1980-02-22,1023
97,Thea Charlotte KNUTSEN,NOR,2004-09-26,1023
98,Laura SANTOS,ESP,1998-04-08,1023
99,Isabel BARREIRO,ESP,1999-04-26,1022
100,Darya SHABUNINA,RUS,2000-12-13,1020
101,Solange JESUS,POR,1987-01-07,1016
102,Mary MULHARE,IRL,1993-02-14,1013
103,Valeria ROFFINO,ITA,1990-04-09,1013
104,Ruth MARTI,ESP,2004-11-03,1011
105,Joana Vanessa CARVALHO,POR,1991-11-04,1011
106,Naomi CHELANGAT,KEN,1996-06-12,1011
107,Gaia COLLI,ITA,1999-04-01,1011
108,Julie LEJARRAGA,FRA,1998-02-07,1008
109,Jimena BLANCO,ESP,2004-08-24,1006
110,Sandrafelis Chebet TUEI,KEN,1998-01-20,1005
111,Sofie VAN ACCOM,BEL,1989-06-07,1003
112,Glorius JEPKIRUI,KEN,1998-11-28,1001
113,Beatriz RIOS,POR,2003-02-11,1001
114,Ainhoa SANZ,ESP,1989-06-08,1000
115,Martina LUCCHINI,ITA,2002-05-17,998
116,Anna MÁLKOVÁ,CZE,2001-04-17,997
117,Lucía RODRÍGUEZ,ESP,1998-07-26,995
118,Ambar TOMAS,ESP,2004-10-07,993
119,Isabel LINARES,ESP,1998-01-06,990
120,Louisa ESMOUNI,FRA,2004-05-03,990
121,Viktoriia KALIUZHNA,UKR,1994-07-11,988
122,Carla MARTINHO,POR,1976-11-04,988
123,Maria Mihaela BLAGA,ROU,2004-03-04,985
124,Anine DYRDAL,NOR,2003-06-20,983
125,Cheryl NOLAN,IRL,1989-11-12,979
126,Juliane HVID,DEN,1998-04-08,979
127,Caroline BIWOTT,KEN,1992-08-02,973
128,Febe TRIEST,BEL,2000-08-28,973
129,Maria UREÑA,ESP,1996-11-16,973
130,Barbora LAMPOVÁ,CZE,1995-12-19,970
131,Danielle DONEGAN,IRL,2001-04-05,969
132,Maiken Homlung PRØITZ,NOR,2004-06-16,969
133,Derya KUNUR,TUR,1999-09-01,968
134,Chiara STEFANI,ITA,2003-06-30,966
135,Josephine THESTRUP,DEN,1996-11-25,966
136,Laura MAASIK,EST,1993-10-05,965
137,Marta MARTIN,ESP,1998-04-26,965
138,Jenka WITTEVRONGEL,BEL,,963
139,Nakita BURKE,IRL,1987-08-05,958
140,Maria Magdalena BOSINCEANU,ROU,1997-01-21,957
141,Andrea ROMERO,ESP,2000-04-20,955
142,Ane OCHOA,ESP,2003-10-03,953
143,Yiting YANG,CHN,2004-03-15,950
144,Anneke VORTMEIER,GER,2002-03-18,948
145,Alice MITARD,FRA,1998-03-07,946
146,Olga PRYADKINA,RUS,1999-07-29,945
147,Aurora BADO,ITA,2002-08-24,938
148,Buerlieni MULATIBIEKE,CHN,2003-12-01,936
149,Anastasiya FEDONINA,RUS,1998-03-18,936
150,Alba LINARES,ESP,,935
151,Luna GIOVANETTI,ITA,2003-08-31,935
152,Jade BURIDON,FRA,2004-04-22,933
153,Alba SORRIGUETA,ESP,1998-01-03,933
154,Maria PIÑERA,ESP,1998-06-13,927
155,Susana CUNHA,POR,1988-09-04,921
156,Michela MORETTON,ITA,2000-10-04,921
157,Yuanhua XU,CHN,2000-06-16,920
158,Nerea SANTOS,ESP,1999-07-18,918
159,Synne Marie ENGEBRETSEN,NOR,2002-07-31,917
160,Yuhan SHEN,CHN,2004-08-31,910
161,Anne RAJANIEMI,FIN,1983-05-11,908
162,Julie VAN DE WALLE,BEL,,900
163,Laura SEGURA,ESP,1986-07-03,876
164,Jinting SONG,CHN,1995-03-20,860
165,Joana FERREIRA,POR,1997-06-04,852
166,Marwa BOUZAYANI,TUN,1997-03-26,740
167,Francesca ANNONI,ITA,2000-05-12,713
168,Saima MURIĆ,SRB,2006-05-19,706
169,Jane Ghati CHACHA,KEN,2004-12-28,683
170,Roberta VIGNATI,ITA,1993-03-06,676
171,Rebecca MWANGI,KEN,2001-06-15,665
172,Silvia OGGIONI,ITA,1995-08-18,665
173,Caren Kiplagat JEBET,KEN,2002-02-22,658
174,Marina BAGUR,ESP,1996-08-08,657
175,Greta SETTINO,ITA,2003-07-12,655
176,Emmaculate JEPKOSGEI,KEN,2003-05-31,646
177,Mariana CANTERO,ESP,1983-10-25,646
178,Camilla GALIMBERTI,ITA,2003-06-17,643
179,Izaro PERURENA,ESP,2000-03-19,641
180,Edel MONAGHAN,IRL,1998-09-02,640
181,Anna Dal MAGRO,ITA,,637
182,Arianna DI TOMA,ITA,2004-06-27,635
183,Vanessa ROMERO,ESP,1997-10-06,634
184,Rebeca GIL,ESP,1994-08-14,632
185,Esther NAVARRETE,ESP,1990-03-16,631
186,Alice PIANA,ITA,,630
187,Farida ABAROGE,ART,1994-01-01,628
188,Michelle KENNY,IRL,1979-06-29,628
189,Maria Mar DEL MARQUES,ESP,1999-04-05,624
190,Margherita FABRIS,ITA,,619
191,Orla DUFFY,IRL,1998-07-15,613
192,Cliona MURPHY,IRL,1996-10-11,608
193,Dongmei CAI,CHN,2000-09-29,603
194,Raquel DE FRANCISCO,ESP,2000-04-29,603
195,Capucine ROLIN,FRA,2004-07-18,600
196,Lara ESTEBANEZ,ESP,1994-12-13,596
197,Jacinta PAUL,KEN,1998-06-02,578
198,Fatima CHARKAOUI,FRA,1992-09-12,366
199,Tabea BLATTER,SUI,2003-03-26,360
200,Xiaojuan KE,CHN,1999-01-03,340
201,Lihua NIU,CHN,1999-10-14,321
202,Mathilde GODEFROY,FRA,2002-01-14,320
203,Teresiah OMOSA,KEN,1995-02-05,318
204,Millicent NYABERI,KEN,2000-05-05,316
205,Izaskun BEUNZA,ESP,1985-11-22,313
205,Knight ACIRU,UGA,1998-09-03,313
207,Maria Nieves CAMPOS,ESP,2001-11-21,298
208,Jiali WANG,CHN,2001-05-12,296
209,Teresa HERRAEZ,ESP,1997-02-14,291
210,Pengyun FENG,CHN,2003-10-29,256
