rank,name,nationality,dob,points
84,Mathew Kipchumba KIPSANG,KEN,1995-11-16,1192
85,Samuel CHARIG,GBR,2001-11-21,1191
86,James GORMLEY,IRL,1998-04-03,1191
87,Alexander STITT,AUS,2001-07-10,1191
88,Wegene ADISU,ETH,2004-05-27,1191
89,Titouan LE GRIX,FRA,2002-06-16,1190
90,Maciej WYDERKA,POL,2002-07-29,1189
91,Sam ELLIS,USA,1998-10-20,1189
92,Håkon Moe BERG,NOR,2006-06-26,1189
93,Luan MUNNIK,RSA,2000-04-22,1187
94,Mahadi Abdi ALI,NED,1995-11-08,1185
95,Marc TORTELL,GER,1997-12-26,1185
96,Joseph WIGFIELD,GBR,2000-01-18,1184
97,Piers COPELAND,GBR,1998-11-26,1183
98,Wes PORTER,USA,2001-09-18,1182
99,Eric HOLT,USA,1995-05-12,1181
100,Ossama El KABBOURI,ITA,2000-11-08,1181
101,Amine BRAHIMI,ALG,1995-10-12,1180
102,Benoit CAMPION,FRA,1998-02-12,1178
103,Max DAVIES,CAN,2003-12-19,1178
104,Ossama MESLEK,ITA,1997-01-08,1177
105,Marius PROBST,GER,1995-08-20,1177
106,Sair SALGADO,USA,,1176
107,Stewart MCSWEYN,AUS,1995-06-01,1176
108,Joshua THOMPSON,USA,1993-05-09,1175
109,Callum DAVIES,AUS,1999-07-18,1175
110,Isaac BASTEN,USA,2000-11-21,1174
111,Adel MECHAAL,ESP,1990-12-05,1173
112,Joe WASKOM,USA,2001-04-12,1173
113,Mehmet ÇELIK,TUR,2001-12-01,1169
114,Anis CHOTT,ALG,2004-10-05,1168
115,Shane BRACKEN,IRL,1998-06-14,1168
116,Marvin HEINRICH,GER,1997-01-29,1167
117,Austin DALQUIST,USA,1995-11-16,1166
118,Cooper CAWTHRA,USA,,1165
119,Reuben REINA,USA,,1164
120,Harrison WITT,USA,2002-10-04,1163
121,Joonas RINNE,FIN,1995-05-20,1160
122,Liam MURPHY,USA,2002-02-04,1158
123,Jack CRULL,USA,2002-02-13,1156
124,Emanuel GALDINO,USA,,1156
125,Matthew BEAUDET,CAN,2000-02-28,1156
126,Andreas Fjeld HALVORSEN,NOR,2005-09-14,1155
127,Colin SAHLMAN,USA,2003-10-28,1153
128,Simas BERTAŠIUS,LTU,1993-10-31,1152
129,Jae-Ung LEE,KOR,2002-09-16,1150
130,Ronan MCMAHON-STAGGS,IRL,2002-09-01,1149
131,Abdisa FAYISA,ETH,2005-04-24,1148
132,Keisuke MORITA,JPN,1995-10-19,1148
133,Thomas BRIDGER,GBR,2003-03-22,1148
134,Nick FOSTER,USA,2000-10-03,1147
135,Charlie O'DONOVAN,IRL,1999-08-06,1147
136,James MCMURRAY,GBR,1995-01-18,1147
137,Eric GUZMAN,ESP,2002-01-29,1145
138,Christopher CAUDILLO,USA,2005-08-05,1145
139,Jan FRIŠ,CZE,1995-12-19,1144
140,Mario GARCÍA,ESP,1999-06-29,1143
141,Tom DODD,GBR,1998-10-02,1141
142,Ryan MARTIN,GBR,2003-10-10,1141
143,Simeon BIRNBAUM,USA,2005-06-23,1140
144,Seyedamir ZAMANPOUR,IRI,2000-08-28,1140
145,Christian NOBLE,USA,1997-04-21,1140
146,Yegor LIMONOV,RUS,1999-06-22,1140
147,Jesse FOKKENROOD,NED,2002-03-28,1140
148,Damian HACKETT,USA,,1139
149,Robin VAN RIEL,NED,2000-04-30,1137
150,Salih TEKSÖZ,TUR,1994-01-01,1137
151,Alex MELLOY,GBR,2003-09-28,1136
152,Henry WYNNE,USA,1995-04-18,1135
153,Sam RUTHE,NZL,2009-04-12,1135
154,Sean MCGORTY,USA,1995-03-08,1135
155,Giuseppe GRAVANTE,ITA,2001-08-07,1135
156,Ferenc Soma KOVÁCS,HUN,2004-06-14,1134
157,Charles Cheboi SIMOTWO,KEN,1995-06-05,1133
158,Nanami ARAI,JPN,1994-12-26,1133
159,Harvey CRAMB,AUS,,1133
160,Taha Er RAOUY,MAR,2002-05-25,1132
161,Paul SPECHT,GER,2002-12-13,1132
162,Abraham GUEM,SSD,1999-04-29,1131
163,Pierre ATTIOGBE,USA,,1131
164,Corentin TIXIER,FRA,2002-02-27,1129
165,Tyler BILYARD,GBR,2001-10-08,1128
166,Max SHERVINGTON,AUS,2003-05-26,1127
167,Joseph TUFFIN,GBR,1999-06-24,1127
168,Camden GILMORE,PAR,2000-09-13,1127
169,Laban KIPKEMBOI,KEN,2002-08-08,1126
170,Casey COMBER,USA,1996-11-04,1126
171,Trent MCFARLAND,USA,2005-06-01,1126
172,Jorge David TORRE,ESP,1998-02-11,1126
173,Martín SEGUROLA,ESP,2003-07-01,1125
174,Leo YOUNG,USA,2005-02-28,1125
175,Josiah TOSTENSON,USA,,1125
176,Rhys HAMMOND,USA,,1125
177,Kazuto IIZAWA,JPN,2001-02-02,1124
178,Carter CUTTING,USA,2005-01-10,1124
179,Konstantin KHOLMOGOROV,RUS,1996-02-07,1123
180,Keanu DOMINGO,RSA,2002-04-17,1122
181,Aiden NEAL,USA,,1120
182,David HOLMAN,GBR,,1120
183,Jonathan GRAHN,SWE,2004-12-30,1120
184,George COUTTIE,GBR,2005-01-15,1119
185,Guilherme KURTZ,BRA,1994-08-27,1119
186,Callum ELSON,GBR,1998-12-31,1119
187,Jude WHEELER-DEE,CAN,,1119
188,Owen KARAS,USA,,1118
189,Sean DONOGHUE,IRL,2002-09-22,1118
190,Ted HIGGINS,GBR,,1118
191,Gaor Drouin VIALLARD,FRA,2001-12-18,1118
192,Joe EWING,GBR,2002-02-17,1117
193,Adam GODDARD,AUS,2003-07-24,1117
194,Tanner TALLEY,USA,,1117
195,Garrett MACQUIDDY,USA,,1117
196,Jonathan PODBIELSKI,CAN,2004-06-21,1116
197,Jojo JOURDON,USA,,1115
198,Mark SHANNON,USA,,1114
199,Devan KIPYEGO,USA,,1113
200,Joshua ABRAHAM,FRA,2005-06-15,1113
201,Filip TOUL,CZE,2007-08-02,1113
202,Michael DANZI,USA,2002-10-03,1113
203,Leo DASCHBACH,USA,2001-10-04,1113
204,Emedy KIPLIMO,KEN,,1112
205,Eric GIBSON,USA,,1112
206,Thiago ANDRÉ,BRA,1995-08-04,1112
207,James DUNNE,IRL,2001-05-26,1112
208,Mason STRADER,USA,,1112
209,Jaouad KHCHINA,MAR,2006-02-03,1110
210,Luca SANTORUM,ITA,2004-03-16,1110
211,Ioann LOBLES,NED,2004-05-24,1109
212,Maxwell HARDIN,USA,,1109
213,Josselain Barrellon VERNAY,FRA,1999-02-19,1109
214,Jacob CANN,GBR,2000-12-22,1109
215,Nick DAHL,USA,1998-08-25,1108
216,Silas ZURFLUH,SUI,2001-04-19,1108
217,Tanner MAIER,USA,2000-01-22,1108
218,Dominic Lokinyomo LOBALU,SUI,1998-08-16,1107
219,Teo DABOS,FRA,2004-05-25,1107
220,Brendan HERGER,USA,,1107
221,Elliot VERMEULEN,BEL,2006-04-28,1106
222,Alec PURNELL,CAN,2000-01-04,1106
223,Isaiah GIVENS,USA,,1105
224,Spencer PICKREN,USA,,1105
225,Martin BARCO,USA,2005-07-26,1105
226,Ethan COLEMAN,USA,,1104
227,Sergey DUBROVSKIY,RUS,1995-01-20,1104
228,Viachaslau SKUDNY,BLR,1998-11-09,1104
229,Yusuke TAKAHASHI,JPN,1999-07-28,1103
230,Lughaidh MALLON,IRL,2005-10-28,1103
231,Aiden COLES,CAN,,1103
232,James YOUNG,GBR,1997-12-29,1103
233,Enzo COUDERCHET,FRA,1997-10-06,1103
234,Alex RILEY,GBR,2005-12-05,1102
235,Ryan FOWKES,USA,2001-03-23,1102
236,Aidan MCCARTHY,USA,2002-09-01,1101
237,Davis HELMERICH,USA,,1101
238,Kaden KLUTH,USA,,1100
239,Kjetil Brenno GAGNÅS,NOR,2000-05-09,1099
240,Noah WARD,USA,,1099
241,Felix MUTHIANI,KEN,2007-07-27,1099
242,Daelen ACKLEY,USA,,1099
243,Paul Sunte NGASHARR,KEN,2000-12-01,1099
244,João SANTOS,POR,2004-11-03,1098
245,Simone VALDUGA,ITA,2004-07-21,1098
246,Matt STRANGIO,USA,2001-07-31,1097
247,Aduna BIRUK,ETH,,1097
248,Sam BLAKE,AUS,1995-07-11,1097
249,Liam LYONS,USA,,1096
250,Tom GRAHAM-MARR,GBR,2000-11-25,1096
251,Collins KIPROTICH,KEN,2004-05-05,1095
252,Yervand MKRTCHYAN,ARM,1996-06-11,1095
253,Mark MILNER,IRL,2000-08-02,1094
254,Jack STANLEY,USA,,1094
255,Lounes BENAMARA,ALG,1998-06-16,1094
256,James SCHMIDT,USA,,1094
257,Connor MCCORMICK,USA,,1093
258,Kane ELLIOTT,GBR,2002-01-19,1093
259,Nick SLOFF,USA,,1093
260,Aniol BORRAS,ESP,2002-05-04,1093
261,Luke CUNNINGHAM,AUS,2001-04-02,1093
262,William COOGAN,USA,,1093
263,Evan DORENKAMP,USA,2000-12-24,1092
264,Habtom SAMUEL,ERI,2003-11-30,1092
265,Charles WHEELER,GBR,1998-07-04,1092
266,Duncan ROBINSON,GBR,2002-07-15,1092
267,Yoonus SHAH,IND,2001-05-10,1091
268,Brogan GIFFIN,USA,,1091
269,Viktor IDHAMMAR,SWE,2003-06-16,1091
270,Dezhu LIU,CHN,2000-09-16,1091
271,Joe Dos REIS,USA,,1091
272,Karsen VESTY,NZL,2004-06-27,1091
273,Kamil HERZYK,POL,2004-04-14,1090
274,Gregory BERNAGE,FRA,1999-03-11,1090
275,Caleb EASTON,USA,,1090
276,Carson SMITH,USA,,1090
277,Yevgeniy VALITOV,RUS,1999-08-13,1090
278,Jed HELKER,USA,,1090
279,Vladyslav PODZVEZDOV,RUS,2002-08-03,1089
280,Edwin KLANKE,USA,,1089
281,Cyann GALTIER-VILLA,FRA,2005-06-07,1089
282,Bryn WOODALL,GBR,,1088
283,Christoph Maximilian SCHRICK,GER,2003-04-07,1088
284,Jan BADIA,ESP,2002-06-13,1088
285,Ricardo PEDRA,POR,2002-11-01,1088
286,Michał GROBERSKI,POL,2000-06-10,1088
287,Travis MARTIN,USA,,1087
288,Williams LEWIS,AUS,2000-09-24,1087
289,Rhen LANGLEY,USA,,1086
290,Billy HILL,USA,,1086
291,Levi STREEVAL,USA,,1086
292,Wanis ADJAOUD,FRA,2005-05-10,1085
293,Moa Abounnachat BOLLERØD,NOR,2001-11-02,1085
294,Andrew MCGILL,GBR,2004-02-18,1085
295,Patrick ROTICH,KEN,1998-12-05,1085
296,Matt GATUNE,USA,,1084
297,Philip MARRON,IRL,1998-10-06,1084
298,Jaryd CLIFFORD,AUS,1999-07-05,1084
299,Billy ATKINSON,USA,,1084
300,Edward BIRD,GBR,2005-01-11,1083
301,Lucas BONS,USA,1999-10-09,1083
302,Ryoji TATEZAWA,JPN,1997-05-16,1081
303,Aleksandr KOVRIZHNYKH,RUS,2000-05-30,1081
304,Elvis MOKHONWANA,RSA,1998-01-08,1081
305,Rheinhardt HARRISON,USA,2004-02-15,1080
306,Quenton WALION,USA,,1080
307,Kristoffer SAGLI,NOR,2002-01-30,1080
308,Gabe SCALES,USA,,1080
309,Will DALEY,USA,,1080
310,Zane BERGEN,USA,,1080
311,Luca POPPE,NED,,1080
312,Émile TOUPIN,CAN,2003-04-15,1080
313,Aiden SULLIVAN,USA,,1080
314,Masato SAIKI,JPN,1995-01-09,1079
315,Gavin GENISIO,USA,,1079
316,Tim CHERRY,USA,,1078
317,Dylan SPRECKER,USA,,1078
318,Esten Hansen-Møllerud HAUEN,NOR,2003-05-22,1078
319,Tristan COLES,CAN,2004-11-19,1078
320,Juda HYODO,JPN,2003-08-05,1077
321,Jeffery ROGERS,USA,,1077
322,Finn WALSH,USA,,1077
323,Sam ELLS,USA,,1077
324,Sacha LIGUORI,FRA,1996-03-29,1077
325,Alessandro PASQUINUCCI,ITA,2003-03-15,1077
326,Duncan WAWERU,KEN,1999-04-22,1076
327,Vincent CHENIER,CAN,,1076
328,Ryoto AOKI,JPN,2004-04-26,1075
329,Leonard MARKÉN,FIN,2003-12-13,1074
330,Robert PEDROZA,USA,,1074
331,Ayden GRANADOS,USA,2005-05-10,1073
332,Federico MOGETTI,ITA,2002-03-13,1073
333,Abdallah HAREK,ALG,2005-02-13,1073
334,Jeke ALLEN,USA,,1072
335,Patrick MULRYAN,USA,,1072
336,Oliver KREISEL,GER,2000-11-18,1072
337,Thomas MOORCROFT,AUS,2000-04-22,1072
338,Magnus ØYEN,NOR,2007-04-26,1072
339,Riccardo TAMASSIA,ITA,1993-06-18,1072
340,Baptiste JARD,FRA,1997-04-15,1071
341,Caleb RIVERA,USA,,1071
342,Marcel TOBLER,AUT,2001-09-13,1071
343,Tony OMARA,UGA,2001-12-28,1070
344,Aiden ARNOLD,USA,,1070
345,Juwan BLIGNAUT,RSA,2002-09-12,1069
346,Reece SHARMAN-NEWELL,GBR,2002-12-13,1069
347,Ryan HARTMAN,USA,2001-06-16,1069
348,Alois ABRAHAM,FRA,2008-07-25,1069
349,Rok MARKELJ,SLO,2000-04-14,1069
350,Giovanni FILIPPI,ITA,1998-05-13,1069
351,Parker SCHNEIDER,USA,,1068
352,Joe SAPONE,USA,,1068
353,Riley FLEMINGTON,CAN,2004-03-21,1068
354,Tim KALIES,GER,2004-08-05,1067
355,Rob MCMANUS,USA,2002-07-15,1067
356,Naoto KATAYAMA,JPN,2000-11-29,1067
357,Adrian KÖNIG-RANNENBERG,PER,1993-05-26,1066
358,Hosea KIPROP,UGA,2005-12-10,1066
359,Takayoshi OBA,JPN,2005-05-17,1065
360,Ondřej GAJDOŠ,CZE,2004-01-04,1065
361,Bennett BOOTH-GENTHE,USA,,1065
362,Graham FERGUSON,USA,,1065
363,Hamza CHAHID,MAR,2001-11-07,1065
364,Xiaoheng XI,CHN,1999-12-08,1065
365,Esteban GONZÁLEZ,CHI,1998-10-16,1065
366,William MERRICK,USA,,1064
367,Mohamed Aziz MOHAMED,GHA,,1064
368,Artem KALACHEV,BLR,1995-09-07,1064
369,Kian WILES,GBR,2004-01-17,1064
370,Nicolae Marian Felix COMAN,ROU,1996-12-18,1063
371,Declan MCDONNELL,USA,,1063
372,Gustav BENDSEN,DEN,2003-03-29,1063
373,Evert SILVA,USA,,1062
374,William Sean RABJOHNS,GBR,2006-02-11,1062
375,Benjamin REYNOLDS,GBR,2002-10-01,1062
376,Samuel FIELD,AUS,2000-05-22,1060
377,Luke SIMPSON,USA,2004-06-24,1060
378,Dumisani MOTLOUNG,RSA,2005-03-07,1060
379,Mohamed DAHMOUCH,MAR,2001-10-11,1060
380,Tobias TENT,GER,2005-12-04,1059
381,Brian MASAI,KEN,,1057
382,Lukas KIPROP,KEN,,1057
383,Uğur Kemal DERİN,TUR,2004-01-30,1057
384,Adam SCHMIDT,CAN,,1057
385,Justin PRETRE,CAN,2005-06-25,1057
386,Wes SHIPSEY,USA,2004-05-18,1056
387,Jan DILLEMUTH,GER,2004-03-09,1056
388,Cooper ATKINS,USA,,1056
389,Ryan DREW,USA,,1056
390,David DE BLAS,ESP,1997-07-16,1056
391,Wiktor MIŁKOWSKI,POL,2005-04-15,1055
392,Liam NEWHART,USA,2005-03-29,1054
393,Gilbert RONO,KEN,2005-01-11,1054
394,James DARGAN,GBR,2005-09-17,1054
395,Duncan MILLER,AUS,2000-01-30,1054
396,Maxime ARAGON,FRA,1998-02-08,1054
397,Masaya YANAGIMOTO,JPN,2002-01-11,1054
398,Tommy SHAW,GBR,,1054
399,Rikuto IJIMA,JPN,1997-07-17,1054
400,Hinata MAEDA,JPN,2003-09-08,1053
