rank,name,nationality,dob,points
57,Tomáš HABARTA,CZE,2003-07-10,1171
58,Joash RUTO,KEN,2006-08-15,1170
59,Hibiki OBARA,JPN,2001-11-10,1170
60,Bilal TABTI,ALG,1993-06-07,1168
61,Topi RAITANEN,FIN,1996-02-07,1167
62,Víctor Ortiz RIVERA,PUR,1998-06-30,1167
63,Philemon Kiplagat RUTO,KEN,2001-09-20,1163
64,Damián VÍCH,CZE,1998-08-14,1162
65,Carson WILLIAMS,USA,2002-02-12,1161
66,Zakaria Al ALHLAMI,QAT,2004-07-07,1160
67,Joey BERRIATUA,USA,1995-06-16,1160
68,Hirko HAYILU,ETH,2006-01-05,1158
69,Dinka FIKADU,ETH,,1155
70,Etson BARROS,POR,2001-03-16,1153
71,Víctor RUIZ,ESP,1993-06-24,1153
72,Alejandro QUIJADA,ESP,2001-03-07,1152
73,Berihun MOGES,ETH,2005-03-18,1149
74,Mark PEARCE,GBR,1996-01-19,1146
75,Mourad Ed DAFALI,MAR,2002-02-26,1146
76,Fredrik SANDVIK,NOR,1998-03-23,1144
77,Rob MCMANUS,USA,2002-07-15,1142
78,Mohammed AATAATI,MAR,2003-09-09,1141
79,István PALKOVITS,HUN,2000-12-27,1140
80,Stefan NILLESSEN,NED,2003-01-02,1139
81,Benjámin BALÁZS,USA,2004-06-02,1139
82,Robin MÜLLER,GER,2003-06-12,1135
83,Hichem BOUCHICHA,ALG,1989-05-19,1133
84,Eduard BATYRSHIN,RUS,1998-12-04,1132
85,Pierre BOUDY,FRA,2004-08-09,1131
86,Maksim YAKUSHEV,RUS,1992-03-15,1130
87,Simon SUNDSTRÖM,SWE,1998-02-04,1129
88,Aaron AHL,CAN,1999-02-25,1129
89,Silas KIPTANUI,KEN,,1129
90,Omar SERAICH,ALG,1997-03-16,1128
91,Rubén LEONARDO,ESP,2004-02-15,1127
92,Valentin BRESC,FRA,2001-05-27,1127
93,Soma NAGAHARA,JPN,2005-10-12,1127
94,Carlos ÁNGEL,ESP,2003-03-30,1124
95,Baptiste COUDERT,FRA,2000-09-30,1123
96,Saif ZUIDI,TUN,2005-07-11,1122
97,Jackson SHORTEN,USA,2004-07-15,1122
98,Seiya SUNADA,JPN,2001-10-30,1122
99,Abdullah TUĞLUK,TUR,1999-06-27,1122
100,Walace Evangelista CALDAS,BRA,1998-08-15,1121
101,Yasunari KUSU,JPN,1993-08-21,1120
102,Kristian IMROTH,GBR,2002-01-19,1119
103,Grant BRADLEY,USA,,1118
104,Mick STANOVSEK,AUS,1997-01-16,1118
105,Cj SINGLETON,USA,2004-01-23,1117
106,Kevin ROBERTSON,CAN,1998-09-28,1116
107,Yassin BOUIH,ITA,1996-11-24,1115
108,Benard KETER,USA,1992-05-25,1114
109,Brett GARDNER,USA,2001-10-06,1114
110,Casey COMBER,USA,1996-11-04,1113
111,Oscar THEBAUD,FRA,2004-07-07,1112
112,Lourenço RODRIGUES,POR,2004-02-02,1111
113,Isaac HEDENGREN,USA,,1109
114,Victor KIBIEGO,KEN,,1108
115,Wesley LANGAT,KEN,1994-07-07,1107
116,Landon HEEMEYER,USA,,1107
117,Bismack KIPCHIRCHIR,KEN,,1106
118,Giovanni GATTO,ITA,1999-10-10,1104
119,Jackson MESTLER,USA,1997-12-27,1103
120,Hayate SATO,JPN,2001-02-28,1103
121,Ishak DAHMANI,FRA,2005-03-03,1102
122,Mohamed Ibrahim JRIDI,TUN,2001-06-10,1102
123,Tatsuhiro TANIGUCHI,JPN,2000-09-16,1102
124,Soheil BOUFRIZI,FRA,2001-10-03,1101
125,Sebastián MARTOS,ESP,1989-06-20,1098
126,Oleisy FERRER,CUB,2004-04-03,1097
127,Wilberforce Chemiat KONES,KEN,1993-09-19,1096
128,Ryker HOLTZEN,USA,,1096
129,Aarno LIEBL,SUI,2005-05-21,1093
130,Shuiqing YU,CHN,2006-10-01,1092
131,Clément LABAR,BEL,2003-07-10,1092
132,Daichi SHIBATA,JPN,2004-11-02,1091
133,Kole MATHISON,USA,2005-01-18,1091
134,Wiktor ANTOSZ,POL,2002-10-19,1090
135,Silas ZAHLTEN,GER,2004-09-23,1090
136,Leandro MONTEIRO,POR,2003-07-27,1089
137,Youssef BOUTAYEB,FRA,2004-07-26,1089
138,Ole HESSELBJERG,DEN,1990-04-23,1088
139,Peter VISSER,USA,2003-02-13,1086
140,Dzmitry IVANENKA,BLR,1994-01-07,1084
141,Arturo Israel REYNA,MEX,1998-09-14,1084
142,Julius DIEHR,USA,1997-02-21,1083
143,Titus KIMARU,KEN,2006-11-18,1082
144,Nathan DAVIS,USA,,1081
145,Ismail ATRIKI,ESP,2002-08-13,1080
146,Alejandro ORTUÑO,ESP,1999-04-09,1079
147,Declan RYMER,USA,,1078
148,Allan KIPLAGAT,KEN,2003-12-21,1078
149,Weizheng TIAN,CHN,2002-05-28,1076
150,Nick JÄGER,GER,1999-08-22,1076
151,Andrew NOLAN,USA,,1076
152,Roger SURIA,ESP,2003-05-19,1076
153,Yeferson Guillermo CUNO,PER,2004-11-05,1075
154,Enrico VECCHI,ITA,2000-12-15,1075
155,Kelvin Kipkoech LIMO,KEN,2000-03-15,1075
156,Caleb JAREMA,USA,2004-05-13,1075
157,Matthys BOURSE,FRA,2003-01-21,1075
158,Wonbeen PARK,KOR,2001-05-02,1074
159,Tim VAN DE VELDE,BEL,2000-02-01,1074
160,Quinton ORR,USA,,1074
161,Hinata YUDA,JPN,2005-01-22,1073
162,Cody LARSON,USA,,1070
163,Bryce KUEKER,USA,,1070
164,Ezekiel RUTTO,KEN,2007-10-17,1070
165,Kurt LAUER,GER,2003-10-30,1069
166,Abdulsalam FARAH,SOM,2000-09-14,1068
167,Julien MARIE,FRA,1995-06-24,1067
168,Hinata KUROKI,JPN,2003-06-06,1067
169,Luke KNEPP,USA,2005-01-25,1067
170,Yongzhao CHEN,CHN,2001-05-18,1066
171,Sanetada ONO,JPN,2005-11-06,1066
172,Cuma ÖZCAN,TUR,2005-07-15,1065
173,Adam BAJORSKI,POL,2004-09-11,1064
174,Peter BRADSHAW,GBR,2003-04-25,1064
175,Sergio DEL BARRIO,ESP,2005-02-04,1064
176,Eric PEÑALVER,ESP,1993-09-23,1063
177,Solomon MUTUKU,KEN,2005-11-18,1063
178,Ayoub El AMANI,FRA,2004-02-29,1063
179,Taiju NISHIKATA,JPN,1999-06-19,1063
180,El Hocine BOUCHRAK,ESP,1998-07-30,1062
181,Oleg SOMOV,RUS,2000-06-11,1062
182,Nikita KALGANOV,RUS,1999-06-07,1062
183,Michael NORBERG,USA,,1062
184,Michael CHAMBERS,USA,,1062
185,Trevor NOLAN,USA,,1061
186,Awet MENGSTEAB,SWE,1995-06-21,1060
187,Shintaro NAKAZONO,JPN,2000-11-24,1060
188,Cesare CAIANI,ITA,2003-12-27,1060
189,Manex CIVICO,ESP,2005-02-13,1059
190,Rohit VERMA,IND,1998-10-20,1059
191,Caleb WILLIAMS,USA,,1058
192,Wesley BOND,USA,2002-08-25,1058
193,César Daniel Gomez PONCE,MEX,2001-09-25,1058
194,Nick GILLES,USA,,1057
195,Carmelo CANNIZZARO,ITA,2001-03-06,1057
196,Alexander KORCZYNSKI,USA,1999-12-05,1057
197,Kenneth KIPNGENO,KEN,2006-05-16,1056
198,Julian FRANJIEH,USA,2004-07-14,1056
199,Camilo IRARRAGORRI,SUI,2003-10-31,1056
200,Sebastien NEDELEC,FRA,2002-04-19,1056
201,Aphelele NKONYENI,RSA,1998-01-20,1055
202,Sharuk KHAN,IND,2006-07-25,1055
203,William AITKEN,GBR,2003-07-12,1054
204,Ricardo BARBOSA,POR,1995-12-09,1054
205,Zach JAEGER,USA,,1054
206,Atsushi SHOBU,JPN,2001-12-16,1053
207,Abdelhamid ZERRIFI,FRA,1986-06-20,1053
208,Ofentse BOKABA,RSA,2003-06-26,1052
209,Liyasi YI,CHN,2005-01-03,1051
210,Cooper LAIRD,USA,,1050
211,Ali MESSAOUDI,ALG,1995-10-13,1049
212,Matteo DAHMANI,FRA,1999-09-15,1049
213,Carlos Augusto JOHNSON,ARG,1997-06-07,1049
214,Patrick THYGESEN,AUS,2002-01-07,1049
215,Kevin A. ROBERTSON,CAN,2001-07-13,1049
216,Potr SHVETSOV,RUS,1999-07-14,1049
217,Titouan LE GRIX,FRA,2002-06-16,1048
218,Adam ČERVINKA,CZE,2007-03-18,1048
219,Daniel MARÁK,CZE,2006-10-22,1048
220,Isaac BRIGGS,USA,,1048
221,Jeret GILLINGHAM,USA,,1047
222,Hosein KEYHANI,IRI,1990-04-26,1047
223,Gil WEICHERDING,LUX,2001-02-01,1047
224,Clement DUIGOU,FRA,1996-04-26,1047
225,Fudong WANG,CHN,2000-03-20,1047
226,Kai OGATA,JPN,2003-08-31,1047
227,Luke WILEY,USA,,1045
228,Calbert GUEST,USA,,1045
229,Quentin VANDIER,FRA,1997-09-19,1044
230,Sangzhu NIMA,CHN,2006-04-08,1044
231,Owen SMITH,USA,2003-03-27,1044
232,Jaouad HSSINI,ESP,1999-11-29,1042
233,Sora HANATANI,JPN,2001-07-05,1042
234,Samuel LEGAT,FRA,2003-10-11,1041
235,Felix RIVET,FRA,2002-06-20,1039
236,Rintaro OZONO,JPN,2002-10-20,1039
237,Fei SU,CHN,2001-05-13,1038
238,Francesco MAZZA,ITA,2005-07-30,1037
239,Garrett WOODHOUSE,USA,,1037
240,Roberto Angel MARQUEZ,MEX,2003-04-21,1036
241,Ellis MCKEAN,USA,,1036
242,Emmett GERRES,USA,,1036
243,Carlos MUÑOZ,ESP,1999-05-19,1035
244,Vikram SINGH,IND,1996-07-03,1035
245,Derek AMICON,USA,,1034
246,Dylan UHRICH,CAN,2002-12-23,1034
247,Marián DRAŽAN,CZE,2004-04-09,1034
248,Joey SULLIVAN,USA,,1034
249,Chun LUO,CHN,1998-12-12,1034
250,Hunter JONES,USA,,1033
251,Simão BASTOS,POR,1999-10-26,1033
252,Ernesto RUIZ,USA,,1033
253,Nathan HOUWAARD,NED,2005-11-26,1033
254,Cameron TODD,USA,,1032
255,Adam LOENSER,USA,,1032
256,Ersin TEKAL,TUR,1995-08-30,1031
257,Bruno BELČIĆ,CRO,2000-11-13,1031
258,Christopher COLLET,USA,,1031
259,Joshua SCHULD,USA,,1031
260,Shankar Lal SWAMI,IND,1996-07-05,1030
261,Bazhuo ZHAXI,CHN,2000-05-30,1030
262,Alexis RODRIGUEZ,ESP,1997-04-19,1030
263,Yohana YUAL,USA,,1030
264,Flavien COINDARD,FRA,2001-09-01,1029
265,Marc FERNÁNDEZ,ESP,2002-02-28,1029
266,Shaojie WANG,CHN,1998-05-11,1029
267,Rikuto YASUDA,JPN,2002-10-05,1029
268,Gus GANNON,AUS,2003-07-09,1028
269,Etienne BAYER,FRA,2002-01-17,1028
270,Gabin TISSERANT,FRA,2004-03-29,1028
271,Jackson WATTS,USA,,1028
272,Edgars ŠUMSKIS,LAT,1988-04-03,1028
273,Hicham ERRBIBIH,FRA,2005-12-02,1027
274,Elijah LIMO,KEN,,1027
275,Evans KIPKOSGEI,KEN,2006-10-08,1026
276,Felix LUDKA,GER,2000-12-30,1026
277,Krzysztof ZIELIŃSKI,POL,2005-07-14,1026
278,Suraj PAL,IND,2002-05-20,1026
279,Wilson MARQUEZ,ITA,2000-02-13,1026
280,Tyler PRITCHETT,USA,,1026
281,Giuliano SCASSO,USA,,1024
282,Bal KISHAN,IND,1998-11-09,1024
283,Andres LARA,ESP,2006-06-23,1024
284,Kiefer BELL,USA,,1024
285,Caden SCHNEIDER,USA,,1024
286,Ayoub TAISSIR,ITA,2004-09-18,1023
287,Brady YINGST,USA,,1022
288,Parker SIMMONS,USA,2005-05-18,1022
289,Brady GOSS,USA,,1022
290,Kousuke TSUJI,JPN,2005-10-02,1020
291,Clement GIRARD,FRA,1998-08-06,1020
292,Pete JOHNSON,USA,2001-07-29,1020
293,Franco PARRA,USA,,1020
294,Winslow ATKESON,USA,,1020
295,Jackson HENSTROM,USA,,1019
296,Damien FIORUCCI,FRA,2003-09-16,1019
297,Ryan WATSON,USA,,1019
298,Etienne NANCEL,FRA,,1018
299,Kaito AMASE,JPN,2005-01-25,1017
300,Pierce YOUNG,USA,,1016
301,Abdoullah BAMOUSSA,ITA,1986-06-08,1016
302,Durihu WEN,CHN,1998-11-30,1016
303,Josh ALLISON,USA,2005-01-18,1016
304,Ármin LESTÁK,HUN,2004-03-01,1016
305,Lovro NEDELJKOVIĆ,CRO,2000-06-05,1016
306,Aleksandr ALEKSEYEV,RUS,2003-10-17,1016
307,Nathaniel GETACHEW,USA,,1016
308,Colin KIRKPATRICK,NZL,2000-08-05,1015
309,Achille BAZANTAY,FRA,2004-06-02,1015
310,Jack BRUCE,AUS,1994-08-31,1014
311,Yue ZHANG,CHN,1998-11-29,1014
312,Austin APPERSON,USA,,1014
313,Wenjie CHEN,CHN,2004-01-26,1014
314,Billy CARLTON,USA,,1013
315,Talman YOUNG,CAN,,1013
316,John HIGINBOTHAM,USA,,1013
317,Noe DAVIAUD,FRA,2001-05-21,1013
318,Ryan HANDY,USA,,1013
319,Pau Valdepeñas VALDERRAMA,ESP,2005-05-02,1013
320,Mason SHEA,USA,,1013
321,Logan PATETE,USA,,1013
322,İbrahim KARATEKER,TUR,2002-01-01,1013
323,Vinicius DE CARVALHO,BRA,2003-07-23,1013
324,Josh BECKER,USA,,1013
325,Michael MAIORANO,USA,2004-06-09,1013
326,Jayden ZYWICKI,USA,,1013
327,Thomas BRIDGER,GBR,2003-03-22,1012
328,Eero HEINONEN,FIN,1997-01-21,1012
329,William BRUNNER,USA,,1012
330,Diogo ÁVILA,POR,2004-04-30,1012
331,Cosmas MUTAI,KEN,1997-07-20,1012
332,Aziz JDAI,TUN,2000-05-30,1012
333,Mongezi NGOBE,RSA,1997-10-02,1011
334,Stephen CLARK,USA,,1011
335,Ethan DOMITROVICH,USA,,1011
336,Garrett WINTER,USA,,1011
337,Tommy HAZEN,USA,,1010
338,Dheeraj GURUSAMY,USA,,1010
339,Gwen DUVAL,FRA,2002-04-05,1010
340,Vincent MESTLER,USA,,1010
341,Jean Marie Vianney NIYOMUKIZA,BDI,1998-01-02,1010
342,Ghislain AIRIAU,FRA,1998-08-03,1010
343,Davide DELAINI,ITA,2005-10-21,1010
344,Isacc DUPORTAL,FRA,,1009
345,Owen WESTERKAMP,USA,2005-07-05,1009
346,Paul TALENS,USA,,1009
347,Jonas STAFFORD,IRL,2005-02-03,1009
348,Maximilien FILION,CAN,,1009
349,Paul MOLINIER,FRA,1999-02-08,1009
350,Cole RAYMOND,USA,,1008
351,Ameur OUNADJELA,ALG,2005-05-27,1008
352,Henrik LINDSTROT,GER,2003-08-18,1008
353,Hedy KHEMAISSIA,FRA,1996-05-31,1008
354,Tingfei FU,CHN,2000-07-05,1007
355,Jack WILLIAMS,USA,2002-10-22,1007
356,Tomás SILVA,POR,1998-09-20,1007
357,Daniel VACA,USA,,1007
358,Diyar ERGÜVEN,TUR,2004-11-13,1006
359,Nick MARTIN,USA,,1006
360,Luke GADDIS,USA,,1005
361,Jefferson MCMULLIN,USA,,1005
362,Chuck VATER,USA,,1005
363,Xavier LEMAÎTRE,CAN,2003-01-14,1003
364,David BUTTS,USA,,1003
365,Tom HEAL,GBR,2003-11-30,1003
366,Charles MAILLARD,FRA,,1003
367,Florian ZITTEL,GER,2002-03-10,1003
368,Alexander SPROSTON,GBR,2005-06-03,1003
369,Andrew MURRAY,USA,,1003
370,Billy COOGAN,IRL,2005-09-01,1002
371,Yuki SATAKE,JPN,2002-01-07,1001
372,Giovanni SILLI,ITA,2002-07-24,1001
373,Yuto URATA,JPN,2002-12-06,1000
374,Tristan KAUFHOLD,GER,2006-08-11,1000
375,Kevin VANDERKOLK,USA,,1000
376,Chakir El HAMDOUNI,ESP,2003-05-08,1000
377,Benjamin COUNTISS,USA,,1000
378,Kaname ITO,JPN,2003-11-13,999
379,Max BONENBERGER,USA,,999
380,Solomon HOLDEN-BETTS,USA,,999
381,Sadio FENNER,USA,2000-09-14,999
382,Stephen KERFOOT,GBR,,998
383,Ethan PIRIOU,FRA,,997
384,Tony CHAVEZ,USA,,997
385,Joe LANGRIDGE,USA,,997
386,Sota HARADA,JPN,2005-01-03,997
387,Lopang OONTSE,BOT,,996
388,Douglas BUCKERIDGE,AUS,2003-10-09,996
389,Lars OESCHGER,SUI,,996
390,Logan GARNICA,USA,,995
391,Walter MOAK,USA,,995
392,Jameson SPARKS,USA,,995
393,Dillon MILLARD,GBR,2007-02-25,995
394,Jan MÁLEK,CZE,2001-02-01,995
395,Siboniso SOLDAKA,RSA,1990-12-20,994
396,Diego CALDEIRA,VEN,2003-09-12,994
397,Jozef MEYERS,USA,,994
398,Siddhant SURESH,IND,2001-12-22,993
399,Justin HEALEY,USA,,993
400,Toby TASKER,NZL,2004-09-27,993
