rank,name,nationality,dob,points
222,Joshua KOGO,KEN,1987-12-12,1170
223,Denis CHIRCHIR,KEN,1990-01-15,1170
224,Moses KIPTOO,KEN,1991-08-08,1170
225,Raphael KOLIAN,KEN,2001-03-02,1170
226,Pietro RIVA,ITA,1997-05-01,1170
227,Emmanuel ROUDOLFF,FRA,1995-07-30,1170
228,Kenneth KETER,KEN,1996-08-04,1169
229,Hailu ZEWDU,ETH,1995-05-02,1169
230,Fredrick KIBII,KEN,,1169
231,Ilham Tanui ÖZBILEN,TUR,1990-03-05,1168
232,Atsedu TSEGAY,ETH,1991-12-17,1168
233,Alfonce Kibiwott KIGEN,KEN,1993-05-01,1167
234,Hiko Tonosa HASO,IRL,1995-10-09,1166
235,Vincent MUTAI,KEN,1996-05-05,1166
236,Abderrazak CHARIK,ALG,1997-09-19,1166
237,Ryan FORD,USA,1997-10-26,1165
237,Patrick KETER,KEN,,1165
239,Fikre BEKELE,ETH,1998-09-11,1165
240,Alex MAIER,USA,2000-01-22,1165
241,Luke KIPROP,KEN,2000-09-18,1164
242,Tendai ZIMUTO,ZIM,1995-07-25,1164
243,Bedan KAROKI,KEN,1990-08-21,1164
244,Patrick MATHENGE,KEN,1997-11-02,1163
245,Sebastian HENDEL,GER,1995-12-01,1163
246,Merhawi KESETE,ERI,1986-01-01,1163
247,Abebe TILAHUN,ETH,1998-11-17,1163
248,Kento KIKUTANI,JPN,1994-05-08,1163
249,Omar Ait CHITACHEN,MAR,1995-03-15,1163
250,Boniface KIMUTAI,KEN,1995-08-12,1162
251,Debessay DESALE,ERI,1988-12-11,1162
252,Shadrack KIBITOK,KEN,1995-09-28,1162
253,Petro MAMU,ERI,1985-09-01,1162
254,Xiangdong WU,CHN,1994-01-17,1162
255,Elisha ROTICH,KEN,1990-04-12,1161
256,Abdi WAISS,DJI,1996-07-03,1161
257,Philemon RONO,KEN,1991-02-08,1161
258,Andualem BELAY,ETH,1992-04-05,1161
259,Abbabiya SIMBASSA,USA,1993-06-30,1160
260,Dejene HAILU,ETH,2003-12-29,1160
261,Ebba Tulu CHALA,SWE,1996-06-22,1160
262,Soufiyan BOUQANTAR,MAR,1993-08-30,1160
263,Leonard LANGAT,KEN,1996-08-02,1160
264,Abay ALEMU,ETH,2004-06-14,1159
265,Kengo SUZUKI,JPN,1995-06-11,1159
266,Jacob Sommer SIMONSEN,DEN,1995-01-01,1159
267,Kennedy KIPYEKO,KEN,1991-12-15,1159
268,Dmitriy NEDELIN,RUS,1991-11-25,1158
269,Shoma HOSOYA,JPN,2000-02-13,1158
270,Tadele DEMISE,ETH,,1158
271,Suguru OSAKO,JPN,1991-05-23,1157
272,Getachew MASRESHA,ETH,2000-05-20,1157
273,Yusuke TAMURA,JPN,1998-12-23,1157
274,Timothy KIPCHUMBA,KEN,1994-01-02,1157
275,Wesley KIPTOO,KEN,1999-07-07,1157
276,Filimon ABRAHAM,GER,1992-11-09,1157
277,Yugo KASHIWA,JPN,2000-04-19,1156
278,Felicien MUHITIRA,RWA,1994-11-04,1156
279,Il Ryong HAN,PRK,2000-04-29,1156
280,Alex SAEKWO,KEN,1990-12-12,1156
281,Bernard KIMANI,KEN,1993-09-30,1156
282,Mark Kosgei KIPTOO,KEN,1976-06-21,1156
283,Alemayehu MEKONEN,ETH,1997-02-12,1156
284,Timothy Kibet MISOI,KEN,2001-06-06,1156
285,Peter KIRUI,KEN,2002-11-20,1155
286,Sondre Nordstad MOEN,NOR,1991-01-12,1155
287,Zach PANNING,USA,1995-03-29,1155
288,Mizuki HIGASHI,JPN,1994-08-30,1155
289,Solomon MUTAI,UGA,1992-10-22,1155
289,Isaac Kipkemboi TOO,KEN,1994-11-12,1155
291,Mica Kiplagat CHESEREK,KEN,1996-10-12,1155
292,Evans MAYAKA,KEN,1987-07-16,1155
293,Shifera TAMRU,ETH,1998-10-01,1154
294,Robert NGENO,KEN,,1154
295,Koen NAERT,BEL,1989-09-03,1154
296,Benard KIMELI,KEN,1995-09-10,1154
297,Andrew COLLEY,USA,1991-04-01,1154
298,El Mahjoub DAZZA,MAR,1991-03-03,1153
299,Francis Kipkorir LANGAT,KEN,2000-07-01,1153
300,Yuta SHIMODA,JPN,1996-03-31,1153
301,Abebaw DESALEW,ETH,,1153
302,Johannes MOTSCHMANN,GER,1994-08-03,1153
303,Yuichi YASUI,JPN,1995-05-19,1153
304,Gadisa BIRHANU,ETH,1992-09-15,1152
305,Birhan NEBEBEW,ETH,1994-08-14,1152
305,Benson NZIOKI,KEN,2003-04-25,1152
307,Erenjia JIA,CHN,1993-07-28,1152
308,Adam LIPSCHITZ,RSA,1994-01-01,1152
309,Andrew Rotich KWEMOI,UGA,2000-09-01,1151
310,Matthew RICHTMAN,USA,2000-01-13,1151
311,Afewerki BERHANE,ERI,1996-05-06,1151
312,Haftom WELDAY,GER,1990-03-13,1151
313,Atsumi ASHIWA,JPN,1995-02-02,1150
314,Edward Konana KOONYO,KEN,1997-01-07,1150
315,Titus Kimutai KIPKOSGEI,KEN,1998-11-08,1150
316,Shin KIMURA,JPN,1994-02-08,1150
317,Mustapha HOUDADI,MAR,1986-08-05,1150
318,Henok TESFAY,ERI,2000-11-22,1149
319,Kibrom Desta HABTU,ETH,,1149
320,Hideyuki TANAKA,JPN,1990-10-09,1149
321,Vincent Kibor RAIMOI,KEN,1996-07-16,1149
322,Mesfin NEGUS,ETH,,1148
323,Hicham OULADHA,MAR,1995-01-31,1148
324,Bygeon KIPRONO,KEN,,1147
325,Ben PREISNER,CAN,1996-03-22,1147
326,Tesfa WOKNETH,ETH,1984-09-30,1147
327,Philip SESEMANN,GBR,1992-10-03,1146
328,Enyew NIGATE,ETH,2001-05-29,1146
329,Aron KIFLE,ERI,1998-02-20,1146
330,Amos KIPLAGAT,KEN,1986-11-13,1145
331,Reuben NARRY,KEN,1993-05-06,1145
332,Patrick TIERNAN,AUS,1994-09-11,1145
333,Taiyo IWASAKI,JPN,1998-12-18,1145
334,Mohamed CHAABOUD,MAR,1989-07-30,1145
335,Enyew MEKONNEN,ETH,1994-04-07,1145
336,Michael SOMERS,BEL,1995-03-02,1145
337,Hiroto INOUE,JPN,1993-01-06,1144
338,Tesfaye Lencho ANBESA,ETH,1997-01-28,1144
339,Pius KARANJA,KEN,1992-04-15,1144
340,Simon KARIUKI,KEN,1996-04-01,1143
341,Kento NISHI,JPN,1998-10-20,1143
342,Zhongrui GUO,CHN,1999-10-14,1142
343,Samuel BARATA,POR,1993-07-19,1142
344,Raymond Kipchumba CHOGE,KEN,1988-01-02,1141
345,Edwin KIPRUTO,KEN,,1141
346,Guojian DONG,CHN,1987-03-16,1141
347,Kiyoshi KOGA,JPN,1996-04-30,1141
348,Deribe ROBI,ETH,1990-09-26,1141
349,Tuemay Weldlibanos TSEGAY,ERI,1995-12-20,1140
350,Antenayeh DAGNACHEW,ETH,1998-09-29,1140
351,Micah CHEMWENO,KEN,,1140
352,Simon BOCH,GER,1994-04-18,1140
353,Filmon TESFU,NED,1993-09-05,1140
354,Eikichi KAZAOKA,JPN,1995-11-06,1140
355,Getinet Mele GEDAMU,ETH,,1140
356,Gebretsadik ABRAHA,ETH,1992-07-16,1139
357,Victor KIPLANGAT,UGA,1999-11-10,1139
358,Kosei MACHIDA,JPN,2000-10-22,1139
359,Robert KWAMBAI,KEN,1985-11-22,1139
360,Hillary KIPCHUMBA,KEN,1992-11-25,1139
361,Gizealew AYANA,ETH,2003-02-11,1139
362,Justin KENT,CAN,1992-04-30,1139
363,Peter LYNCH,IRL,1997-11-26,1139
364,Kipsambu KIMAKAL,KEN,2000-08-24,1139
365,Shungo YOKOTA,JPN,2000-04-22,1138
366,Simon KIPKOSGEI,KEN,2002-09-04,1138
367,Masato ARAO,JPN,2000-07-08,1138
368,Shura KITATA,ETH,1996-06-09,1138
369,Reed FISCHER,USA,1995-07-09,1138
370,Marc SCOTT,GBR,1993-12-21,1138
371,Kenji YAMAMOTO,JPN,1989-11-17,1137
372,Silas SUGUT,KEN,1999-12-07,1137
373,Jorge BLANCO,ESP,1993-07-15,1137
374,Abednego CHERUIYOT,KEN,1994-02-09,1136
375,Thabang MOSIAKO,RSA,1995-02-23,1136
376,Brian SHRADER,USA,1991-07-22,1136
377,Ignacio ERARIO,ARG,1996-01-19,1136
378,Anouar El GHOUZ,MAR,,1135
379,Koki TAKADA,JPN,1993-06-13,1134
380,Ryoma TAKEUCHI,JPN,1992-05-29,1134
381,John Ewoi KAMETHO,KEN,,1134
382,Shadrack KIPCHIRCHIR,USA,1989-02-22,1133
383,Shuho DAIROKUNO,JPN,1992-12-23,1133
384,Hassan TORISS,MAR,1992-11-10,1133
385,Tesfaye DEMEKE,ETH,2001-01-15,1133
386,Edwin KOECH,KEN,1987-12-14,1133
387,Godadaw BELACHEW,ISR,1997-01-22,1132
388,Mengistie TADESSE,ETH,,1132
389,Sota FUKUTANI,JPN,2000-06-20,1132
390,Daisuke HOSOMORI,JPN,1994-05-05,1132
391,Reuben KERIO,KEN,1994-06-02,1132
392,Yismaw ATINAFU,ETH,,1132
393,Geoffrey KOECH,KEN,1993-08-28,1132
394,Stan NIESTEN,NED,1996-11-19,1131
395,Dominic Chemut KIPTARUS,KEN,1996-08-19,1131
396,Dickson KIPTOO,KEN,,1131
397,George JAMES,GBR,1994-02-02,1131
398,Anderson SEROI,KEN,1993-07-01,1131
399,Yakoub LABQUIRA,MAR,1994-06-14,1131
400,Masashi NONAKA,JPN,1995-11-10,1131
