rank,name,nationality,dob,points
40,Nora LINDAHL,SWE,2004-09-10,1196
41,Tiriah KELLEY,USA,2004-06-16,1195
42,Gabriela Anahi SUAREZ,ECU,2001-02-02,1193
43,Léonie POINTET,SUI,2001-02-17,1192
44,Bassant HEMIDA,EGY,1996-09-28,1191
45,Alexis BROWN,USA,2004-07-16,1191
46,Jessica MILAT,AUS,2005-01-01,1190
47,Nicole CAICEDO,ECU,2000-09-02,1188
48,Kelly UFODIAMA,NGR,2006-06-09,1188
49,Dalia KADDARI,ITA,2001-03-23,1187
50,Camryn DICKSON,USA,2004-06-19,1186
51,Polyniki EMMANOUILIDOU,GRE,2003-06-30,1184
52,Elise COOPER,USA,2007-02-07,1183
53,Kenondra DAVIS,USA,2003-02-15,1183
54,Esperança CLADERA,ESP,2002-05-14,1182
55,Leah BERTRAND,TTO,2002-07-26,1181
56,Tamara CLARK,USA,1999-01-09,1180
57,Kaila JACKSON,USA,2004-06-30,1179
58,Tima GODBLESS,NGR,2004-07-14,1179
59,Jayla JAMISON,USA,2003-09-06,1177
60,Jassani CARTER,USA,2003-11-04,1177
61,Yuting LI,CHN,2002-05-03,1176
62,Taylor SNAER,USA,2005-02-22,1176
63,Shirley NEKHUBUI,RSA,2000-07-31,1176
64,Success EDUAN,GBR,2004-09-27,1175
65,Gabrielle MATTHEWS,JAM,2002-10-14,1174
66,Samirah MOODY,USA,2002-11-08,1174
67,Lakara STALLAN,AUS,2003-11-29,1172
68,Krystsina TSIMANOUSKAYA,POL,1996-11-19,1169
69,Delphine NKANSA,BEL,2001-09-21,1166
70,Remi TSURUTA,JPN,1997-04-18,1166
71,Yuliya KARAVAYEVA,RUS,2000-11-23,1165
72,Olivia FOTOPOULOU,CYP,1996-12-20,1164
73,Paula SEVILLA,ESP,1997-06-28,1163
74,Herverge Etame KOLE,CMR,2002-06-22,1162
75,Liranyi ALONSO,DOM,2005-12-28,1162
76,Jacqueline MADOGO,CAN,2000-04-14,1162
77,Kya EPPS,USA,,1160
78,Fatouma CONDE,USA,,1160
79,Alyson BELL,GBR,2003-11-09,1159
80,Magdalena NIEMCZYK,POL,2003-03-25,1158
81,Marije VAN HUNENSTIJN,NED,1995-03-02,1158
82,Piper JONS,USA,,1158
83,Adaejah HODGE,IVB,2006-03-21,1156
84,La'Nica LOCKER,ANT,2006-02-27,1155
85,Lorène Dorcas BAZOLO,POR,1983-05-04,1155
86,Maimuna JALLOW,GAM,,1155
87,Beyonce DEFREITAS,IVB,2001-03-09,1154
88,Zoe SHERAR,CAN,1999-11-07,1153
89,Holly OKUKU,GER,2005-02-23,1153
90,Shanoya Mikalia DOUGLAS,JAM,2007-09-11,1152
91,Cynteria JAMES,USA,2005-09-07,1152
92,Iris CALIGIURI,SUI,2003-07-01,1151
93,Iyana GRAY,USA,2003-02-27,1150
94,Carla BULL,AUS,2002-06-27,1149
95,Christine MALLARD,USA,2004-05-12,1149
96,Cecilia TAMAYO-GARZA,MEX,1997-03-04,1147
97,Anita AFRIFA,GHA,2004-06-16,1147
98,Carleta BERNARD,JAM,2004-11-08,1147
99,Sharmelle HOLMES,USA,2006-05-18,1146
100,Mckenna WATSON,USA,,1146
101,Renee REGIS,GBR,2005-09-02,1144
102,Roneisha MCGREGOR,JAM,1997-10-09,1143
103,Lorraine MARTINS,BRA,2000-04-04,1143
104,Naomi JOHNSON,USA,,1143
105,Naj WATSON,USA,2004-02-24,1143
106,Collinique FARRINGTON,BAH,2000-11-20,1143
107,Aniyah KITT,USA,,1142
108,Adijatu Rejoice SULE,NGR,2004-10-07,1142
109,Lina Esther Licona TORRES,COL,1998-10-01,1141
110,Kristina Marie KNOTT,PHI,1995-09-25,1140
111,Kiyah YEAST,USA,2002-04-09,1140
112,Natalya KOMBAROVA,RUS,2001-09-24,1139
113,Elisa VALENSIN,ITA,2007-01-01,1139
114,Kennedi PORTER,USA,,1138
115,Aniyah BIGAM,USA,,1138
116,Kissiwaa MENSAH,GBR,2005-07-24,1136
117,Vera FILATOVA,RUS,1995-11-24,1135
118,Vitoria Cristina ROSA,BRA,1996-01-12,1134
119,Jodean WILLIAMS,JAM,1993-11-11,1134
120,Braelyn BAKER,USA,2006-01-20,1133
121,Alexa SULYÁN,HUN,2005-04-17,1132
122,Lukrecija SABAITYTĖ,LTU,2002-04-08,1131
123,Anais HERNÁNDEZ,CHI,2001-03-05,1130
124,Zaya AKINS,USA,2005-08-30,1130
125,Fabienne HOENKE,SUI,2004-01-20,1130
126,Shenese WALKER,JAM,2003-01-23,1130
127,Yinglan LIU,CHN,2005-10-21,1130
128,Ana Carolina AZEVEDO,BRA,1998-05-19,1130
129,Iaunia POINTER,USA,,1130
130,Shaquena FOOTE,JAM,2001-07-23,1129
131,Lia LOVE,USA,,1129
132,Rachel BENNETT,GBR,2002-07-03,1129
133,Maryam TOOSI,IRI,1988-12-05,1128
134,Magdaline GEORGE,NGR,2000-12-25,1128
135,Cassie THOMPSON,BAH,2004-01-13,1128
136,Taejha BADAL,TTO,2003-07-16,1127
137,Isidora JIMÉNEZ,CHI,1993-08-10,1127
138,Miranda Charlene COETZEE,RSA,1997-11-14,1127
139,Talea PREPENS,GER,2001-12-28,1126
140,Nya BLOCKER,USA,,1126
141,Kemba NELSON,JAM,2000-02-23,1125
142,Keliza SMITH,GUY,2003-04-25,1125
143,Joyasia SMITH,USA,2004-08-04,1125
144,Precious NZEAKOR,NGR,2005-08-17,1125
145,Gloria HOOPER,ITA,1992-03-03,1124
146,Hannah DOUGLAS,USA,,1124
147,Cydney WRIGHT,USA,,1123
148,Elise TRYNKLER,FRA,1992-12-19,1122
149,Lauren ROY,IRL,2000-09-25,1122
150,Abigeirufuka IDO,JPN,2001-06-15,1121
151,Asia THOMAS,USA,,1121
152,Janiah PULLIAM,USA,,1121
153,Wiktoria GAJOSZ,POL,2006-07-06,1120
154,Brooke IRONSIDE,GBR,2003-06-18,1120
155,Kailei COLLINS,USA,2001-07-11,1119
156,Maja Mihalinec ZIDAR,SLO,1989-12-17,1119
157,Jyothi YARRAJI,IND,1999-08-28,1118
158,Faith AKINBILEJE,GBR,2005-09-21,1118
159,Catherine LÉGER,CAN,2000-02-27,1118
160,Amari WEATHERFORD,USA,,1118
161,Sole FREDERICK,TTO,2006-01-03,1117
162,Rafailia SPANOUDAKI-CHATZIRIGA,GRE,1994-06-07,1116
163,Briana WILLIAMS,JAM,2002-03-21,1116
164,Tsaone Bakani SEBELE,BOT,1993-10-27,1116
165,Jaitlyn WARE,USA,,1116
166,Viktoriya MAKSIMOVA,RUS,2002-11-11,1116
167,Kaylen FLETCHER,USA,2004-07-09,1116
168,Yarima GARCÍA,CUB,2004-07-25,1115
169,Diandrenique GAINES,USA,2002-08-09,1115
170,Marie-Éloise LECLAIR,CAN,2002-09-10,1115
171,Cristal Chenoa CUERVO,PAN,2002-06-01,1115
172,Brooke SOMERFIELD,NZL,1997-05-05,1114
173,Chelsea AMOAH,USA,,1114
174,Aino PULKKINEN,FIN,1998-02-02,1114
175,Margherita CASTELLANI,ITA,2008-11-11,1114
176,Natacha NGOYE,CGO,1993-08-15,1114
177,Sanaa FREDERICK,TTO,2006-01-03,1114
178,Saraiah WALKES,USA,,1113
179,Marlena GRANASZEWSKA,POL,1998-06-08,1113
180,Mary BOAKYE,GHA,2000-08-13,1112
181,Ami TAKAHASHI,JPN,2005-03-20,1111
182,Nithya GANDHE,IND,1999-11-10,1111
183,Alyssa BEAN,USA,,1111
184,Yanina LUTSENKA,BLR,2000-04-02,1110
185,Martyna KOTWIŁA,POL,1999-01-13,1110
186,Noemie DENON,FRA,2001-08-25,1110
187,Morgan DAVIS,USA,2005-08-10,1110
188,Alicja WRONA-KUTRZEPA,POL,1996-01-11,1110
189,Lien TORFS,BEL,1998-12-08,1109
190,Alliah BAKER,JAM,2005-07-10,1109
191,Judith Bilepo MOKOBE,GER,2006-10-06,1109
192,Chante CLINKSCALE,USA,,1109
193,Hailey HUNT,USA,,1108
194,Emma CANNAN,CAN,,1108
195,Olayinka OLAJIDE,NGR,2002-10-28,1108
196,Maygan SHAW,USA,,1107
197,Viwe JINGQI,RSA,2005-02-17,1107
198,Alicia BURNETT,USA,,1106
199,Dasia REED,USA,,1106
200,Marissa PALMER,USA,,1106
201,Ceonna PIPION,USA,2002-04-19,1106
202,Jade BROWN,USA,2005-05-02,1106
203,Izzy GOUDROS,CAN,2003-08-12,1105
204,Shatalya DORSETT,BAH,2006-06-13,1105
205,Stacey ONYEPUNUKA,USA,,1104
206,Davenae FAGAN,USA,2005-07-30,1103
207,Johanka ŠAFÁŘOVÁ,CZE,,1103
208,Raykiyat OLUKOJU,USA,2004-07-29,1102
209,Junying ZHU,CHN,2004-09-09,1102
210,Terezie TÁBORSKÁ,CZE,2006-02-11,1102
211,Emilia REED,AUS,2010-05-25,1102
212,Sabrina DOCKERY,JAM,2006-09-17,1102
213,Nyajima JOCK,AUS,2002-07-26,1101
214,Jazmine MOSS,GBR,2000-08-16,1101
215,Marlet OSPINO,COL,2004-09-06,1100
216,Dianna PROCTOR,CAN,2005-04-25,1100
217,Amaka Joy NWOKIKE,NGR,2003-11-11,1100
218,Marissa SIMPSON,JAM,2002-10-14,1100
219,Holly DUAX,USA,,1100
220,Lou-Anne Pouzancre HOYER,FRA,2003-10-29,1099
221,Aniya MATTHEWS,USA,,1099
222,Halle BIEBER,USA,2000-12-21,1099
223,Aitana RODRIGO,ESP,2000-03-15,1099
224,Giorgia BELLINAZZI,ITA,2000-07-20,1099
225,Dimitra TSOUKALA,GRE,1999-09-07,1098
226,Rume BURGER,RSA,2008-02-07,1098
227,Milcent NDORO,KEN,1986-09-19,1098
228,Nita KOOM-DADZIE,USA,,1098
229,Savannah BLAIR,CAN,2005-12-08,1098
230,Sariyah COPELAND,USA,,1098
231,Nikola HOROWSKA,POL,2001-01-03,1097
232,Irene SIRAGUSA,ITA,1993-06-23,1097
233,Brooke LYONS,USA,2005-04-14,1097
234,Sara REIFENRATH,USA,,1097
235,Leonie BEU,PNG,1998-11-28,1096
236,Shaniya BENJAMIN,USA,,1096
237,Sarah AKPAN,USA,,1096
238,Sade GRAY,USA,2006-02-09,1095
239,Thewbelle PHILP,AUS,2008-04-05,1095
240,Egbe NDRIP-AGBOR,USA,,1095
241,Jamilia BERNHARDSSON,SWE,2008-08-14,1095
242,Jazmen NEWBERRY,USA,,1095
243,Kayda AUSTIN,USA,,1094
244,Sila KOLOĞLU,TUR,2004-08-20,1094
245,E'Lexis HOLLIS,USA,,1094
246,Shiloh WRIGHT-TAIPOW,GBR,2004-07-13,1093
247,Shuri AONO,JPN,2000-07-03,1093
248,Maren Bakke AMUNDSEN,NOR,2003-03-08,1093
249,Jasmine ABRAMS,GUY,1994-03-14,1093
250,Lucija POTNIK,SLO,2005-06-21,1092
251,Lauren JARRETT,USA,2004-09-01,1092
252,Barbora ŠPLECHTNOVÁ,CZE,2002-07-31,1091
253,Lili Hanna BRUCKER,HUN,2006-11-23,1091
254,Ginevra RICCI,ITA,2002-11-15,1091
255,Peyton GARRISON,USA,,1090
256,Hannah Hope VERMAAK,RSA,2007-10-05,1090
257,Miriam SANCHEZ,MEX,,1090
258,Je'Nyia BURTON,USA,,1090
259,Briana CAMPBELL,JAM,2006-11-07,1090
260,Emma TAINIO,FIN,2003-11-05,1090
261,Chengna MA,CHN,2000-01-29,1090
262,Trinity BARNETT,USA,,1090
263,Britt DE BLAAUW,NED,2004-04-22,1090
264,Eir HLESDOTTIR,ISL,2007-09-28,1089
265,Kristen RADUKANOVA,BUL,2000-02-01,1089
266,Marlene KÖRNER,GER,2003-07-25,1089
267,Leah THAMES,USA,,1089
268,Victoria Funmilayo ARANSIOLA,NGR,2004-10-27,1089
269,Khia HOLLOWAY,USA,,1088
270,Joviale MBISHA,RSA,2000-10-31,1087
271,Esther NAVERO,ESP,2000-07-30,1087
272,Kiya LAWSON,USA,,1087
273,Amanda Ugochinyere OBIJIAKU,ITA,2003-08-26,1087
274,Nikola BENDOVÁ,CZE,1999-11-04,1087
275,Taliyah LINDSAY-STANTON,USA,,1087
276,Taliah MORRIS,USA,,1086
277,Ivana PERALTA,ESP,2005-06-10,1086
278,Pavla KVASNIČKOVÁ,CZE,2001-10-09,1085
279,Ashley BARRETT,JAM,2003-03-10,1085
280,Alina BOZYUKOVA,RUS,2001-05-04,1084
281,Aji MBYE,USA,,1084
282,Jada JONES,USA,2003-11-09,1084
283,Shantae GEORGE,GUY,2003-01-18,1084
284,Svenja PFETSCH,GER,2001-10-29,1083
285,Mckenzi CALLOWAY,USA,,1083
286,Ashantai BOLLERS,CAN,2002-06-16,1082
287,Ai'Yana GRAY-WILLIAMS,USA,,1082
288,Amandine ESTIVAL,FRA,2003-01-30,1082
289,Terren PETERSON,USA,,1082
290,Abby SUSZEK,USA,,1082
291,Trinity FLAGLER,USA,,1081
292,Rebecca OCHAN,USA,,1081
293,Estelle Raffai GOUANINDJI,FRA,1998-02-06,1081
294,Inga KANICKA,POL,2005-01-14,1081
295,María Ignacia MONTT,CHI,1996-02-23,1080
296,Amaya MEARNS,AUS,,1080
297,Frances COLON,PUR,2006-03-16,1080
298,Maya TUCKER,USA,,1080
299,Céline BÜRGI,SUI,1999-09-22,1080
300,Tiffani PITTMAN,USA,,1080
301,Chane VERMEULEN,RSA,2006-05-19,1080
302,Yanique DAYLE,JAM,1998-12-31,1079
303,Aiko IKI,JPN,2000-11-27,1079
304,Silvie DANĚČKOVÁ,CZE,,1079
305,Rebecca GRIEVE,GBR,2005-01-30,1079
306,Abby GEISER,USA,,1079
307,Jordan TAYLOR,USA,,1078
308,Veronika DRLJAČIĆ,CRO,2001-12-13,1077
309,Sabrina GROS,FRA,1991-09-03,1077
310,Maria Florencia LAMBOGLIA,ARG,1992-01-21,1077
311,Tyra FENTON,ANT,2010-10-06,1076
312,Gabrielle COLE,CAN,2004-11-30,1076
313,Jhana DOWNIE,JAM,2002-09-12,1076
314,Myla WILKES,USA,,1076
315,Guifen HUANG,CHN,1997-08-20,1076
316,Brianna CHARLES,GUY,2003-06-20,1075
317,Aiha YAMAGATA,JPN,2005-10-11,1075
318,Noor VERMEIREN,BEL,2005-11-17,1075
319,Ranayla MOTEN,USA,,1075
320,Karsen PHILLIPS,USA,2005-06-20,1075
321,Hakelly DE SOUZA,BRA,2008-10-31,1075
322,Brooklyn SANDVIG,USA,,1074
323,Tereza LAMAČOVÁ,CZE,2004-08-08,1074
324,Jizzale DAVIS,USA,,1074
325,Megan MCGINNIS,USA,,1074
326,Yelizaveta MAKSIMOVA,RUS,2005-02-16,1074
327,Te'Anna HARLIN,USA,,1073
328,Taylor JACKSON,USA,,1073
329,Adanelys RODRÍGUEZ,PUR,2001-08-15,1071
330,Elif POLAT,TUR,1999-01-23,1071
331,Aria PEARCE,USA,2008-10-11,1070
332,Darcey KUYPERS,GBR,1998-08-27,1070
333,Celine BÖER,GER,2005-03-14,1070
334,Amryne CHILTON,USA,,1070
335,Samiya WAYNE,USA,,1070
336,Alexandra ZALYUBOVSKAYA,KAZ,2002-09-27,1069
337,Samia BENDIF,FRA,1999-11-28,1069
338,Pika Bikar KERN,SLO,2006-09-11,1069
339,Lindsey MILLER,USA,2004-03-16,1069
340,Jamiya MORGAN,USA,,1069
341,Micha POWELL,CAN,1995-01-12,1069
342,Hanna DUDLEY,USA,,1069
343,Samiyah ROBERSON,USA,,1069
344,Precious AKPE-MOSES,IRL,2006-07-09,1069
345,Claudine NJARASOA,MAD,1999-06-02,1068
346,Beatrice TASSIN,FRA,2008-05-03,1068
347,Ashley ODIASE,CAN,2006-02-25,1068
348,Anestayshia GEORGE,RSA,2004-01-14,1067
349,Esther MBAGARI,KEN,2000-12-20,1067
350,Tetiana KAYSEN,UKR,2000-12-25,1067
351,Leah O'BRIEN,AUS,2008-01-29,1067
352,Jaeden WOLFF,USA,,1067
353,Leah SMITH,USA,,1067
354,Veronika ZMEYKINA,RUS,2002-06-27,1067
355,Jadyn HAYWOOD,USA,,1067
356,Nasya WILLIAMS,USA,,1067
357,Lina HRIBAR,SLO,2005-11-07,1067
358,Simay ÖZÇIFTÇI,TUR,2003-03-24,1066
359,Summer SERGEANT,USA,,1066
360,Jasneet NIJJAR,CAN,2001-06-12,1066
361,Victoria KWARTENG,FRA,2007-03-22,1066
362,Rafiatu NUHU,GHA,2000-08-08,1066
363,Zoey GOLDSTEIN,USA,2002-05-21,1066
364,Shanya WASHINGTON,USA,,1066
365,Janie DE NAEYER,BEL,2001-08-17,1066
366,Precious MOLEPO,RSA,2005-02-15,1066
367,Gorete SEMEDO,STP,1996-10-05,1065
368,Aliyah AFOLABI,GBR,2010-02-25,1065
369,Victoria OHURUOGU,GBR,1993-02-28,1065
370,Agáta CELLEROVÁ,SVK,2003-06-25,1065
371,Saniya FRIENDLY,USA,,1065
372,Adetutu Funmilayo ALADELOYE,NGR,2005-05-05,1065
373,Caitlyn BOBB,BER,2003-04-23,1065
374,Mia EDIM,USA,,1065
375,Olivia ROGERS,USA,,1065
376,Alyssa ROBINSON,USA,,1065
377,Cloe CHAVEPEYER,BEL,2001-05-14,1064
378,Alini Skarlet Delgadillo SILVA,BOL,1997-03-14,1063
379,Yanting CAI,CHN,2000-11-11,1063
380,Aimara NAZARENO,ECU,2001-11-30,1063
381,Lohane GERBIER,FRA,2007-02-11,1063
382,Daylin GIBSON,USA,,1063
383,Bria BULLARD,USA,,1063
384,Lucia VAQUERO,ESP,2002-04-19,1063
385,Olivia Rose INKSTER,AUS,2005-02-12,1062
386,Raghan ALLEN,USA,,1062
387,Arie FLORES,JPN,2004-06-03,1062
388,Frédérique CHIASSON,CAN,,1062
389,Daniele CAMPIGOTTO,BRA,2003-03-12,1062
390,Brenae ALLEN,USA,,1062
391,Johanna MARTIN,GER,2006-04-10,1061
392,Denise ERIKSSON,SWE,1998-04-26,1061
393,Kennedy WADE,USA,2003-07-22,1061
394,Zhu ZHANG,CHN,2000-06-19,1061
395,Gaya BERTELLO,ITA,2003-05-27,1061
396,Lia THALMANN,SUI,2005-05-16,1061
397,Marcela PÍRKOVÁ,CZE,1996-01-25,1060
398,Bronte CARROLL,AUS,1999-07-05,1060
399,Elena SCHERNHARDT,GER,2005-11-15,1060
400,Riana GREEN,CAN,,1060
