rank,name,nationality,dob,points
115,Yang YANG,CHN,2001-08-23,1092
116,Machaeda LINTON,JAM,2003-02-08,1092
117,Taliyah BROOKS,USA,1995-02-08,1092
118,Anastassiya RYPAKOVA,KAZ,2004-09-21,1091
119,Finja KÖCHLING,GER,2004-11-23,1091
120,Sofie DOKTER,NED,2002-12-19,1090
121,Anastasiya KOBYLYANSKIKH,RUS,2006-08-17,1089
122,Birna Kristín KRISTJÁNSDÓTTIR,ISL,2002-06-30,1089
123,Rocio Fernanda Muñoz VAN RISSELBERGHE,CHI,2001-07-09,1089
124,Georgina SCOOT,GBR,2004-01-15,1088
125,Jeong-Mi YU,KOR,1994-04-02,1088
126,Maria STEFANOPOULOU,GRE,1999-06-17,1088
127,Mariia HORIELOVA,UKR,2002-11-16,1088
128,Vasiliki CHAITIDOU,GRE,2000-02-10,1087
129,Donghua JIN,CHN,1999-02-09,1086
130,Daniela VOLNÁ,CZE,2002-06-13,1086
131,Sotiria RAPTI,GRE,2003-10-15,1086
132,Vanessa SENA,BRA,2005-05-30,1086
133,Paula PERONČÍKOVÁ,SVK,2006-12-23,1085
134,Ida Beiter BOMME,DEN,2001-09-25,1084
135,Sophia YAKUSHINA,RUS,2006-01-07,1084
136,Ornelis ORTIZ,VEN,2004-07-28,1083
137,Giulia RICCARDI,ITA,2003-05-12,1083
138,Camille LE ROUX,FRA,2006-11-10,1083
139,Elisa NALDI,ITA,1998-08-15,1083
140,Ayaka KORA,JPN,2001-03-22,1082
141,Ziyu XIAO,CHN,2002-08-23,1082
142,Imani MOORE,USA,,1082
143,Live Haugstad HILTON,NOR,1999-09-12,1082
144,Caroline KLEIN,GER,1996-03-04,1081
145,Ayla Hallberg HOSSAIN,SWE,2006-12-23,1081
146,Bori RÓZSAHEGYI,HUN,2007-06-27,1080
147,Sijia GUO,CHN,1999-02-14,1079
148,Rachela PACE,MLT,2003-06-15,1078
149,Emilia KJELLBERG,SWE,1996-04-03,1077
150,Serina RIEDEL,GER,2003-04-12,1077
151,Shalom OLOTU,USA,,1077
152,Alina LISTUNOVA,UKR,2003-09-26,1076
153,Katharina GRÅMAN,SWE,2003-12-09,1076
154,Emelia SURCH,AUS,2003-06-29,1076
155,Kaiza KARLÉN,SWE,1998-12-04,1076
156,Sandrina SPRENGEL,GER,2004-03-12,1075
157,Elizabeth NDUDI,IRL,2005-03-21,1075
158,Yi ZHU,CHN,2003-07-14,1074
159,Irma GUNNARSDÓTTIR,ISL,1998-02-04,1074
160,Aniella DELAFOSSE,CIV,2001-01-03,1074
161,Enie DANGELMAIER,GER,2003-06-19,1073
162,Andreea Florina SABOU,ESP,2000-05-05,1073
163,Pippi Lotta ENOK,EST,2002-08-19,1073
164,Anastasia NTRAGKOMIROVA,GRE,2003-01-22,1072
165,Ruby JERGES,GBR,2004-03-18,1072
166,Morong LIANG,CHN,2009-04-12,1071
167,Shi SHI,CHN,2001-03-23,1071
168,Ronja WENGI,SUI,2002-10-05,1071
169,Laura MARTÍNEZ,ESP,2006-11-03,1070
170,Zhishuang LI,CHN,2003-05-26,1068
171,Victoria ZANOLLI,ARG,2005-11-26,1068
172,Vanessa LOKULI,FRA,2006-02-24,1067
173,Yuliya SOKHATSKAYA,RUS,2001-12-12,1067
174,Mizuki OTSU,JPN,2003-09-30,1066
175,Ion KONDO,JPN,2006-04-17,1066
176,Kitija Paula GAILUMA,LAT,2001-02-10,1066
177,Elizabeth HEDDING,AUS,1996-03-04,1065
178,Annette NIELSEN,DEN,1996-01-29,1065
179,Alyssa BANALES,USA,2006-01-11,1065
180,Urša MATOTEK,SLO,2002-05-31,1064
181,Tri-Tania LOWE,AIA,2000-11-21,1064
182,Katie GUNN,AUS,2003-01-02,1063
183,Caitlin SIMMONS,USA,,1063
184,Alexandra KELLY,USA,2004-01-14,1063
185,Anastasiya KUKUSHKINA,RUS,2004-07-09,1062
186,Lingfang TIAN,CHN,2002-01-26,1061
187,Denise HERNANDEZ,USA,2004-05-04,1061
188,Dianelys ALACÁN,CUB,2007-09-16,1061
189,Małgorzata JÓŹWICKA,POL,2002-06-03,1061
190,Phoebe EDWARDS,NZL,1998-02-16,1060
191,Huicong SHEN,CHN,2005-01-20,1060
192,Milena MITKOVA,BUL,1990-01-26,1060
193,Veronica CRIDA,ITA,2001-10-21,1060
194,Miranda LAUVSTAD,NOR,2003-11-22,1059
195,Alaina DIAZ,PUR,,1059
196,Yasemin Zehra BÖREKÇI,TUR,2002-07-03,1059
197,Jenica BOSKO,USA,2002-11-18,1059
198,Elena COOPER,USA,,1058
199,Leigh THOMPSON,SRB,1998-12-07,1058
200,Maud Zeffou POATY,FRA,2003-04-10,1058
201,Laura LOKOTAR,EST,2003-08-13,1057
202,Zhane SMITH,USA,1999-04-25,1057
203,Marta Amouhin AMANI,ITA,2004-10-10,1057
204,Djelika DIARRA,FRA,2007-06-13,1057
205,Peace OMONZANE,CAN,,1056
206,Valeriya MOSKVITINA,RUS,2003-04-06,1056
207,Molly WISE,USA,,1056
208,Ysee LE PHILIPPE,FRA,2002-01-15,1055
209,Minja KURTTI,FIN,2005-05-07,1055
210,Luying GONG,CHN,2000-02-22,1054
211,Siyana BRÂMBAROVA,BUL,2007-12-06,1054
212,Foteini-Christina MIZIOU,GRE,1999-12-24,1054
213,Tabea CHRIST,GER,1998-05-05,1054
214,Nikolia POIRAZIDI,GRE,2004-07-08,1053
215,Sofia BORELLO,ITA,2001-12-13,1053
216,Rohanna SUDLOW,JAM,2006-08-04,1053
217,Grace EMINETH,USA,,1053
218,Izzy GOUDROS,CAN,2003-08-12,1053
219,Liwen CHEN,CHN,1998-01-03,1053
220,Adriana KRŪZMANE,LAT,2006-05-20,1053
221,Huijin LEE,KOR,1998-11-25,1052
222,Kiana VAN HAAREN,USA,,1051
223,Anna HALL,USA,2001-03-23,1050
224,Lauren CALLAGHAN,IRL,2002-03-04,1050
225,Jingru XIAO,CHN,2002-01-25,1050
226,Maité BEERNAERT,BEL,2001-11-14,1050
227,Alexandria JOHNSON,USA,2005-07-26,1050
228,Marie JUNG,GER,2003-11-15,1050
229,Pavana NAGARAJ,IND,2005-11-07,1049
230,Velecia WILLIAMS,JAM,2002-07-09,1049
231,Daisy SNELL,GBR,2007-07-12,1048
232,Eve DIVINITY,USA,2004-08-11,1048
233,Timara CHAPMAN,USA,2000-05-05,1048
234,Ore ADAMSON,GBR,2001-10-29,1048
235,Kusuma RAVADA,IND,2001-09-15,1048
236,Lucie KIENAST,GER,2001-06-01,1047
237,Delaney SELIGMANN,USA,,1047
238,Moyo BARDI,AUT,2005-07-17,1047
239,Jana KOŠČAK,CRO,2006-05-19,1047
240,Anne-Mari LEHTIÖ,FIN,1995-09-06,1046
241,Nagisa YAMAMOTO,JPN,1998-08-25,1046
242,Felicia FELTER,NED,2007-06-12,1045
243,Caelyn HARRIS,USA,2004-07-21,1045
244,Sienna MACDONALD,CAN,2002-08-15,1045
245,Brooklyn LYTTLE,BIZ,2008-09-19,1045
246,Lexie KELLER,USA,2000-01-16,1045
247,Mia SCERRI,AUS,2005-03-26,1045
248,Ana Rita SILVA,POR,2000-12-20,1045
249,Jasmyn CRAWFORD,USA,,1045
250,Jadin O'BRIEN,USA,2002-05-08,1045
251,Sandra BABU,IND,2001-07-03,1045
252,Fayza Issaka Abdou KERIM,TOG,1996-04-14,1044
253,Saana PEURA,FIN,2003-01-19,1044
254,Soizick NLEND,FRA,2006-03-20,1043
255,Diana RUSAKOVA,RUS,2001-05-26,1043
256,Maria Eduarda Candido TEIXEIRA,BRA,2004-07-12,1043
257,Kiana DAVIS,USA,1994-12-22,1043
258,Lily VINE,AUS,2006-11-23,1043
259,Sharlota PAEHLITSE,BLR,1998-11-20,1042
260,Gabriella Peres PINTO,BRA,1999-07-25,1042
261,Noemi SEMPERE,ESP,1997-03-21,1042
262,Mia CEH,SUI,2004-07-09,1042
263,Ella SCALLY,USA,,1042
264,Liana TRÜMPI,SUI,2004-06-10,1041
265,Anaelle IMBERT,FRA,2004-07-13,1041
266,Lea-Jasmin RIECKE,GER,2000-04-25,1040
267,Alina KULEVA,RUS,2009-08-04,1040
268,Thaina Guerino FERNANDES,BRA,1999-03-14,1040
269,Claudia FERNANDEZ,PUR,2003-03-19,1039
270,Magdalena PERIĆ,CRO,2001-10-29,1039
271,Milana SADOVSKAYA,RUS,2004-02-21,1038
272,Axelle LIEHOUN,FRA,2004-06-11,1038
273,Nastassia DROZD,BLR,2004-12-19,1037
274,Morgan SMALLS,USA,2002-05-11,1036
275,Magdalena STEVANOVIĆ,SRB,2005-03-23,1036
276,Mackenzie WISSBROECKER,USA,,1036
277,Luna ARNAS,ESP,2008-04-26,1036
278,Daria VRÎNCEANU,ROU,2008-03-27,1036
279,Cassandre TISSANDIER,FRA,2003-01-08,1036
280,Renáta VODNYÁNSZKÁ,SVK,2004-01-11,1036
281,Morgan DAVIS,USA,2005-08-10,1035
282,Carmen NOWICKA,POL,2005-04-13,1035
283,Anastasia SARLANI,GRE,1999-11-17,1035
284,Zeddy Jesire CHONGWO,KEN,2003-10-12,1035
285,Urtė KŠČENAVIČIŪTĖ,LTU,2002-04-22,1035
286,Stefanie SCHINDLER,SUI,1999-06-17,1035
287,Mia Guldteig LIEN,NOR,2003-08-30,1035
288,Katharina FLAIG,GER,2002-01-11,1035
289,Tionna TOBIAS,USA,2000-11-14,1034
290,Matsidiso MAKGATO,RSA,2007-01-03,1034
291,Celine-Jada BROWN,JAM,,1034
292,Pauline BIKEMBO,FRA,2002-11-05,1034
293,Chiara GALVANI,ITA,2001-07-25,1034
294,Laura PERLINI,SUI,2002-07-09,1034
295,Tatiana PEREIRA,POR,2006-05-18,1034
296,Junjun ZHANG,CHN,2001-08-11,1034
297,Briana STEPHENSON,NZL,1999-10-23,1033
298,Viviany ALMEIDA,BRA,2009-06-22,1033
299,Hanna Paulina NAVODNIK,SLO,2003-06-09,1033
300,Sydney CONLEY,USA,1993-12-11,1032
301,Agur DWOL,USA,2004-07-16,1032
302,Lena KANICKA,POL,2007-05-15,1031
303,Li-Chi LIU,TPE,2002-09-27,1031
304,Alliyah MCNEIL,JAM,2001-09-25,1031
305,Brina LIKAR,SLO,2005-11-03,1031
306,Lena ANOCHILI,GER,,1031
307,Xinyu HUANG,CHN,2008-12-29,1031
308,Sophia DAY,USA,,1031
309,Evelina OLSSON,SWE,2008-03-03,1031
310,Xénia KRIZSÁN,HUN,1993-01-13,1030
311,Hikaru AKEBOSHI,JPN,1998-12-25,1030
312,Szabina SZŰCS,HUN,2002-02-04,1030
313,Omaria GORDON,USA,2005-09-05,1030
314,Olga SZLACHTA,POL,2006-08-08,1029
315,Aleksandra KURTBEKIROVA,RUS,2004-06-17,1029
316,Yan HU,CHN,2001-02-13,1029
317,Adéla SOCHOROVÁ,CZE,2005-11-01,1029
318,Kimberly SMITH,IVB,2002-04-02,1029
319,Reyna JOHNSON,USA,,1028
320,Adrianna SUŁEK-SCHUBERT,POL,1999-04-03,1028
321,Ella WALLIN,FIN,2008-12-20,1028
322,Katre Sofia PALM,EST,2000-05-30,1027
323,Adeyah BREWSTER,BAR,2002-12-20,1027
324,Imke DAALMANN,GER,1999-05-14,1027
325,Chaunesse BARRINGER,USA,,1027
326,Eunice Ilunga MBUYI,FRA,2002-07-01,1026
327,Clara GABALDON,ESP,2000-04-13,1026
328,Rose XEYI,RSA,2001-03-16,1025
329,Jialing WU,CHN,2006-03-22,1025
330,Nelly SOHN,GER,,1025
331,Falyn LOTT,USA,2006-06-19,1025
332,Anna MENZ,ITA,2000-01-07,1025
333,Rinoa MIYAMOTO,JPN,2006-02-24,1025
334,Paige FLORIEA,USA,2002-11-18,1025
335,Hannah WÖRLEIN,GER,2004-02-29,1025
336,Krystal Shannon KOM,BLR,2008-11-03,1024
337,Alyssa LOWE,AUS,2003-06-29,1024
338,Jada JOSEPH,USA,,1024
339,Dimitra GILTIDOU,GRE,2001-12-22,1024
340,Ella RUSH,GBR,2004-04-08,1024
341,Qinyi GU,CHN,2002-01-26,1024
342,Ilse STEIGENGA,NED,2002-10-04,1024
343,Milica STANIMIROVIĆ,SRB,2007-08-10,1024
344,Anna ĆURKOVIĆ,CRO,2006-07-23,1024
345,Paulina LIGARSKA,POL,1996-04-09,1024
346,Kailah MCKENZIE,USA,,1023
347,Ingeborg GRÜNWALD,AUT,2001-05-21,1023
348,Teagan ZWAANSTRA,USA,,1023
349,Soudatou NIANG,FRA,2007-12-12,1023
350,Michaela COMOVÁ,SVK,2001-05-22,1023
351,Simone JOHNSON,USA,2002-07-24,1022
352,Kristýna ZÁHOŘOVÁ,CZE,,1022
353,Logan TODOROVICH,USA,,1022
354,Shion HASHIMOTO,JPN,2006-10-10,1022
355,Carolina COMBÉ,GER,,1022
356,Blakelee WINN,USA,2003-05-28,1021
357,Charlotte GOLDSMITH,NZL,2006-04-25,1021
358,Erin MARSH,USA,1999-07-12,1021
359,Aleksandra SOCHACKA,POL,2009-05-19,1021
360,Chiara SMERALDO,ITA,2002-02-13,1021
361,Naiah BOARDINGHAM,USA,,1021
362,Brenda Džiliana APSĪTE,LAT,2008-09-23,1020
363,Hannah HAGERTY,CAN,2001-05-31,1020
364,Livia TONAZZI,SUI,2004-08-30,1020
365,Rebecca PECORA,ITA,2002-10-21,1020
366,Rachel SWAIN,USA,,1020
367,Darby THOMAS,USA,,1020
368,Carlia TACITA-SEPHO,FRA,2002-03-31,1020
369,Jonon YOUNG,USA,2000-05-01,1019
370,Shelaine PRITCHARD,CAN,,1019
371,Galina NIKOLOVA,BUL,1994-01-22,1019
372,Hannah WALLACE,GBR,,1019
373,A'Liyah THOMAS,USA,2002-12-24,1019
374,Deepanshi SINGH,IND,2001-04-03,1019
375,Hannah BLAIR,CAN,2000-01-30,1018
376,Kennedy HOOD,USA,,1018
377,Lia Irma Sumie KITADA,JPN,2001-08-09,1017
378,Yuka NAKAO,JPN,2003-06-14,1017
379,Ameia WILSON,USA,2000-11-29,1017
380,Lucinda GOMES,POR,1995-04-16,1017
381,Elena LLOBERA,ESP,1993-04-01,1017
382,Paulina KUBIS,POL,2004-03-24,1017
383,Amy WARRE,GBR,2004-10-25,1017
384,Sandra Milena FERRARI,ITA,2003-01-01,1016
385,Hunt MARIAMA,USA,,1016
386,Annalisa REDMOND,GUY,,1016
387,Paula Daruich VELIT,PER,2004-04-27,1016
388,Emina OMANOVIĆ,BIH,2007-08-24,1016
389,Kajsa LINDQVIST,SWE,2000-03-31,1016
390,Tingyuqi WANG,CHN,2006-12-16,1015
391,Tia JACKSON,GBR,2002-08-05,1015
392,Ecem ÇALAĞAN,TUR,1998-01-18,1015
393,Samari FINNEY,USA,,1014
394,Yatong DING,CHN,2002-08-20,1014
395,Geena DAVY,AUS,2007-02-27,1014
396,Caroline FREITAG,GER,2006-05-09,1014
397,Jaiah HOPF,USA,2004-07-26,1014
398,Ana-Maria DOGAN,ROU,2008-07-22,1014
399,Zoe CHESTER,AUS,2006-11-06,1013
400,Mikele VICKERS,USA,,1013
