rank,name,nationality,dob,points
101,Maikel Yorges VIDAL,CUB,2000-01-06,1119
102,Kasperi VEHMAA,FIN,2005-01-16,1118
103,Tyson ADAMS,USA,,1118
104,Mohamed Reda CHAHBOUN,ITA,1997-08-12,1117
105,Lucas Marcelino Dos SANTOS,BRA,1995-01-04,1117
106,David Patturaj SOLOMON,IND,2002-03-17,1116
107,Emmanuel NJOKU,NGR,2002-05-04,1115
108,Blair BROOKS,USA,1999-07-22,1115
109,Yuriy OZHGIBESOV,RUS,2001-05-13,1114
110,Alex FARQUHARSON,GBR,1997-06-09,1113
111,Alessandro SCHENINI,GBR,2000-04-28,1113
112,Tenju TOGAWA,JPN,1997-01-08,1112
113,Xiangqin ZHUGE,CHN,1997-10-24,1111
114,Micah LARRY,USA,2004-09-20,1111
115,Zhuofan XU,CHN,2006-03-28,1110
116,Luvo MANYONGA,RSA,1991-01-08,1110
117,Joakim HELLBRATT,SWE,2003-11-18,1110
118,Hans-Christian HAUSENBERG,EST,1998-09-18,1109
119,Laquan NAIRN,BAH,1996-07-31,1109
120,Breno BARBOSA,BRA,2002-07-22,1109
121,Rikuto FUJIWARA,JPN,2000-04-13,1108
122,Uroy RYAN,VIN,2004-03-22,1108
123,Bastien CADEOT,FRA,2001-08-03,1107
124,Hongjo JO,KOR,2001-05-18,1106
125,Kevin BRUCHA,GER,2002-03-08,1106
126,Daníel Ingi EGILSSON,ISL,2000-08-16,1106
127,Matúš BLŠTÁK,SVK,2003-09-04,1105
128,Yege TAO,CHN,2000-06-23,1105
129,Blair ANDERSON,USA,2003-07-24,1102
130,Yaroslav ISACHENKOV,UKR,1995-03-02,1102
131,Nikita MASLIUK,UKR,2005-03-07,1102
132,Yuto TORIUMI,JPN,2001-10-04,1102
133,Shuhao WANG,CHN,2004-01-12,1101
134,Tarek HOCINE,ALG,1996-11-09,1101
135,Chengliang LI,CHN,2006-04-05,1101
136,Natsuki YAMAKAWA,JPN,1995-07-24,1101
137,Francesco Ettore INZOLI,ITA,2005-02-26,1101
138,Thapelo MONAIWA,BOT,1998-02-18,1100
139,Maxime LAPEYRIE,FRA,1996-10-08,1100
140,Chris PREDDIE,USA,2004-07-17,1100
141,Divan MANUEL,RSA,1996-09-15,1098
142,Eubrig MAZA,VEN,1999-12-06,1097
143,Luka BOŠKOVIĆ,SRB,2006-07-06,1097
144,Reinaldo NASCIMENTO,BRA,2000-12-18,1097
145,Sir-Jonathan SIMS,USA,2004-01-13,1095
146,Alejandro PARADA,CUB,2004-07-05,1093
147,Solomon WASHINGTON,USA,2003-03-23,1093
148,Curtis WILLIAMS,USA,2003-02-10,1092
149,Strahinja JOVANČEVIĆ,SRB,1993-02-28,1090
150,Danil KORNEV,RUS,2002-11-13,1090
151,Remi MOURIE,FRA,2008-04-23,1090
152,Anthony RILEY,USA,,1090
153,Gai KITAGAWA,JPN,2003-07-21,1090
154,Yanni SAMPSON,BEL,2004-10-07,1090
155,Mason MANGUM,USA,,1090
156,Yufeng WANG,CHN,1997-04-05,1090
157,Min-Su KIM,KOR,2000-02-01,1089
158,Ishay IFRAIMOV,ISR,1997-03-01,1088
159,Aubrey ALLEN,JAM,1994-07-19,1088
160,Ming Tai CHAN,HKG,1995-01-30,1088
161,Maximilian ENTHOLZNER,GER,1994-08-18,1088
162,Jeroen GONNISSEN,BEL,1998-08-08,1087
163,Prestin ARTIS,USA,2002-04-25,1086
164,Dzianis HALUKH,BLR,2005-07-26,1085
165,Otto PULKKINEN,FIN,2001-03-28,1085
166,Jimin SHIM,KOR,2001-01-19,1084
167,Vasileios MARTINAKIS,GRE,1998-09-15,1084
168,Guohang WU,CHN,2002-01-13,1081
169,Riku SHINDOME,JPN,2002-08-07,1081
170,Artsiom HURYN,BLR,1998-02-17,1080
171,Artemiy KOLENCHENKO,RUS,2004-09-23,1080
172,Channing FERGUSON,USA,,1080
173,Camryn O'BANNON,USA,,1080
174,Harrison WILLIAMS,AUS,1999-09-10,1079
175,Archie YEO,GBR,2003-03-08,1079
176,Idalberto LIMA,BRA,2004-06-22,1079
177,Victor Gabriel DE ASSIS,BRA,2002-02-09,1078
178,Khybah DAWSON,IVB,2004-08-07,1077
179,Romeo N'TIA,BEN,1995-02-25,1077
180,Muhammed Anees YAHIYA,IND,1995-12-03,1076
181,Julian HOLUSCHEK,GER,2005-03-08,1076
182,David Desiba GAUZE,ITA,2003-06-29,1076
183,Marc MORRISON,USA,2003-04-16,1076
184,Antonios STYLIANIDIS,GRE,1997-12-21,1076
185,Chengzhuo ZHENG,CHN,2001-02-20,1075
186,Lucas RODRIGUEZ,ESP,2003-09-06,1075
187,Jason PLUMB,USA,,1075
188,Marko VLAHOVIĆ,SRB,2001-05-08,1073
189,Yuqi WANG,CHN,2005-05-06,1073
190,Till STEINFORTH,GER,2002-06-11,1073
191,Justin SLUIJTER,NED,,1073
192,Algirdas STRELČIŪNAS,LTU,2000-08-21,1073
193,Shunya FUJIWARA,JPN,1994-12-03,1073
194,Christiaan LE ROUX,RSA,2000-03-16,1073
195,Eden SELA,ISR,2004-09-20,1072
196,Kennedy STRINGFELLOW,USA,2005-01-17,1072
197,Jalen SEALS,USA,1998-09-21,1071
198,Noah Maximilian FISCHER,GER,2004-11-19,1071
199,Cristian Andrei SAVA,ROU,1998-07-20,1071
200,Sergio COELLO,ESP,2001-10-03,1071
201,Hyunwoo LEE,KOR,2003-02-07,1071
202,Jingqiang ZHANG,CHN,1996-05-08,1070
203,Daiki ODA,JPN,1996-01-15,1070
204,Johannes ERM,EST,1998-03-26,1070
205,Yann RANDRIANASOLO,FRA,1994-02-03,1069
206,Oreva-Oghene Joseph EDAFIADHE,NGR,1996-12-22,1068
207,Samuele BALDI,ITA,2003-10-25,1068
208,Kasper LARSEN,DEN,1999-11-29,1067
209,Thomas JACKSON,USA,1999-03-29,1067
210,Krzysztof GROCHOWSKI,POL,2007-01-10,1067
211,Klemen MODRIJANČIČ,SLO,2005-09-12,1067
212,Pak Hang WONG,HKG,2002-04-19,1066
213,Maisong WANG,CHN,2005-05-28,1066
214,Chengyi ZHOU,CHN,2008-02-19,1066
215,Uladzislau BULAKHAU,BLR,1999-01-23,1066
216,Taishi NAKANO,JPN,2005-03-22,1066
217,Trevon HAMER,GUY,2004-01-25,1065
218,Kaelen MITCHELL,USA,,1064
219,Ryosuke MOTOKI,JPN,2005-06-01,1064
220,Riccardo MANCINI,ITA,2005-11-08,1064
221,Eetu JOKELA,FIN,2003-02-20,1064
222,Juriad HUGHES,USA,2005-09-27,1064
223,Sunny KUMAR,IND,2001-07-13,1063
224,Tyler HUNT,USA,,1063
225,Jordan TURNER,JAM,2002-09-12,1063
226,Safin WILLS,JAM,2000-08-21,1063
227,Deaundre WARD,USA,,1063
228,Shengming ZHANG,CHN,2006-03-23,1061
229,Dwight MCCLOEN,RSA,2005-04-05,1061
230,Kenson TATE,USA,2003-04-13,1061
231,Pedro PIRES,POR,2003-10-13,1061
232,Jarod BIYA,SUI,2000-05-22,1061
233,Joan GEA,ESP,2002-04-04,1061
234,Xiangyu WANG,CHN,2000-05-15,1061
235,Jianhong LI,CHN,2003-03-21,1060
236,Melwin Lycke HOLM,SWE,2004-10-12,1060
237,Elias KAPELL,SWE,2006-06-22,1060
238,Yuto NAKANO,JPN,2000-09-21,1060
239,Maxwell Peterson WORDUI,GHA,1999-09-05,1060
240,Kevin-Kofi AASSOGBA-KOUDAHE,FRA,2005-09-16,1060
241,Vicente BELGERI,CHI,1997-04-25,1058
242,Leonardo PINI,ITA,2003-12-09,1058
243,Luka ĆURKOVIĆ,CZE,2004-07-04,1058
244,Ildar AKHMADIEV,TJK,2000-03-01,1057
245,Shahnavaz,IND,2008-02-02,1057
246,R.C. Jithin ARJUNAN,IND,2007-12-11,1057
247,Raymond Nkwemy TCHOMFA,CMR,1995-05-29,1057
248,Kareem Hatem MERSAL,ITA,2001-10-08,1057
249,Xingchen LIU,CHN,2003-11-01,1055
250,Andrii SHKABARA,UKR,2004-01-16,1055
251,Moukoutoifi SAINDOU,FRA,1997-08-05,1055
252,Josh PARRISH,USA,2005-02-22,1054
253,Sarun PAYASINGH,IND,2000-07-09,1054
254,S. ARYA,IND,2001-12-31,1053
255,Samuel TAYLOR,AUS,2001-05-22,1053
256,Juan Francisco TRUJILLO,ESP,2002-07-11,1053
257,Mikita LAPATSENKA,BLR,1995-06-06,1053
258,Allan HUNTER,USA,,1052
259,Andrei Vlad ENACHE,ROU,2004-01-13,1052
260,Simone MENCHINI,ITA,2004-08-09,1052
261,Oliver KOLETZKO,GER,2003-08-01,1051
262,Yukiya ONISHI,JPN,2006-02-22,1051
263,Téo BASTIEN,FRA,2002-10-03,1050
264,Sam DANSON,GBR,2004-07-27,1050
265,Karabo SATEKGE,RSA,2000-10-07,1050
266,Dj FILLMORE,USA,2005-01-20,1050
267,Kavian KERR,JAM,2002-02-10,1050
268,Rodion SEVASTYANOV,RUS,2005-12-06,1049
269,Nazim BABAYEV,AZE,1997-10-08,1049
270,Lance Christian AABO,DEN,2006-07-03,1049
271,Sharon JESTUS,IND,2004-12-31,1049
272,Keun-Woo LEE,KOR,2001-04-18,1048
273,Edwin Kipmutai TOO,KEN,1995-04-14,1048
274,Jeff TESSELAAR,NED,2003-05-03,1048
275,Kasey SAVAGE,USA,,1048
276,Sebastian BERNTSEN,NOR,2005-02-07,1048
277,Dino SUBAŠIČ,SLO,1999-01-26,1048
278,Niklas WALL,SWE,2003-01-03,1048
279,Kyle FISHER,USA,,1047
280,Jan DIAZ,ESP,2004-12-12,1047
281,Marius VADEIKIS,LTU,1989-08-02,1047
282,Takuto TSUCHIYA,JPN,2006-07-22,1047
283,Tòrur MORTENSEN,DEN,1998-12-15,1046
284,Andrew STONE,CAY,2006-06-01,1046
285,Alexsandro MELO,BRA,1995-09-26,1045
286,Yuzhang ZHANG,CHN,2004-02-29,1044
287,Joey NATIONS,USA,,1044
288,Jesuye DOHERTY,AUS,2005-04-11,1043
289,Ibukun DARAMOLA,NGR,2005-03-11,1042
290,Janry UBAS,PHI,1994-01-02,1042
291,Maxwell FORTE,USA,,1041
292,Roland GERICS,HUN,2001-10-03,1041
293,Eunjae JU,KOR,1993-06-12,1041
294,Adrien RALITE,FRA,1996-08-08,1041
295,Jakub PTASIEWICZ,POL,2005-09-17,1041
296,Jeswin ALDRIN,IND,2001-12-24,1040
297,Marcos CHAGAS,BRA,2003-05-08,1039
298,Kristóf PAP,HUN,1998-09-16,1039
299,Roy MORRIS,USA,,1039
300,Louai LAMRAOUI,ALG,2006-01-06,1039
301,Ryutaro TANAKA,JPN,2002-05-17,1038
302,Louis GORDON,CAY,2000-02-12,1038
303,Johnathan JACOB,CAN,,1038
304,Luciano Gabriel FERRARI,ARG,1998-12-23,1037
305,James GILBERT,USA,,1037
306,Tomas JÄRVINEN,CZE,2005-10-21,1037
307,Chairo OGBEBOR,CAN,,1037
308,Adrian STRZAŁKOWSKI,POL,1990-03-28,1036
309,Simão ALEXANDRE,POR,2003-11-09,1036
310,Jack ROACH,GBR,1995-01-08,1035
311,Anton NAHORNIAK,UKR,2005-05-22,1035
312,Anton KOPYTKO,UKR,1999-08-18,1035
313,Ryousei MATSUSHITA,JPN,2002-09-19,1034
314,Iker AROTZENA,ESP,2001-11-10,1034
315,André PIMENTA,POR,2001-08-10,1034
316,Murray FOTHERINGHAM,GBR,2003-06-04,1033
317,Noah HASLER,SUI,,1033
318,Willis CAMREN,USA,,1033
319,Andrew George MEDINA,SGP,,1032
320,Swaminathan,IND,1996-04-07,1032
321,Frederic DUFAG,FRA,2003-07-21,1032
322,Kazuma ADACHI,JPN,1997-10-16,1031
323,Alex EPITROPAKIS,AUS,2005-12-30,1031
324,Sanmath DARSHAN,IND,2003-05-24,1031
325,Xuanqi GAO,CHN,2006-04-25,1031
326,Asande MTHEMBU,RSA,2004-06-04,1031
327,Victor TÖRNSTRÖM,SWE,2005-06-10,1031
328,Asahi TAKAHASHI,JPN,2004-09-23,1031
329,Eito OMORI,JPN,2008-03-14,1030
330,Benjamin BECKER,FRA,,1030
331,Alex MEYER,USA,,1030
332,Yasunari KOBATAKE,JPN,2000-09-07,1030
333,Markus WHITE,USA,,1029
334,Wakushi NARUKAWA,JPN,2006-04-06,1029
335,Addison PAINTER,USA,,1029
336,Fabio PAGAN,ITA,2000-06-26,1029
337,César D. WALTER,CUB,2008-12-31,1029
338,Johnathan RODGERS,BAH,2006-02-08,1028
339,Johnquiez GUERRIER,USA,,1028
340,Heikki VUORINEN,FIN,2001-05-06,1028
341,Jalen MCGEE,USA,,1028
342,Jeremy VERTUEUX,FRA,2004-07-07,1028
343,Amiru CHANDRASENA,AUS,2002-08-02,1027
344,Adrian Henrique VIEIRA,BRA,2001-01-03,1027
345,Pedro DE OLIVEIRA,BRA,1996-01-18,1027
346,Junpei TAKIZAWA,JPN,2003-11-10,1027
347,Aleks BEZKORVAJNIJ,SRB,2007-11-07,1026
348,Cole BLAIR,USA,,1026
349,Nicolas BERSIER,SUI,2004-04-06,1026
350,Batuhan ÇAKIR,TUR,2001-01-01,1026
351,Rahsaan DOZIER,USA,,1026
352,Justin VINCENT,FRA,2004-04-06,1026
353,Josmi SÁNCHEZ,CUB,2003-12-15,1025
354,Andreas ANTONAKOPOULOS,GRE,2003-06-05,1025
355,Hiroyuki FUKASAWA,JPN,1992-12-10,1025
356,Maidis GORRILLOT,FRA,,1024
357,Aden MCDONALD,AUS,2006-07-05,1024
358,Youngbin KIM,KOR,1998-05-23,1024
359,Seiko TAKEOKA,JPN,2006-09-19,1024
360,Nick SCHMAHL,GER,2001-08-19,1024
361,Donald HATFIELD-JACKSON,USA,,1023
362,Samuel EBONINE,GBR,2001-12-28,1023
363,Niqualas CHEW,USA,,1023
364,Wesley TYNDALL,GUY,,1023
365,P.Asadullah MUJAHITH,IND,2002-01-17,1023
366,Carter MORTON,USA,,1022
367,Luc BREWIN,FRA,2002-11-22,1022
368,Elijah ROWE,USA,,1022
369,Mohd. Atta SAZID,IND,2006-02-10,1022
370,Jabir ALIYEV,AZE,2003-09-23,1021
371,Daniel EMEGBOR,GBR,2008-10-20,1021
372,Viktor MOROZOV,EST,2004-03-13,1021
373,Tyler NICHOLS,USA,,1021
374,Antreas MACHALLEKIDES,CYP,2005-03-03,1021
375,Michael Andre EDWARDS,JAM,2007-11-18,1021
376,Dimitrije NOVAKOVIĆ,SRB,2000-10-06,1021
377,Tayton KLEIN,USA,,1021
378,Brennen MCHENRY,USA,2004-06-16,1020
379,Alberto MARTINEZ,ESP,2006-09-07,1020
380,Luke JELDERKS,USA,2004-06-26,1020
381,Aaron DAVIS,USA,2004-05-30,1019
382,Nikita USYAYEV,RUS,2002-09-14,1019
383,Marius Bull HJELTNES,NOR,1996-06-22,1019
384,Anthony WOODS,USA,,1019
385,Precious Ebitimi OPINION,NGR,2007-05-15,1019
386,Mátyás NÉMETH,HUN,2001-03-22,1019
387,Caleb MALBROUGH,USA,,1018
388,Alex LÓPEZ,ESP,2006-02-24,1018
389,Fabian BIONDINA,NED,2001-05-03,1018
390,Michal JÁRA,CZE,2004-10-27,1018
391,Sarantis TZELEPIS,GRE,2008-01-01,1018
392,Zihan LUO,CHN,2007-05-04,1017
393,Jong-Hyun PARK,KOR,2001-02-07,1017
394,Titouan BIZET,FRA,,1017
395,Colby EDDOWES,AUS,2002-08-15,1017
396,Nahshon HOUSTON,USA,,1017
397,Nate PARIS,CAN,2004-04-29,1017
398,Jacob HRISTIANOPOULOS,GRE,2003-08-13,1017
399,Fredy Kevin OYONO,CMR,1997-07-23,1016
400,Frank MONAHAN-MORANG,USA,,1016
