rank,name,nationality,dob,points
38,Marija VUKOVIĆ,MNE,1992-01-21,1158
39,Lilianna BÁTORI,HUN,2007-03-14,1158
40,Yelizaveta MATVEYEVA,KAZ,2001-12-09,1153
41,Natalya SPIRIDONOVA,RUS,2002-07-31,1148
42,Asia TAVERNINI,ITA,2001-09-18,1147
43,Fatoumata BALLEY,GUI,1997-04-09,1145
44,Emma GATES,USA,2004-05-07,1141
45,Bianca STICHLING,GER,2000-03-04,1141
46,Dacsy Adelina BRISÓN,CUB,2002-10-26,1140
47,Dina NUERLAN,CHN,1998-06-25,1140
48,Kristi SNYMAN,RSA,2000-12-15,1137
49,Paulina BORYS,POL,1998-05-14,1134
50,Heta TUURI,FIN,1995-01-14,1130
51,Yelizaveta VALUYEVA,BLR,2005-07-26,1129
52,Sanaa BARNES,USA,2000-08-10,1124
53,Cierra ALLPHIN,USA,2001-05-27,1124
54,Kristina OVCHINNIKOVA,KAZ,2001-03-21,1123
55,Nadezhda DUBOVITSKAYA,KAZ,1998-03-12,1122
56,Ona BONET,ESP,2006-03-29,1122
57,Una STANCEV,ESP,2002-08-27,1121
58,Styliana IOANNIDOU,CYP,2003-12-17,1121
59,Barnokhon SAYFULLAYEVA,UZB,2005-02-05,1121
60,Izobelle LOUISON-ROE,AUS,2007-05-14,1121
61,Glenka ANTONIA,NED,1999-09-04,1120
62,Yuliia CHUMACHENKO,UKR,1994-10-02,1120
63,Maria Isabel ARBOLEDA,COL,2005-04-06,1119
64,Pooja,IND,2007-02-21,1118
65,Louise EKMAN,SWE,1997-04-10,1118
66,Ellen EKHOLM,SWE,1996-02-12,1117
67,Darya YERMOLOVA,RUS,2000-04-10,1114
68,Patrīcija JANSONE,LAT,2005-12-21,1111
69,Erin SHAW,AUS,2004-09-07,1111
70,Alexandra HARRISON,AUS,2003-11-13,1110
71,Maddie WILSON,NZL,2002-04-05,1106
72,Imogen SKELTON,NZL,2000-10-15,1105
73,Shieriai TSUDA,JPN,1996-09-09,1103
74,Tatyana YERMACHENKOVA,RUS,1998-09-09,1103
75,Linpeng HU,CHN,1995-12-29,1100
76,Ahshareah ENOE,GRN,2003-06-10,1100
77,Alyssa JONES,USA,2004-02-06,1098
78,Cheyla SCOTT,USA,2005-08-12,1097
79,Joana HERRMANN,GER,2005-11-01,1096
80,Wiktoria MIĄSO,POL,2001-11-14,1094
81,Fédra FEKETE,HUN,1998-04-04,1092
82,Ella MIKKOLA,FIN,2007-11-10,1091
83,Urtė BAIKŠTYTĖ,LTU,1999-05-08,1090
84,Nadezhda ANDRYUKHINA,RUS,2001-07-03,1089
85,Hellen TENORIO,COL,2004-08-14,1088
86,Arielly Kailayne MONTEIRO,BRA,2003-05-17,1086
87,Celia RIFATERRA,ESP,2004-10-04,1086
88,Johanna GÖRING,GER,2005-04-06,1086
89,Valdileia MARTINS,BRA,1989-09-19,1084
90,Jingyi LIU,CHN,1994-10-27,1084
91,Yuqi SHAO,CHN,2002-05-13,1082
92,Sofiya MIROSHNICHENKO,RUS,1995-10-04,1080
93,Annie STAPLETON,AUS,2002-10-27,1080
94,Alicja WYSOCKA,POL,2003-03-05,1079
95,Paris MIKINSKI,USA,2004-05-14,1078
96,Jana KOŠČAK,CRO,2006-05-19,1075
97,Giulia DE MARCHI,ITA,2000-01-26,1075
98,Evelyn LAVIELLE,USA,2003-12-14,1075
99,Emily BORTHWICK,GBR,1997-09-02,1075
100,Karmen BRUUS,EST,2005-01-24,1073
101,Jiawen LU,CHN,2002-08-19,1073
102,Madison SCHMIDT,USA,2001-04-30,1073
103,Sang LIU,CHN,1996-12-23,1070
104,Mia Guldteig LIEN,NOR,2003-08-30,1069
105,Zdara PEZINKOVÁ,CZE,2004-09-18,1068
106,Claudina Diaz CASTRO,MEX,2001-02-21,1068
107,Marguerite LORENZO,CAN,1999-08-16,1066
108,Sofie DOKTER,NED,2002-12-19,1064
109,Elizabeth EVANS,USA,1990-12-01,1062
110,Spirit MORGAN,USA,,1061
111,Yman Ossie TCHIENGUE,FRA,2007-12-13,1061
112,Renata LÁNÍKOVÁ,CZE,2006-04-15,1058
113,Wai Yan CHUNG,HKG,1998-11-10,1057
114,Anna-Elisabeth EHLERS,GER,2006-08-18,1057
115,Federica Gabriela APOSTOL,ROU,2003-11-14,1057
116,Polina PARFENENKO,RUS,2003-03-14,1054
117,Valentina FAKROGHA,USA,2006-09-16,1053
118,Karsyn LEELING,USA,2006-01-15,1051
119,Marithe-Thérèse ENGONDO,SUI,2002-05-11,1049
120,Bára SAJDOKOVÁ,CZE,2001-10-05,1049
121,Pamela CROCE,ITA,1999-03-06,1048
122,Aurora VICINI,ITA,2005-07-23,1048
123,Klára KREJČIŘÍKOVÁ,CZE,2002-04-22,1047
124,Destiny MASTERS,USA,2002-01-28,1047
125,Ting ZHU,CHN,1999-12-28,1046
126,Sommer LECKY,IRL,2000-06-14,1046
127,Ajia Asia HUGHES,USA,,1046
128,Charlotte SORIN,FRA,,1046
129,Arienne BIRCH,CAN,2005-03-17,1045
130,Lilian TURBAN,EST,2001-09-25,1045
131,Angelina BYKOVSKAYA,RUS,2001-07-22,1044
132,Lola PICARD,FRA,2001-04-25,1043
133,Maryna KOVTUNOVA,GER,2006-12-25,1042
134,Miracle AILES,USA,,1042
135,Tricia MADOURIE,CAN,2005-03-08,1041
136,Céline WEBER,SUI,2006-03-04,1041
137,Nadja LÜTHI,SUI,,1041
138,Huihui DUAN,CHN,2002-08-25,1040
139,Sini LÄLLÄ,FIN,1994-03-12,1039
140,Elizabeth TARCZY,USA,2005-05-27,1039
141,Eva Maria BALDURSDÓTTIR,ISL,2003-09-21,1039
142,Dorothea GANTERT,GER,,1039
143,K. GOBIKA,IND,2002-08-06,1039
144,Toby STOLBERG,AUS,2006-05-15,1038
145,Valeria SMIRNOVA,EST,2006-10-04,1038
146,Zarriea WILLIS,USA,1996-11-14,1038
147,Nadezhda FILATOVA,RUS,1999-05-06,1037
148,Iren SARÂBOYUKOVA,BUL,2006-05-09,1037
149,Helga Þóra SIGURJÓNSDÓTTIR,ISL,2000-11-28,1036
150,Hannah LAKE,GBR,,1035
151,Zoe PEACOCK,AUS,2006-06-02,1035
152,Halle FERGUSON,GBR,2004-12-06,1035
153,Merlin Y. MARTÍNEZ,CUB,2006-10-18,1035
154,Daneille NOBLE,JAM,2007-07-15,1033
155,Ella Oluchi OBETA,GER,2006-01-17,1032
156,Stela TOMANOVÁ,CZE,,1032
157,Sydney BILLINGTON,USA,,1031
158,Ching Lam CHEUNG,HKG,2000-05-08,1031
159,Veronika KRAMARENKO,UKR,2003-05-08,1031
160,Yorunn LIGNEEL,BEL,2003-10-02,1031
161,Diamonasia TAYLOR,USA,,1031
162,Saara HAKANEN,FIN,1999-07-14,1030
163,Ruoxuan JIN,CHN,2005-01-08,1030
164,Amaya UGARTE,USA,2002-03-16,1030
165,Ela VELEPEC,SLO,2005-09-10,1030
166,Anna HRBÁČOVÁ,CZE,2008-09-25,1029
167,Faina MEIRMANOVA,KAZ,2006-06-12,1028
168,Kaede ITO,JPN,2003-12-15,1028
169,Aoife O'SULLIVAN,IRL,2003-02-18,1028
170,Eva KALB,GER,2008-01-27,1027
171,Jara ELLINGER,GER,2001-04-02,1026
172,Sun-Yeong JANG,KOR,1998-04-05,1026
173,Natali KOSTOVA,BUL,2007-12-08,1026
174,Natacha CANDÉ,POR,2007-01-25,1026
175,Elin PAJUNEN,FIN,1995-03-01,1026
176,Valeriya MOSKVITINA,RUS,2003-04-06,1025
177,Timara CHAPMAN,USA,2000-05-05,1025
178,Rachel WILSON,USA,,1024
179,Yulin XIA,CHN,2000-05-01,1024
180,Berra AYGÜN,TUR,2004-12-10,1024
181,Claire LOWREY,USA,2005-01-21,1024
182,Birta María HARALDSDÓTTIR,ISL,2004-03-19,1023
183,Abinaya Sudhakara SHETTY,IND,1999-06-16,1023
184,Ruiqi ZHANG,CHN,2001-10-04,1023
185,Alice TAYLOR,NZL,2002-12-14,1023
186,Zorana BUKVIC,SRB,1993-03-10,1023
187,Camryn NEWTON-SMITH,AUS,2000-04-27,1023
188,Maja SŁODZIŃSKA,POL,2006-08-29,1023
189,Carly TARENTINO,USA,,1023
190,Emilia TWARDOWSKA,POL,2005-08-31,1023
191,Anzhelika VASILYEVA,RUS,2007-02-07,1023
192,Lorena AIRES,URU,1995-08-08,1022
193,Shanniqua WILLIAMS,JAM,2007-02-18,1020
194,Zharia TAYLOR,USA,,1020
195,Maria Eduarda Ferreira BARBOSA,BRA,2003-10-15,1019
196,Aitana ALONSO,ESP,2008-10-04,1019
197,Marysabel SENYU,DOM,1999-08-31,1017
198,Júlia PÉNZES,HUN,2006-07-18,1017
199,Christiane KRIFKA,AUT,2006-05-05,1017
200,Edlin Lisbeth LAUR,EST,2004-05-29,1016
201,Dallyssa HUGGINS,CAN,1998-10-31,1016
202,Jenovia LOGAN,USA,,1015
203,Federica STELLA,ITA,2003-02-13,1015
204,Emma HÄGGBLOM,SWE,2004-01-15,1014
205,Lucille XAE,FRA,2001-12-06,1014
206,Sofija PETROVA,LAT,2007-01-31,1014
207,Yuki MORISAKI,JPN,2005-11-04,1013
208,Natsuki YANO,JPN,2004-08-02,1013
209,Saga VANNINEN,FIN,2003-05-04,1013
210,Mason MEINERSHAGEN,USA,2004-09-12,1012
211,Kaylee DIAMOND,USA,,1012
212,Alliyah MCNEIL,JAM,2001-09-25,1012
213,Karla SCHÄRFE,DEN,2003-02-05,1012
214,Marta MORARA,ITA,1999-12-26,1011
215,Laura ALEGRE,ESP,2004-05-17,1011
216,Aino AALTO,FIN,2006-06-06,1011
217,Erin WILDE,USA,,1010
218,Kseniya NIKITKA,BLR,2005-08-05,1010
219,Maeva BASTIEN,FRA,2005-02-09,1010
220,Briana STEPHENSON,NZL,1999-10-23,1009
221,Annishka MCDONALD,JAM,2003-10-30,1009
222,Dede NORMAN,USA,,1008
223,Veronika CHAYNOV,ISR,2002-08-26,1008
224,Darina Hadil REZIK,ALG,2003-06-27,1008
225,Maelle GAUTHIER,FRA,2005-08-09,1008
226,Erica SCHAMEL,USA,,1008
227,Emy NTEKPERE,USA,,1007
228,Despoina CHARALAMBOUS,CYP,2000-05-22,1007
229,Eleonora VITI,ITA,2007-08-17,1007
230,Albina ZAITSEVA,UKR,2006-09-18,1006
231,Soledad JEAN,USA,2003-11-21,1006
232,Zahra AMOS,AUS,2002-11-30,1005
233,Jovana DELIĆ,SRB,2002-08-08,1005
234,Sophie BARBAGALLO,ITA,2008-05-19,1005
235,Noemie THIBAUD,FRA,1997-12-16,1005
236,Juliette PEREZ,FRA,1999-09-08,1004
237,Anna-Sophie SCHMITT,GER,2004-06-08,1004
238,Matilda NILSSON,SWE,1993-10-05,1004
239,Dailin SIERRA,CUB,2005-08-20,1004
240,Brooklyn MILLER,USA,,1004
241,Leeann REDLO,USA,,1003
242,Sarah Suelen Fernandes FREITAS,BRA,1998-04-23,1002
243,Carmen ROSE,GBR,,1002
244,Tara O' CONNOR,IRL,2007-11-23,1001
245,Marie DE TROYER,BEL,2003-08-12,1001
246,Josie COFFEY,USA,,1000
247,Michelle NGOZO,RSA,2000-05-15,1000
248,Liliya KLINTSOVA,UKR,1997-07-12,1000
249,Josie MORELAND,USA,,1000
250,Kendall WARD,USA,,1000
251,Milena CHEVALLIER,USA,2006-06-29,1000
252,Meiqi CHEN,CHN,2007-01-04,999
253,Alevtyna DUBIL,UKR,2005-05-11,999
254,Natsumi AOYAMA,JPN,1997-06-10,999
255,Karmen FOUCHE,RSA,2003-01-02,999
256,Margarita KORCHAGINA,RUS,2006-11-11,999
257,Paulina LIGARSKA,POL,1996-04-09,999
258,Iryna BEZSMERTNA,UKR,2004-12-01,998
259,Anastasiya YAROSHCHIK,BLR,2008-12-10,998
260,Alexis IVY,USA,,998
261,Nyalaam JOK,USA,,998
262,Wenqi YE,CHN,2004-06-15,998
263,Luisa DEEKEN,GER,2001-09-03,998
264,Anastasiia VOLKOVA,UKR,2005-10-23,997
265,Bianca SALMING,SWE,1998-11-22,997
266,Isabelly GONCALVES,BRA,2004-10-25,996
267,Alaysha VEAL,USA,,994
268,Célia PERRON,FRA,1997-04-18,994
269,Pippi Lotta ENOK,EST,2002-08-19,993
270,Kamiya DENDY,USA,2002-07-20,993
271,Amelia BENJAMIN,USA,,993
272,Heidi HUDSON,USA,2004-12-03,992
273,Magdaline CAMPO,FRA,2004-11-16,992
274,Justýna BRÝDLOVÁ,CZE,2003-06-09,992
275,Svea VAN LAERE,BEL,2007-09-27,992
276,Yuanying LI,CHN,1999-08-30,992
277,Irina SIZOVA,KAZ,2005-09-26,991
278,Katarzyna KOKOT,POL,2004-01-05,991
279,Satera BALČAITYTĖ,LTU,2003-12-05,991
280,Johanna NIEMINEN,FIN,2003-05-09,991
281,Natalija VOJINOVIĆ,SRB,2007-09-09,991
282,Haleigh HADLEY,USA,2002-07-31,991
283,Jing JIANG,CHN,2001-04-05,990
284,Siyi DENG,CHN,1997-08-21,989
285,Svea VICTORÉN,SWE,2008-05-26,989
286,Naomie LAVRIL,FRA,1999-08-11,989
287,Sophia YAKUSHINA,RUS,2006-01-07,988
288,Camryn COLE,USA,,988
289,Maria Eduarda DE OLIVEIRA,BRA,2006-10-13,988
290,Tetyana BILYK,UKR,2000-07-07,987
291,Anhelina SHEIHRATSOVA,BLR,2008-11-15,987
292,Anna GAŁKA,POL,2003-02-09,987
293,Nicole STUBER,SUI,,987
294,Garazi LARRAKOETXEA,ESP,1994-01-24,987
295,Kylee DIMICK,USA,,987
296,Delaney MILLER,USA,,986
297,Elina REDON,FRA,,986
298,Arina KRYLATKOVA,RUS,2009-03-01,985
299,Szabina SZŰCS,HUN,2002-02-04,985
300,Elena FOURNIER,FRA,,985
301,Alesia-Maria RENGLE,ROU,2003-07-31,985
302,Hannah BLAIR,CAN,2000-01-30,984
303,Luca KESZTHELYI,HUN,2004-09-29,984
304,Taliyah BROOKS,USA,1995-02-08,984
305,Hannah RIOLO,USA,,984
306,Adrianna SUŁEK-SCHUBERT,POL,1999-04-03,984
307,Jördis KRIEGEL,GER,2000-07-06,984
308,Tihana JELETIĆ,CRO,1996-03-28,983
309,Lu LIU,CHN,2005-03-12,983
310,Lucy WALLIKER,GBR,1999-01-21,982
311,Pei-Hsuan LIN,TPE,2007-10-11,982
312,Sujeong OH,KOR,2002-06-04,982
313,Teresa Maria ROSSI,ITA,1992-04-12,982
314,Amaya BIEN-AIME,USA,,982
315,Courtney ROWLAND,USA,,982
316,Olivia VANZEELAND,USA,,981
317,Brianna DIXON,USA,2005-08-21,981
318,Leonor D. RIBIAUX,CUB,2008-04-16,981
319,Martina LEORATO,ITA,2000-03-29,981
320,Iva BEŽANOVIĆ,SRB,2008-01-24,981
321,Evelina BUKAUSKAITĖ,LTU,2004-02-08,980
322,Alena SMOLEVA,RUS,2006-12-16,980
323,Darya CHUKSHIS,RUS,2003-08-10,980
324,Morgan GLASER,USA,,980
325,Rikke ANDERSEN,DEN,1998-03-20,980
326,Zofia LIMBERT,SUI,2005-10-06,980
327,Michaela LENHARTOVÁ,SVK,2002-09-04,980
328,Julia SŁOCKA,POL,2001-02-18,980
329,Matilda SECKER,GBR,2007-05-09,980
330,Lina BJERKESTAM,SWE,2005-11-17,980
331,Kathrine Fjerbæk OLSEN,DEN,2001-01-10,979
332,Micah MARTIN,USA,,979
333,Daniella ANGLIN,JAM,2001-11-15,979
334,Jiayi HE,CHN,2003-03-27,979
335,Celia MARKOVINOVIC,CAN,2001-01-03,978
336,Alana SIMON,USA,,978
337,Lena-Maria IONESCU,ROU,2008-09-26,978
338,Madison KIZER,USA,,978
339,Cortnie BARKER,USA,2006-03-24,978
340,Nina BORGER,NED,2003-07-22,978
341,Jasmijn RAES,NED,,977
342,Zsófia Edina PAPP,HUN,2006-08-01,976
343,A'Riel WILLIAMS,USA,,976
344,Laura GIANNELLI,ITA,2004-07-09,976
345,Jade MARQUIS,FRA,2006-11-03,976
346,Zoe TARTANSON,FRA,2006-01-14,975
347,Celine SMREKAR,ITA,1999-08-11,975
348,Sina STOLL,GER,2008-05-27,975
349,Liana TRÜMPI,SUI,2004-06-10,974
350,Julene BOUZO,ESP,2003-06-04,974
351,Gintarė TIREVIČIŪTĖ,LTU,2000-05-26,974
352,Jamora HORACE,USA,,974
353,Nikola GAVENDOVÁ,CZE,2000-04-13,973
354,Svenia DE CONINCK,BEL,2005-03-30,973
355,Fatoumata DIALLO,ESP,2006-10-26,973
356,Lina SCHUBERT,GER,2002-12-26,973
357,Grace CUNNINGHAM,USA,,972
358,Anastasiya GENYUTA,RUS,2006-02-26,972
359,Imke Der VAN SPOEL,NED,,972
360,Zoé DEPAS,BEL,,972
361,Anabela NETO,POR,1991-03-25,972
362,Alyona AFONINA,RUS,2009-05-27,971
363,Airi SHINNMURA,JPN,1999-04-10,971
364,Gloria POLOTTO,ITA,2001-03-28,971
365,Angela FÖRSTER,GER,2001-12-15,971
366,Lisa MÅRTENSSON,SWE,2005-08-21,971
367,Xinying ZHUANG,CHN,2007-11-20,970
368,Camilla DE PAOLI,ITA,2005-11-12,970
369,Allie ROUTLEDGE,GBR,2002-07-08,969
370,Kendall LEMM,USA,,969
371,Achol MAYWIN,USA,,969
372,Malaika CUNNINGHAM,JAM,2004-07-29,969
373,Mareike MAX,GER,1998-08-19,969
374,Anita HRUŠKOVÁ,CZE,2003-06-09,969
375,Alice CAJTHAMLOVÁ,CZE,,968
376,Angel RICHMORE,SWE,2001-04-30,968
377,Anastasia NTRAGKOMIROVA,GRE,2003-01-22,968
378,Julie CRAENEN,LUX,2005-04-07,968
379,Emilia STUBER,SUI,,967
380,Lea VÖLCKER,GER,,967
381,Marina ZANONI,SUI,2003-08-22,967
382,Jelese ALEXANDER,USA,,967
383,Lucia ANDREANI,ITA,2005-12-13,967
384,Madeleine WOOD,GBR,2002-09-03,967
385,Sveva GEREVINI,ITA,1996-05-31,966
386,Ysee LE PHILIPPE,FRA,2002-01-15,966
387,Elise Hoel ULSETH,NOR,1999-12-23,966
388,Pallavi S. PATIL,IND,2002-09-12,966
389,Monika NEDOROSTOVÁ,CZE,,966
390,Marta MUSLADIN,CRO,2006-07-23,966
391,Bryn GREENWALDT,USA,,966
392,Kahyna OMBISSA-DZANGUE,FRA,2001-03-28,965
393,Heloise LOUISET,FRA,2001-08-29,965
394,Amira GREEN,USA,,965
395,Ana KOVRLIJA,SRB,2008-08-01,965
396,Olympia TZOUVELI,GRE,2008-05-07,964
397,Jingjing XING,CHN,2005-09-11,963
398,Prachi,IND,2007-04-02,963
399,Camryn LORICK,USA,,963
400,Dagmara MIDZENE,LAT,2005-01-11,963
