rank,name,nationality,dob,points
177,Kaisei UCHIDA,JPN,2004-12-23,1117
178,Casey HOOD,USA,,1117
179,Chase MARS,USA,2003-05-18,1116
180,Gary Noa Jerrel BIBI,MRI,2000-08-21,1116
181,Mustapha Alufar BOKPIN,GHA,2001-02-17,1116
182,Tommy Te PUNI,NZL,2002-04-27,1116
183,Matej BALUCH,SVK,2000-10-16,1114
184,Javin BOSTIC,USA,,1114
185,Alejandro CARDENAS,MEX,2006-05-19,1114
186,Gerardo Lomeli PONCE,MEX,2002-08-11,1114
187,Troy MASON,GRN,2002-04-11,1114
188,Mason MANGUM,USA,,1114
189,Jaime SANCHO,ESP,2003-04-25,1113
190,Mitsuhiro NUMATA,JPN,2001-02-22,1112
191,Bradley LESTRADE,SUI,2001-04-22,1112
192,Nick BIEGA,USA,,1112
193,Dakari CHARLTON,USA,,1112
194,Nigel GREEN,USA,,1111
195,Nakhi BENJAMIN,USA,,1111
196,Shanard WALKER,USA,,1111
197,Nazzio JOHN,GRN,2003-03-24,1110
198,Johnny GOODE,USA,,1110
199,Tomás MONDINO,ARG,2005-05-27,1110
200,Netanel DOROTHEA,NED,2000-11-22,1109
201,Shemarr SESSION,USA,2006-01-26,1109
202,Brodie YOUNG,GBR,2003-02-28,1109
203,Eduardo LONGOBARDI,ITA,2005-10-19,1109
204,Patryk WYKROTA,POL,2000-11-13,1109
205,Zengsheng LIU,CHN,2003-03-19,1109
206,Mekhi DUPREE,USA,,1108
207,Andrea FEDERICI,ITA,1997-02-24,1108
208,Vitaliy ZEMS,KAZ,1996-03-29,1108
209,Andrej SKOČIR,SLO,2003-04-19,1108
210,Alexavier MONFRIES,JAM,2002-02-08,1108
211,Aoto SUZUKI,JPN,2001-05-30,1108
212,Xiaonan ZHANG,CHN,2001-04-14,1107
213,Aleksandr MIRONOV,RUS,2004-03-20,1106
214,Yen-Ming WU,TPE,1999-12-10,1106
215,Loïc PREVOT,FRA,1998-02-10,1106
216,Ross WALROND,BAR,,1106
217,Jared SYLVESTER,GRN,2001-09-14,1106
218,Myles RHODES,USA,,1106
219,Tinotenda MATIYENGA,ZIM,1999-07-09,1106
220,Tyquendo TRACEY,JAM,1993-06-10,1105
221,Andrey LUKIN,RUS,1998-02-28,1105
222,Chun-Han YANG,TPE,1997-01-01,1105
223,Deniz Kaan KARTAL,TUR,2005-04-16,1105
224,Shunya KIMURA,JPN,2004-10-29,1105
225,Darien LAWERENCE,USA,,1104
226,Gabe REMY,USA,,1104
227,Hiroki SHIGETANI,JPN,2002-09-01,1104
228,Kimarlie STEWART,JAM,2001-10-04,1104
229,Alieu JOOF,GAM,1997-01-28,1104
230,Tovetina TUNA,PNG,2003-03-25,1104
231,Jeriel QUAINOO,GBR,2003-04-17,1104
232,Theo SCHAUB,FRA,2000-11-15,1103
233,Enoc Marum MORENO,COL,2004-10-01,1103
234,Karlo MARCIUŠ,CRO,1999-12-16,1103
235,Hachim MAAROUFOU,COM,1997-02-13,1102
236,Zuo-Jyun HUANG,TPE,2003-07-25,1102
237,Devin AUGUSTINE,TTO,2003-12-02,1102
238,Carl DRAKES,LCA,,1102
239,Diego AGUIRRE-STEWART,USA,,1101
240,Felix JAHN,GER,2002-05-08,1101
241,Taymir BURNET,NED,1992-10-01,1101
242,Stephen Awuah BAFFOUR,ITA,2003-11-09,1101
243,Ali Al BALUSHI,OMA,2002-02-09,1100
244,Mateo MEDINA,USA,,1100
245,Pedro RIVAS,PUR,,1100
246,Genta IKI,JPN,2003-11-24,1100
247,Aleksandr NIKOLAYEV,RUS,1999-05-06,1100
248,Mathieu CHÈVRE,SUI,2004-05-06,1099
249,Richlu TUDEE,USA,,1099
250,Danil ROSLYAKOV,RUS,1997-11-04,1099
251,Chongtao ZHU,CHN,2003-01-21,1098
252,Vasileios MYRIANTHOPOULOS,GRE,2001-08-09,1098
253,Ren EBISAWA,JPN,2002-09-25,1098
254,Jean-David ZOUZOUA,FRA,2003-04-04,1098
255,Joey GANT,USA,,1097
256,Cayden BROADNAX,USA,,1097
257,Nicholas FERNS,RSA,1997-01-14,1097
258,Kennedy STRINGFELLOW,USA,2005-01-17,1097
259,Brian LIMAGE,HAI,,1096
260,Omari LEWIS,TTO,2001-11-26,1096
261,Tamer SALEH,LBN,2003-08-08,1096
262,Sora YOKOYAMA,JPN,2004-03-04,1096
263,Oriol SANCHEZ,ESP,2006-03-02,1096
264,Mark-Anthony DALEY,JAM,2003-04-29,1096
265,King Wai YIP,HKG,2005-03-03,1095
266,Filippo CAPPELLETTI,ITA,2003-07-09,1095
267,Timber HUYSMANS,BEL,2003-01-10,1095
268,James HARRIS,USA,,1095
269,Nolan MACKLIN,USA,,1095
270,Samuel PUROLA,FIN,2000-05-19,1095
271,Taiga SUZUKI,JPN,2002-10-23,1095
272,Ethan FRANKLIN,GBR,,1095
273,Blake HOLLAND,USA,,1095
274,Gilles Anthony AFOUMBA,CGO,1996-06-14,1094
275,Nigel HUSSEY,USA,,1094
276,Eljas AALTO,FIN,1996-01-15,1094
277,Jaci SUMMERS,USA,,1094
278,Jaheim JONES,USA,2001-03-27,1094
279,Krishawn AIKEN,GBR,1995-05-24,1094
280,Kota UEMATSU,JPN,2006-02-10,1094
281,Keshon SAPP,USA,,1093
282,Anthony FLOWERS,USA,2005-07-11,1093
283,Rodrigo FITO,ESP,2006-01-18,1092
284,Linus PIHL,SWE,2003-08-04,1092
285,Corin BURNS,USA,,1092
286,Max HUSEMANN,GER,2005-05-09,1091
287,Garrett FOX,USA,2004-08-10,1091
288,Timo SPIERING,NED,2004-03-05,1091
289,Solomon HAMMOND,GHA,1999-01-27,1091
290,Enyinnaya NWAGWU,USA,,1091
291,Ilya SAZONOV,RUS,2003-01-02,1090
292,Justin RENNERT,GER,2005-04-02,1089
293,Ezekiel NEWTON,GUY,2005-02-08,1089
294,Jonah VIGIL,USA,,1089
295,Justin JOHNSON,USA,,1089
296,Ryuki SHINBUTSU,JPN,2003-09-17,1089
297,Neo MODIBE,RSA,2005-09-07,1089
298,Balázs MÉSZÁROS,HUN,2005-10-14,1088
299,Futa KIMURA,JPN,2001-11-05,1088
300,Goba DAN-PRINCEWILL,GBR,,1088
301,Attila MOLNÁR,HUN,2002-01-17,1087
302,Lex REVELL-LEWIS,NZL,2004-02-25,1087
303,A.J. JORDAN,USA,,1087
304,Luke DORRELL,GBR,1997-01-23,1087
305,Minjun SEO,KOR,2004-01-15,1087
306,Noureddine HADID,LBN,1993-01-28,1086
307,Miles JONES,USA,2005-06-08,1086
308,Batuhan ALTINTAŞ,TUR,1996-04-28,1086
309,Karl GATTINGER,GER,,1086
310,Christopher GEORDAS,AUS,2001-12-10,1086
311,Ifeanyi Emmanuel OJELI,NGR,1998-10-10,1085
312,Joseph TAYLOR,USA,,1085
313,Deron DUDLEY,USA,,1085
314,Lucas VILAR,BRA,2001-03-10,1085
315,Rudolph VALENTINO,USA,2004-07-14,1085
316,Odaine CROOKS,JAM,2004-08-18,1085
317,Waly BATHILY,FRA,2004-02-17,1084
318,Samuel Chege WAWERU,KEN,1998-03-12,1084
319,Damarr HARVEY,USA,,1084
320,Mukona MANAVHELA,RSA,2008-09-19,1084
321,Michael OHIOZE,GBR,1995-02-06,1084
322,Juho VENÄLÄINEN,FIN,2006-09-21,1083
323,Davonte HOWELL,CAY,2005-10-28,1083
324,Jaelyn REEVES-LILE,USA,,1082
325,Njaminaweh Abdul LATIF,USA,,1082
326,Oğuz UYAR,TUR,2001-10-19,1082
327,Maurice NOCK,USA,,1082
328,Yudai YAMADA,JPN,2003-06-28,1082
329,Hugo CERRA,FRA,2003-05-21,1081
330,Aragorn STRAKER,BAR,2005-06-09,1081
331,Bryce DEADMON,USA,1997-03-26,1081
332,Wenlong HE,CHN,2004-08-27,1081
333,Jordan URRUTIA,USA,,1081
334,Ragul KUMAR,IND,2000-03-22,1081
335,Kalen BEAVERS,USA,,1081
336,Ryoutaro HAMA,JPN,2006-06-30,1080
337,Mohammed BADRU,FRA,2003-07-03,1080
338,Laurenz COLBERT,USA,2003-06-25,1079
339,Jekovan RHETTA,USA,,1079
340,Carlos Brown JR.,BAH,2005-11-03,1079
341,Junior Ruo EKE,JPN,2004-12-14,1079
342,Gabriel MAIA,POR,2003-02-17,1078
343,Shavique BASCUS,USA,,1078
344,David NYAMUFARIRA,ZIM,2005-03-29,1078
345,Brunner WILLIAMS,USA,,1078
346,Shoki KAWATSU,JPN,2005-01-11,1078
347,Amlan BORGOHAIN,IND,1998-04-25,1078
348,Mao KOIKE,JPN,2004-04-04,1078
349,Braylin BYRD,USA,,1078
350,Cameron ANDREWS,USA,,1078
351,Akito OHASHI,JPN,2004-02-07,1078
352,Theodor YOUNG,RSA,1996-07-05,1078
353,Masataka YAMASHITA,JPN,2002-07-16,1078
354,Jesse MYERS,USA,2006-11-23,1077
355,Ajani INCE,BAR,,1077
356,Kei WAKANA,JPN,2006-10-04,1077
357,Donghai ZHANG,CHN,2000-07-01,1077
358,Jaelen KNOX,USA,,1077
359,Junior GALLIMORE,JAM,2007-07-02,1077
360,Sanjay SEYMORE,JAM,,1077
361,Jayden PHILLIP,GRN,,1077
362,Jun YAMASHITA,JPN,1997-08-23,1077
363,Dwayne FLEMING,ANT,2006-04-26,1076
364,David CHAPMAN,GBR,2003-10-16,1076
365,Joseph RANDOLPH,USA,,1076
366,Mikolaj PYSZKA,POL,2002-10-05,1076
367,Ethan EISNER,USA,,1076
368,Jeremiah HARRIS,USA,,1076
369,Cyrus JACOBS,USA,,1076
370,Milad Naseh JAHANI,IRI,2000-11-16,1075
371,Bernardo NUNES,BRA,2002-02-22,1075
372,Yoshinobu IMOTO,JPN,1999-07-31,1075
373,Almond SMALL,CAN,2003-01-16,1075
374,Toya TANAKA,JPN,2002-08-19,1074
375,Takuma HAYASHI,JPN,1999-11-18,1074
376,Slayden VAN STADEN,RSA,2004-12-09,1074
377,Mateus PEREIRA,BRA,2003-03-03,1074
378,Tyreece FOREMAN,JAM,2007-11-21,1074
379,Mvuyo MOSS,RSA,2002-03-12,1074
380,Kyle ZINN,RSA,2003-01-14,1073
381,Jordan JALCE,FRA,2003-02-25,1073
382,Hayate WATANABE,JPN,2003-05-08,1073
383,Youchao HUANG,CHN,2005-02-23,1073
384,Mir Mohammad TALEEI,IRI,2002-11-19,1073
385,Daunte MAJORS,USA,,1073
386,Jianhao LIN,CHN,2005-01-27,1073
387,James WILLIAMSON,USA,2003-01-13,1073
388,Jordan WATSON-BROWN,GBR,1998-02-05,1073
389,Amare WILLIAMS,USA,2005-01-06,1073
390,Darion SKERRITT,ANT,2001-06-20,1072
391,Richard AKINYEBO,GBR,2001-09-08,1072
392,James Taiwo EMMANUEL,NGR,2000-12-29,1072
393,David MVUNDURA,USA,,1072
394,Carlton SIWELA,ZIM,,1071
395,Michael ONILOGBO,GBR,2004-08-20,1071
396,Harry TAYLOR,GBR,2000-12-21,1071
397,Manuel VILACHA,ESP,2005-09-29,1071
398,Hayate TANAKA,JPN,2003-04-28,1071
399,Wyatt WIGGINS,USA,,1071
400,Kade THOMPSON,USA,,1070
