rank,name,nationality,dob,points
59,Kade MCCALL,USA,2002-03-13,1116
60,Gábor CZELLER,HUN,1999-07-03,1115
61,Halil YILMAZER,TUR,2001-08-24,1113
62,Ahmed Tarek ISMAIL,EGY,1997-10-18,1112
63,Dawid PIŁAT,POL,2002-02-06,1112
64,Giorgio OLIVIERI,ITA,2000-11-05,1112
65,Kevin ARREAGA,ESP,1995-10-23,1111
66,Diego DEL REAL,MEX,1994-03-06,1103
67,Orestis NTOUSAKIS,GRE,2002-05-02,1102
68,Ryan JOHNSON,USA,2005-01-26,1100
69,Marco KAMMER,FIN,1998-02-26,1099
70,Paul CREUZEVAULT,FRA,1999-05-17,1099
71,Yevgeniy KOROTOVSKIY,RUS,1992-06-01,1098
72,Georgios PAPANASTASIOU,GRE,2005-12-09,1098
73,Alexandros POURSANIDIS,CYP,1993-01-23,1097
74,Allan WOLSKI,BRA,1990-01-18,1095
75,Davide COSTA,ITA,2002-09-15,1095
76,Valentin ANDREEV,BUL,2002-01-19,1094
77,Alencar Chagas PEREIRA,BRA,1999-02-18,1091
78,Ryota KASHIMURA,JPN,1991-08-13,1091
79,Aaron KANGAS,FIN,1997-07-03,1091
80,He JIANG,CHN,1998-07-20,1090
81,Tomas OLIVERA,ARG,2004-01-05,1086
82,Jan EMBERŠIČ,SLO,2003-04-06,1086
83,Jean Baptiste BRUXELLE,FRA,2002-07-09,1084
84,Siarhei KALAMOYETS,BLR,1989-08-11,1084
85,Isaiah ROGERS,USA,1998-04-28,1081
86,Emre ÇIFTÇI,TUR,2004-07-30,1078
87,Anthony NOBILO,NZL,1999-04-28,1077
88,Brock EAGER,USA,1996-05-26,1076
89,Mohsen ANANI,TUN,1985-05-21,1075
90,Miklós CSEKŐ,HUN,2004-03-25,1074
91,Rory DEVANEY,USA,2004-07-15,1073
92,Ywunchul LEE,KOR,1982-03-28,1073
93,Max LAMPINEN,FIN,2004-10-11,1073
94,Ivan MENGLEMPEI,GRE,1995-01-25,1071
95,Lars WOLFISBERG,SUI,2003-04-24,1071
96,Johnnie JACKSON,USA,1994-09-19,1070
97,Daniel REYNOLDS,USA,,1069
98,Andrey OVSYANNIKOV,RUS,2003-10-30,1066
99,Pedro José MARTÍN,ESP,1992-08-12,1066
100,Roope AUVINEN,FIN,1998-02-17,1065
101,Jakob URBANČ,SLO,2004-05-27,1065
102,Takahiro KOBATA,JPN,1997-03-09,1063
103,Kristofer EMIG,USA,2001-10-31,1058
104,Jack PAGET,GBR,1997-01-30,1058
105,Grayson FLEMING,USA,1995-11-16,1058
106,Taylor CAMPBELL,GBR,1996-06-30,1057
107,Kegan SCHROETER,USA,,1056
108,Dragoș Ionuț NICORICI,ROU,2002-01-06,1055
109,Peixun LI,CHN,2000-03-20,1054
110,Christian TORO,USA,2004-12-07,1054
111,Craig MURCH,GBR,1993-06-27,1052
112,Anthony BARMES,NZL,2000-06-29,1049
113,Alberto GONZÁLEZ,ESP,1998-06-01,1049
114,Zixu LI,CHN,2005-06-11,1048
115,Martin BURYAN,CZE,2001-03-24,1048
116,Lukas WINKLER,GER,2002-08-07,1047
117,Samuel CAMARA,CZE,2000-12-15,1042
118,Nikolaos POLYCHRONIOU,GRE,2003-05-29,1040
119,Arttu HÄRKÖNEN,FIN,2003-05-04,1038
120,Yudai KIMURA,JPN,1996-10-19,1038
121,Timothy HEYES,AUS,1997-12-17,1036
122,Travis MARTIN,USA,,1036
123,Jake DALTON,USA,,1034
124,Shizhu WANG,CHN,1989-02-20,1033
125,Bryce SPENCER,USA,2000-08-09,1033
126,Kai HURYCH,GER,2003-07-29,1032
127,Miguel CASTRO,CHI,2004-06-05,1028
128,Yuji TARUI,JPN,2002-09-16,1026
129,Bryson SMITH,USA,,1025
130,Devlin NEYENS,BEL,2004-02-23,1025
131,Garret BERNT,USA,,1024
132,Michael SOLER,PUR,2001-08-22,1023
133,Terrell WEBB,CAN,,1023
134,Zilong ZHANG,CHN,2000-08-04,1021
135,Kyle BROWN,USA,,1019
136,Tim STEINFURTH,GER,2004-09-09,1018
137,Basel Mohamed AHMED,EGY,2003-12-24,1018
138,James JOYCEY,AUS,1999-10-12,1018
139,Koshin YAMAKAWA,JPN,2001-04-13,1016
140,Christoph Claudius GLEIXNER,GER,1999-04-27,1016
141,Bartosz KOWALSKI,POL,1999-05-11,1014
142,Marcus DISBROW,USA,,1013
143,Hugo SÖRBY,SWE,2001-02-11,1013
144,Adam ZIÓŁKOWSKI,POL,2002-10-16,1013
145,Lautaro VOUILLOZ,ARG,2003-03-08,1011
146,Sean SMITH,USA,,1010
147,Filippo Maria IACOCCA,ITA,2004-05-24,1010
148,Defeng CHENG,CHN,2000-01-08,1009
149,Seán MOCKLER,IRL,2000-12-15,1008
150,Boxue CHEN,CHN,2001-10-08,1007
151,Tomas VASILIAUSKAS,LTU,1997-11-28,1004
152,Sam INES,USA,,1003
153,Filip CHODIL,CZE,2001-07-31,1003
154,Batuhan HIZAL,TUR,2000-01-14,1002
155,Benjamin Ignacio Muñoz MELO,CHI,2005-08-09,1002
156,Dániel FÜREDI,HUN,2004-02-24,1001
157,Jáchym SÁDOVSKÝ,CZE,2005-03-16,999
158,Alex BERNSTEIN,GBR,2002-11-13,999
159,Zheng XU,CHN,2006-12-02,998
160,Marco LINGUA,ITA,1978-06-04,998
161,Yuxuan LIU,CHN,2000-08-28,997
162,Kyle MOISON,USA,2001-09-01,997
163,Robert DECKER,USA,,996
164,Jared FREEMAN,USA,,996
165,Igor OLARU,MDA,2006-04-10,996
166,Lingqi MENG,CHN,2006-01-28,995
167,Albin SILÉN,SWE,2003-02-28,994
168,Gary MOORE,USA,2004-12-17,993
169,Alex KRISTELLER,USA,,993
170,Szymon GROENWALD,POL,2005-06-09,992
171,Mahdi Haft CHESHMEH,IRI,2006-03-27,991
172,Ju LI,CHN,1999-06-29,990
173,Torben SCHAPER,GER,2002-05-03,990
174,Pierre MOURET,FRA,2003-04-06,990
175,Wataru SAKANASHI,JPN,2002-12-25,989
176,Roland IMRE,HUN,2005-09-08,989
177,Yujie LIN,CHN,2005-10-29,987
178,Jake PARCHMAN,USA,,986
179,Alfons HAALS,SWE,2002-12-14,986
180,Marcin SOBIESIAK,POL,2004-06-05,985
181,Jovan STRANIĆ,SRB,2004-06-26,985
182,Austin BUSCH,USA,2004-04-19,984
183,Mátyás KERÉKGYÁRTÓ,NED,2003-08-25,983
184,Nathan WILLIAMS,USA,,983
185,Ruben BANKS,GBR,2001-11-17,982
186,Qi ZHANG,CHN,1996-03-10,982
187,Elmeri ESKOLA,FIN,2002-10-30,981
188,Keyandre DAVIS,USA,,981
189,Martin VAJDA,CZE,2004-02-07,981
190,Yuanbo DING,CHN,1996-06-02,981
191,Jett CARLIN,AUS,2003-07-14,980
192,Cooper STROKA,USA,,980
193,Alar REILJAN,EST,2004-05-28,979
194,Cole HOOPER,USA,,979
195,Micah NORFLES,USA,,979
196,Orry WILLEMS,BEL,2002-02-01,979
197,Charl GREYLING,RSA,2005-04-21,978
198,Owen MERRETT,GBR,2004-07-16,978
199,Miroslav PAVLÍČEK,CZE,1987-03-31,977
200,Ryodai KOJIMA,JPN,2003-11-11,976
201,Eli WINTER,USA,,975
202,Zhengzheng SU,CHN,2002-06-28,975
203,Brian LUCIANO,USA,2004-08-23,971
204,Yixin QIAO,CHN,2003-11-25,971
205,Rasmus JENSEN,DEN,1999-03-20,971
206,Chih-Sheng SHEN,TPE,2002-09-05,970
207,Dmitriy VESELOV,RUS,2005-10-04,969
208,Kellen KIMES,USA,,967
209,Konnor WOOD,USA,,967
210,Jiayan ZHANG,CHN,1992-04-16,967
211,Leo BYSTEDT,SWE,2003-09-01,966
212,Levi GRAHAM,USA,,966
213,Mason HICKEL,USA,,966
214,Jaakko TENHUNEN,FIN,2003-05-06,966
215,Joshua DEVRIES,USA,,965
216,Adam HELLBOM,SWE,2004-05-05,965
217,Francisco CALHAU,POR,2005-09-02,965
218,Noa ISAIA,USA,2005-01-17,963
219,Daichi SHIGYO,JPN,2001-12-25,962
220,Lott DESMOND,USA,,962
221,Bohumil JANOUŠEK,CZE,2003-01-01,960
222,Nick VRÁNEK,CZE,2004-11-06,960
223,Collin BURKHART,USA,2003-05-26,959
224,Jose Eduardo CHAVEZ,MEX,2004-08-02,959
225,Aymeric JOSEPH,FRA,1993-03-04,959
226,Min-Seung KANG,KOR,2002-01-27,958
227,Gregorio GIORGIS,ITA,2002-12-06,958
228,Joey LUSSIER,CAN,,957
229,Lukas BAROKE,SUI,2001-06-17,957
230,Andreas TROSCHKE,CAN,,956
231,António Vital E SILVA,POR,1988-01-23,955
232,Emirhan ŞIPŞAK,TUR,2002-01-28,954
233,Yonglin YAN,CHN,2004-10-28,954
234,Goga TCHIKHVARIA,GEO,1990-10-31,953
235,Michael GRIFFEY,USA,,953
236,Baptiste SALCEDO,FRA,2003-04-10,952
237,Michael PINCKNEY,USA,2004-12-09,952
238,Paden LEWIS,USA,,950
239,Praveen KUMAR,IND,2000-12-14,949
240,Rikiya SAKODA,JPN,2002-05-22,948
241,Hiroki AKO,JPN,1990-01-05,948
242,Liam MCGOVERN,USA,,946
243,Daniel AMAYA,COL,,946
244,Pietro CAMILLI,ITA,2005-01-21,946
245,Asher ROBBINS,USA,,945
246,John LEONARD,USA,,944
247,Kimi RINNEKARI,FIN,2001-07-21,944
248,Cipriano Ernesto RIQUELME,CHI,2005-02-15,943
249,Elijah JACKMAN,USA,2004-02-04,942
250,Viorel Cristian RAVAR,ESP,1995-10-03,941
251,Ben ROBERTS,AUS,2003-11-07,940
252,John CASPER,USA,,940
253,Damian WELLS,AUS,2003-07-25,940
254,Jake MCEACHERN,CAN,2005-04-28,940
255,Javier TORO,USA,,940
256,Charles LAFORE,USA,,939
257,Noah FLEISCHMANN,SUI,1999-02-01,937
258,Andy BUTTRELL,USA,,937
259,Aidan IFKOVITS,USA,,937
260,Seth SCHNAKENBERG,USA,,936
261,Dominic Ongidi ABUNDA,KEN,1993-08-08,935
262,Zach VERZANI,USA,,935
263,Arttu VÄÄNÄNEN,FIN,1994-04-12,934
264,Reijiro AKIYMA,JPN,2004-08-14,933
265,Michael OGBEIWI,CAN,,933
266,Thomas HEAD,GBR,1996-01-15,933
267,Khalil BEDOUI,QAT,2000-06-03,932
268,Francisco PEREIRA,POR,2003-04-25,932
269,Paul BRENNAN,USA,,931
270,Logan COLES,USA,,931
271,Jakub DZIOBA,POL,2003-12-01,930
272,Lingzhou YU,CHN,2004-08-11,930
273,Eduardo CARDOSO,BRA,2005-05-27,929
274,Robert MANSE,USA,,928
275,Scott DOCHAT,USA,,928
276,Mir-Eu WANG,KOR,2000-02-09,927
277,Cal ABDULKY,USA,,927
278,Shaun KERRY,GBR,2001-12-13,925
279,Simon GAILLIGAN,IRL,1995-10-01,924
280,Wiktor ZŁOTOWSKI,POL,2004-08-07,924
281,Lane GRAHAM,USA,,922
282,Sofoklis KOUVEDAKIS,GRE,2005-06-07,922
283,Patrik DANILEVIČ,CZE,2005-01-09,922
284,Adrianmasaru NAKATA,JPN,2003-08-05,921
285,Kunihiro SUMI,JPN,1994-02-27,921
286,Dongyang WANG,CHN,2004-01-07,920
287,Adam PHILLIPS,GBR,2001-10-13,919
288,Francisco PLANA,ESP,2002-03-24,919
289,Yakob EKOUE,USA,,919
290,Noah BOLT,USA,,919
291,Carlos REVUELTA,ESP,1991-03-11,917
292,Maxwell LEO,USA,,916
293,Cale AYERS,USA,,915
294,Donald LAMP,USA,,915
295,Andrew ATUOBENG,JPN,2007-01-29,915
296,Parker KIM,USA,2005-02-17,915
297,Corsin WÖRNER,GER,1994-06-14,914
298,Andraž RAJHER,SLO,2006-08-08,914
299,Fredrik FRÖBERG,FIN,1995-04-08,914
300,Catalin BODEAN,ITA,2000-02-10,914
301,Stefano BARBONE,ITA,1999-12-26,913
302,Marcos Roberto Oliveira DE LOPES,BRA,2003-04-26,912
303,Juan DIAZ,ESP,2001-03-25,912
304,Thomas RICHARDSON,USA,2001-12-04,912
305,Travis ROUX,USA,,911
306,Christopher VANCE,USA,,911
307,Mathys PINSON,FRA,2001-02-16,911
308,Ryoma SUZUKI,JPN,2002-01-31,911
309,Takaharu IMAMURA,JPN,2003-04-02,910
310,Mauna ASARI,JPN,2005-08-30,909
311,Gavin FRITSCH,USA,,909
312,Arsalan YAQUBI,USA,,909
313,Hunter WALLSTER,CAN,,909
314,Ryoma KIKUCHI,JPN,2004-02-09,909
315,Garret WAGNER,USA,,908
316,Filippo MIGLIANO,ITA,2001-05-27,908
317,Obiora OKEKE,USA,,907
318,Dominic NUTTER,USA,2001-05-02,907
319,Caden HOTTMAN,USA,,907
320,Gustav RYDÅKER,SWE,2005-03-26,907
321,Hugo MAYADOUX,FRA,2002-06-01,905
322,Karl LUDVIK,SWE,2002-05-21,905
323,Gurdev SINGH,IND,2001-08-14,903
324,Kobe GIEGHASE,BEL,1998-10-10,903
325,Hyo OGAWA,JPN,2003-11-29,903
326,Cameron KALAF,USA,,902
327,Jase HUNTER,USA,,902
328,Andrew KRALL,USA,,902
329,Nikos FOTINOPOULOS,USA,,900
330,Toomas TANKLER,EST,1998-02-22,900
331,Jens Vander AVERT,BEL,2002-06-26,900
332,Ty LOTT,USA,,900
333,Reko TUOMINEN,FIN,2005-03-02,900
334,Costen CAMPION,USA,2001-12-31,899
335,Phillips MOORE,USA,,899
336,Oliver GRAHAM,GBR,2001-05-16,899
337,Andrew HARMON,USA,,899
338,Kai BARHAM,GBR,2005-11-07,898
339,Zach LANDA,USA,,898
340,Lazhar YAKOUBI,ALG,1996-02-20,897
341,Adrian Cristian MARTINS,BRA,2005-03-15,897
342,Garrett STOKES,USA,,896
343,Juan JIMÉNEZ,ESP,2002-08-12,896
344,Caden ZALENSKI,USA,,895
345,Ruslan SHESTAKOV,RUS,2005-05-16,895
346,Harry RICKETTS,GBR,2004-06-13,894
347,Adrien BETTOLO,FRA,1996-05-07,894
348,Austin KLEINMAN,USA,,894
349,Zac ROBBINS,USA,2001-06-23,893
350,Javaris AMBROSE,USA,,892
351,Samuel MIKA,USA,,892
352,Mark WARREN,USA,,891
353,Quincy WARREN,USA,,891
354,Linus LIEBENWALD,GER,2004-01-08,891
355,Noah JIRGENS,USA,,891
356,Taiyo OHAMA,JPN,2005-06-02,890
357,James CASSIDY,USA,,889
358,Lance PENEGAR,USA,,889
359,Ethan WORDELL,USA,,889
360,Mirko CASAVECCHIA,ITA,1992-01-18,888
361,Mason ANDULAJEVIC,CAN,,888
362,Nikolaos SIDIRENIOS,GRE,2006-02-16,887
363,Chris SHORTHOUSE,GBR,1988-06-23,887
364,Clay ALEWELT,USA,,887
365,Ben FISER,USA,,886
366,Matthew TEAGUE,USA,,886
367,Manfred MÄNNAMAA,EST,2005-03-28,886
368,Claudio SALVAGGIO,ITA,1992-09-27,886
369,Brett SCHWARTZ,USA,,886
370,Eduard Adrian TAMADUIANU,ROU,2003-06-11,884
371,Alex HOFFMAN,USA,,884
372,Jalen WALKER,USA,,884
373,Danny BRYANT,USA,2000-01-02,882
374,Egor KNIAZEV,ISR,2003-07-16,882
375,Tomohiro NAKABAYASHI,JPN,2004-08-13,881
376,Nolan RECKER,USA,,881
377,Leonardo RAMOS,USA,,880
378,Oleksii YATSENKO,UKR,2004-01-25,880
379,Pavlos TZAMTZIS,GRE,2005-11-24,880
380,Mark CYR,USA,,879
381,Alessandro FERUGLIO,ITA,2003-01-24,879
382,Kiyoto FURUYA,JPN,2005-12-26,878
383,Shoma ANAN,JPN,2003-06-13,877
384,Andreas HENRIKSSON,SWE,2002-07-10,877
385,Alex KRAUSE,USA,,876
386,Sam MASON,USA,,874
387,Liam BYRNE,USA,,874
388,Nathan WILDE,USA,,873
389,Jake STAFFORD,USA,2005-04-21,873
390,Canaan WHARRY,USA,,873
391,Tahir HINES,USA,2006-04-06,873
392,Anthony BETTOLO,BEL,2004-05-18,872
393,Loudan HICKS,USA,,872
394,Archie SMALL,GBR,,871
395,Lucas LESHER,USA,,870
396,Simon SOLVIN,FIN,1993-08-26,869
397,Henrique Dos SANTOS,BRA,2005-02-10,869
398,Fin ESSLEY,USA,,867
399,Thomas GABEAU,FRA,1995-07-25,867
400,Colby MORLOCK,USA,,866
