rank,name,nationality,dob,points
46,Micaela HAZLEWOOD,USA,1995-06-18,1091
47,Fang WANG,CHN,2000-10-26,1090
48,Joyce OGUAMA,GER,2001-08-22,1085
49,Ashley ANUMBA,NGR,1999-06-11,1079
50,Yelena PANOVA,RUS,1987-03-02,1077
51,Nora MONIE,CMR,1997-04-06,1076
52,Zhichao JIANG,CHN,2005-01-06,1074
53,Annesofie Hartmann NIELSEN,DEN,2000-09-22,1072
54,Kaia HARRIS,USA,1999-05-04,1071
55,Marie Josee Bovele LINAKA,FRA,2004-04-09,1067
56,Özlem BECEREK,TUR,2002-04-22,1065
57,Leia BRAUNAGEL,GER,2000-10-05,1060
58,Chrysoula ANAGNOSTOPOULOU,GRE,1991-08-27,1052
59,Weronika MUSZYŃSKA,POL,2001-04-05,1051
60,Natalya KARPOVA,RUS,1994-01-18,1047
61,Michaëlle VALENTIN,USA,2001-03-22,1045
62,Jade WHITFIELD,USA,,1045
63,Huanhuan YANG,CHN,2000-01-03,1045
64,Colette UYS,RSA,2000-04-20,1044
65,Maki SAITO,JPN,2001-02-13,1044
66,Ines LOPEZ,ESP,2003-08-19,1043
67,Estel VALEANU,ISR,1999-08-01,1043
68,Rachel DINCOFF,USA,1993-12-24,1042
69,Shadae LAWRENCE,JAM,1995-12-31,1041
70,Zoe BURLESON,USA,,1041
71,Milina WEPIWÉ,GER,2005-09-04,1038
72,Stefania STRUMILLO,ITA,1989-10-14,1038
73,Yelim JEONG,KOR,1993-06-16,1037
74,Kalynn MEYER,USA,,1036
75,Zara OBAMAKINWA,GBR,2004-03-30,1035
76,Alexandria FREEMAN,USA,1993-03-18,1034
77,Sofya SLUCHANINOVA,RUS,2004-07-13,1033
78,Benedetta BENEDETTI,ITA,2003-04-10,1032
79,Abigail MARTIN,JAM,2004-04-01,1030
80,Adrienne ADAMS,JAM,2000-01-30,1028
81,Anastasia MARTYNOVA,RUS,1997-03-13,1025
82,Donna DOUGLAS,USA,,1024
83,Seema,IND,1999-02-25,1023
84,Curly BROWN,GER,2006-01-18,1023
85,Hetinisa BAI,CHN,2003-01-03,1022
86,Yujin SIN,KOR,2002-03-12,1021
87,Rachel ANDRES,CAN,1987-04-21,1021
88,Karen GALLARDO,CHI,1984-03-06,1019
89,Chenyi MA,CHN,2008-01-01,1018
90,Niamh FOGARTY,IRL,1999-05-16,1018
91,Nneka Naomey EZENWA,ESP,2003-07-24,1018
92,Helena LEVEELAHTI,FIN,1999-09-30,1017
93,Klaire KOVATCH,USA,,1015
94,Kirsty LAW,GBR,1986-10-11,1013
95,Anthonett NABWE,LBR,2004-01-22,1011
96,Emma LJUNGBERG,SWE,1994-01-23,1008
97,Barbora TICHÁ,CZE,1999-09-16,1003
98,Lucija LEKO,CRO,2003-08-14,1003
99,Angeludi ASAAH,USA,2004-04-15,1001
100,Charleen ZOSCHKE,GER,1999-01-29,1000
101,Mathilda ERIKSSON,SWE,1998-03-05,1000
102,Yixin SU,CHN,2007-05-27,997
103,Mariya OGRITSKO,RUS,1994-03-05,995
104,Princesse HYMAN,FRA,2005-09-21,993
105,Emily CONTE,ITA,2002-04-21,989
106,Gretchen HOEKSTRE,USA,,986
107,Liaris C. SOTOLONGO,CUB,2007-08-29,985
108,Zheng LIU,CHN,1999-06-09,982
109,Chesni SCOTT,USA,,981
110,Babette VANDEPUT,BEL,1998-01-24,980
111,Reese GARLAND,USA,2005-05-30,979
112,Yelena MOKOKA,FRA,1995-07-05,977
113,Dóra KEREKES,HUN,1994-04-19,976
114,Alejandra C. DE LA MESA,CUB,2004-11-26,976
115,Lea BORK,GER,2004-08-02,976
116,Maura HUWALT,USA,2001-06-12,974
117,Tapenisa HAVEA,NZL,2003-04-19,972
118,Danara Dewi STOPPELS,NED,2003-04-18,970
119,Yuliya MALTSEVA,RUS,1990-11-30,970
120,Sanni KUPARINEN,FIN,2001-11-21,970
121,Katja SENG,GER,2003-07-17,969
122,Lyvante SU'EMAI,AUS,2002-12-12,969
123,Wenxuan SONG,CHN,2002-08-03,969
124,Madeleine FEY,USA,2006-04-20,968
125,Tamaiah KOONCE,USA,,967
126,Ottaynis Mercedes FEBRES,VEN,2006-08-16,966
127,Xiaoyan LV,CHN,2000-08-25,965
128,Paige LOW,USA,2001-08-23,964
129,Elisabeth ROSVOLD,NOR,2002-11-13,964
130,Djeneba TOURÉ,AUT,1996-04-08,963
131,Hera CHRISTENSEN,ISL,2005-07-13,962
132,Taylor KESNER,USA,2002-11-11,961
133,Anika GOSLING,AUS,1999-11-30,960
134,Gracelyn LEISETH,USA,2005-05-25,960
135,Anna GAVIGAN,IRL,2004-05-19,959
136,Xylavene BEALE,AUS,2006-01-16,958
137,Lydia KNAPP,USA,,957
138,Jamora ALVES,GRN,2003-09-12,954
139,Mckenzie DAVIS,USA,,953
140,Camryn MASSEY,USA,2005-11-18,951
141,Ames BURTON,USA,2003-03-18,949
142,Jennifer RUDBERG,SWE,1998-07-15,949
143,Mackenna ORIE,USA,,949
144,Alicia KHUNOU,RSA,2006-04-18,948
145,Jessica JOHNSTON,AUS,2007-05-15,947
146,Ching-Yuan CHIANG,TPE,2006-12-31,946
147,Akane KAWAGUCHI,JPN,1998-09-22,946
148,Sarah PULLIUM,USA,,946
149,Manye WANG,CHN,2005-04-15,946
150,Ebba Salomonsson LIND,SWE,2004-06-18,946
151,Marie-Sophie MACKE,GER,2004-04-14,946
152,Ashley ERASMUS,RSA,2005-06-07,946
153,Nailea FIELDS,USA,2005-01-21,945
154,Diletta FORTUNA,ITA,2001-03-03,944
155,Akari ISAAC,USA,2004-09-04,943
156,Andreea Iuliana LUNGU,ROU,2002-07-16,943
157,Chelsy WAYNE,AUS,2007-12-17,942
158,Veronika DOMJAN,SLO,1996-09-03,940
159,Maggie STEVENSON,USA,,938
160,Esther OSISIKE,NGR,2002-11-14,936
161,Layla GIORDANO,USA,,936
162,Kaiah FISHER,USA,,935
163,Summer MOSLEY,USA,,934
164,Vasiliki SAMOLADA,GRE,2007-05-19,934
165,Makayla LONG,USA,,932
166,Lesly-Talesia FILITUULAGA,FRA,2003-06-13,931
167,Minori TSUJIKAWA,JPN,1995-04-18,931
168,Jiangmei WANG,CHN,1996-10-05,930
169,Morgan GRAHAM,USA,2005-04-21,930
170,Karyssa OWENS,USA,2004-01-26,930
171,Romi GRIESE,GER,2005-05-24,930
172,Britannia JOHNSON,JAM,2004-07-03,929
173,Damali WILLIAMS,JAM,2003-11-20,929
174,Lotte HAEST,NED,2004-05-05,929
175,Natalia SAINZ,ESP,2002-01-11,928
176,Kajsa BORRMAN,SWE,2004-03-16,928
177,Ashlyn BLACKSTOCK,AUS,2004-04-19,928
178,Zhixin LIU,CHN,2000-09-24,927
179,Krishna JAYASANKAR,IND,2002-11-10,926
180,Meike DE GRAAUW,NED,,926
181,Christé LOEDOLFF,RSA,2007-08-24,925
182,Raquel GOMES,POR,2003-06-07,925
183,Jihye JEONG,KOR,1998-09-14,924
184,Sydnie SMITH,USA,,924
185,Anna-Maria WEBER,GER,2007-07-27,924
186,Najhada SEYMOURE,JAM,2006-07-22,923
187,Makenna MARSHALL,USA,,923
188,Ellen PETTERSSON,SWE,1997-06-09,923
189,Olamide AYENI,USA,,923
190,Kajsa SHIELD,AUS,2004-07-02,922
191,Katelynn GELSTON,USA,,921
192,Neilyn C. DE LA RODRÍGUEZ,CUB,2007-09-19,921
193,Jihane MRABET,MAR,1991-01-14,920
194,Abigail RUSSELL,USA,,920
195,Reilly YOUNG,USA,2002-02-19,920
196,Shamoyea MORRIS,JAM,2006-01-02,920
197,Charlize GOODY,AUS,2006-01-17,918
198,Kenna CURRY,USA,,917
199,Samantha CALLAWAY,GBR,2002-03-04,917
200,Carlie WEISER,USA,2005-05-08,916
201,Enni AULA,FIN,2003-09-13,915
202,Sofia COPPARI,ITA,2004-10-02,914
203,Zonica LINDEQUE,RSA,2004-02-23,913
204,Ingrid Iohanna Rodrigues MARTINS,BRA,1999-07-26,913
205,Che-Youn JUNG,KOR,2001-11-09,912
206,Sara DOČEKALOVÁ,CZE,2003-05-16,912
207,Veranika KUZMICH,BLR,1997-03-28,911
208,Paraskevoulla THRASYVOULOU,CYP,1994-02-21,911
209,Mette-Elise Ødegård VASKINN,NOR,2004-01-13,911
210,Miriana SPLENDORI,ITA,2002-06-25,911
211,Shakina ANDRADE,ANG,2005-01-02,910
212,Karyna AVRAMENKO,UKR,2006-02-02,909
213,Taylor WISEMAN,USA,2006-09-05,908
214,Daniela FERNÁNDEZ,ESP,2005-11-15,907
215,Hannah ALEXANDER,USA,2006-08-05,907
216,Soraya SPRENGER,GER,2006-10-22,906
217,Adria RETTER,USA,,906
218,Daniella PERSSON,SWE,2000-06-11,905
219,Samanta SANTOS,BRA,2006-03-21,905
220,Volha HRABTSEVICH,BLR,2001-02-19,904
221,Frieda ECHTERHOFF,GER,2006-06-06,904
222,Ioanna ARAMPATZI,GRE,2003-11-16,903
223,Mirabella Emese KESERŰ,HUN,2008-01-07,903
224,Ivanilda LOPES,POR,2000-11-18,902
225,Alesha LANE,USA,,901
226,Ji-In KIM,KOR,2002-09-23,901
227,Sophia DYKSTRA,USA,,901
228,Hanna Emilie HJELTNES,NOR,2004-06-23,901
229,Anne Juul JENSEN,DEN,2006-01-03,901
230,Nina Chioma NDUBUISI,GER,2004-04-29,901
231,Hyemin YEE,KOR,2006-04-08,901
232,Cassandra RENDON,USA,,900
233,Amanat KAMBOJ,IND,2007-11-18,900
234,Leah ACOSTA,USA,,900
235,Laura DELAČ,CRO,2003-09-28,900
236,Marielle SIBINSKI,GER,2003-07-25,899
237,Able Deborah MILLS,JAM,,899
238,Yuqing YAN,CHN,2004-05-05,899
239,Joanna MARSZELEWSKA,POL,2004-05-10,897
240,Maria Eduarda DANTAS,BRA,2004-11-23,897
241,Petra BAUKÓ,HUN,2005-06-18,896
242,Kapuake PULOTU,USA,,896
243,Meredith ADAMS,USA,,896
244,Iiris VEIJOLA,FIN,2005-04-04,896
245,Eliška DOBEŠOVÁ,CZE,,895
246,Ghofrane LAHMEDI,TUN,2006-01-08,895
247,Julieth NWOSU,USA,,894
248,Léa ZOMENIO,FRA,2005-02-25,893
249,Hannah LADINIG,AUT,2004-08-21,893
250,Emma HARPER,USA,,893
251,Rochele SOLMON,JAM,2004-08-06,892
252,Giada BORIN,SUI,2005-04-11,892
253,Chrystal HERPIN,USA,2003-04-21,891
254,Aaliyah MATHIS,USA,,890
255,Nadjela WEPIWE,GER,2007-01-08,890
256,Marguerite RAATHS,RSA,2002-01-18,890
257,Jule INSINNA,LIE,2003-10-07,889
258,Tirea REED,USA,,889
259,Vineta KRŪMIŅA,LAT,2003-05-15,887
260,Sonata RUDYTĖ,LTU,2001-02-14,887
261,Sophie MACE,GBR,1998-10-07,887
262,Rafaela Cristina DA SILVA,BRA,2001-03-29,885
263,Jazmyn JAMES,JAM,2003-10-07,884
264,Martina MAZUROVÁ,CZE,2005-03-18,884
265,Jessica BECKMAN,USA,,882
266,Ratibel Maria CANDELA,ARG,2004-09-09,880
267,Makenzie WILLIAMS,USA,2001-11-04,879
268,Mika YAMAMOTO,JPN,1994-05-24,879
269,Iida MUUKKA,FIN,2007-06-20,878
270,Leona VARGOVÁ,CZE,1999-12-17,877
271,Mengyuan ZHANG,CHN,2006-09-09,876
272,Jingwen GUAN,CHN,2000-04-26,876
273,Aleksandra TOROŃCZAK,POL,2005-05-16,875
274,Mule Florencia DUPANS,ARG,2004-05-18,875
275,Alieasha SHAW,JAM,2000-09-04,875
276,Emily SCHERF,GER,2007-01-10,875
277,Xiao CHENG,CHN,2004-03-29,874
278,Kayla DAVIS-EDWARDS,JAM,2002-01-04,873
279,Gabriela Otsubo Camilo Dos SANTOS,BRA,1995-05-04,873
280,Gae-Un CHOI,KOR,2004-08-27,873
281,Galadriel MELLION,USA,,872
282,Marina HADJICOSTA,CYP,2009-08-02,872
283,Ilaria VILLA,ITA,,871
284,Anna KICIŃSKA,POL,2005-02-11,871
285,Shakira KIRK,TTO,2003-12-11,870
286,Carmen WELLING,FIN,2006-05-03,870
287,Sibylle RETOUR,FRA,1981-04-25,870
288,Hannah HILDING,SWE,2002-10-08,870
289,Andrea Njimi Tankeu DJEUDJI,ESP,2007-08-14,869
290,Valadian PALLETT,USA,,868
291,Lauren KELLY,AUS,2008-01-05,868
292,Michaela KOVANDOVÁ,CZE,1999-06-08,868
293,Megan WOOD,USA,,867
294,Milica POZNANOVIĆ,SRB,2003-06-24,867
295,Skylar BOHLMAN,USA,,866
296,Riley-Jay HENRY-PURCELL,AUS,2008-01-31,866
297,Aino IKÄHEIMO,FIN,2006-06-11,866
298,Gülcan UZUN,TUR,2003-02-21,866
299,Edvina NORBERG,SWE,2005-11-22,866
300,Helene Mariel RAMSLIEN,NOR,2006-05-16,866
301,Sinead Du TOIT,AUS,2001-12-05,866
302,Chiara WILDNER,GER,2008-01-06,866
303,Ambria LANGLEY,USA,,866
304,Alicja WINIARZ,POL,2006-03-08,865
305,Maren BUTLER,USA,,864
306,Marla-Kay LAMPART,JAM,2007-05-02,864
307,Molly RADCLIFFE,USA,,864
308,Kristýna DVOŘÁKOVÁ,CZE,2003-10-03,863
309,Lara SMITS,NED,2004-06-06,862
310,Anqi ZHAO,CHN,2008-08-27,861
311,Reese GOODLET,USA,,861
312,Alexis BOYKIN,USA,,860
313,Martta LAINE,FIN,2006-03-13,860
314,Kinga JACKOWSKA,POL,2009-03-11,860
315,Zharna BEATTIE,NZL,2002-10-01,859
316,Emma BRENSDAL,USA,2005-04-16,859
317,Mariia STRIELETS,UKR,2006-07-11,859
318,Angelica Lizeth CAICEDO,COL,2005-03-08,858
319,Emma LE BLANSCH,NED,,858
320,Xinyue SU,CHN,1991-11-08,857
321,Kaitlyn WASHINGTON,USA,,857
322,Narumi TOMORI,JPN,2005-01-04,857
323,Roxene SIMPSON,JAM,2002-02-16,856
324,Cyan GREEN,USA,,856
325,Jet Der VAN HEIJDEN,NED,,856
326,Jenna TUNKS,CAN,,856
327,Daria Maria CHITU,ROU,2006-09-14,855
328,Mignon LA GRANGE,RSA,2006-01-16,854
329,Frida ARAPOVIĆ,CRO,2005-11-29,853
330,Ursula KILLIAN,RSA,1987-01-30,852
331,Victoria CHRISTIE,JAM,,851
332,Elise JENSEN,USA,,851
333,Nyla BAKER,USA,,851
334,Bolaji SUBAIR,USA,,850
335,Hallett MORGAN,USA,,850
336,Brook BOES,USA,,850
337,Megan SORTI,ITA,2001-04-30,850
338,Sarah BERKANI,SWE,,850
339,Coline COTTIER,SUI,2002-12-19,850
340,Melelosaline LOSE,NZL,2007-03-16,848
341,Tarè BERGAMO,ITA,2004-08-16,848
342,Tearra HANEY,USA,,847
343,Ladina KOBLER,SUI,2003-12-17,847
344,Chih-Jen LIU,TPE,2003-12-13,847
345,Favour ADESOKAN,GER,2008-04-19,846
346,Elena VARRIALE,ITA,1999-04-18,846
347,Lucie KOZOJEDOVÁ,CZE,2006-07-28,846
348,Tindra TÖRNESTAM,SWE,2006-09-04,844
349,Emily MALOUF,USA,2002-04-24,843
350,Berit SAAR,EST,2004-02-03,842
351,Breanna MONTEITH,JAM,,842
352,Cara SALSBERRY,USA,,842
353,Linn Gabrielli GUSTAFSSON,SWE,2003-09-12,841
354,Thaina Vitoria FELICIO,BRA,2003-04-02,841
355,Molly BROBACK,SWE,2001-03-20,840
356,Hannah RICHARDSON,USA,,839
357,Maelle PHILIPPE,FRA,1998-09-22,839
358,Paulina STUGLYTĖ,LTU,2004-11-06,839
359,Yaya KUWAJIMA,JPN,2005-02-18,839
360,Sofia MOJICA,MEX,2001-09-28,838
361,Kamry LINDSEY,USA,,837
362,Ramona FREEMANTLE,JAM,,837
363,Mia NEKIĆ,CRO,2006-02-14,837
364,Samaria VITAL,USA,,836
365,Chloe BARBER,USA,,836
366,Nikita KUMARI,IND,2006-07-26,836
367,Amani BRITTON,USA,,836
368,Tayla CRENSHAW,USA,,836
369,Jade MAZAS,FRA,2004-09-30,835
370,Maria CALABRESI,ITA,2004-12-09,834
371,Gianna CLAYTON,JAM,,833
372,Kennedy ULMER,USA,,832
373,Sümeyye Nur ŞİRİN,TUR,2009-04-24,832
374,Emma YODER,USA,,832
375,Ambre JOUAND-PUCELLE,FRA,,832
376,Roosa NAULA,FIN,2001-01-26,832
377,Andreese ORTIZ,USA,,831
378,Dorine VIADROT,FRA,1993-05-23,831
379,Sydney BREWSTER,USA,2005-01-26,830
380,Harlie MEDRANO,USA,,830
381,Ana Maria VIȘAN,ROU,2006-04-27,830
382,Alice HULTBERG,SWE,,830
383,Loula PAUZE,FRA,,830
384,Marina CLAVIJO,ESP,2002-09-17,829
385,Dimitra VITOGIANNIS,USA,,829
386,Arina DAVYDOVA,RUS,2006-06-08,828
387,Karmen-Elizabeth MARITZ,NZL,2008-02-29,828
388,Daniela DAYNATA,PHI,1999-11-23,828
389,Lauren St. PETERS,USA,,828
390,Aubrey BRINKMAN,USA,,828
391,Su-Jin YONG,KOR,2005-03-22,828
392,Yevgeniya DONCHENKO,RUS,2003-01-20,828
393,Mia PIERCE,USA,,827
394,Taylor REAGOR,USA,,827
395,Kirsty-Anne EBBAGE,GBR,2002-08-30,827
396,Annae MACKEY,BAH,2006-09-11,826
397,Babet ROELING,NED,,826
398,Isabella JOHNSON,USA,,826
399,Grace DEGARIMORE,USA,,825
400,Jiaji CHEN,CHN,2005-01-04,825
