rank,name,nationality,dob,points
87,Mayyi MAHAMA,USA,2000-06-13,1053
88,Emily FINK,USA,2003-09-20,1050
89,Colette UYS,RSA,2000-04-20,1050
90,Michelle WILMS,GER,1997-07-21,1049
91,Villő VISZKELETI,HUN,2005-06-29,1049
92,Anastasiya SHKURATOVA,RUS,1999-12-29,1048
93,Hanna SALAVEI,BLR,2001-02-18,1047
94,Anna Maria ČEH,EST,1996-12-11,1046
95,Amber SIMPSON,GBR,1999-01-03,1045
96,Malin GARBELL,SWE,2005-10-04,1044
97,Yiyao LIU,CHN,2003-09-17,1044
98,Elisia LANCASTER,USA,1998-08-19,1042
99,Mariana PESTANA,POR,2001-04-18,1042
100,Olena KHAMAZA,UKR,2000-12-23,1041
101,Kristina ZAGORNAYA,RUS,2004-07-26,1040
102,Autavia FLUKER,USA,1997-06-06,1039
103,Miharu KODATE,JPN,1998-04-20,1039
104,Rawan Ayman Ibrahim BARAKAT,EGY,2001-07-17,1035
105,Nereida Santa CRUZ,ECU,2003-02-28,1034
106,Emilia KOLOKOTRONI,CYP,2005-09-30,1033
107,Phethisang MAKHETHE,RSA,2002-09-05,1032
108,Pinja KÄRHÄ,FIN,2007-03-20,1032
109,Kali TERZA,USA,2003-03-06,1031
110,Marie ROUGETET,FRA,2006-01-07,1030
111,Sara FORSSELL,SWE,2000-11-19,1027
112,Lydia KNAPP,USA,,1027
113,Jinaye SHOMACHUK,CAN,2003-10-24,1026
114,Taehui KIM,KOR,2005-09-07,1025
115,Johanna MARRWITZ,GER,2006-01-26,1025
116,Kajsa BORRMAN,SWE,2004-03-16,1025
117,Sara FUJIMOTO,JPN,1998-09-25,1023
118,Vanessa STERCKENDRIES,BEL,1995-09-15,1022
119,Mingkamon KOOMPHON,THA,1998-01-04,1022
120,Hadley STREIT,USA,,1019
121,Weilu HUANG,CHN,1999-07-20,1018
122,Monique HARDY,USA,2001-12-28,1018
123,Kati OJALOO,EST,1990-01-31,1018
124,Chioma NJOKU,USA,,1018
125,Natalia SÁNCHEZ,ESP,2000-05-08,1017
126,Stavroula KOSMIDOU,GRE,2001-09-14,1017
127,Annika Emily KELLY,EST,2001-05-01,1016
128,Ziyi WANG,CHN,2006-02-15,1014
129,Andrea SALES,ESP,2006-12-29,1013
130,Emma HOLMGREN-LÖF,SWE,2002-11-14,1013
131,Paola Bueno CALVILLO,MEX,2003-02-18,1011
132,Lotte SMINK,NED,2000-12-26,1008
133,Tara SIMPSON-SULLIVAN,GBR,2000-12-02,1008
134,Mackenzie WILSON,CAN,2001-08-18,1002
135,Audrey JACOBS,NED,2004-03-21,1001
136,Adéla KOREČKOVÁ,CZE,1997-07-05,1000
137,Jázmin CSATÁRI,HUN,2004-10-12,1000
138,Jordan KOSKONDY,USA,2005-03-10,997
139,Michaëlle VALENTIN,USA,2001-03-22,996
140,Lara HUNDERTMARK,GER,2004-01-26,996
141,Yenniver VEROES,VEN,2006-07-24,995
142,Angela MCAUSLAN-KELLY,GBR,2005-10-15,995
143,Clara HEGEMANN,GER,2007-07-11,991
144,Zehan LI,CHN,2005-02-10,987
145,Mimi SHIMAMOTO,JPN,2005-04-05,987
146,Kennedy CLARKE,USA,2004-05-18,986
147,Alexandria MAPLES,NZL,1999-12-17,985
148,Gema MARTI,ESP,2000-07-19,983
149,Saga BERG,SWE,2004-02-04,982
150,Polina DZEROZHYNSKA,UKR,2008-09-23,979
151,Rachel NEAVES,USA,,979
152,Skylar SOLI,USA,2004-11-15,978
153,Teresa EPASAKA,JPN,2000-04-25,977
154,Seojin PARK,KOR,1993-03-26,975
155,Yarielis TORRES,PUR,2005-06-29,972
156,Aada KOPPELI,FIN,2002-05-19,971
157,Jordana BADLEY-COSTELLO,CAN,1993-07-21,971
158,Yuliya KULAGINA,RUS,2005-09-13,971
159,Katherine POWERS,USA,2004-10-14,969
160,Lucie HOLZAPFEL,GER,2000-12-22,969
161,Angelina LITVINOVA,RUS,2006-12-22,967
162,Akaoma ODELUGA,USA,2005-05-14,964
163,Emmi MÄKÄLÄINEN,FIN,2005-12-20,964
164,Harshita SEHRAWAT,IND,2003-04-01,963
165,Kayleigh PRESSWELL,GBR,1995-03-14,961
166,Valeriia DMYTROVSKA,UKR,2004-06-14,958
167,Margaret HAYDEN,IRL,1997-06-28,958
168,Imani WASHINGTON,USA,2004-06-13,958
169,Lenka VALEŠOVÁ,CZE,1985-08-11,957
170,Marika KACZMAREK,POL,1996-04-25,957
171,Ella RIGEL,USA,,955
172,Alexandra KOLLÁROVIČOVÁ,CZE,2006-10-26,953
173,Elvia CANELA,MEX,2005-06-23,953
174,Flora RUSTEMEYER,GER,2004-05-14,953
175,Deniz SİVRİDEMİR,TUR,1998-07-17,950
176,Alice BARNSDALE,GBR,1999-02-23,950
177,Blanca PEREIRA,ESP,2005-05-09,949
178,Luise HERRMANN,GER,2006-06-04,948
179,Cameron GARABIAN,USA,,946
180,Anastasiya KUZNETSOVA,RUS,2000-05-07,946
181,Viktoriya SADOVA,RUS,1993-03-18,944
182,Shelby ULVEN,USA,,944
183,Lucija PENDIĆ,CRO,2004-04-29,944
184,Erin HATCHER,USA,,943
185,Linda HEDLUND,SWE,2004-06-27,943
186,Chunxu GUO,CHN,1999-03-29,939
187,Summer MOSLEY,USA,,939
188,Eleni LARSSON,SWE,1993-02-09,939
189,Yu-Ra LEE,KOR,2000-01-16,939
190,Aneta ORZECHOWSKA,POL,2006-02-21,938
191,Paraskevi POULLI,GRE,2006-08-03,938
192,Lili ZIMMERMANN,HUN,2004-02-11,938
193,Lyvante SU'EMAI,AUS,2002-12-12,938
194,Anastasiya KALOSHINA,KAZ,2001-08-14,937
195,Barbora ŠTEJFOVÁ,CZE,2003-07-16,937
196,Keren MBONGO,ITA,2005-12-17,937
197,Giuliana BAIGORRIA,ARG,2005-02-04,936
198,Rebekah STUCKER,USA,,936
199,Hinako NAKASHIMA,JPN,2002-09-09,935
200,Catalina RODRIGUEZ,COL,2004-10-01,935
201,Adrianna COLEMAN,USA,2005-07-18,935
202,Erica LEJON,SWE,,935
203,Xiu Mei Grace WONG,MAS,2000-01-18,934
204,Man ZHANG,CHN,2003-09-20,934
205,Emma PALMGREN,SWE,2001-09-11,934
206,Alexis BOYKIN,USA,,933
207,Norah LIND,SWE,2005-02-14,933
208,Zoe YEAST,USA,2002-07-24,931
209,Luana Klaric LUNDH,SWE,1999-09-29,930
210,Tiina RINNEKARI,FIN,1996-10-24,930
211,Yasmin Sophie AMASHEH,GER,2006-02-25,930
212,Melika NOROUZI,IRI,2005-06-07,929
213,Lacey STRINGER,USA,,929
214,Elle ADRIAN,USA,,926
215,Tytti OIKARAINEN,FIN,1998-10-26,926
216,Faith DEERING,USA,,924
217,Ellie ROAN,USA,,924
218,Alina CHULADA,BLR,2005-01-31,923
219,Veronika BÁRTOVÁ,CZE,1998-10-28,923
220,Aleksandra NOWACZEWSKA,POL,2002-10-31,923
221,Iris NOWACK,SUI,2005-03-23,922
222,Karyssa OWENS,USA,2004-01-26,922
223,Iyana JOHNSON,USA,,922
224,Hira ÖZTOPRAK,TUR,2004-02-05,921
225,Margarita BELOV,ISR,1991-12-25,920
226,Neri SCHIZAS,PUR,2001-06-24,920
227,Tanya CHAUDHARY,IND,2003-09-21,919
228,Miranda TCHEUTCHOUA,CAN,2001-08-27,919
229,Aixa CORBACHO,ESP,2007-03-18,919
230,Zayna FRAY-SAMUEL,CAN,2003-06-16,918
231,Hillevi CARLSSON,SWE,2002-04-16,918
232,Elizabeth HEWITT,NZL,2004-03-09,917
233,Johnna ORANGE,USA,,917
234,Momoko WATANABE,JPN,2000-10-25,917
235,Maria DUSZKIEWICZ,POL,2004-04-07,917
236,Rymma FILIMOSHKINA,UKR,1986-04-15,916
237,Agnys Eduarda RIBEIRO,BRA,2004-04-14,915
238,Anežka SÁDOVSKÁ,CZE,2005-03-16,914
239,Anni SINELAMPI,FIN,2001-01-04,913
240,Andrea ÖSTERMAN,FIN,1999-12-22,913
241,Manon BEERNAERT,BEL,2007-01-13,913
242,Tania Milena Ancelmo DA SILVA,BRA,2000-11-15,912
243,Lizzie VIRGL,USA,,912
244,Han YAN,CHN,2006-12-26,912
245,Remi KATSUYA,JPN,2001-06-29,911
246,Sariyah HORNE-KEMP,USA,,911
247,Brenna MASLOROFF,USA,,910
248,Jocelyn PRINGLE,USA,,909
249,Hannah BLOOD,GBR,2001-06-15,909
250,Hina SANO,JPN,2004-05-22,908
251,Bettina WEBER,AUT,1996-10-08,908
252,Alexandra TSERNOVA,GRE,2008-05-04,908
253,Chinemerem IWUAGWU,USA,,908
254,Sofia SNÄLL,LUX,,906
255,Simona KUBOUŠKOVÁ,CZE,2004-09-15,906
256,Giszelle HREHOR,USA,,905
257,Katie HEAD,GBR,1999-12-09,904
258,Lily BENEKE,USA,,904
259,Yuliya KYSYLOVA,UKR,1997-05-06,903
260,Hannah HILDING,SWE,2002-10-08,903
261,Nerea IBINAGA,ESP,1999-02-26,903
262,Ilona VERHO,FIN,2005-06-29,902
263,Candyce BONJEAN,FRA,2007-06-16,902
264,Hitomi KATSUYAMA,JPN,1994-05-21,900
265,Liz Arleen COLLÍA,CUB,2001-07-26,900
266,Yanielys TORRES,PUR,2003-09-05,899
267,Anna MERRITT,GBR,2002-10-03,899
268,Anna Paula Magalhaes PEREIRA,BRA,1986-08-07,899
269,Valadian PALLETT,USA,,898
270,Leonie MOSER,AUT,2004-08-02,897
271,Jenna GALLAWAY,USA,2005-07-26,897
272,Ambre JOUAND-PUCELLE,FRA,,897
273,Yuhan ZHANG,CHN,2006-06-01,896
274,Emma HARPER,USA,,894
275,Melissa CASIRAGHI,ITA,2005-02-13,894
276,Alessia BENEDUCE,ITA,1998-11-27,892
277,Larissa ROLLBERG,GER,2004-09-23,892
278,Kim BEARD,USA,2007-12-11,891
279,Lorena PETROVIĆ,CRO,2004-11-19,891
280,Yuzuki OSAWA,JPN,2003-02-10,891
281,Angeles JIMENEZ,ESP,2006-04-28,891
282,Delaney SMITH,USA,,891
283,Sarah PULLIUM,USA,,891
284,Yun-Seo KIM,KOR,2003-03-06,891
285,Amanda SPEAR,USA,,890
286,Chidnma AGBASI,USA,,890
287,Yulin ZHONGCHEN,CHN,2006-02-23,889
288,Carla SERRAL,ESP,2006-06-30,889
289,Natalia SURDEJ,USA,,889
290,Kristin STICKDORN,GER,2000-09-29,888
291,Paola CASTALDI,ITA,2001-01-17,886
292,Ruth EKLÖF,SWE,2005-05-20,884
293,Teagan JONES,USA,,883
294,Ainhoa GIMENO,ESP,2003-02-11,883
295,Poppy BEAN,GBR,,883
296,Maelle CHARLES-GODARD,FRA,,882
297,Deana DAVIS,USA,,882
298,Sora KAWASHIMA,JPN,2004-09-15,882
299,Cheyenne FIGUEROA,USA,2001-12-03,881
300,Kirsten PEETERS,NED,,881
301,Kaitlyn BURSON,USA,,881
302,Alivia BAUER,USA,2001-11-02,881
303,Jillian STAFFORD,USA,,881
304,Hiroe MIMURA,JPN,2004-04-08,880
305,Makenzie WILLIAMS,USA,2001-11-04,880
306,Satsuki ARIKUMI,JPN,2004-01-27,879
307,Annabel THORSTENSON,USA,,879
308,Gabrielle DEGLAU,USA,,879
309,Jessa BEACH,USA,,877
310,Ndeye Bana SALL,FRA,2003-01-21,877
311,Giorgia LIGUORI,ITA,,877
312,Milaniia KOKHAN,UKR,2009-03-25,877
313,Zoe PRICE,GBR,2002-04-14,877
314,Janiya CESAR,USA,,876
315,Breyunna DOWELL,USA,,876
316,Chae-Min YANG,KOR,2007-10-21,875
317,Miyuno KUDO,JPN,2006-04-05,875
318,Amelia FETTIS,GBR,,873
319,Eliška KRAJČOVA,CZE,2001-05-18,873
320,Gabrielle GRIFFITHS,USA,,872
321,Niesha ANDERSON,USA,2004-07-09,872
322,Maria GRÖPER,GER,2007-09-17,872
323,Petra GOMBÁS,HUN,2001-03-09,872
324,Hannah ALEXANDER,USA,2006-08-05,871
325,Maria PRACHARCZYK,POL,2007-07-23,870
326,Adriana CLARKE,USA,,870
327,Maria LAWSON,USA,,870
328,Makayla LONG,USA,,869
329,Ella PAVLOVICH,USA,,869
330,Catarina FLOR,POR,2005-05-21,869
331,Senda GARMA,TUN,2003-07-15,868
332,Avery HASTINGS,CAN,,867
333,Rachel DAVIS,USA,,866
334,Eriana SANFORD,USA,,866
335,Adyson KAPITZKE,USA,,866
336,Mackenna ORIE,USA,,866
337,Lidan JIANG,CHN,2001-07-06,865
338,Merrideth SPIERS,USA,,864
339,Oriana LOVREC,SLO,,864
340,Alaina OMONODE,USA,,864
341,Amy HAAPANEN,USA,1984-03-23,863
342,Anje HOLTZHAUSEN,RSA,2006-04-26,863
343,Mariana Grasielly MARCELINO,BRA,1992-07-16,862
344,Celeste ZANNA,ITA,2007-08-07,862
345,Lily MURRAY,GBR,2005-01-17,862
346,Cara SALSBERRY,USA,,861
347,Anna SÝKOROVÁ,CZE,2005-04-08,861
348,Gabby BRYAN,USA,,860
349,Jenavieve LYNCH,USA,,860
350,Montserrat MONTAÑES,ESP,2001-02-22,860
351,Nana MATSUO,JPN,2005-09-27,859
352,Emmi MALO,FIN,2004-08-18,859
353,Linnéa Fohlén GLADH,SWE,,858
354,Zaeda HOUFF,USA,,856
355,Makala WRIGHT,USA,,856
356,Pien MITTERTREINER,NED,,856
357,Natalia MAGOU,GRE,2003-11-04,856
358,Debora ROSADO,MEX,,855
359,Koharu OKUI,JPN,2000-04-19,855
360,Klaire KOVATCH,USA,,854
361,Rachel HOSIE,AUS,2002-02-14,853
362,Markayla BILLINGS,USA,,852
363,Leonie LIEBENWALD,GER,2004-01-08,851
364,Annabelle PALMER,GBR,1994-09-21,850
365,Brooke BURNS,USA,,850
366,Isabella SIMONELLI,AUS,2001-01-23,850
367,Beatrice LINDBERG,SWE,2007-08-24,850
368,Nadja KUMERICH,NZL,2005-05-13,849
369,Hailey BAKER,USA,,848
370,Yua FUJITA,JPN,2005-08-29,847
371,Kendra DYE,USA,2005-01-12,847
372,Arja POUWELS,NED,,847
373,Arielle CANNELL,AUS,2008-02-07,846
374,Morgan GRAHAM,USA,2005-04-21,846
375,Peyton WILSON,USA,,846
376,Sydney FREEMAN,USA,,846
377,Weronika KANIOWSKA,POL,2004-09-27,846
378,Agata GREMI,ITA,1997-12-12,846
379,Yua OSHIBE,JPN,2004-06-20,845
380,Małgorzata PAŁASIŃSKA,POL,2004-02-13,844
381,Hanna KUBERA,GER,2004-09-15,844
382,Ayuka TAMAKI,JPN,2005-04-29,844
383,Molly KLINGENER,SWE,,843
384,Ashpreet KLER,USA,,842
385,Molly SKUGGE,SWE,2003-05-12,842
386,Annalee HARBISON,USA,,840
387,Paige BIRCH,USA,,840
388,Adrienne GALLEN,IRL,2004-11-20,840
389,Magdalena LONČAR,CRO,2005-10-17,840
390,Marie FLAGEUL,FRA,1994-07-29,840
391,Silene GASPERI,FRA,2004-09-27,839
392,Nina BUTTER,AUT,,839
393,Iorana Taufafo TAFILI,SAM,2001-08-21,839
394,Charlotte WILLIAMS,GBR,2001-09-20,838
395,Arina CHEREPANOVA,RUS,2003-10-16,838
396,Kotryna PACERINSKAITĖ,LTU,,838
397,Isabella BRENT,USA,,837
398,Abigail RUSSELL,USA,,837
399,Riley SIMMONS,USA,,837
400,Kelsey HANSEN,USA,,836
