rank,name,nationality,dob,points
135,Oisin LANE,IRL,2002-06-12,1141
136,Aldo ANDREI,ITA,2001-07-15,1140
137,Norbert TÓTH,HUN,2001-10-07,1140
138,Chao LUO,CHN,2003-02-20,1139
139,Zihao ZHANG,CHN,2003-10-17,1137
140,Yushuai TANG,CHN,2004-11-18,1136
141,Ivan BANZERUK,UKR,1990-02-09,1134
142,Chengyuan ZHANG,CHN,2000-03-16,1134
143,Hayato NAGATA,JPN,2004-11-02,1133
144,Julio César SALAZAR,MEX,1993-07-08,1132
145,Tongda BIAN,CHN,1991-04-01,1132
146,Hao XU,CHN,1999-02-06,1132
147,Brandon SEGURA,MEX,1996-04-30,1132
148,Aleksi OJALA,FIN,1992-12-09,1132
149,Yanlong GAO,CHN,2004-04-17,1129
150,Chaofan SUN,CHN,2000-09-16,1128
151,Chunyang XU,CHN,2001-04-07,1128
152,Cameron CORBISHLEY,GBR,1997-03-31,1128
153,Misaki KONDO,JPN,2003-12-24,1128
154,Davide FINOCCHIETTI,ITA,2001-10-16,1125
155,Saul WAMPUTSRIK,ECU,2004-10-12,1125
156,Ioannis KAFKAS,GRE,1986-09-09,1124
157,Kosei AKAZAWA,JPN,2004-05-27,1124
158,Pengfei XUE,CHN,2004-02-25,1123
159,Lucas MAZZO,BRA,1994-05-19,1123
160,Samuel Kireri GATHIMBA,KEN,1987-10-26,1123
161,Frederick WEIGEL,GER,2005-05-08,1123
162,Guanglei ZHANG,CHN,2004-12-29,1121
163,Guangtao XIE,CHN,2005-03-11,1120
164,Jaromír MORÁVEK,CZE,2003-03-22,1119
165,Yuga MAEKAWA,JPN,2003-12-09,1117
166,Josafat Sánchez PEÑA,MEX,2000-03-21,1117
167,Sahil,IND,2002-04-09,1114
168,Michal MORVAY,SVK,1996-08-19,1113
169,Adam ZAJÍČEK,CZE,2003-05-09,1113
170,Mattéo DUC,FRA,2001-03-25,1111
171,Pablo Rodriguez ROJAS,ESP,2004-12-18,1111
172,Mitchell BAKER,AUS,2001-07-06,1109
173,Shotaro SHIMOIKE,JPN,2004-04-24,1109
174,Abdennour AMEUR,ALG,2002-06-14,1108
175,Carl GIBBONS,AUS,1996-06-19,1107
176,Martin MADELINE-DEGY,FRA,2001-03-07,1107
177,Shaoyin MA,CHN,2003-09-24,1106
178,Mukesh NITHARWA,IND,2000-06-04,1106
179,Maryan ZAKALNYTSKYY,UKR,1994-08-19,1104
180,Jiahui YANG,CHN,2002-04-16,1103
181,Jiaqi WANG,CHN,2005-02-17,1103
182,Nick CHRISTIE,USA,1991-09-29,1103
183,Feng LI,CHN,2002-04-05,1103
184,Tiago RAMOS,POR,2003-06-05,1102
185,Corey DICKSON,AUS,2002-07-19,1102
186,Li HONGJIE,CHN,2001-02-03,1101
187,Joni HAVA,FIN,1999-06-14,1101
188,Heristone Wanyonyi WAFULA,KEN,2003-06-30,1100
189,Lucas DREVILLE,FRA,2002-06-26,1100
190,Karl JUNGHANNSS,GER,1996-04-06,1100
191,Jiaxu ZHANG,CHN,2000-01-04,1099
192,Jinglong YANG,CHN,2006-06-25,1099
193,Kazuya IWAI,JPN,2002-03-24,1099
194,Chisato HASEGAWA,JPN,2002-11-20,1099
195,Yassir CABRERA,PAN,1988-01-28,1098
196,Zhenhao YANG,CHN,2005-08-10,1098
197,Gabriel ALVARADO,NCA,2004-12-19,1097
198,Ezequiel Alejandro ARRUBLA,COL,2005-03-12,1097
199,Juan CALDERON,CRC,1999-04-14,1097
200,Wang ZHENHAO,CHN,2001-09-12,1096
201,Xinrui ZHANG,CHN,2004-12-30,1096
202,Chia-Wei HSU,TPE,2000-09-12,1096
203,Carlos MERCENARIO,MEX,2000-07-26,1095
204,Oscar PATÍN,ECU,2001-02-01,1093
205,Zhengyin LONG,CHN,2005-09-04,1092
206,Jakub JELONEK,POL,1985-07-07,1092
207,Dimitri DURAND,FRA,2002-06-03,1092
208,Joe MOONEY,IRL,1998-04-27,1091
209,Tomoki TAKADA,JPN,2005-06-02,1090
210,Dongmin LIM,KOR,2000-07-22,1089
211,Yonggao WANG,CHN,2002-03-08,1088
212,Ismail BENHAMMOUDA,ALG,2003-02-24,1086
213,Killian LEBRETON,FRA,2000-08-23,1085
214,César Córdova FERNÁNDEZ,MEX,2002-10-20,1085
215,Yunsheng QI,CHN,2005-05-18,1085
216,Artur MASTIANICA,LTU,1992-07-30,1085
217,Jefferson SEGURA,MEX,1998-12-08,1084
218,Seongyoon LEE,KOR,2002-01-18,1080
219,Peiyang HUANG,CHN,2003-06-10,1079
220,Dan WU,CHN,2007-11-26,1078
221,Jassam Abu El WAFA,GER,2004-07-03,1077
222,Ellis BATIFOL,FRA,2003-08-06,1077
223,Yilong LUO,CHN,2002-02-19,1076
224,Roberto VASQUEZ,MEX,1998-06-05,1075
225,Zhaohe SONG,CHN,2006-03-21,1074
226,Jinrui CHEN,CHN,2005-02-18,1074
227,Shuto HAGA,JPN,2002-07-16,1074
228,Hardeep,IND,1998-09-22,1073
229,Homare GOTOU,JPN,2003-04-12,1072
230,Riku KANEKO,JPN,2005-03-15,1071
231,Hugo ELLUL,FRA,2005-04-22,1071
232,Mateusz NOWAK,POL,1996-05-06,1071
233,Yehor SHELEST,UKR,2002-07-13,1071
234,Carl DOHMANN,GER,1990-05-18,1071
235,Aymeric HUE,FRA,2001-08-15,1070
236,Miguel Arcangel PEÑA,COL,2004-08-07,1069
237,Riku OIE,JPN,2003-09-09,1069
238,Kewen LI,CHN,1999-03-07,1068
239,Mikail DERE,TUR,2004-03-25,1068
240,Mingsheng WANG,CHN,2004-11-23,1068
241,Weihao CHEN,CHN,2001-09-25,1068
242,Fengheng WU,CHN,2004-06-10,1068
243,Oscar MARTINEZ,ESP,2003-09-28,1067
244,Ayato KOSAKO,JPN,2005-12-19,1067
245,Aoi SUZUKI,JPN,2004-11-13,1066
246,Arnis RUMBENIEKS,LAT,1988-04-04,1066
247,Sohail Abderahmane ALOUI,ALG,2002-12-12,1065
248,Mitowa MAKINO,JPN,2003-01-15,1065
249,Chenchen ZHANG,CHN,1999-12-18,1064
250,Zhiwei ZHAG,CHN,2004-04-07,1061
251,Kenta SAKURAI,JPN,2004-12-26,1061
252,Hu WENCHAO,CHN,2002-01-03,1060
253,Huaian DOU,CHN,2004-08-29,1059
254,Tao YOU,CHN,1997-07-19,1059
255,Narcis Stefan MIHĂILĂ,ROU,1987-08-04,1058
256,Koutaro WAKE,JPN,2002-04-23,1058
257,Jhon Sebastian Chamba SARANGO,ECU,2005-05-27,1056
258,Shengeng ZHOU,CHN,2005-09-16,1054
259,Jonathan EKBERG,FIN,2003-10-17,1053
260,Naoto SUGIBAYASHI,JPN,2003-09-09,1053
261,Yucheng DU,CHN,1999-03-17,1051
262,Xiukun SHI,CHN,1999-06-24,1049
263,Jaakko MÄÄTTÄNEN,FIN,1999-09-03,1048
264,Isaac PORCAYO,MEX,2001-07-02,1048
265,Pablo PASTOR,ESP,2003-03-31,1048
266,Oussama FARHAT,TUN,2004-08-30,1045
267,Marcus WAKIM,AUS,2006-05-03,1043
268,Chengyi WANG,CHN,2005-05-15,1040
269,Ozan BAYRAM,TUR,2004-09-18,1040
270,Yongzheng MA,CHN,2003-01-06,1038
271,Xiang FU,CHN,2004-11-20,1037
272,Xin WANG,CHN,2001-10-17,1037
273,Ronaldo HERNÁNDEZ,CUB,1994-08-10,1037
274,Yusuke HARA,JPN,2005-09-27,1036
275,Arkadiusz SCHIEDEL,POL,2000-08-17,1035
276,Brandon PÉREZ,MEX,2003-10-14,1035
277,Jhoshua Monterroso ORTÍZ,GUA,2005-09-10,1032
278,Dylan RICHARDSON,AUS,2000-10-17,1032
279,Andrea DI CARLO,ITA,2005-01-31,1031
280,Soha NAKAMURA,JPN,2004-04-06,1030
281,Zhiwen GUO,CHN,2004-06-22,1030
282,Yuzuki FUJIWARA,JPN,2003-11-23,1030
283,Javier Arriba DE CASTILLA,ESP,2005-02-25,1030
284,Kevin CAHUANA,PER,2001-11-27,1030
285,Luigi REIS,ITA,2003-10-17,1027
286,Caballero HODEI,ESP,2003-03-14,1027
287,Jaime CCANTO,PER,2004-12-05,1027
288,Liang ZHAO,CHN,2005-03-20,1026
289,Diyar BAYRAM,TUR,2004-09-18,1026
290,Tomohiro NASU,JPN,2004-01-18,1026
291,Kazuhiro UMEDA,JPN,2005-03-09,1025
292,Pablo POSTIGO,ESP,2005-02-06,1025
293,Yibo LI,CHN,2004-11-24,1025
294,Jiashun LIU,CHN,2003-11-10,1024
295,Shinnosuke FUKUNAGA,JPN,2004-02-25,1024
296,Kohaku NAKADAI,JPN,2005-07-31,1021
297,Jack MCGINNISKIN,AUS,2002-12-26,1021
298,Qiejia JIA,CHN,2002-01-01,1020
299,Chengdu YUAN,CHN,2005-10-03,1019
300,Runhe MA,CHN,2004-03-24,1019
301,Zhenqiang YAN,CHN,2005-02-22,1017
302,Kaiming WANG,CHN,2002-02-15,1017
303,Mehmet GÜNGÖR,TUR,2005-03-07,1016
304,Xiaolong SUN,CHN,2000-05-03,1013
305,Takuma HACHIMURA,JPN,2005-12-15,1013
306,Harun BILIR,TUR,2004-12-15,1013
307,Shinta SATO,JPN,2003-12-28,1011
308,Jason Jya Hsin CHERNG,USA,2000-01-04,1011
309,Jinta MORISAWA,JPN,2005-01-20,1010
310,Hang LIU,CHN,2002-11-10,1009
311,Tomoya SENGIKU,JPN,1998-10-12,1009
312,Sam MCCURE,AUS,2006-08-18,1009
313,Yuta NAKAO,JPN,2002-11-14,1008
314,Emmanuel CORVERA,USA,1993-03-25,1005
315,Miguel Ángel QUISPE,PER,2004-12-05,1002
316,Yung-Kuei CHAN,TPE,2002-12-14,1001
317,Jordan CRAWFORD,USA,2000-01-04,999
318,Man Kit CHIN,HKG,1991-07-20,996
319,Rasmus LERSTRAND,FIN,2002-10-29,996
320,Marius Iulian COCIORAN,ROU,1983-07-10,996
321,Konstantinos-Alexandros NTENTOPOULOS,GRE,1994-05-01,996
322,Rahul,IND,2000-01-07,995
323,Yuuto WATANABE,JPN,2006-03-18,989
324,Andreas PAPASTERGIOU,GRE,2003-06-29,989
325,Seiya HOJO,JPN,2001-08-12,987
326,Hao WU,CHN,2003-12-10,986
327,Lukáš GDULA,CZE,1991-12-06,985
328,Cuiyu REN,CHN,2003-08-28,984
329,Josias CRUZADO,PER,2002-10-19,984
330,Kinnosuke FURUHASHI,JPN,2005-10-22,983
331,Zisheng ZHAO,CHN,2005-01-16,981
332,Daniel JIMENO,ESP,2000-12-11,981
333,Kei SAWABE,JPN,2005-09-24,980
334,Dominic Samson NDIGITI,KEN,2000-04-02,980
335,Kyrian VALLEE,FRA,1994-07-12,980
336,Rin MIYOSHI,JPN,2001-11-23,977
337,Hiroki TSUCHIDA,JPN,2005-01-23,975
338,Soshi SUENARI,JPN,2002-05-07,974
339,Hamdi Haj HSIN,TUN,1997-05-15,971
340,Haru OBATA,JPN,2004-08-18,967
341,Kaito AOKI,JPN,2005-10-16,966
342,Zhihang GAO,CHN,2002-09-28,965
343,Michal DUDA,SVK,2004-03-04,965
344,Angel Montes DE OCA,MEX,2005-04-29,963
345,Edson Erico Alves DE AGUIAR,BRA,2003-06-04,963
346,Otavio HENRIQUE,BRA,2004-12-22,963
347,Tatsuya TANAKA,JPN,1990-07-20,958
348,Sota ARAI,JPN,2005-01-25,951
349,Oleksii POLISHCHUK,UKR,2005-04-18,949
350,Hongquan LIANG,CHN,2003-02-08,949
351,Aymen BENSAHA,ALG,2001-04-29,945
352,Hugo ANDRIEU,FRA,1992-10-16,944
353, LE ZHANG,CHN,2003-09-29,943
354,Tianyu WANG,CHN,2001-02-09,942
355,Jiawang TANG,CHN,2004-12-05,942
356,Tiago SUCENA,POR,2004-06-18,941
357,Pavel Remus RĂDOI,ROU,1998-11-16,939
358,Cristian SERRA,ITA,2005-08-23,938
359,Tomoki INOUE,JPN,2005-10-17,935
360,Simon Bazzo BORTOT,FRA,1996-02-08,933
361,Taichi KIMURA,JPN,2000-04-02,928
362,Fraser SAUNDER,AUS,2004-08-19,927
363,Ten MATUI,JPN,2002-08-15,924
364,Lorenzo Antonio Davila RUIZ,MEX,2004-01-04,924
365,Ryushin NAMIGATA,JPN,2004-11-19,919
366,John Cody RISCH,USA,1990-09-18,918
367,Jiusen LIU,CHN,2007-09-09,918
368,Kakeru MATSUMOTO,JPN,2000-05-17,915
369,Kacper ŁUC,POL,2005-03-10,913
370,Georgios KELEPOURIS,GRE,1992-01-22,912
371,Dávid TOKODI,HUN,1991-05-03,911
372,Paulo Henrique RIBEIRO,BRA,2001-02-19,910
373,Masato SEMOTO,JPN,2002-11-24,910
374,Manuel MARQUES,POR,1978-09-04,904
375,Tauras Jokūbas GRINCEVIČIUS,LTU,2004-04-27,904
376,Andrei GAFITA,ROU,1996-12-07,901
377,Alejandro Bañasco GUILLÉN,ESP,2002-02-23,900
378,Bo YANG,CHN,2002-03-25,883
379,Ettore GRILLO,ITA,1997-11-10,882
380,Klaubert Emanoel FERREIRA,BRA,2005-06-20,881
381,Jorge TONDA,ESP,2004-08-06,880
382,Bricyn HEALEY,USA,1998-07-04,878
383,Khor Jing HONG,MAS,2005-02-08,877
384,Wang JIRONG,CHN,2000-04-12,870
385,Alessio CIRIOTTI,ITA,2004-12-30,870
386,Ren SATO,JPN,2006-01-11,867
387,Kim MOTTROM,AUS,1984-09-27,863
388,Aj GRUTTADAURO,USA,1997-12-11,860
389,Santiago David GONZALEZ,BRA,2005-08-12,858
390,Darkhаn ASSETKHANULY,KAZ,2004-08-19,857
391,Marlon RODRIGUES,BRA,1998-01-09,855
392,Federico CIASCHETTI,ITA,2005-12-04,851
393,Luis FIEDLER,GER,,849
394,Nathan LIMAS,USA,2004-01-31,848
395,Niccolo' BETTONI,ITA,,839
396,Mario Andrés Los DE RÍOS,MEX,,836
397,Carlos MUÑOZ,ESP,2001-10-02,834
398,Juan MONTANEZ,USA,1998-10-11,834
399,Cristian IMPROTA,ITA,2005-05-23,826
400,Sebastien DELAUNAY,FRA,1974-11-03,819
