rank,name,nationality,dob,points
111,Jiahui SONG,CHN,2002-02-23,1138
112,Demar MURRAY,JAM,1991-08-31,1138
113,Jason PARRISH,USA,2005-02-22,1137
114,Xinfeng XU,CHN,2005-03-17,1136
115,Yeral NUÑEZ,DOM,2003-01-09,1136
116,Jun Jie Calvin QUEK,SGP,1996-02-26,1134
117,Mario PAUL,USA,,1134
118,Ryoma KONNO,JPN,2004-08-29,1133
119,Kenji YAMAMOTO,JPN,1997-08-28,1132
120,Csaba MOLNÁR,HUN,2004-07-05,1130
121,Jorge GARCÍA,ESP,2002-02-20,1130
122,Árpád BÁNÓCZY,HUN,2002-08-28,1128
123,Devin NUGENT,USA,,1127
124,Duarte FERNANDES,POR,2002-02-19,1127
125,Caio VINICIUS,BRA,2003-09-06,1126
126,Yan Manuel VAZQUEZ,PUR,2004-01-06,1126
127,Jayden DOUGLAS,USA,2005-05-13,1126
128,Noah LANGFORD,USA,1999-10-28,1124
129,Joshua HOOK,AUS,2000-10-12,1124
130,Harry BARTON,GBR,2003-10-14,1124
131,Conor FRY,AUS,1998-02-19,1123
132,Nahom YIRGA,SUI,2001-09-27,1123
133,Andreas Haara BAKKETUN,NOR,2001-02-21,1123
134,Gabe SINGH,USA,,1123
135,Mauricette YOUGENDY,USA,2004-10-14,1123
136,Keigo TAHARA,JPN,2003-08-05,1123
137,Ja-Van POOLE,USA,,1123
138,Xzaviah TAYLOR,USA,,1122
139,Alexander SHERMAN,USA,2003-02-03,1121
140,Stephane YATO,FRA,1992-09-11,1120
141,Taiga KYOTAKE,JPN,2003-10-02,1118
142,Saber BOUKEMOUCHE,ALG,1992-04-20,1117
143,Marek VÁŇA,CZE,,1117
144,Daojun WANG,CHN,2000-06-02,1117
145,Cameron WILMINGTON,USA,,1117
146,Bryce TUCKER,USA,2005-01-06,1116
147,Devontie ARCHER,JAM,2002-05-26,1115
148,Mitja ZUBIN,SLO,2005-12-15,1115
149,Ju-Ho KIM,KOR,1999-03-08,1114
150,Daviciea MCCARTNEY,USA,,1114
151,Haruki MITSUYANAGI,JPN,2005-02-23,1114
152,Jarrett GENTLES,USA,,1114
153,Josè Bencosme DE LEON,ITA,1992-05-16,1113
154,Yuma TAKAHASHI,JPN,1995-12-15,1113
155,Masaki KANEMOTO,JPN,2002-04-23,1113
156,Victor BLANCO,ESP,2004-01-14,1112
157,Vance NILSSON,USA,2005-11-07,1111
158,Hidai FUKAMACHI,JPN,2002-01-08,1111
159,Bořek PEŠTA,CZE,2000-01-06,1111
160,Kouhei KANNO,JPN,2002-06-20,1110
161,Genichiro NAITO,JPN,2002-01-10,1110
162,Marcus JOHNSON,USA,,1109
163,Zhengda LU,CHN,2003-12-15,1108
164,Matodzi NDO,RSA,2007-03-19,1107
165,Javier LORENTE,ESP,1998-09-28,1107
166,Tuur BRAS,BEL,1999-10-05,1107
167,Angus PROUDFOOT,AUS,1998-03-02,1105
168,Toshimasa KURIBAYASHI,JPN,2001-10-19,1105
169,Jarvis ANDERSON,USA,2004-12-09,1105
170,Adam SMOLKA,CZE,1998-03-13,1104
171,Zhiqiang FENG,CHN,1998-04-14,1104
172,Chanho LIM,KOR,1992-03-11,1103
173,Shunsuke TANAKA,JPN,2002-05-13,1103
174,Gergő TAKÁCS,HUN,2005-01-22,1102
175,Chris PAIGE,USA,,1102
176,Sinan ÖREN,TUR,1998-02-10,1101
177,Shinnosuke YAMASHINA,JPN,2001-12-02,1101
178,Malique SMITH,ISV,1997-11-09,1100
179,Andre Johannes RETIEF,NAM,2002-08-13,1100
180,Danil YEFIMOV,RUS,2001-08-07,1099
181,Oliver James PARKER,GBR,2006-02-22,1099
182,Yamato SAKAI,JPN,2005-02-16,1099
183,Levente SOOS,HUN,2003-01-16,1099
184,Zhenjia XU,CHN,2006-06-24,1098
185,Jayden BROWN,JAM,2003-02-09,1098
186,Antonio FORBES,JAM,2004-10-04,1098
187,Trent LAUDERDALE,USA,,1098
188,Guancheng LI,CHN,2002-11-23,1097
189,Takayuki KISHIMOTO,JPN,1990-05-06,1097
190,Mikia MAEDA,JPN,2003-08-23,1097
191,Luke CAMPBELL,GER,1994-11-22,1096
192,Robert MILLER,JAM,2008-06-10,1096
193,Christopher BRINKLEY,USA,2003-09-25,1096
194,Kyle BENNETT,AUS,2003-12-02,1095
195,Lucas VIVIN,FRA,2003-04-26,1095
196,Ryota IMANISHI,JPN,2004-05-06,1095
197,Xavier BRANKER,USA,2005-04-06,1094
198,Jingwei GUO,CHN,2005-06-22,1094
199,Tyler MOORE,USA,,1094
200,Atsushi FUKUMOTO,JPN,2004-09-18,1094
201,Kyo KIKUTA,JPN,2006-08-27,1093
202,Javel FULLERTON,JAM,2003-02-21,1093
203,Ben TILSON,CAN,2003-02-05,1093
204,Hongxiang YE,CHN,2004-07-13,1092
205,Tamaal MYERS,USA,2004-04-21,1092
206,Chibuzor Prior OCHONOGOR,NGR,1998-06-20,1090
207,Nicholas Kiplimo KESSIO,KEN,1999-07-06,1090
208,Maximilian KÖHLER,GER,2004-10-01,1090
209,Dimitris LEVANTINOS,GRE,1997-09-08,1089
210,Sean KALAWAN,JAM,1999-11-03,1089
211,Isaiah TAYLOR,USA,,1089
212,Yusuke OZAKI,JPN,1994-01-17,1088
213,Kenta KANO,JPN,2002-06-10,1088
214,Edward NGUNJIRI,KEN,1993-04-13,1088
215,Aymeric DUTREVIS,FRA,2005-03-09,1087
216,Kairi GONDA,JPN,2006-01-30,1087
217,Esaie SOMDA,BUR,1995-09-23,1086
218,Clement LE BIHANNIC,FRA,2002-08-13,1086
219,Tuomas LEHTONEN,FIN,1998-08-04,1086
220,Caio DE ALMEIDA,BRA,2001-03-21,1086
221,Isaac LEWIS,USA,,1085
222,Kendall WHITE,USA,,1085
223,Akalanka Kuda LIYANAGE,SRI,2006-01-16,1085
224,Xinyu LUO,CHN,2002-09-17,1085
225,Anderson Miguel JOSE,DOM,2000-07-17,1085
226,Alessio SOMMACAL,ITA,2001-11-11,1084
227,Atsuya ODA,JPN,2003-07-06,1083
228,Samuel CLARKE,GBR,2000-05-29,1083
229,Jacques GUILLAUME,USA,2002-03-18,1083
230,Dario BRESSANELLO,ITA,2004-06-25,1083
231,Edoardo PASQUALE,ITA,2003-08-03,1083
232,Haichao ZOU,CHN,2001-01-25,1082
233,Calvin WETZEL,USA,,1081
234,Tetsuya FUJIOKA,JPN,2000-09-27,1081
235,Shodai KYUGO,JPN,2002-10-01,1080
236,Mihajlo KATANIĆ,SRB,2004-09-17,1080
237,Daan KNEPPERS,NED,2003-01-06,1080
238,Mori RUCHIT,IND,2001-08-24,1080
239,Tafari BISHOP,BAR,,1080
240,Shane ASHTON,USA,,1079
241,Sebastian MONNERET,DEN,2003-12-17,1079
242,Quincy CHERY,USA,,1078
243,Nicolas-Jean MOULIN,FRA,1999-12-21,1078
244,Blaise ATKINSON,USA,2004-03-09,1078
245,Iker Alfonso DE MIGUEL,ESP,1999-04-09,1077
246,Edward LAWS,GBR,,1077
247,Dries VAN NIEUWENHOVE,BEL,1998-04-09,1076
248,An Seong JUNG,KOR,2003-06-23,1076
249,Ambodai LIGONS,USA,,1076
250,Maurice WOODRING,USA,2004-08-13,1076
251,Yu HASHIMOTO,JPN,2006-05-25,1075
252,Murad Kalubhai SIRMAN,IND,2005-09-10,1075
253,Ryosei HASHIMOTO,JPN,2005-06-12,1075
254,Leo KÖHLDORFER,AUT,2001-04-29,1075
255,Cole ROMIG,USA,2002-09-27,1075
256,Vaughn DEVAUGHN,USA,2004-08-02,1074
257,Ayoub MAHROU,ALG,2000-01-21,1074
258,Bátor BIROVECZ,HUN,2004-04-23,1074
259,Maximiliano NUÑEZ,MEX,2005-07-29,1074
260,Dario ORTEGA,ESP,2000-03-03,1074
261,Josiah JOHNSON,USA,,1074
262,Abdulkeri̇M İRAN,TUR,2004-08-10,1073
263,Trevoy SMITH,JAM,2006-03-17,1073
264,Jere HAAPALAINEN,FIN,2004-07-30,1073
265,Brayden DAHL,USA,,1072
266,Denis NOVOSELTSEV,RUS,2003-09-19,1071
267,Kunhao SHEN,CHN,2004-03-06,1071
268,Riccardo BERRINO,ITA,2002-04-20,1071
269,Masahito TASHIRO,JPN,1997-11-13,1071
270,Kishawn HOFFMAN,JAM,,1071
271,Peiming LIU,CHN,2005-06-30,1071
272,Sharim HAMILTON,SKN,2002-03-20,1070
273,Alexander SADIKOV,USA,2005-02-02,1070
274,Lasse SCHMITT,GER,2004-09-17,1070
275,Robin BLACK,JAM,1996-01-30,1070
276,Mohamed ADOINI,TUN,,1070
277,Mattia TAJANA,SUI,1996-08-23,1070
278,Xayvion PERKINS,USA,,1070
279,Yu-Ting WU,TPE,2007-01-08,1069
280,Rohan LAURENDET,AUS,1996-10-01,1068
281,Lucien CORNEBOIS,FRA,,1068
282,Shevon DEPASS,JAM,,1067
283,Thomas CANIVET,FRA,2006-05-26,1067
284,Yousuke SUYAMA,JPN,2003-09-21,1067
285,Nikita YEVSEYENKOV,RUS,1995-03-01,1066
286,Joel SMITH,USA,1999-06-23,1066
287,Fuhao GE,CHN,2004-03-15,1066
288,Subhas DAS,IND,2002-01-23,1065
289,Masayuki OBAYASHI,JPN,1996-02-06,1065
290,Takuna OGURA,JPN,2005-05-11,1065
291,Frank GREY,USA,,1065
292,Michael OLASIO,PUR,2003-12-03,1064
293,Christion BARKER,USA,,1064
294,Ousmane SIDIBÉ,SEN,1990-10-14,1063
295,Jonathan MAPLES,NZL,2001-04-17,1063
296,Anouar BOURAHLA,FRA,2004-08-28,1063
297,Logan HUBLER,USA,,1061
298,Jaylin HOLMES,USA,2004-01-09,1061
299,Rayhan MOURTADA,GBR,2007-02-26,1061
300,Abdullah Rizqallah MULAHYI,KSA,1990-06-11,1060
301,Naoya ISHIDA,JPN,2003-07-01,1060
302,Natsuki YAMADA,JPN,2006-08-15,1060
303,Jiewen SHI,CHN,2004-03-12,1060
304,Kentaro MATSUMARU,JPN,2004-10-17,1060
305,Peter Kithome MUTHOKA,KEN,2003-03-12,1059
306,Ahmed KHADAR,USA,,1059
307,Hardeep KUMAR,IND,2003-06-27,1059
308,Andres LANGSTON,USA,,1059
309,Camden BEATTY,USA,,1059
310,Mustafa ÇINPOLAT,TUR,2005-01-02,1059
311,Shareez HAMM,USA,1998-05-17,1058
312,Clarence MCGILL,USA,,1058
313,Gage GOSE,USA,2004-06-23,1057
314,Fintan DEWHIRST,IRL,2005-12-31,1057
315,Piotr KIDOŃ,POL,2000-02-22,1057
316,Jaevon RILEY,USA,,1056
317,Gabriel Alves Dos SANTOS,BRA,2003-03-05,1056
318,Sonny GANDREY,FRA,2003-12-14,1056
319,Daisuke SAKAI,JPN,2007-05-13,1056
320,Matthew WILKINSON,USA,,1055
321,Yuya ODATE,JPN,2000-09-21,1055
322,Davide CAPOBIANCO,ITA,2003-05-21,1055
323,Pengjun YANG,CHN,2002-09-14,1055
324,Nao YAMADA,JPN,2004-05-12,1055
325,Shun HAGINO,JPN,2005-02-05,1055
326,Princewell MARTIN,JAM,2006-01-22,1054
327,Denzel HINDS,USA,,1054
328,Devontae FORD,USA,2003-11-21,1054
329,Rohan Gautam KAMBLE,IND,2002-02-15,1054
330,Ali ABBASPOUR,IRI,2000-09-28,1053
331,Bradley FRANCIS,GBR,,1053
332,Cheyne WEST,TTO,2006-12-30,1053
333,Clinton LAGUERRE,BAH,,1053
334,Rofhiwa Rollen SITELELE,RSA,1996-01-03,1052
335,Nathan BRUNO,USA,1992-06-04,1052
336,Joshua CRUM,USA,,1052
337,Sehyun HAN,KOR,1994-07-28,1052
338,James LEDBETTER,USA,,1052
339,Yanis DAHDAH,FRA,1999-04-11,1051
340,Justin APPERT-COLLIN,FRA,,1051
341,Tobie WATSON,GBR,2003-04-11,1051
342,Jaakko LINNUS,FIN,2003-03-07,1050
343,Oratilwe SHALE,RSA,2005-07-12,1050
344,Victor DUCASSE,FRA,2003-05-16,1050
345,Ren MATSUNO,JPN,2005-01-17,1050
346,Aleksey BAKAY,RUS,1999-01-21,1049
347,Karna BAG,IND,2004-07-10,1049
348,Syouma IWAMOTO,JPN,2007-07-06,1049
349,Danilo KÜCHLER,SUI,2004-06-15,1049
350,Isaiah CHAPMAN,USA,2001-08-03,1048
351,Jose Eduardo AGUADO,MEX,2005-03-28,1048
352,Kanji HAMADA,JPN,2001-03-08,1047
353,Hwi-In JO,KOR,2003-05-06,1047
354,Hongwen WANG,CHN,2000-06-06,1047
355,Tijm OOSTEROM,NED,2005-07-05,1047
356,Yuya YAMAMOTO,JPN,2006-10-20,1047
357,Eloi Vilella ESCOLANO,AND,2004-06-14,1047
358,Fraser SYMONS,AUS,2001-03-13,1046
359,Michael Musyoka NZUKU,KEN,1997-01-27,1046
360,Rasheed GARDEE,RSA,2004-04-20,1045
361,Yushin YUKOSAWA,JPN,2003-10-09,1045
362,Alec CARR,USA,,1044
363,Eric BARKER,USA,,1044
364,David-Marquis PATRICK,USA,1998-07-27,1044
365,Thierry CAJEUX,SUI,2003-10-02,1044
366,Kalobe JIMENEZ,MEX,2000-10-12,1043
367,Jean Marie ROBBIN,ITA,1998-09-25,1043
368,Juan Du PLESSIS,RSA,2006-01-19,1043
369,Jun-Yeob LEE,KOR,2002-04-24,1042
370,Hayato TOKUDA,JPN,2005-06-04,1042
371,Reiji SHIRAHIGE,JPN,2006-05-17,1042
372,Mizuki UEDA,JPN,2003-05-05,1042
373,Joaquin ALONSO,ESP,2005-03-25,1041
374,Ívar Kristinn JASONARSON,ISL,1992-11-20,1041
375,Takeshi YAMAMOTO,JPN,1998-05-13,1041
376,Koki TADA,JPN,2003-12-15,1041
377,Paolo BOLOGNESI,ITA,2006-08-17,1041
378,Teruki NAKANISHI,JPN,2006-09-22,1040
379,Yi-Syuan CHEN,TPE,2007-10-12,1040
380,Ethan ELLIS,USA,,1040
381,Anthony GOMES,FRA,1997-04-18,1040
382,Blake DOBAY,AUS,1999-10-26,1040
383,Pierre P. CASTILLO,CUB,2003-05-11,1039
384,Donaldson IVAN,USA,,1039
385,Shougo TOCHIGI,JPN,2007-05-16,1039
386,Joziah JOHNSON,USA,2005-07-28,1039
387,Nash COLEY,USA,,1039
388,Lucca CAMPBELL,BRA,2003-12-25,1039
389,James COLEMAN,USA,,1038
390,Štěpán BALCAR,CZE,,1038
391,Orenthal SINGLETARY,USA,,1038
392,Samuel COQUOZ,SUI,1996-04-12,1037
393,Souta AOI,JPN,2004-05-26,1036
394,Jaden POWELL,USA,,1035
395,Kikyo HIRAMATSU,JPN,2007-04-23,1035
396,Quinten DE VOS,NED,,1035
397,Prokop Zdeněk SLÁDEK,CZE,,1035
398,Daniel BAUL,PNG,1996-02-14,1034
399,Matthias SCHEUCH,SUI,2000-04-14,1034
400,Tyler GRAVES,USA,,1034
