rank,name,nationality,dob,points
67,Kaisei NAKATANI,JPN,2006-10-08,1120
68,Kampton KAM,SGP,2001-03-06,1114
69,Nikita KURBANOV,RUS,1999-04-13,1113
70,Federico CELEBRIN,ITA,2004-10-08,1112
71,Mikołaj SZCZĘSNY,POL,2004-12-19,1111
72,David GONZALEZ,ESP,2003-10-03,1111
73,Nikita ANISHCHENKOV,RUS,1992-07-25,1110
74,Tito ALOFE,USA,2005-04-04,1110
75,Marcus GELPI,PUR,2002-02-16,1110
76,Hao ZHANG,CHN,1999-03-26,1109
77,Houcheng ZHOU,CHN,2004-06-16,1109
78,Lushane WILSON,JAM,1998-09-11,1109
79,Melwin Lycke HOLM,SWE,2004-10-12,1108
80,Marek BAHNÍK,CZE,1999-05-10,1107
81,Po-Ting YEH,TPE,2003-12-15,1105
82,Hirokazu SAKAI,JPN,2001-11-05,1105
83,Ziang DONG,CHN,2005-01-03,1104
84,Elias GERALD,USA,,1103
85,Erlend Bolstad RAA,NOR,2000-03-31,1102
86,Matvey TYCHINKIN,RUS,2002-12-28,1101
87,Shun YAMANAKA,JPN,2002-09-26,1098
88,Aleksandr ASANOV,RUS,1995-08-30,1098
89,Charles MCBRIDE,USA,2001-04-16,1097
90,Yahor HUPTAR,BLR,2002-01-13,1097
91,Bradford JENNNINGS,USA,,1097
92,Douwe AMELS,NED,1991-09-16,1096
93,Matvey RUDNIK,RUS,1999-06-08,1096
94,Matyáš ČUDLÝ,CZE,2005-01-30,1096
95,Roberto VILCHES,MEX,1999-05-21,1094
96,Justin LEWIS,USA,1997-09-10,1092
97,Stepan VETKIN,RUS,2006-01-16,1092
98,Fabian DELRYD,SWE,1996-10-15,1091
99,Eugenio MELONI,ITA,1994-08-28,1091
100,Omamuyovwi ERHIRE,NGR,2002-08-16,1091
101,Jonathan RANKINS-JAMES,USA,2001-11-27,1091
102,Lin LI,CHN,2003-11-11,1090
103,Zayne PALOMINO,JAM,2002-09-27,1090
104,Kimani JACK,GBR,2004-01-31,1089
105,Kamyren GARRETT,USA,2001-12-31,1088
106,Slavko STEVIĆ,SRB,2000-09-07,1087
107,Lesandu Arthavidu GAMMANAGE,SRI,2006-05-16,1086
108,Saad HAMMOUDA,MAR,1993-08-21,1085
109,Pavel SELIVERSTAU,BLR,1996-09-02,1085
110,Brady PALEN,USA,2002-02-26,1083
111,Vyacheslav PEREBINOSOV,RUS,2005-08-25,1082
112,Adam TOMÁŠEK,CZE,2004-05-05,1077
113,Guobiao WU,CHN,2002-08-07,1076
114,Grant CAMPBELL,USA,2005-04-15,1076
115,Jun-Un KIM,KOR,2000-07-14,1075
116,Mason KOOI,USA,,1074
117,Dániel JANKOVICS,HUN,1995-03-01,1074
118,Moustafa DIANE,FRA,2003-04-22,1074
119,Taylor MINOS,FRA,2000-08-05,1074
120,Julien POHL,GER,2004-09-03,1073
121,Elijah PASQUIER,FRA,2006-06-29,1073
122,Long CHEN,CHN,2002-11-13,1073
123,Aleksey FADEYEV,RUS,2000-05-09,1071
124,Zane PATERSON,AUS,2003-08-25,1070
125,Valentin Alexandru ANDRONE,ROU,2001-11-23,1069
126,Leonard NOWOCZYN,FRA,,1069
127,Kemboi Asbel KIPROP,KEN,1998-02-05,1068
128,Wei-Chih TSAI,TPE,2001-01-23,1068
129,Nathanil FIGGERS,USA,,1068
130,Edoardo STRONATI,ITA,2004-05-19,1067
131,Amir NAGAYEV,UZB,2004-12-28,1066
132,Ernesto PASCONE,ITA,1999-04-24,1066
133,Adrijus GLEBAUSKAS,LTU,1994-11-20,1066
134,Miles GRANT,USA,,1065
135,Kudakwashe CHADENGA,ZIM,2002-10-28,1065
136,Reid NELSON,USA,,1064
137,Zihan LIAN,CHN,2002-07-17,1064
138,Donald HATFIELD-JACKSON,USA,,1063
139,Kyrylo LUTSENKO,UKR,2004-09-08,1062
140,My'Kell BECK,USA,,1060
141,Jakub BĚLÍK,CZE,2002-05-15,1060
142,Younes AYACHI,ALG,2008-04-12,1059
143,Falk WENDRICH,GER,1995-06-12,1058
144,Tshepang DANKURU,RSA,2005-03-02,1056
145,Yi DING,CHN,2002-10-07,1056
146,Sho KATSUDA,JPN,1994-06-07,1056
147,Kameron FRANKLIN,USA,,1056
148,Chuxuan SHI,CHN,2001-08-19,1055
149,Divine DURUAKU,GBR,2002-02-10,1055
150,Sander SKOTHEIM,NOR,2002-05-31,1055
151,Osawese AGBONKONKON,USA,2005-01-03,1055
152,Charlie HUSBANDS,GBR,2002-05-02,1054
153,Mohamed Asadh Mohammadu RAFEEK,SRI,1997-06-20,1054
154,Cherubin NSIMBA,FRA,1998-02-20,1053
155,Kyle JANKANS,USA,,1051
156,Marcello DONADONI,ITA,2003-09-28,1051
157,Antoine ANTCZAK,FRA,2007-10-27,1051
158,Rui WANG,CHN,2002-12-04,1050
159,Bode GILKERSON,USA,,1050
160,Zitong ZHANG,CHN,2004-11-15,1049
161,Aj MCGLOFLIN,USA,,1048
162,Isaac OSIFO,USA,,1046
163,Diosber HERNÁNDEZ,CUB,2004-05-04,1046
164,Zachary HAYWARD,AUS,2000-01-07,1045
165,Jackson BLIEY,USA,,1045
166,Cezar SIDYA,POL,2004-04-24,1045
167,Chen HU,CHN,2005-11-20,1044
168,Jialun LI,CHN,1995-04-16,1044
169,Ridzerd PUNT,NED,2005-04-27,1044
170,Alex CONSTANTINOU,USA,,1044
171,Khristian WATSON,USA,,1044
172,Sten GEENENS,BEL,2002-08-22,1044
173,Joshua BLAKLEY,USA,,1043
174,J. Aadarsh RAM,IND,1997-09-27,1043
175,Mawali OSUNNIYI,USA,,1043
176,Yong ZHA,CHN,2005-11-28,1042
177,Corvell TODD,USA,2000-05-26,1042
178,Naoto TOBE,JPN,1992-03-31,1042
179,Jordan DALE,USA,,1042
180,Aiden GROUT,CAN,2002-06-25,1041
181,Gergely TÖRÖK,HUN,2002-03-13,1039
182,Landon OLSON,USA,,1039
183,Eddie KURJAK,USA,,1039
184,Roman SMITH,USA,,1039
185,Keitaro FUJITA,JPN,1997-10-02,1039
186,Pedro ALAMOS,CHI,2002-11-05,1038
187,Taelyn SMITH,RSA,2008-02-13,1038
188,Ruben NAYA,ESP,2004-02-23,1038
189,Tyson RITZ,USA,2005-03-10,1038
190,Ryo SATO,JPN,1994-07-21,1037
191,Mpho LINKS,RSA,1996-06-20,1036
192,Ignas BITINAS,LTU,2004-10-08,1036
193,Loizos CHRYSOSTOMOU,CYP,2004-08-19,1034
194,Chavez PENN,JAM,2006-07-27,1033
195,Paul ROWDEN,USA,,1033
196,Yasir KUDUBAN,TUR,2006-10-05,1033
197,Neiviton Higor BARBOSA,BRA,2000-03-01,1033
198,Sebastian DANERS,URU,2001-10-30,1032
199,Joe LYNCH,USA,,1030
200,Elijah JACKSON,USA,,1030
201,Jin Der VAN LEE,NED,,1029
202,Carlos ROJAS,ESP,1995-04-10,1029
203,Tomáš JELÍNEK,CZE,2004-06-01,1028
204,Tsuguru MIYATA,JPN,2001-04-06,1028
205,Georgiy TARABAROV,RUS,2003-02-03,1027
206,Ethan HARRIS,USA,1998-03-30,1027
207,Josef ADÁMEK,CZE,1997-07-07,1027
208,Shyhiem SCOTLAND,USA,,1026
209,Jonathan TITMARSH,AUS,2002-03-18,1026
210,Zijun ZHANG,CHN,2006-05-08,1026
211,Marko ŠUKOVIĆ,BIH,2004-04-12,1026
212,Otis POOLE,GBR,,1025
213,Motoi HONDA,JPN,2002-03-31,1025
214,Lionel Afan STRASSER,AUT,2002-12-04,1025
215,Harry WHYLEY,GBR,,1025
216,Justine Osigwe JIMOH,NGR,2006-05-02,1024
217,Arttu MATTILA,FIN,2001-03-03,1024
218,Edgar CLIMENT,ESP,2003-07-02,1024
219,Eneko LARREA,ESP,2003-09-13,1024
220,Swadhin Kumar MAJHI,IND,2000-10-04,1023
221,Channing FERGUSON,USA,,1023
222,Seb CLATWORTHY,GBR,2003-03-01,1022
223,Hunter MURPHY,USA,,1022
224,Dylan LINEBERGER,USA,,1022
225,Turey STOUDEMIRE,USA,,1021
226,Qi ZHANG,CHN,1997-01-30,1020
227,Kennedy SAUDER,USA,,1020
228,Randy KELLY,USA,2004-03-08,1020
229,Andrea MAGNANO,ITA,2003-01-24,1020
230,Péter BAKOSI,HUN,1993-06-23,1019
231,Matthew HECKMAN,USA,,1019
232,Keigo NAKAMURA,JPN,2007-07-23,1019
233,Svante SVENSSON,SWE,2007-10-03,1018
234,Enaji MUHAMMAD,USA,,1018
235,Trey BARTHOLOMEW,USA,,1017
236,Aleksandr GERASIMOV,RUS,2005-06-25,1017
237,Daina OKAMATSU,JPN,2004-09-13,1017
238,Julian MCCULLOUGH,USA,,1016
239,Lianyang YU,CHN,2006-03-25,1016
240,Fengrui HUO,CHN,2005-11-14,1016
241,John MCNEIL,USA,,1016
242,Randall POMPEY,USA,,1016
243,Aaron KIM,USA,,1015
244,Enzo MUSCEDERE,FRA,2004-01-11,1015
245,Paschalis GENNIKIS,GRE,2006-08-14,1015
246,Arthur CHITTY,USA,,1014
247,Hamdi ALI,QAT,1997-04-15,1014
248,Manuel E. RODRÍGUEZ,CUB,2005-04-12,1014
249,Charel GASPAR,LUX,1991-10-02,1014
250,Sou SHIBUYA,JPN,1998-06-30,1014
251,Parsa SHADNIA,IRI,2006-01-22,1013
252,Gianni VINES,USA,,1013
253,Junjie GAO,CHN,2006-06-23,1012
254,Haohan WU,CHN,2006-03-22,1012
255,David BEJINARU,ROU,2003-08-21,1012
256,Cristóbal SAHURIE,CHI,2006-01-10,1011
257,Pablo MARTINEZ,ESP,2004-02-05,1011
258,Desire Tonye NYMECK,USA,,1011
259,Sandro Jeršin TOMASSINI,SLO,2004-01-30,1011
260,Paul METAYER,FRA,2002-01-07,1011
261,Connor LARSEN,AUS,2004-01-05,1010
262,Ruibo GAO,CHN,2007-07-31,1010
263,Santiago BARBERIA,ARG,2004-03-15,1010
264,Igor DANILCHENKO,RUS,2006-01-20,1010
265,Mitchell HATFIELD,AUS,2006-01-10,1009
266,Brady SCHULTZ,USA,,1009
267,Shaun THOMAS,USA,2004-09-28,1009
268,Vance SHEWEY,USA,,1008
269,Minato FUKUSHI,JPN,2005-06-08,1008
270,Brendan HILL,USA,,1008
271,Jacob GILLIES,USA,,1007
272,Shaun Miller JR.,BAH,2001-07-30,1007
273,Vuk ŠOLAJA,SRB,2007-08-04,1007
274,Kotaro FUJIWARA,JPN,2004-04-27,1006
275,Leonard GROSPE,PHI,2001-07-02,1006
276,Haruki HORII,JPN,2000-01-19,1006
277,Andrew TAYLOR,USA,2002-05-21,1006
278,Tristan BOATENG,CAN,,1006
279,Eduard FABREGAS,ESP,1997-01-12,1006
280,Yudai SECHI,JPN,2007-07-12,1005
281,Means WESTON,USA,,1005
282,Diogo OLIVEIRA,POR,2001-05-09,1005
283,Braden GOELLNER,USA,,1005
284,Matias MUSTONEN,FIN,1997-04-21,1005
285,Robert RUFFÍNI,SVK,2004-06-12,1005
286,Haku SUSEHARA,JPN,2006-01-01,1005
287,Adam RYBAK,CZE,2001-10-10,1004
288,Marius Hytholm PETERSEN,DEN,2001-07-15,1004
289,Carter BAJOIT,USA,,1004
290,Mateusz POSMYK,POL,2009-04-24,1004
291,Igor KOSOLAPOV,KAZ,2003-05-31,1003
292,Junhao QI,CHN,2000-10-31,1003
293,Bharath RAJ,IND,2004-01-02,1003
294,Enes Talha ŞENSES,TUR,1998-03-07,1003
295,Oushen ZHENG,CHN,2001-03-02,1002
296,Edouard CHAUDET,FRA,2005-05-25,1002
297,Joevin KOUKO,FRA,,1002
298,Charalampos ALIVIZATOS,GRE,2008-06-24,1002
299,Deshawn BANKS,USA,2006-05-15,1002
300,Ismael DIALLO,FRA,2006-05-21,1002
301,Damian DONAKOWSKI,POL,2003-03-23,1002
302,Joel RIESEN,LIE,2004-07-08,1001
303,Malachi CARRASCO,USA,,1001
304,Kailen SMITH,USA,,1001
305,Ben WALKER,NZL,2005-07-28,1000
306,Taite PRIESTLEY,USA,,1000
307,Ej JOHNSON,USA,,1000
308,Johnathan RAIJON-KOGER,USA,2005-07-24,1000
309,Kyzaiah STONE,USA,2004-07-26,999
310,Runxi ZHANG,CHN,2001-04-17,998
311,Mohamed Talaat Abou TALEB,EGY,1990-02-21,998
312,Patrick KREMER,USA,,998
313,Goodluck Ezechukwuchiri FIAKU,NGR,2007-08-22,998
314,Georgios MANOLOPOULOS,GRE,2005-12-14,998
315,Michalis CHRISTOFI,CYP,2005-11-12,997
316,Keyvan Ghanbar ZADEH,IRI,1990-05-26,997
317,Kaspar PALMSAAR,EST,2007-08-07,997
318,Samuel DAVIES,GBR,,997
319,Dorian CURRY,USA,,996
320,Michael John KENNELLY,HKG,2001-03-23,996
321,Ignacio BERNARDO,ESP,2002-01-18,996
322,Kade BENJAMIN,USA,,995
323,Zhen ZHUGE,CHN,1993-04-14,995
324,Massimiliano LUIU,ITA,2002-05-07,995
325,Tzu-Chieh LO,TPE,2004-03-24,994
326,Ian HODGE,USA,,994
327,Antoni SMITH,USA,,994
328,Calen JONES,USA,,993
329,Kenyatta BENNETT,USA,,993
330,Jackson MCDOWELL,USA,,993
331,Arne MIN,BEL,2002-08-13,993
332,Ricardo KONELL,BRA,2001-03-14,993
333,Kosei INAGAKI,JPN,2006-09-23,993
334,Yegor MAYSIYENOK,RUS,2007-03-10,992
335,Teemu LAURIKAINEN,FIN,2004-11-19,992
336,Carter MORTON,USA,,992
337,Akin COWARD,GBR,1996-07-26,992
338,Aiden GARNETT,USA,,991
339,Alex PERIN,AUS,2004-11-26,991
340,Haruya SUZAKI,JPN,2004-06-15,991
341,Ioannis AGAPIS,GRE,2006-05-18,991
342,Vojtěch ZAJÍČEK,CZE,,991
343,Sergey SMORODNIKOV,RUS,2005-08-09,990
344,Nazar BORUTSKYY,UKR,2001-10-13,990
345,Marlon GRÄFE,GER,,990
346,Shukurani NDAYIRAGIJE,USA,,990
347,Alexander COMTE,BEL,,990
348,Donovan LARA,USA,,989
349,Jaggerd MOORE,USA,2004-04-26,989
350,Lennert NAEFF,NED,2002-08-27,989
351,Alessandro DI GREGORIO,ITA,2003-09-25,989
352,Jérôme HOSTETTLER,SUI,2004-06-01,989
353,Daniels ĢIEDRIS,LAT,2008-04-04,988
354,Dar JANKOVIC,USA,,987
355,Robert ATWATER,USA,,987
356,Sebastian OKOLO,USA,,987
357,Sho WATANABE,JPN,1999-11-26,986
358,Cadel HOLMES,AUS,,986
359,Jonathan WADDINGHAM,AUS,2007-02-02,986
360,Ho Wai HO,HKG,2006-03-19,985
361,Ja'Mari MANSON,USA,,985
362,Joshua VAN DEVENTER,RSA,2005-01-21,985
363,Wyatt IRWIN,USA,,985
364,Matthew SANTY,USA,,985
365,Kevin KRUTSCH,USA,,985
366,Tia WYNYARD,NZL,2005-10-14,984
367,Xinyu WANG,CHN,2003-04-22,984
368,Marcel SYLVESTER,USA,,984
369,Lorenzo NYS,BEL,2007-02-13,984
370,Yasuhide MAEKAWA,JPN,2004-12-01,984
371,Marek PEŘICH,CZE,1998-08-30,984
372,Caleb CORNELIUS,USA,,984
373,Edvards LEOKE,LAT,2005-02-08,984
374,Isaac ONUOHA,USA,,984
375,Kentaro NISHIYAMA,JPN,2001-05-05,983
376,Elvin RAHM,SWE,2008-06-16,983
377,Tyler NICHOLS,USA,,983
378,Yifan HE,CHN,2002-01-23,982
379,Mathis LE SCAO,FRA,2004-10-27,982
380,Keon SCHMIDT-GOTHAN,GER,2007-01-29,982
381,Amdi GAYE,GER,2006-09-04,982
382,Carlos LAYOY,ARG,1991-02-26,982
383,Michael PALMER,USA,,982
384,Luke BRUMIT,USA,,982
385,Nikita KOMLEV,RUS,2004-04-22,982
386,Nevio VÖLKEL,GER,,982
387,Qiming WANG,CHN,2006-09-10,981
388,Xavier SANTIAGO,USA,,981
389,Rhys TRAVIS,USA,,981
390,Johannes BÖCHER,GER,2007-03-03,981
391,Louison DELABARRE,FRA,2005-08-27,981
392,Marti CISSE,ESP,2005-08-30,981
393,Thomas SÉNÉCHAL-BECKER,CAN,2003-02-11,981
394,Elliot DUVERT,SWE,2003-04-02,980
395,Kendell MOSLEY,USA,,980
396,Conor PENNEY,IRL,2008-09-04,980
397,Jordan MCNAIR,USA,2003-03-28,980
398,Zhitao QI,CHN,2005-03-28,979
399,Tremayne BROWN,USA,,979
400,Sam SNITKER,USA,,979
