rank,name,nationality,dob,points
75,Ali Fathi GANJI,IRI,2001-04-21,1058
76,Anže DURJAVA,SLO,2001-01-24,1058
77,Ryusei NAKAMURA,JPN,2003-02-20,1057
78,Remi ROUGETET,FRA,2001-12-08,1056
79,Neil JANSE,AUS,2000-10-23,1056
80,Tae-Poong NAM,KOR,1997-09-11,1055
81,Vladislav PANASENKOV,RUS,1996-05-23,1054
82,Franck DI SANZA,SUI,2000-03-29,1052
83,Filip DOMINKOVIĆ,SLO,2002-02-18,1051
84,Vikrant MALIK,IND,1996-01-02,1050
85,Dmitriy TARABIN,RUS,1991-10-29,1050
86,Shivam SINGH,IND,2004-09-14,1049
87,Qingshu SONG,CHN,2000-12-23,1049
88,Haruka HIGA,JPN,1998-08-31,1047
89,Junduan XU,CHN,2002-07-28,1044
90,Daniel BAINBRIDGE,GBR,1999-06-02,1044
91,Rolands ŠTROBINDERS,LAT,1992-04-14,1043
92,Nikolay ORLOV,RUS,1999-01-07,1043
93,Daniel THRANA,NOR,2002-10-17,1041
94,Minghao CUI,CHN,2004-12-04,1041
95,Shashank PATIL,IND,2004-10-10,1040
96,Pavel SASIMOVICH,BLR,1999-09-05,1039
97,Lenny BRISSEAULT,FRA,2002-09-02,1038
98,Jakub KUBÍNEC,SVK,1998-05-18,1037
99,Jiajie XU,CHN,1997-10-08,1036
100,Jarmo MARTTILA,FIN,1992-10-24,1032
101,Benjamin EAST,GBR,2003-11-19,1032
102,Oscar SULLIVAN,AUS,2000-12-30,1031
103,Ryan JANSEN,NED,2005-06-05,1031
104,Tom BICHSEL,GER,,1030
105,Alex Toroitich KIPROTICH,KEN,1994-10-10,1030
106,Moritz MORSTEIN,GER,2003-01-28,1030
107,Roberto ORLANDO,ITA,1995-08-05,1029
108,Sahil SILWAL,IND,2000-12-17,1028
109,Sadegh KHADEMI,IRI,1991-10-01,1027
110,Maurice VOIGT,GER,2000-09-08,1027
111,Nicolas QUIJERA,ESP,1996-06-24,1027
112,James KOTOWSKI,USA,2002-04-17,1024
113,Martin FLORIAN,CZE,2001-12-20,1024
114,Myron WEINBERG,NOR,1999-12-09,1024
115,Hayato YAMADA,JPN,2002-12-05,1022
116,Cruz HOGAN,AUS,1994-02-22,1020
117,Aku PARVIAINEN,FIN,2003-07-24,1020
118,Jorge FRANCO,ESP,1995-03-31,1019
119,Righardt STANDER,RSA,2004-05-21,1013
120,Aoke ZHANG,CHN,2005-11-18,1013
121,Callan SALDUTTO,CAN,2002-02-20,1011
122,Jakob RAHM,SWE,2002-07-20,1011
123,Michele FINA,ITA,2002-09-09,1011
124,Baima LANGJIA,CHN,1997-01-07,1008
125,Uttam PATIL,IND,1994-11-01,1008
126,Ikkei YOSHINO,JPN,2003-03-14,1007
127,Mateusz KWAŚNIEWSKI,POL,1995-07-16,1007
128,David Ocampo BRAVO,MEX,1992-02-14,1006
129,Lucio Claudio VISCA,ITA,2005-09-23,1005
130,Florian SCHMID,GER,2005-07-07,1003
131,Bibin ANTONY,IND,1994-05-04,1003
132,Máté HORVÁTH,HUN,2005-08-22,1002
133,Caleb CALVIN,USA,,1002
134,Dani KIM,KOR,1999-06-28,1002
135,Xiangfeng KONG,CHN,2002-09-21,1001
136,Illia SAIEVSKYI,UKR,2006-08-01,1000
137,Liam SHELTON,AUS,2001-04-16,999
138,Chao-Hong HUANG,TPE,2006-09-25,999
139,Ziwei MA,CHN,2000-09-29,998
140,Spyros SAVVA,CYP,2000-01-24,998
141,Jakob EBERLER,GER,2003-01-12,998
142,Ides VERHULST,BEL,2005-09-14,997
143,Kunnar Erich VIISEL,EST,1999-10-06,997
144,Anand SINGH,IND,2004-03-03,996
145,Oskar JÄNICKE,GER,2006-09-16,995
146,Arthur MONTEIRO,BRA,2005-01-11,994
147,Qizhen LIU,CHN,1995-09-17,994
148,Mingyang CUI,CHN,2002-10-02,994
149,Conor CUSACK,IRL,2002-03-10,993
150,Junseok JEONG,KOR,2005-03-07,992
151,György HERCZEG,HUN,2004-08-08,992
152,Xiangyun WANG,CHN,2006-06-08,991
153,Štěpán ŠÍPEK,CZE,2006-06-15,991
154,João FERNANDES,POR,2005-04-30,991
155,Yirmar Ariel TORRES,ECU,2005-01-09,990
156,Tuomas NÄRHI,FIN,2004-11-29,990
157,Ethan SHALAWAY,USA,1994-09-28,988
158,Pablo COSTAS,ESP,2001-05-10,986
159,Dipanshu SHARMA,IND,2006-04-25,985
160,Ayumu ISHIYAMA,JPN,1996-06-02,985
161,Nicholas REYNOLDS,USA,2006-02-16,984
162,Rafael MAHIQUES,ESP,2006-07-14,984
163,Matthias VERLING,LIE,2004-01-17,983
164,James MCNANEY,USA,1997-09-19,983
165,Simone COMINI,ITA,1998-08-30,982
166,Kristian LAZZARETTO,ITA,2003-03-22,980
167,Jeroen MAAS,NED,2001-01-10,980
168,Thomas BLAECKE,FRA,2005-08-22,980
169,Kota YAMADA,JPN,2004-03-05,979
170,Niko ŠTAJMEC,SLO,2006-07-30,979
171,Sunny SHEORAN,IND,1998-10-12,978
172,Muhammet RAŞIT,TUR,2002-03-18,977
173,Riley MARX,USA,,977
174,Ping-Shen WU,TPE,2004-10-12,976
175,Rémi CONROY,FRA,1998-06-17,975
176,Douw BOTES,NZL,2005-01-11,973
177,Zhaoyi YANG,CHN,2007-12-11,973
178,Jānis Svens GRĪVA,LAT,1993-04-23,973
179,Duncan ROBERTSON,RSA,2003-03-06,973
180,Roch KRUKOWSKI,POL,2007-07-20,972
181,Hiroki NIINOU,JPN,2002-06-04,972
182,Nitish YADAV,IND,2002-07-22,972
183,Javier A. NORIS,CUB,2005-01-07,971
184,Sota TAKEMURA,JPN,2003-06-09,971
185,Orlando FERNANDEZ,VEN,2007-08-10,968
186,Zhigang ZHANG,CHN,2005-05-06,968
187,David PROSKE,CZE,2004-03-22,968
188,Valery IZOTAU,BLR,1997-04-12,967
189,Marten GASPARINI,ITA,1997-05-24,967
190,Pat VIALVA,USA,,967
191,Laurenz WALDBAUER,AUT,2001-05-04,966
192,Burr KEVIN,USA,,965
193,Huan-Lin HSIAO,TPE,2001-03-02,965
194,Olle HÜBERT,SWE,2003-05-22,965
195,Junzi CAO,CHN,2003-03-13,965
196,Riki HANADA,JPN,2002-09-08,965
197,Thiago Borges SANTOS,BRA,2006-06-04,964
198,Gabriel KOLETSI,GRE,2003-12-29,963
199,Ke YANG,CHN,2005-05-25,961
200,Unai RICO,ESP,2004-10-01,961
201,Jacob MORAN,USA,1994-07-05,961
202,Maksim GAVRILOV,RUS,2003-09-19,960
203,Dávid FEDOR,HUN,2005-03-24,960
204,Bernhard SEIFERT,GER,1993-02-15,959
205,Noel KOVÁCS,HUN,1999-11-22,958
206,Erik TYLER,CAN,,958
207,Rohan YADAV,IND,2006-09-10,958
208,Juho SOIKKELI,FIN,2007-08-12,957
209,Rodri Iglesias GONZALEZ,ESP,1997-04-19,957
210,Jesse AVINA,USA,,957
211,Naoyuki KAKUTA,JPN,1994-04-13,957
212,Amine LABDI,GER,2000-08-23,955
213,James LEBRON,TTO,2005-01-27,955
214,Matteo MASETTI,ITA,1996-09-06,955
215,Josef ŠINDELÁŘ,CZE,2006-01-25,954
216,Oğuzhan USTA,TUR,2002-09-15,954
217,Josue MENENDEZ,MEX,1990-05-04,954
218,Benjamin PEARSON,GBR,1994-05-23,953
219,Thomas KNOOP,NED,2002-09-10,953
220,Ryan RIECKMANN,USA,,953
221,Yudai SUTO,JPN,2004-03-23,952
222,Mingle LIU,CHN,2004-03-21,952
223,Liam MIKSIC,USA,,951
224,Manuel CAMPAÑA,ESP,2003-04-06,950
225,Hailu ESTRAMPES,ESP,2006-12-24,950
226,Andrei SAMASIUK,BLR,2004-05-25,950
227,Kosuke SEINO,JPN,2004-08-20,949
228,Eric FRANK,GER,2002-01-29,949
229,Casimir MATTERNE,GER,1999-07-03,949
230,Nico RENSMANN,GER,1996-10-09,948
231,Preston KUZNOF,USA,2006-06-07,948
232,Aryan PADARUTH,GBR,2004-10-09,947
233,Jacob ZEDNIK,USA,,947
234,Krešimir GALIĆ,CRO,2003-06-02,946
235,Juha LEE,KOR,2001-09-21,946
236,Jose SANTANA,PUR,2003-02-25,945
237,Pietro VILLA,ITA,2007-10-10,945
238,Ryuji NISHIDA,JPN,2003-08-29,945
239,Haru SAKATA,JPN,2004-08-02,945
240,Won-Kil PARK,KOR,1990-02-24,945
241,Ilírio NAZARÉ,POR,2000-04-16,944
242,Martins KAUDZE,LAT,2006-03-23,944
243,Kirill FOMENKO,RUS,1999-01-06,943
244,Tzu-Yuan WANG,TPE,2004-12-14,941
245,Jonathan BELL,AUS,2000-11-20,940
246,Sora WATANABE,JPN,2005-05-27,938
247,Jarrett CHONG,CAN,,937
248,Oleksiy LEPEL,UKR,1999-02-07,937
249,Pavel KUVYRSHIN,RUS,1998-07-09,937
250,Colby NERON,USA,,937
251,Jiaju LI,CHN,2002-04-11,937
252,Jan-Hendrik HEYMANS,RSA,2007-08-02,936
253,Wai Hei HUI,HKG,1992-03-26,935
254,Jonasz MERTKA,POL,1999-05-29,935
255,Alejandro ESTEBAN,ESP,2006-04-13,935
256,Walker DEEDE,USA,2005-02-11,935
257,Eryk KOŁODZIEJCZAK,POL,2002-02-04,934
258,Yongkun LIU,CHN,2002-12-30,934
259,Mesut UĞURLU,TUR,2003-01-10,934
260,William KAHN,USA,,932
261,Santiago Felipe PIMENTEL,COL,2005-02-21,931
262,Brandon FALCONER,JAM,,931
263,Kasparas BAČIANSKAS,LTU,2004-05-13,929
264,Trevor HOOK,USA,,929
265,Timofey MAKSIMCHEV,RUS,2003-11-11,929
266,Štěpán PAULÍK,CZE,2006-01-13,929
267,Tapio KEKÄLÄINEN,FIN,1996-08-20,929
268,Tyson SCHIELE,CAN,,928
269,Bram Der VAN REYSEN,BEL,1998-08-16,927
270,Paul CATALANATTO,USA,2006-05-01,927
271,Hayden GOROVITZ,USA,2006-02-16,927
272,Jiakang LIU,CHN,2007-07-06,927
273,Jan FRAGIACOMO,ITA,,927
274,Artur CYTLAŁ,POL,2003-01-09,926
275,Zezhao ZHAO,CHN,2004-11-06,926
276,Matic VIDMAR,SLO,2006-06-26,926
277,Blake STURGIS,USA,,926
278,Lorenzo BRUSCHI,ITA,1998-08-23,926
279,Armand WILLEMSE,RSA,2004-03-18,925
280,José ESCOBAR,ECU,1991-08-21,925
281,José Fernando FERREIRA,BRA,1999-03-27,924
282,Sebastian R. SUURBALLE,DEN,2002-01-08,924
283,Hayoung AHN,KOR,2002-08-30,923
284,Jackson MORRIS,USA,1999-01-13,922
285,Matthew PREBOLA,USA,,922
286,Cyrill AMHOF,SUI,2006-04-08,922
287,Huashuo SUN,CHN,2004-12-16,921
288,Henry AUGUSTUS,USA,,921
289,Ryuuji NAKANO,JPN,2002-10-15,920
290,Jinto DEJI,JPN,2003-10-04,920
291,Lakona GEREGA,PNG,1996-02-25,919
292,Qiang ZHI,CHN,1994-02-20,919
293,Sam ROLLER,USA,,919
294,Pankrác BOHÁČ,CZE,2006-05-25,919
295,Pan JIANG,CHN,2001-05-15,919
296,Mathys MOUTARDE,FRA,2003-08-28,918
297,Addison Alickson JAMES,DMA,2007-10-01,918
298,Antonio Gabriel Ortiz CAÑETE,PAR,2001-09-03,917
299,Andrew FRASER,AUS,1982-09-07,917
300,Francisco MUSE,CHI,1996-04-09,916
301,Seo-Jun LEE,KOR,2006-03-07,916
302,Wojciech SUMINSKI,POL,1994-01-14,916
303,Chun-Hao WANG,TPE,2006-12-21,915
304,Dmitriy KOSTIN,RUS,1999-12-03,915
305,Giovanni BELLINI,ITA,1996-01-25,914
306,Máté JÁRVÁS,HUN,2001-01-31,914
307,Woo-Jin CHOI,KOR,2004-02-02,914
308,Kyu-Man HEO,KOR,2007-03-25,913
309,Rikuto SUZUKI,JPN,2003-11-20,913
310,Oliver BLACKBURN,AUS,2002-07-19,912
311,Hong LI,CHN,2003-07-12,912
312,Ryan FLOURNOY,USA,,911
313,Albert OTTANDER,SWE,2000-01-01,911
314,Michael ALLISON,GBR,2004-05-17,910
315,Carlos ROSPIGLIOSI,PER,2002-12-19,909
316,Alex SÁNCHEZ,ESP,1993-10-13,909
317,Oskar TREJGO,POL,2000-05-02,909
318,Norberto FONTANA,ITA,1998-08-12,908
319,Yevgeniy ZOTEEV,RUS,1991-08-24,908
320,Renato Augusto BARTET,CHI,2003-06-11,907
321,Joon-Hyeong LEE,KOR,2002-03-11,907
322,Tevž PODLIPNIK,SLO,2005-10-09,906
323,Tomotaro SHIMOMURA,JPN,2004-07-29,905
324,Dejan MILEUSNIĆ,BIH,1991-11-16,905
325,Brinton PAULSON,USA,,905
326,Aleksander WOJNA,POL,2007-10-25,905
327,Ximo RAMON,ESP,2000-02-23,905
328,Ondrej BARTOŇ,SVK,1993-03-19,905
329,Narcis Andrei POPESCU,ROU,,904
330,Atticus SOEHREN,USA,,904
331,Luděk ČUMPELÍK,CZE,2003-04-24,904
332,Justice MILLER,USA,,904
333,Min-Su SIN,KOR,2005-07-02,903
334,Titouan Dobo BI,FRA,2005-01-29,902
335,Tristan Aik SILD,EST,2005-12-09,901
336,Noah Birk MEISSNER,DEN,2003-02-01,901
337,Sam JENNINGS,USA,,901
338,Yevhenii DEULIN,UKR,2002-03-29,900
339,Joshua MOONEY,USA,,898
340,Edson MATUS,MEX,,898
341,Izac CANCHOLA,USA,,898
342,Arjun,IND,2006-10-23,898
343,Juho ESKELINEN,FIN,2006-10-09,896
344,Aaron PIERCE,USA,,895
345,Matas BAZILIAUSKAS,LTU,2005-09-27,895
346,Brooks LOWE,USA,,894
347,Connor WARZECHA,USA,,894
348,Edward ROGAN,AUS,2005-11-18,891
349,Owen FAULHA,USA,,891
350,Thibaud DUTREY,FRA,2000-02-13,891
351,Leevi LINDI,FIN,1998-12-11,890
352,Connor HAYFORD,USA,,890
353,Takuto KOMINAMI,JPN,1995-07-26,887
354,Levente SZABÓ,HUN,2007-11-07,887
355,Muhammed Kaan TOKLU,TUR,1997-02-11,886
356,Marques OLIVIER,RSA,2007-12-06,886
357,Jose RIOS,MEX,,886
358,Kyle IORG,USA,,885
359,Calvin FERNANDEZ,USA,,885
360,Mees PRINSEN,NED,2001-10-14,885
361,Charles-Édouard HAMON,CAN,,884
362,Oskar NAUCK,GER,2007-03-16,884
363,Simone BONFANTI,ITA,2000-08-24,884
364,Hiroto TANIGUCHI,JPN,2005-10-19,883
365,Greg MILLAR,GBR,1992-12-19,883
366,Markel CUEVAS,CUB,2006-02-02,883
367,Sebastian SKOVHAUGE,DEN,2003-06-21,882
368,Devon SPENCER,JAM,,882
369,Mustafa Ismail GÜNDOĞDU,TUR,2005-03-03,882
370,Miles HIGGINS,USA,,882
371,Schenk RODDY,USA,,881
372,Woo-Jung KIM,KOR,1997-01-06,881
373,Benjamin JONES,GBR,,880
374,Shoei AKAMINE,JPN,2006-05-24,879
375,Byeong-Jun JEON,KOR,2001-10-24,879
376,Damitrius HESTER,USA,2005-07-18,879
377,Markuss PETROVS,LAT,2005-12-30,878
378,Benedikt MÜLLER,GER,2005-07-24,878
379,Kyle KAUFELDS,USA,,877
380,Clewerton Ruan DE SOUZA,BRA,1992-05-22,877
381,Bruno Rodrigues DE FARIA,BRA,1996-01-26,876
382,Rikuto MIYATA,JPN,2004-06-11,876
383,Alex Yuri BOHER,BRA,2005-02-04,876
384,Dániel BÉNYI,HUN,2005-07-08,875
385,Martin JANCSIK,HUN,2004-01-06,875
386,Alexandros-Asterios KASTANAS,GRE,2002-11-09,874
387,Hsiang Yu CHU,TPE,2001-09-03,874
388,Carson OLMSTEAD,USA,,874
389,Sukai OYAMA,JPN,2007-05-22,874
390,Leon BODÉN,SWE,2005-04-30,873
391,Matthew HOCKETT,USA,,873
392,Blake MCCORMICK,USA,,872
393,Giovanni DE CESARE,ITA,2006-06-05,872
394,Frowin OTT,SUI,2005-05-13,872
395,Sebestyén Ábel REZESSY,HUN,2006-05-29,872
396,Sheng Ya DU,TPE,2006-11-16,871
397,Adrien CARRIOU,FRA,2007-03-04,871
398,Carson BARNETT,USA,,871
399,Mizuki FUJII,JPN,2000-07-19,871
400,Mattia ZOPPI,ITA,2002-10-10,870
