rank,name,nationality,dob,points
66,Melanie DURON,MEX,2003-09-06,1053
67,Gretchen HOEKSTRE,USA,,1050
68,Anthonett NABWE,LBR,2004-01-22,1049
69,Yusun JEONG,KOR,1997-12-19,1048
70,Adele NICOLL,GBR,1996-09-28,1048
71,Snezhana TROFIMETS,RUS,1999-07-01,1044
72,Treneese HAMILTON,DMA,2003-06-23,1040
73,Olha GOLODNA,UKR,1991-11-14,1040
74,Katie FARE,USA,,1040
75,Yekaterina BURMISTROVA,RUS,1990-08-18,1039
76,Wenqi YE,CHN,2001-06-26,1038
77,Paige LOW,USA,2001-08-23,1037
78,Katrin BRZYSZKOWSKÁ,CZE,2003-02-06,1036
79,Kaia TUPU-SOUTH,NZL,2002-06-09,1035
80,Makayla HUNTER,USA,,1035
81,Gabriella MORRIS,USA,2000-03-23,1034
82,Renáta BEREGSZÁSZI,HUN,2001-06-17,1034
83,Dimitriana BEZEDE,MDA,1994-04-12,1032
84,Annina BRANDENBURG,GER,1998-03-06,1030
85,Lacey STRINGER,USA,,1030
86,Mensi STIFF,USA,2004-04-13,1027
87,Zuzanna MAŚLANA,POL,2004-05-01,1025
88,Ziyi CHEN,CHN,2001-08-24,1023
89,Xinrui DU,CHN,2002-08-12,1020
90,Xiangyu MENG,CHN,2002-08-16,1020
91,Veronica FRALEY,USA,2000-05-27,1016
92,Alida VAN DAALEN,NED,2002-04-12,1015
93,Daria SHINKEVICH,RUS,2002-05-11,1015
94,Layselys Rosa JIMÉNEZ,CUB,2001-02-18,1015
95,Tzu-En WU,TPE,2001-07-29,1014
96,Erika BEISTLE,USA,2003-05-08,1013
97,Jolina LANGE,GER,2005-03-27,1012
98,Sydney DUNCAN,USA,,1012
99,Martina MAZUROVÁ,CZE,2005-03-18,1012
100,Sydney BREWSTER,USA,2005-01-26,1011
101,Lucija LEKO,CRO,2003-08-14,1011
102,Kellyn KORTEMEYER,USA,,1009
103,Amori PIERSON,USA,,1007
104,Nana GYEDU,GBR,2002-11-04,1007
105,Frederick Lemongo NKOULOU,CMR,2004-08-10,1006
106,Olga BATYREVA,RUS,2003-04-06,1005
107,Natalya TRONEVA,RUS,1993-02-24,1004
108,Jolien Maliga BOUMKWO,BEL,1993-08-27,1004
109,Tapenisa HAVEA,NZL,2003-04-19,1003
110,Makayla LONG,USA,,1002
111,Sara VERTERAMO,ITA,2002-05-07,1002
112,Amanda NGANDU-NTUMBA,FRA,2000-06-24,1002
113,Mengdi ZHANG,CHN,2003-02-22,999
114,Danni LANGSETH,USA,,999
115,Emily FINK,USA,2003-09-20,994
116,Jessica STIEB,USA,,994
117,Natalia RANKIN-CHITAR,NZL,2004-03-11,992
118,Helena KOPP,GER,2004-06-22,991
119,Estel VALEANU,ISR,1999-08-01,990
120,Katie SEYFANG,USA,,988
121,Hannah RICHARDSON,USA,,988
122,Zhuhui DING,CHN,2006-04-11,988
123,Lingmeng WAN,CHN,2004-07-13,988
124,Abigail RUSSELL,USA,,986
125,Pinar AKYOL,TUR,2003-10-02,986
126,Mariela Alejandra PÉREZ,CHI,2003-03-01,985
127,Zonica LINDEQUE,RSA,2004-02-23,985
128,Amelia FLYNT,USA,2003-06-21,983
129,Maria RAFAILIDOU,GRE,2007-01-29,982
130,Milaine AMMON,GER,2003-07-17,980
131,Wisdom WILLIAMS,USA,2004-04-25,979
132,Onome OGBENI,NGR,2001-06-17,977
133,Jaycee SCHROEDER,USA,,977
134,Julieth NWOSU,USA,,977
135,Xinyi TIAN,CHN,2006-08-09,976
136,Christine GAVARIN,FRA,1994-07-21,974
137,Mackenna ORIE,USA,,974
138,Maura HUWALT,USA,2001-06-12,972
139,Yirui GAO,CHN,2004-02-01,972
140,Nyaluet DIEW,USA,,971
141,Michelle OGBEMUDIA,USA,,970
142,Elena DEFRÈRE,BEL,2001-05-08,970
143,Lolita LAPITSKAYA,RUS,2006-08-01,970
144,Daisy MONIE,USA,,969
145,Trista FINTEL,USA,,969
146,Soojung LEE,KOR,1993-02-15,968
147,Kash ALLEN,USA,,966
148,Anna MUSCI,ITA,2004-06-16,965
149,Carine MÉKAM,GAB,1985-06-17,965
150,Maria MAGKOULIA,GRE,2000-12-11,963
151,Minttu LAURILA,FIN,2005-06-24,962
152,Rebecca GREEN,USA,,961
153,Vanessa FUST,SUI,2000-04-29,961
154,Caisa-Marie LINDFORS,SWE,2000-08-05,960
155,Kotomi OKUYAMA,JPN,2004-07-23,959
156,Katherine HIGGINS,USA,,959
157,Madeleine FEY,USA,2006-04-20,959
158,Donna DOUGLAS,USA,,958
159,Angeludi ASAAH,USA,2004-04-15,958
160,Kenna CURRY,USA,,958
161,Alexis BOYKIN,USA,,957
162,Tuane SILVER,NAM,2004-05-17,957
163,Shuya BAO,CHN,2000-07-01,956
164,Logan GRAY,USA,,956
165,Haruka OSAKO,JPN,2001-02-05,956
166,Belsy Jenniffer QUIÑONEZ,ECU,2007-04-30,955
167,Esteysi Fabiana SALAS,COL,2002-10-08,954
168,Maria NILSSON,SWE,1995-06-01,954
169,Carlie WEISER,USA,2005-05-08,953
170,Marley RAIKIWASA,AUS,2005-08-07,952
171,Alexandra AUBRY,FRA,1998-11-12,952
172,Ines LOPEZ,ESP,2003-08-19,951
173,Jordan HECHT,USA,2005-06-21,951
174,Brooke LUMPKIN,USA,,950
175,Bing HE,CHN,1998-05-31,950
176,Sofiya SHESTAK,RUS,2006-08-11,950
177,Naomie WUTA,FRA,1999-03-25,950
178,Anastasia NTRAGKOMIROVA,GRE,2003-01-22,949
179,Poorna RAORANE,IND,2000-12-26,948
180,Danielle SLOLEY,JAM,2001-06-17,948
181,Shiksha,IND,2002-12-12,947
182,Erikka HILL,USA,,945
183,Zhuying LU,CHN,2004-01-12,945
184,Yuxiao HE,CHN,2007-11-24,944
185,Xylavene BEALE,AUS,2006-01-16,943
186,Bingxin WANG,CHN,2002-12-10,943
187,Alicia KHUNOU,RSA,2006-04-18,942
188,Sopiko SHATIRISHVILI,GEO,1995-01-15,941
189,Selase SAMPRAM,USA,,941
190,Honoka OYAMA,JPN,1999-01-17,940
191,Emily SCHERF,GER,2007-01-10,940
192,Camryn MASSEY,USA,2005-11-18,939
193,Anzhelika SEROUSOVA,RUS,2003-10-05,939
194,Opal JACKSON,USA,,938
195,Marla-Kay LAMPART,JAM,2007-05-02,937
196,Emma BRENSDAL,USA,2005-04-16,937
197,Dailynn VANDEREN,USA,,937
198,Kätlin PIIRIMÄE,EST,1995-11-08,936
199,Paraskevoulla THRASYVOULOU,CYP,1994-02-21,936
200,Vidhi,IND,2004-12-27,934
201,Krishna JAYASANKAR,IND,2002-11-10,933
202,Niya CRAWFORD,USA,,933
203,Jazmyn JAMES,JAM,2003-10-07,932
204,Victoria WICKMAN,SWE,2003-07-02,932
205,Jonna LUNDGREN,SWE,2004-07-21,931
206,Chih-Wei TSENG,TPE,2001-11-27,930
207,Jamora ALVES,GRN,2003-09-12,930
208,Emilia MALMEHED,SWE,2001-04-13,930
209,Lotte HAEST,NED,2004-05-05,929
210,Xi ZHEN,CHN,2003-01-24,927
211,Giavonna MEEKS,USA,2004-07-28,927
212,Chiharu SAKA,JPN,2006-11-21,925
213,Yang WANG,CHN,2002-10-07,925
214,Anita NALESSO,ITA,2007-03-18,925
215,Saga VANNINEN,FIN,2003-05-04,925
216,Cleo AGYEPONG-OYE,GBR,2005-03-11,923
217,Alieasha SHAW,JAM,2000-09-04,922
218,Sage BURBACH,USA,,922
219,Mia FEER,SUI,2005-02-06,922
220,Bri'Yanna ROBINSON,USA,2001-08-25,922
221,Makenzie GARR,USA,,921
222,Lauryn LOVE,USA,,921
223,Nilaja WILTSHIRE,USA,,920
224,Loren DJOLO,NED,2003-09-01,919
225,Kaisu ESKELINEN,FIN,2000-03-11,919
226,Sophia HABERER,USA,,919
227,Lara SMITS,NED,2004-06-06,919
228,Aliseonna GARNETT,USA,,918
229,Jaqueliné GIPPNER,GER,2003-03-11,918
230,Nadine LEIGERS,GER,2002-03-16,917
231,Justley SHARP,USA,,917
232,Trinity FRANKLIN,USA,2004-01-12,917
233,Adyson KAPITZKE,USA,,915
234,Mackenzie BOHRER,USA,,914
235,Vivian Otoibhi OSAGIE,ITA,2004-03-10,914
236,Addyson STIVERSON,USA,,913
237,Jiaxin LIN,CHN,2005-02-07,912
238,Febe WESSELS,RSA,2003-10-03,912
239,Ruoya FAN,CHN,2001-03-25,912
240,Ji-Youn HEO,KOR,1991-06-14,911
241,Zoe BURLESON,USA,,911
242,Briar GILLUM,USA,,911
243,Nada CHROUDI,TUN,1987-11-20,910
244,Kexin DUAN,CHN,2006-02-08,910
245,Taniele RODRIGUES,BRA,2004-05-02,909
246,Niko MURASE,JPN,2005-01-13,909
247,Rochele SOLMON,JAM,2004-08-06,909
248,Nani Shahirah MARYATA,MAS,2001-05-20,907
249,Natália VÁLEKOVÁ,SVK,2001-02-17,907
250,Siniru IHEOMA,USA,2003-09-09,907
251,So-Eun JUNG,KOR,2001-02-08,907
252,Amy KENNEDY,GBR,2004-07-02,907
253,Britannie JOHNSON,JAM,2004-07-03,907
254,Mia SYLVESTER,BIZ,2004-09-27,906
255,Trevia GUMBS,IVB,1996-09-27,906
256,Emarie JACKSON,USA,,906
257,Fuyuko OYAMADA,JPN,2001-01-09,906
258,Edimara ALVES,BRA,2007-12-10,905
259,Maggie MULLINGS,USA,,905
260,Tyler GLOVER,USA,,905
261,Kayla DAVIS-EDWARDS,JAM,2002-01-04,904
262,Monika MARJOVÁ,SVK,2004-04-13,904
263,Eryn BYRD,USA,,904
264,Stéphanie KRUMLOVSKY,LUX,1995-06-12,903
265,Vesna KLJAJEVIĆ,MNE,2005-12-12,903
266,Lesly-Talesia FILITUULAGA,FRA,2003-06-13,902
267,Noelle ELKINTON,USA,,902
268,Feyi OLUKANNI,USA,,902
269,Janae PROFIT,USA,,901
270,Isabella GERA,USA,,901
271,Efe LATHAM,CAN,,901
272,Nafy THIAM,BEL,2007-09-19,900
273,Aleksandra TOROŃCZAK,POL,2005-05-16,900
274,Rylan FINSTROM,USA,,900
275,Samantha CALLAWAY,GBR,2002-03-04,900
276,Hannah KEMELE,NGR,2002-03-12,900
277,Annae MACKEY,BAH,2006-09-11,899
278,Katryna HERNANDEZ,USA,,899
279,Lyvante SU'EMAI,AUS,2002-12-12,899
280,Shelby WINGLER,USA,2004-08-27,899
281,Hadley LUCAS,USA,2006-02-10,898
282,Sarai SIMPSON,USA,,898
283,Nyla BAKER,USA,,897
284,Bethany TATE,USA,,897
285,Ilektra CHIOUTAKAKOU,GRE,2006-06-21,897
286,Grace THOMPSON,USA,2002-06-15,897
287,Cydney BANKS,USA,,896
288,Vanessa GRIMM,GER,1997-04-22,896
289,Cyan GREEN,USA,,895
290,Ava ROBERTS,USA,,895
291,Vanessa WOOD,USA,,895
292,Maren BUTLER,USA,,895
293,Anna-Maria WEBER,GER,2007-07-27,894
294,Lauren St. PETERS,USA,,894
295,Shauna THOMPSON,GBR,1992-04-08,894
296,Taylor REAGOR,USA,,893
297,Qinxuan JIANG,CHN,2006-03-31,893
298,Keeley HEIJDEMAN,NED,1997-04-09,893
299,Chihiro MATSUSHITA,JPN,1999-05-21,893
300,Fiona Mar VILLARROEL,ESP,2005-11-26,893
301,Aaliyah MATHIS,USA,,893
302,Sarah MARVIN,USA,2003-01-15,893
303,Kaiah FISHER,USA,,892
304,Vilma KERÄLÄ,FIN,2005-04-14,892
305,Kinga JACKOWSKA,POL,2009-03-11,891
306,Nickoline Skifter ANDERSEN,DEN,1998-05-17,891
307,Anhelina SHEPEL,UKR,2008-07-14,891
308,Molly WINNER,USA,,889
309,Kimeka SMITH,JAM,2006-09-23,889
310,Anđela OBRADOVIĆ,SRB,2005-03-14,889
311,July FLORENTINY,FRA,1996-07-02,889
312,Ami TANAKA,JPN,2003-07-29,889
313,Hana YOSHIZAWA,JPN,2004-11-24,889
314,Martyna KARWOWSKA,POL,2001-09-09,888
315,Layla GIORDANO,USA,,887
316,Yuliia LOBAN,UKR,2000-08-07,887
317,Kendra EZEAMA,USA,,886
318,Guziyi GU,CHN,2008-06-19,886
319,Milly GARREN,USA,,886
320,Nuša LUŽNIK,SLO,2006-06-12,885
321,Katharine BEACHLER,USA,,885
322,Ambria LANGLEY,USA,,884
323,Tuuli KAMMONEN,FIN,2004-10-21,884
324,Beatrice PETTERSSON,SWE,2005-08-09,884
325,Eve GOLDSTEIN,USA,,883
326,Isabelle SCHMIDT,USA,2005-02-11,882
327,Jaslyn RUSSELL,USA,,882
328,Chantal RIMKE,GER,2005-05-09,881
329,Eva CUENCA,ESP,2001-03-09,881
330,Jenelle ROGERS,USA,2002-08-17,881
331,Olamide AYENI,USA,,881
332,Alani DUMBUYA,GBR,,879
333,Rachel DAVIS,USA,,879
334,Tetyana NASONOVA,UKR,1976-12-15,879
335,Skylar SOLI,USA,2004-11-15,879
336,Oona VILJANEN,FIN,2003-10-07,879
337,Sojin PARK,KOR,2005-05-18,878
338,Rafaela Cristina DA SILVA,BRA,2001-03-29,878
339,Jadin O'BRIEN,USA,2002-05-08,878
340,Kennedy CLARKE,USA,2004-05-18,878
341,Lizaveta BOIKA,BLR,2006-05-26,877
342,Addie CLINE,USA,,877
343,Lenne JACOBIEN,BEL,2006-06-28,877
344,Joy EDWARD,LCA,,877
345,Lenka VALEŠOVÁ,CZE,1985-08-11,876
346,Talia SOLITUDE,FRA,1997-04-14,875
347,Sarah SCHMID,SUI,2004-08-25,875
348,Kitt RUPER,USA,,875
349,Skylar BOHLMAN,USA,,875
350,Anastasia Mihaela ANDREADI,GRE,2008-03-05,874
351,Lillian DUDLEY,USA,,874
352,Martina CARNEVALE,ITA,1998-03-09,874
353,Michaela WALSH,IRL,1998-12-17,874
354,Lenja HEUSSER,SUI,2004-03-12,874
355,Chantal FAHRNI,SUI,2000-10-15,874
356,Morgan FEY,USA,,874
357,Elsa WÅLLGREN,SWE,2004-09-02,874
358,Berit SAAR,EST,2004-02-03,873
359,Mule Florencia DUPANS,ARG,2004-05-18,873
360,Kiana LINO,USA,,873
361,Nya HARMON,USA,,873
362,Tess VAN DYK,USA,,873
363,Olamide ENAJEKPO,USA,,871
364,Mariell MORKEN,NOR,2003-12-15,871
365,Julie THOMAS,USA,,871
366,Pinkie SCHNAYER,USA,,871
367,Suzu NAKAHARA,JPN,2004-08-21,870
368,Esther OSISIKE,NGR,2002-11-14,870
369,Büsra Hatun EKINCI,TUR,2003-06-06,870
370,Rachel ANDRES,CAN,1987-04-21,870
371,Ryah DATES,BAR,,869
372,Alesha LANE,USA,,869
373,Inés SAFONT,ESP,2005-01-20,869
374,Sofia COPPARI,ITA,2004-10-02,869
375,Réka KLING,HUN,2003-05-16,869
376,Allira TAKAU,AUS,2007-12-09,868
377,Daisy OSAKUE,ITA,1996-01-16,868
378,Jayla HOOPER,USA,,868
379,Marta ZACHAŘOVÁ,CZE,1991-03-05,868
380,Megan WOOD,USA,,868
381,Bianca SALMING,SWE,1998-11-22,868
382,Maud VISSCHER,NED,2005-05-04,867
383,Chin-Loy RAYMOND,JAM,2004-05-03,867
384,Johanna GUGGEMOOS,GER,,867
385,Ashari JONES,USA,,867
386,Ella O'NEALL,USA,,866
387,Makenna MARSHALL,USA,,866
388,Rebekah STUCKER,USA,,866
389,Taylor WISEMAN,USA,2006-09-05,865
390,Karolína MACHOVÁ,CZE,2006-01-16,865
391,Shakera WILLIAMS,JAM,2001-02-17,864
392,Erin BROWN,USA,,864
393,Ali SPARKS,USA,,864
394,Özlem ÖZCAN,TUR,2007-09-25,864
395,Ta'Honny EXUM,USA,,864
396,Clare MCNAMARA,MLT,2002-01-21,864
397,Sena KIKUCHI,JPN,2002-02-10,863
398,Judit PRATS,ESP,1996-12-15,863
399,Marharyta BARANKEVICH,BLR,2004-05-26,863
400,Shanice HUTSON,BAR,2002-05-10,862
