rank,name,nationality,dob,points
70,Tumi RAMOKGOPA,RSA,2007-08-27,1155
71,Vivienne MORGENSTERN,GER,2003-06-13,1154
72,Amelliah BIRDOW,USA,,1152
73,Marie-Frédérique POULIN,CAN,1999-01-17,1151
74,Dinedye DENIS,CIV,2000-10-18,1149
75,Viivi LEHIKOINEN,FIN,1999-08-27,1148
76,Isabella GUTHRIE,AUS,2003-09-21,1148
77,Allyria MCBRIDE,USA,2004-06-18,1148
78,Karin DISCH,SUI,1997-05-03,1146
79,Alesha BENNETTS,AUS,2005-04-15,1144
80,Miku TAKINO,JPN,2005-06-19,1142
81,Natalija ŠVENDA,CRO,2002-10-13,1142
82,Salome HÜSLER,SUI,2002-08-21,1141
83,Izabela SMOLIŃSKA,POL,1999-01-14,1140
84,Emma MONTOYA,FRA,1999-04-30,1139
85,Hayley MCLEAN,GBR,1994-09-09,1139
86,Antonia SANCHEZ,MEX,2003-10-31,1139
87,Vanessa BALDÉ,GER,2003-05-06,1138
88,Kristina VERSHININA,RUS,2000-04-20,1138
89,Paulina KUBIS,POL,2004-03-24,1137
90,Aliyarae GAROZZO,USA,2001-12-17,1137
91,Ester BENDOVÁ,CZE,2003-10-28,1137
92,Aada AHO,FIN,2003-01-03,1136
93,Safhia HINDS,JAM,2003-02-14,1136
94,Saira PRINCE,USA,2004-08-06,1135
95,Chayenne DA SILVA,BRA,2000-02-05,1134
96,Ami YAMAMOTO,JPN,2002-04-19,1133
97,Elisabeth SLETTUM,NOR,1986-08-31,1133
98,Gezelle MAGERMAN,RSA,1997-04-21,1132
99,Yasmin AMAADACHO,GER,2003-08-23,1131
100,Milan YOUNG,USA,1999-06-22,1130
101,Barbora VAŇKOVÁ,CZE,2004-04-23,1130
102,Camille Cristina DE OLIVEIRA,BRA,2004-01-15,1128
103,Ayesha IBRAHIM,JPN,1998-01-16,1126
104,Nina FRANKE,NED,,1126
105,Aniya WOODRUFF,USA,2004-02-11,1125
106,Yingying KONG,CHN,2003-03-22,1124
107,Calisha TAYLOR,JAM,2002-06-18,1124
108,Yara Samantha Amador ALDABA,MEX,2001-06-20,1124
109,Anu RAGHAVAN,IND,1993-04-20,1123
110,Alessia SERAMONDI,ITA,2003-01-05,1122
111,Katsiaryna BELANOVICH,BLR,1991-10-14,1121
112,Magdalena ŠLAPÁKOVÁ,CZE,2003-04-20,1121
113,Ilana HANSSENS,BEL,2002-01-27,1121
114,Akane MINAMISAWA,JPN,1997-09-23,1119
115,Barbora VESELÁ,CZE,2000-01-17,1119
116,Jessicka WOODS,USA,2004-04-04,1118
117,Arianna SMITH,USA,,1117
118,Braelyn BAKER,USA,2006-01-20,1117
119,Martha RASMUSSEN,DEN,2002-07-10,1116
120,Riley KNEBES,USA,1996-07-29,1116
121,Honoka AOKI,JPN,2001-09-24,1115
122,Yanique HAYE-SMITH,TKS,1990-03-22,1114
123,Heidi SALMINEN,FIN,2003-12-04,1113
124,Loubna BENHADJA,ALG,2001-02-11,1112
125,Changwei LU,CHN,2001-11-08,1110
126,Anouk KRAUSE-JENTSCH,GER,2005-07-11,1110
127,Carla GARCÍA,ESP,2001-10-09,1109
128,Meri MASUKO,JPN,2003-04-15,1109
129,Candice VON PLAUEN,FRA,2005-09-27,1109
130,Pei-Lin LO,TPE,1994-02-01,1109
131,Zuzana CYMBÁLOVÁ,CZE,2001-08-23,1108
132,Yasmeen TINSLEY,USA,,1108
133,Wiktoria GADAJSKA,POL,2006-01-08,1106
134,Hikari OKUBO,JPN,1998-02-17,1106
135,Tia WILLIAMS,USA,2005-07-07,1106
136,Sabrina HEIL,GER,2003-11-13,1106
137,Sidney GREEN,USA,,1105
138,Mackenzie COLLINS,USA,,1104
139,Selma IMS,NOR,2005-09-27,1104
140,Natalie BLOCK,USA,2002-03-22,1104
141,Alexandra Ștefania UȚĂ,ROU,2007-10-06,1103
142,Jody-Ann DIXON,JAM,2002-07-01,1102
143,Mila HEIKKONEN,FIN,2006-11-27,1102
144,Lauren HOFFMAN,PHI,1999-03-30,1102
145,Ashantae HARVEY,USA,,1100
146,Anne VAN DE WIEL,NED,1997-06-04,1100
147,Jourdin EDWARDS,USA,,1100
148,Jasmine ROBINSON,USA,2007-11-08,1100
149,Sofia LAVRESHINA,POR,2003-06-14,1099
150,Anja DLAUHY,AUT,2003-01-02,1099
151,Moe MATSUOKA,JPN,2003-03-02,1099
152,Linay PERRY,USA,,1098
153,Rene SHINTO,JPN,2003-04-05,1097
154,Jenna JAMES,CAN,2003-07-08,1097
155,Zuriel REED,USA,,1097
156,Marina KOLLÁR,CZE,2004-07-29,1097
157,Averi SCHMEICHEL,USA,,1097
158,Macaela WALKER,USA,,1096
159,Aliaksandra KHILMANOVICH,BLR,1996-12-14,1095
160,Cenaiya BILLUPS,USA,,1095
161,Mizuna ONO,JPN,2002-12-09,1095
162,Valentina CAVALLERI,ITA,1995-12-08,1093
163,Haru HIRAKI,JPN,2005-02-06,1092
164,Dyandra GRAY,JAM,2001-12-27,1092
165,Tilde BJERAGER,SWE,2004-07-20,1091
166,Nina RADOVÁ,CZE,2007-05-25,1091
167,Iryna BAULINA,RUS,1999-01-04,1090
168,Brianna GREEN,USA,,1090
169,Laoura ZENEGIA,GRE,2003-11-05,1090
170,Wiktoria OKO,POL,2003-09-18,1090
171,Ludovica CAVO,ITA,2004-07-28,1090
172,Laura AGUILERA,ESP,2003-03-04,1089
173,Sumika OKAWA,JPN,2003-11-12,1088
174,Simone WATKINS,USA,2001-03-26,1088
175,Akiko ITO,JPN,1995-05-26,1087
176,Garriel WHITE,JAM,2002-08-29,1087
177,Mariam KAREEM,UAE,2008-01-25,1086
178,Shion FUKUOKA,JPN,2007-03-17,1085
179,Wanyu ZHAO,CHN,2004-05-01,1085
180,Petra LALIK,HUN,2006-06-29,1085
181,Shiori CHIBA,JPN,2005-10-31,1085
182,Jewel ASH,USA,,1085
183,Esther NWANZE,USA,,1085
184,Mariya TARABANSKAYA,RUS,2002-02-20,1083
185,Stephanie OKORO,GBR,2006-04-22,1083
186,Aleksandra WOŁCZAK,POL,2003-02-13,1083
187,Jessica MOREIRA,BRA,2001-11-16,1082
188,Daniela ROMAN,AUS,1996-01-07,1081
189,Kirin CHACCHIA,USA,2005-07-23,1081
190,Mio TSUJII,JPN,2000-11-24,1081
191,Regina MOHAI,HUN,2003-07-08,1079
192,Sonia VIRK,USA,,1079
193,Julia ZEGAN,POL,2005-01-25,1079
194,Jasmine GRYNE,USA,,1078
195,Asuruhan Marino TANERU,JPN,2003-07-28,1078
196,Rebecca SLEZÁKOVÁ,SVK,2005-08-18,1078
197,Madeline ABEGA,FRA,2002-04-04,1077
198,Ludivine AUBERT,FRA,2002-09-04,1077
199,Sara CANTERGIANI,ITA,2002-10-30,1077
200,Kalypso STAVROU,CYP,1998-07-08,1077
201,Linnéa FROBE,SWE,1998-06-10,1076
202,Kylie RAY,USA,,1076
203,Yirui DING,CHN,2002-10-30,1076
204,Arisa OGASAWARA,JPN,2004-10-30,1076
205,Gülşah CEBECİ,TUR,2005-04-16,1076
206,Hanna KIESS,USA,,1076
207,Ally GOMM,USA,,1075
208,Maja GAJIĆ,SRB,1997-05-07,1075
209,Elimpiona ZENEGIA,GRE,2003-11-05,1075
210,Lilla BARTHA,HUN,2003-01-09,1074
211,Emmi SCALES,USA,,1072
212,Esmeray DEMIRBAS,USA,,1071
213,Lotta MAGE,GER,2004-02-18,1070
214,Liying CHEN,CHN,1994-08-21,1070
215,Angelica GHERGO,ITA,2002-11-07,1069
216,Karoline Maria SAUER,GER,1997-08-09,1069
217,Emily ALEXANDRU,USA,,1069
218,Arabella WILSON,GBR,2006-10-03,1068
219,Neya JAMISON,USA,,1068
220,Kalen GOODMAN,USA,,1068
221,Loan VILLE,FRA,2003-10-24,1067
222,Rasha BADRANI,LBN,2004-06-15,1066
223,Jaden DESOUZA,USA,,1066
224,Malina Lenuta BERINDE,ROU,2001-01-20,1065
225,Maena DROUIN,FRA,2001-03-09,1065
226,Paula SORIA,ESP,1997-02-18,1064
227,Zoë LAUREYS,BEL,2005-12-28,1064
228,Debby SCHENK,SUI,2002-04-24,1063
229,Wei LIU,CHN,2001-06-01,1063
230,Brodee MATE,AUS,1998-04-14,1063
231,Solenn LAMIABLE,FRA,2004-02-06,1062
232,Essi NISKALA,FIN,2005-05-24,1061
233,Amaya HOPKINS,USA,,1061
234,Madyson WILSON,USA,,1061
235,Shevaughn THOMAS,JAM,2007-08-28,1060
236,Vera STOCKER,SUI,2001-10-04,1060
237,Abigail NORUWA,NED,2006-09-01,1059
238,Darya MIKUSOVA,USA,,1059
239,Aleksandra SUCHENEK,POL,2005-12-17,1059
240,Hailey TUCKER,USA,,1059
241,Loreal WILSON,USA,,1059
242,Xue TAO,CHN,1999-10-26,1057
243,Susie DOUGLAS,AUS,2001-01-02,1057
244,Mia Lisett MERINGO,EST,2005-07-05,1056
245,Ying OU,CHN,2001-12-03,1056
246,Aneta SEBEROVÁ,CZE,,1056
247,Kelly Ann CARR,JAM,2006-11-14,1055
248,Grenisha THOMAS,VIN,2003-05-22,1055
249,Uršula ČERNELČ,SLO,2005-04-13,1055
250,Maša GARIĆ,BIH,2005-02-08,1055
251,Kali MCEUEN,USA,,1054
252,Chakiya PLUMMER,USA,,1054
253,Sydney SMITH,USA,2005-04-21,1054
254,Jania HODGES,USA,2002-12-03,1053
255,Judy ELFUL,USA,,1053
256,Noah LEVY,ISR,1995-09-16,1052
257,Seynabou CAMARA,FRA,2004-10-23,1050
258,Pavla KUMSTÁTOVÁ,CZE,2005-05-25,1050
259,Anna ČERVENKOVÁ,CZE,,1050
260,Joy MOORER,USA,,1050
261,Hanna KARLSSON,SWE,2003-10-31,1050
262,Ebba SVANTESSON,SWE,1997-07-13,1050
263,Alicia LOPEZ,FRA,2007-10-29,1049
264,Keilee HALL,USA,2005-04-01,1049
265,Victoria ABUNAW,USA,,1049
266,Gloria GUERRIER,HAI,2005-10-21,1049
267,Brei'Ja STREDIC,USA,,1049
268,Aikaterini NATSIOPOULOU,GRE,2005-11-17,1047
269,Diane RICHARD,FRA,2003-10-07,1047
270,Haley MURPHY,USA,,1047
271,Kaja EISENHUT,SUI,2000-12-03,1047
272,Aleksandra WSOŁEK,POL,2001-09-15,1046
273,Camille MARSIN,FRA,2001-06-28,1046
274,Giulia WIRTH,SUI,2006-02-12,1046
275,Anna MAGER,AUT,2002-04-17,1046
276,Nanami TAKANO,JPN,2001-07-24,1046
277,Lindsay JOHNSON,USA,,1046
278,Halle Y. OQUENDO,CUB,2008-01-17,1045
279,Megan NIEMAN,RSA,2009-01-12,1045
280,Martta RAUTALA,FIN,1996-11-04,1045
281,Bailey KEALAMAKIA,USA,,1045
282,Eboselulu OMOFOMA,USA,,1045
283,Vasiliki-Paraskevi MITSIOULI,GRE,2003-03-26,1045
284,Christi LOGGENBERG,RSA,2009-01-09,1044
285,Makoto NAKAMURA,JPN,2005-01-25,1044
286,Liv Grete BÜCHNER,GER,2006-12-19,1044
287,Ali FRANDSEN,USA,,1043
288,Rebekka FEIRLE,GER,,1043
289,Meredith SIMS,USA,,1043
290,İlki̇M ALTUNBULAK,TUR,2007-01-01,1043
291,Olivia ALLEN,USA,2005-09-20,1042
292,Caryl MOORE,GBR,1989-09-24,1042
293,Adelaide ASANTE,USA,,1042
294,Yelizaveta ALISOVA,RUS,2000-06-21,1042
295,Zarja ŽIŽEK,SLO,,1042
296,Zoë VAN GILS,NED,,1042
297,Siwei MAI,CHN,2003-09-09,1041
298,Ayana KUSAKA,JPN,2003-11-10,1041
299,Olivia LEWIS,USA,,1041
300,Addison BROOKS,USA,,1041
301,Anje NEL,RSA,2004-01-02,1041
302,Kokoro YOSHIMURA,JPN,2004-05-12,1041
303,Liliet CABRERA,CUB,2004-04-10,1040
304,Eva MAČKOVIĆ,CRO,2003-02-17,1039
305,Lucie PERRIN,FRA,1988-06-26,1039
306,Nadine REETZ,GER,2004-01-20,1039
307,Giorgia MARCOMIN,ITA,2002-08-11,1038
308,Annaleise TAYLOR,USA,2006-02-06,1038
309,Sachi KUZUHARA,JPN,2004-04-11,1038
310,Nora SUAREZ,ESP,1995-04-27,1038
311,Duna VIÑALS,AND,2006-06-01,1037
312,Aoi NOMA,JPN,2004-08-25,1037
313,Cheila ORTEGA,CUB,2005-04-28,1036
314,Mia Pirnat KOPAČ,SLO,2003-10-20,1036
315,Daphnee DIOMANDE,FRA,1994-05-15,1035
316,Hailey HINDT,USA,,1035
317,Giulia GANDOLFI,ITA,2003-11-19,1035
318,Madeleine CONTE,USA,,1035
319,Avril MENDOZA,USA,,1035
320,Kylie LAMBERT,BEL,2004-06-16,1034
321,Deandra Harris HARRIS,JAM,2006-12-15,1034
322,Logan NEELY,USA,,1034
323,Farah CLERC,FRA,1990-07-31,1034
324,Melisande BERTRAND,FRA,2002-10-06,1034
325,Mabinty KEBE,USA,,1033
326,Amari JENKINS,USA,,1033
327,Mara Sophie SCHMITZ,GER,,1033
328,Laura VOSS,GER,1994-01-29,1033
329,Giulia INGENITO,ITA,2004-10-20,1032
330,Victoria AMIADAMEN,IRL,2005-08-05,1032
331,Juanne KOTZE,RSA,2004-07-12,1032
332,Alexandria SCOTT,USA,,1032
333,Lia CARIDE,ESP,2001-12-07,1031
334,Jazzmine DAVIS,USA,,1030
335,Brooke NORDMAN,USA,,1030
336,Magi HARRIS,USA,2004-04-15,1030
337,Carlie FUSCO,USA,,1029
338,Lynn PÖPPELMANN,GER,,1029
339,Camille POIRIER,FRA,,1029
340,Alyssa HEINLEIN,USA,,1028
341,Ellis Mc HUGH,IRL,,1028
342,Yuki HATA,JPN,2006-11-28,1028
343,Mila REAL,USA,,1028
344,Laila SMITH,USA,,1028
345,Konomi HATAKEYAMA,JPN,2006-12-12,1027
346,Rafailia GIANNOULIDOU,GRE,2008-01-04,1027
347,Elise SAWYER,CAN,,1027
348,Talyna LIGIER,FRA,,1026
349,Maria GOMEZ,ESP,2005-06-11,1025
350,Ina EHRMANN,GER,2006-11-07,1025
351,Cara MURPHY,IRL,2004-03-12,1024
352,Orla BRENNAN,GBR,2002-02-08,1024
353,Lenka NOVOTNÁ,CZE,2002-04-29,1023
354,Kaila BARBER,USA,1993-04-04,1023
355,Sophie ELLISS,GBR,1998-11-02,1023
356,Paula DE JUAN,ESP,1999-08-06,1023
357,Kano NAITO,JPN,2004-06-07,1022
358,Odeshia NANTON,VIN,2001-10-05,1022
359,Marilet BLOM,RSA,2006-07-13,1021
360,Stephanie FISHER,GBR,2000-03-17,1021
361,Marie CHENAL,FRA,1994-07-11,1020
362,Abrielle ARTLEY,USA,,1020
363,Kayla SPENCER,USA,,1020
364,Mahiro WASADA,JPN,2004-11-18,1020
365,Rina HASSAN,JPN,2003-09-12,1020
366,Ebba ÅHMAN,SWE,2002-06-23,1020
367,Betsi C. DE LA CASANOVA,CUB,2003-01-12,1019
368,Maiya HEWITT,AUS,2009-03-27,1019
369,Sara BARBA,ESP,2003-05-31,1019
370,Umi KASHIWAGURA,JPN,2004-05-18,1019
371,Aki YAJIMA,JPN,2007-02-06,1019
372,Adi NIELSON,USA,,1019
373,Maria SARTIN,NZL,2002-02-24,1018
374,Aleia GISOLFI-MCCREADY,USA,,1018
375,Yvette HARRIS,USA,2005-07-26,1018
376,Grace KENNEDY,USA,,1018
377,Mengyao FU,CHN,2006-03-20,1018
378,Marta MARKSA,LAT,2002-06-07,1018
379,Alice MFOMOU,FRA,2002-07-11,1018
380,Lena VIRLOGEUX,FRA,1999-11-15,1018
381,Kanoko YAMAMOTO,JPN,2004-07-28,1017
382,Isabella NEBEL,USA,,1017
383,Laila HARDIN,USA,,1017
384,Miranda LAUVSTAD,NOR,2003-11-22,1017
385,Grace OTERO,PUR,2006-05-01,1017
386,Uyana GRANGER,LUX,,1016
387,Saya MATSUME,JPN,2004-07-27,1016
388,Emma JUNTUNEN,FIN,2008-05-16,1016
389,Ellie RICKERTSEN,USA,,1016
390,Amelia Rose BRIGGS-GOODE,GBR,2003-12-30,1016
391,Kanaho HARA,JPN,2002-04-13,1014
392,Virginia CAPASSO,ITA,2006-01-02,1014
393,Sevilla DURAN,USA,,1014
394,Neža DOLENC,SLO,2003-02-07,1013
395,Kristýna KORELOVÁ,CZE,2001-09-27,1013
396,Moss BREANNA,USA,,1013
397,Kateřina HOLUBCOVÁ,CZE,2004-09-06,1013
398,Nyenuchi OKEMGBO,NGR,2001-09-08,1013
399,Shevanae THOMAS,JAM,2003-02-08,1013
400,Yukino TABASHI,JPN,2003-01-30,1012
