rank,name,nationality,dob,points
55,Amanda VESTRI,USA,1999-09-01,1190
56,Joy CHEPTOYEK,UGA,2002-05-15,1189
57,Sharon LOKEDI,KEN,1994-03-10,1187
58,Debash DESTA,ETH,2005-05-11,1187
59,Eilish MCCOLGAN,GBR,1990-11-25,1187
60,Cintia CHEPNGENO,KEN,2000-06-03,1184
61,Hellen OBIRI,KEN,1989-12-13,1184
62,Adane ANMAW,ETH,2003-10-21,1184
63,Nancy SANG,KEN,,1183
64,Eva DIETERICH,GER,1999-03-29,1182
65,Lemlem HAILU,ETH,2001-05-25,1182
66,Lemlem NIBRET,ETH,2005-01-01,1182
67,Stacey Chepkemboi NDIWA,KEN,1992-12-06,1182
68,Jana VAN LENT,BEL,2001-04-22,1181
69,Yenawa NBRET,ETH,2007-05-18,1180
70,Winnie Jepkosgei KIMUTAI,KEN,2002-05-06,1179
71,Susan CHEMBAI,KEN,1999-11-24,1178
72,Yalemget YAREGAL,ETH,2003-10-23,1178
73,Brillian Jepkorir KIPKOECH,KEN,1995-03-01,1177
74,Maurine JEMUTAI,KEN,2000-01-04,1176
75,Viola CHEPNGENO,KEN,2000-09-19,1175
76,Jessica MCCLAIN,USA,1992-02-15,1175
77,Mariana MACHADO,POR,2000-11-12,1174
78,Mekdes WOLDU,FRA,1992-10-20,1174
79,Annet Chemengich CHELANGAT,UGA,1993-07-29,1174
80,Zerihun ALEMTSEHAY,ETH,,1173
81,Helah Jelagat KIPROP,KEN,1985-04-07,1173
82,Gela HAMBESE,ETH,2002-09-25,1173
83,Jessica WARNER-JUDD,GBR,1995-01-07,1172
84,Juliette THOMAS,BEL,2000-10-30,1172
85,Melknat WUDU,ETH,2005-01-03,1171
86,Sarah LAHTI,SWE,1995-02-18,1171
87,Leanne POMPEANI,AUS,1996-06-25,1170
88,Aberash SHILIMA,ETH,2001-12-14,1170
89,Vivian MELLY,KEN,2000-01-01,1170
90,Amy-Eloise NEALE,GBR,1995-08-05,1169
91,Esther PFEIFFER,GER,1997-09-04,1168
92,Esther CHEBET,UGA,1997-10-09,1168
93,Emily SISSON,USA,1991-10-12,1167
94,Carla GALLARDO,ESP,1999-02-09,1166
95,Annie FRISBIE,USA,1996-12-31,1166
96,Sofiia YAREMCHUK,ITA,1994-06-03,1166
97,Morine Gesare MICHIRA,KEN,2002-11-28,1166
98,Samiyah Hassan NOUR,DJI,1999-12-05,1165
99,Betelihem AFENIGUS,ETH,2001-04-29,1165
100,Aberu AYANA,ETH,2000-09-17,1164
101,Roxane CLEPPE,BEL,2001-07-05,1164
102,Abbie DONNELLY,GBR,1996-09-02,1163
103,Glenrose XABA,RSA,1994-12-31,1161
104,Hanne VERBRUGGEN,BEL,1993-05-27,1161
105,Beriha GEBRESLASIE,ETH,2006-06-03,1160
106,Anchinalu DESSIE,ETH,2003-01-09,1160
107,Betty Chepkemoi KIBET,KEN,2000-04-03,1160
108,Hiwot GEBREKIDAN,ETH,1995-05-11,1159
109,Bosena MULATIE,ETH,2001-11-21,1159
110,Bertukan WELDE,ETH,2004-05-10,1157
111,Viola CHEPNGENO,KEN,1998-02-03,1157
112,Emily DURGIN,USA,1994-05-15,1157
113,Chloé HERBIET,BEL,1998-12-03,1155
114,Rebecca CHEPKWEMOI,KEN,1999-07-15,1155
115,Emily VENTERS,USA,1999-06-06,1155
116,Vivian Jepkemei CHERUIYOT,KEN,1983-09-11,1155
117,Natosha ROGERS,USA,1991-05-07,1154
118,Domenika MAYER,GER,1990-10-09,1154
119,Daisy JEPKEMEI,KAZ,1996-02-13,1154
120,Joyce Chepkemoi TELE,KEN,1995-05-03,1153
121,Cynthia JEROTICH,KEN,1989-12-18,1152
122,Laura LUENGO,ESP,1997-08-18,1150
123,Dakotah POPEHN,USA,1995-05-01,1150
124,Aubrey FRENTHEWAY,USA,,1150
125,Elisa PALMERO,ITA,1999-07-10,1149
126,Carolina ROBLES,ESP,1991-12-04,1149
127,Jessica STENSON,AUS,1987-08-15,1149
128,Miriam Chepkech SEREM,KEN,2003-07-08,1148
129,Clara EVANS-GRAHAM,GBR,1993-11-27,1148
130,Bekelech GUDETA,ETH,1997-10-11,1147
131,Selam FENTE,ETH,2003-01-28,1147
132,Katharina STEINRUCK,GER,1989-08-22,1145
133,Shiori YOSHIZONO,JPN,1999-06-02,1144
134,Susanna SULLIVAN,USA,1990-05-13,1144
135,Soukaina ATANANE,MAR,1994-06-28,1143
136,Kaoutar BOULAID,ESP,1989-10-10,1142
137,Rency KOGO,KEN,1996-01-01,1142
138,Maureen KOSTER,NED,1992-07-03,1141
139,Glorius JEPKIRUI,KEN,1998-11-28,1141
140,Kaede KAWAMURA,JPN,1997-11-23,1141
141,Daizy JEMUTAI,KEN,,1141
142,Georgie GRGEC,NZL,1993-11-18,1141
143,Min LIU,CHN,1997-12-22,1141
144,Dominique SCOTT,RSA,1992-06-24,1140
145,Susy CHEMAIMAK,KEN,1989-10-02,1139
146,Gutene SHANKO,ETH,,1139
147,Valentine BENEDEK-JEBET,KEN,1997-12-08,1138
148,Gesa Felicitas KRAUSE,GER,1992-08-03,1138
149,Yumi YOSHIKAWA,JPN,1990-10-31,1137
150,Vibian CHEPKURUI,KEN,1994-06-05,1136
151,Yuka ANDO,JPN,1994-03-16,1136
152,Winnie JEPTARUS,KEN,,1136
153,Blanka DÖRFEL,GER,2002-04-24,1136
154,Genevieve GREGSON,AUS,1989-08-04,1136
155,Kaoutar FARKOUSSI,MAR,1996-03-19,1135
156,Edna Ngeringwony KIPLAGAT,KEN,1979-11-15,1135
157,Judith KIYENG,KEN,1993-12-10,1134
158,Faith CHEPKOECH,KEN,1993-05-16,1134
159,Caroline Jebet KORIR,KEN,1994-08-11,1133
160,Beatrice Jepchirchir CHESEREK,KEN,1998-11-01,1132
161,Fatima Azzahraa Ouhaddou NAFIE,ESP,1993-08-30,1132
162,Valentina GEMETTO,ITA,1998-02-04,1132
163,Leonie PERIAULT,FRA,1994-07-31,1132
164,Sara NESTOLA,ITA,2001-05-08,1132
165,Meskerem MOLLA,ETH,2000-11-14,1131
166,Sara HALL,USA,1983-04-15,1131
167,Verity OCKENDEN,GBR,1991-08-31,1131
168,Meselu BERHE,ETH,2000-05-29,1130
169,Mercy CHELANGAT,KEN,1997-07-11,1130
170,Nelly JEPTOO,KEN,1992-08-21,1130
171,Citlali Cristian MOSCOTE,MEX,1995-04-15,1130
172,Diniya ABARAYA,ETH,2005-11-28,1130
173,Abigael CHEPKOECH,KEN,2003-03-17,1129
174,Cynthia KOSGEI,KEN,1993-12-12,1129
175,Neheng KHATALA,LES,1992-07-02,1128
176,Elvanie NIMBONA,BDI,1998-03-15,1127
177,Cynthia CHEMWENO,KEN,1996-09-17,1127
178,Malindi ELMORE,CAN,1980-03-13,1127
179,Shona HEASLIP,IRL,1994-09-18,1126
180,Mebrat GIDEY,ETH,2005-03-11,1126
181,Maggie MONTOYA,USA,1995-05-02,1126
182,Mizuki NISHIMURA,JPN,2004-12-03,1126
183,Sheila JERUTO,KEN,1997-09-22,1125
184,Alem TSADIK,ETH,1998-02-25,1125
185,Monika OLEJARZ,POL,1992-12-18,1125
186,Makena MORLEY,USA,1996-11-21,1125
187,Mekides SHIMELES,ETH,,1124
188,Moira STEWARTOVÁ,CZE,1995-06-09,1124
189,Margaux SIERACKI,FRA,1999-06-17,1124
190,Caitlin ADAMS,AUS,1997-07-07,1123
191,Lucy NTHENYA,KEN,,1123
192,Esther NAVARRETE,ESP,1990-03-16,1123
193,Molly BOOKMYER,USA,,1123
194,Rachael Zena CHEBET,UGA,1996-11-05,1122
195,Nóra SZABÓ,HUN,1988-03-01,1122
196,Emilia LILLEMO,SWE,2000-01-05,1122
197,Kana KOBAYASHI,JPN,2001-04-04,1121
198,Sabina JARZĄBEK,POL,1993-12-05,1121
199,Federica DEL BUONO,ITA,1994-12-12,1121
200,Regina WAMBUI,KEN,2001-11-12,1121
201,Fabienne SCHLUMPF,SUI,1990-11-17,1120
202,Carrie ELLWOOD,USA,1994-03-08,1120
203,Everlyn KEMBOI,USA,,1120
204,Erika KEMP,USA,1995-01-26,1120
205,Lily PARTRIDGE,GBR,1991-03-09,1120
206,Jacelyn GRUPPEN,NED,1989-11-03,1119
207,Liza ŠAJN,SLO,2002-05-05,1119
208,Daisilah JERONO,KEN,2002-11-16,1118
209,Faith CHERONO,KEN,1998-12-18,1118
210,Fabienne KÖNIGSTEIN,GER,1992-11-25,1118
211,Nanna BOVÉ,DEN,1995-04-25,1118
212,Fridah NDINDA,KEN,2001-07-14,1118
213,Alicia BERZOSA,ESP,2000-09-10,1118
214,Nina CHYDENIUS,FIN,1990-01-28,1118
215,Megan SAILOR,USA,1997-09-09,1118
216,Sheila CHEROTICH,KEN,2000-03-02,1117
217,Tinebeb ASRES,ETH,2006-01-01,1116
218,Selah BUSIENEI,KEN,1991-12-27,1116
219,Meritxell SOLER,ESP,1992-07-20,1116
220,Susana SANTOS,POR,1992-07-05,1116
221,Mélody JULIEN,FRA,1999-05-13,1116
222,Gladys JEMAIYO,KEN,,1115
223,Meraf BAHTA,SWE,1989-06-24,1115
224,Yuri MITSUNE,JPN,1998-03-30,1115
225,Changqin DING,CHN,1991-11-27,1114
226,Veronicah Nyaruai WANJIRU,KEN,1989-10-29,1114
227,María José PÉREZ,ESP,1992-06-12,1114
228,Nancy JEPLETING,KEN,2001-05-30,1113
229,Amy DAVIS-GREEN,USA,1997-02-15,1112
230,Jessie CARDIN,USA,1996-04-14,1111
231,Philippine DE LA BIGNE,FRA,1998-03-29,1111
232,Genet Habela ABDURKADIR,ETH,1997-11-30,1110
233,Hiwot MEHARI,ETH,2002-08-27,1110
234,Alberte Kjær PEDERSEN,DEN,1998-06-23,1109
235,Mio KURODA,JPN,2001-02-12,1109
236,Alisa VAINIO,FIN,1997-11-16,1108
237,Lonah Chemtai SALPETER,ISR,1988-12-12,1108
238,Amelia QUIRK,GBR,1999-12-18,1108
239,Anne LUIJTEN,NED,1994-04-04,1108
240,Sara Schou KRISTENSEN,DEN,1997-03-29,1108
241,Sakiho TSUTSUI,JPN,1996-01-19,1107
242,Carolien MILLENAAR,DEN,1997-03-26,1107
243,Rebecca LONEDO,ITA,1996-12-05,1107
244,Fionnuala MCCORMACK,IRL,1984-09-24,1107
245,Matea Parlov KOŠTRO,CRO,1992-06-02,1107
246,Lauren MCNEIL,GBR,1999-12-20,1106
247,Dorine JEPCHIRCHIR,KEN,,1106
248,Tereza HROCHOVÁ,CZE,1996-02-24,1106
249,Natasha WODAK,CAN,1981-12-17,1106
250,Julie VOET,BEL,2003-11-22,1106
251,Joyline CHEMUTAI,KEN,1994-12-31,1106
252,Mao KIYOTA,JPN,1993-09-12,1105
253,Julia PATERNAIN,URU,1999-09-29,1104
254,Mariia MAZURENKO,UKR,1997-05-28,1104
255,Maryna NEMCHENKO,UKR,1996-05-09,1104
256,Sylvia Mboga MEDUGU,KEN,1990-02-14,1104
257,Zaida RAMOS,PER,1995-11-11,1103
258,Maor TIYOURI,ISR,1990-08-13,1103
259,Viktoriia KALIUZHNA,UKR,1994-07-11,1103
260,Lelise WAKWEYA,ETH,,1103
261,Méline ROLLIN,FRA,1998-06-17,1102
262,Sarah NAIBEI,KEN,,1102
263,Natasha PHILLIPS,GBR,2005-03-01,1102
264,Yasemin CAN,TUR,1996-12-11,1101
265,Lili Anna VINDICS-TÓTH,HUN,1998-09-17,1101
266,Bing WU,CHN,2001-07-20,1101
267,Daisy KIMELI,KEN,1994-11-28,1101
268,Violah JEPCHUMBA,BRN,1990-10-23,1101
269,Tara PALM,AUS,1985-07-28,1101
270,Clémence CALVIN,FRA,1990-05-17,1101
271,Sarah ASTIN,GBR,1993-10-22,1100
272,Jennifer GULIKERS,NED,1994-08-18,1100
273,Makoto TSUCHIYA,JPN,2003-07-25,1100
274,Julia MAYER,AUT,1993-01-20,1099
275,Miu YAGI,JPN,2003-09-22,1099
276,Aleksandra LISOWSKA,POL,1990-12-12,1098
277,Stephanie BRUCE,USA,1984-01-14,1098
278,Kawtar KAHHAZ,MAR,1998-08-24,1098
279,Sarah KLEIN,AUS,1985-04-19,1097
280,Glynis SIM,CAN,1998-04-14,1097
281,Tayla KAVANAGH,RSA,2001-05-05,1097
282,Cristina RUIZ,ESP,1999-01-16,1097
283,Jennifer NESBITT,GBR,1995-01-24,1097
284,Yingcui LI,CHN,2002-08-16,1096
285,Shalyne LAGAT,KEN,,1096
286,Emily HAGGARD-KEARNEY,IRL,1995-11-10,1096
287,Paige WOOD,USA,1996-01-31,1095
288,Rinka HIDA,JPN,2001-01-11,1095
289,Giovanna EPIS,ITA,1988-10-11,1095
290,Alice MITARD,FRA,1998-03-07,1095
291,Risper GESABWA,MEX,1989-02-10,1095
292,Alemaz SAMUEL,ETH,1999-07-05,1095
293,Daiana OCAMPO,ARG,1991-02-16,1094
294,Kristine Lande DOMMERSNES,NOR,1999-05-20,1094
295,Elena HAYDAY,USA,,1094
296,Mia JURENKA,GER,2002-11-08,1093
297,Mitsu OZAKI,JPN,2003-12-12,1093
298,Andrea SECCAFIEN,CAN,1990-08-27,1093
299,Jacqueline GAUGHAN,USA,1999-10-27,1093
300,Isabel BARREIRO,ESP,1999-04-26,1092
301,Hannah IRWIN,GBR,1998-06-23,1092
302,Ayaka MAEDA,JPN,2004-10-21,1092
303,Annamaria KOSTARELLIS,USA,1999-08-12,1092
304,Fadouwa LEDHEM,FRA,1987-09-28,1091
305,Sheyla Eulogio PAUCAR,PER,1998-02-22,1091
306,Aleksandra BRZEZIŃSKA,POL,1991-07-30,1091
307,Lucía RODRÍGUEZ,ESP,1998-07-26,1091
308,Tristin COLLEY,USA,1994-10-03,1091
309,Mariya NODA,JPN,2004-09-02,1091
310,Mary Zenaida GRANJA,ECU,1995-04-23,1090
311,Juliane HVID,DEN,1998-04-08,1090
312,Mélanie ALLIER,FRA,1999-12-28,1090
313,Inès HAMOUDI,FRA,2001-06-03,1090
314,Monica SILVA,POR,1983-11-25,1090
315,Anastasia MARINAKOU,GRE,1996-06-12,1089
316,Victoria WARPY,BEL,1997-06-06,1089
317,Elżbieta GLINKA,POL,1993-10-30,1089
318,Nina VOELCKEL,GER,1999-02-06,1089
319,Lidia CAMPO,ESP,1991-03-26,1089
320,Oria LIACI,SUI,2001-10-06,1088
321,Solange JESUS,POR,1987-01-07,1088
322,Rita JELAGAT,KEN,,1087
323,Aude CLAVIER,FRA,1999-01-10,1087
324,Célia TABET,FRA,1999-08-29,1087
325,Laura PRIEGO,ESP,1998-07-15,1087
326,Hanane BOUAGGAD,MAR,1998-02-23,1087
327,Cacisile SOSIBO,RSA,1997-08-31,1087
328,Olga NYZHNYK,UKR,1990-12-02,1086
329,Madoka NAKANO,JPN,1991-08-14,1086
330,Amalie SÆTEN,NOR,1997-12-01,1086
331,Amélie BIHAIN,BEL,1989-11-28,1086
332,Anne-Marie BLANEY,USA,1993-09-09,1085
333,Nana MATSUMOTO,JPN,2000-03-22,1084
334,Mizuki KAKIUCHI,JPN,2001-08-04,1084
335,Makenna MYLER,USA,1990-01-01,1084
336,Hanna LINDHOLM,SWE,1979-11-28,1083
337,Melissa DUNCAN,AUS,1990-01-30,1083
338,Sigrid Jervell VÅG,NOR,1992-06-06,1083
339,Teresiah OMOSA,KEN,1995-02-05,1082
340,Shiori ZAMA,JPN,1999-07-23,1082
341,Bekeshe OLANI,ETH,,1082
342,Beth KIDGER,GBR,1994-03-16,1082
343,Emmy Den VAN BERG,NED,2002-10-05,1082
344,Izabela PASZKIEWICZ,POL,1988-01-09,1081
345,Salome BRUN,FRA,1997-01-04,1081
346,Mayuka FUJITA,JPN,1999-09-14,1081
347,Ikram RHARSALLA,ESP,1995-12-02,1080
348,Veerle BAKKER,NED,1997-09-29,1080
349,Chunxia LI,CHN,2000-02-24,1080
350,Yuri TASAKI,JPN,2001-02-13,1079
351,Erina YASUI,JPN,1989-11-29,1079
352,Savannah BERRY,USA,,1078
353,Zarita SUÁREZ,PER,1994-06-02,1078
354,Fabienne VONLANTHEN,SUI,1993-08-24,1078
355,Micaela Rivera WOOD,PER,2000-01-01,1078
356,Karabo MAILULA,RSA,2002-03-17,1078
357,Zhixuan LI,CHN,1994-03-23,1077
358,Aika MURAKAMI,JPN,1998-05-22,1076
359,Getenesh SASE,ETH,2006-01-27,1076
360,Jill HOLTERMAN,NED,1991-09-11,1076
361,Sanna MUSTONEN,SWE,1991-12-06,1076
362,Mathilde SÉNÉCHAL,FRA,1998-01-24,1076
363,Meizhen LI,CHN,1999-01-03,1075
364,Silvia Patricia Ortiz MOROCHO,ECU,1992-06-30,1075
365,Lebo Dinah PHALULA,RSA,1983-12-09,1075
366,Ruby SMEE,AUS,2000-12-05,1075
367,Dibabe BEYENE,ETH,2001-10-05,1074
368,Kiara NAHEN,GER,2002-05-25,1074
369,Katherine Tisalema PURUNCAJA,ECU,1996-07-28,1074
370,Wakana ITSUKI,JPN,1994-04-07,1072
371,Salomé ROCHA,POR,1990-04-25,1072
372,Nicole Svetlana REINA,ITA,1997-09-25,1072
373,Micheline NIYOMAHORO,BDI,2001-04-01,1072
374,Linet Chepkwemoi MASAI,KEN,1989-12-05,1071
375,Khishigsaikhan GALBADRAKH,MGL,1990-08-28,1071
376,Nelly TIROP,KEN,,1070
377,Nympha KITETA,KEN,2005-11-30,1070
378,Anne-Marie COMEAU,CAN,1996-06-01,1070
379,Saadia FADILI,MAR,1998-02-12,1070
380,Cleo BOYD,CAN,1993-06-12,1069
381,Nurit SHIMELS,ETH,1995-11-14,1068
382,Marie BOUCHARD,FRA,1993-12-07,1068
383,Ni SHEN,CHN,1998-11-29,1068
384,Lanni MARCHANT,CAN,1984-04-11,1067
385,Marinela NINEVA,BUL,1993-01-04,1067
386,Evelina HENRIKSSON,SWE,1999-12-01,1066
387,Ami FURUNISHI,JPN,2003-08-05,1065
388,Anahi ALVAREZ,MEX,2001-08-11,1065
389,Abigail NORDBERG,AUS,1990-11-26,1065
390,Kereen CHEMUSTO,UGA,2005-08-27,1064
391,Shanshan ZHANG,CHN,1999-09-10,1064
392,Douae OUBOUKIR,MAR,1996-04-15,1064
393,Ayaka KATO,JPN,1999-01-07,1064
394,Andrea ROMERO,ESP,2000-04-20,1064
395,Deborah SCHÖNEBORN,GER,1994-03-13,1064
396,Yuna ARAI,JPN,2000-04-26,1064
397,Yukari NAGATOMO,JPN,1985-02-16,1063
398,Gelane GETU,ETH,,1063
399,Mackenzie CALDWELL,USA,1996-05-20,1063
400,Momoka KAWAGUCHI,JPN,1998-06-28,1063
