rank,name,nationality,dob,points
97,Izzy GOUDROS,CAN,2003-08-12,1071
98,Melanie WINTERS,USA,1993-11-11,1070
99,Karla SCHÄRFE,DEN,2003-02-05,1069
100,Lilian BORJA,MEX,1998-06-04,1068
101,Jéssica BARREIRA,POR,1997-01-29,1067
102,Charity HUFNAGEL,USA,2001-06-18,1067
103,Avery MCMULLEN,USA,2000-10-12,1067
104,Roberta Almeida Dos SANTOS,BRA,1998-11-22,1066
105,Annika WILLIAMS,USA,2001-09-20,1065
106,Elīza Marija KRAULE,LAT,2001-06-26,1064
107,Katie EIDEM,USA,,1064
108,Melissa WULLSCHLEGER,SUI,2004-06-22,1063
109,Tamara DE SOUZA,BRA,1993-09-08,1063
110,Maeva BASTIEN,FRA,2005-02-09,1062
111,Betty JENSEN,DEN,2004-05-11,1061
112,Alaina BRADY,USA,,1060
113,Emma KAUL,GER,2006-03-19,1058
114,Destiny MASTERS,USA,2002-01-28,1058
115,Yuri TANAKA,JPN,2001-11-15,1057
116,Bailey GOLDEN,USA,,1057
117,Marina ZANONI,SUI,2003-08-22,1054
118,Kokoro ATSUTA,JPN,2001-07-18,1053
119,Jenna Fee FEYERABEND,GER,2002-04-23,1053
120,Sara CHIARATTI,ITA,2001-04-15,1053
121,Ysee LE PHILIPPE,FRA,2002-01-15,1052
122,Lucia ACKLIN,SUI,2006-08-25,1050
123,Blakelee WINN,USA,2003-05-28,1050
124,Tsai-Chuan CHEN,TPE,2001-01-29,1049
125,Marie JUNG,GER,2003-11-15,1049
126,Kiana DAVIS,USA,1994-12-22,1047
127,Katre Sofia PALM,EST,2000-05-30,1046
128,Daryna SLOBODA,UKR,1995-06-19,1045
129,Mia SCERRI,AUS,2005-03-26,1044
130,Anna KERBACHOVÁ,CZE,2000-03-09,1043
131,Sharlota PAEHLITSE,BLR,1998-11-20,1042
132,Natálie OLIVOVÁ,CZE,2003-04-15,1041
133,Vilma ITÄLINNA,FIN,2003-05-23,1041
134,Svetlana ANTOSHINA,RUS,2003-01-03,1041
135,Marta Giaele GIOVANNINI,ITA,2001-10-02,1039
136,Laura Den VAN BRANDE,BEL,2003-05-23,1039
137,Marianna BAKOSOVA,RUS,2001-01-19,1038
138,Joniar THOMAS,GRN,2001-04-30,1038
139,Meg HEMPHILL,JPN,1996-05-23,1036
140,Paulina KUBIS,POL,2004-03-24,1036
141,Maddie PITTS,USA,,1036
142,Eden ROBINSON,GBR,2006-11-27,1032
143,Sydney JOHNSON,USA,,1032
144,Hanna VAN BAAST,NED,2004-01-10,1032
145,Tainara MEES,BRA,2004-11-07,1029
146,Mia Guldteig LIEN,NOR,2003-08-30,1029
147,Adéla TKÁČOVÁ,CZE,2005-03-11,1029
148,Ugiloy NORBOYEVA,UZB,2004-01-30,1028
149,Kaitlin SMITH,USA,1999-01-27,1027
149,Juliette LARACUENTE-HUEBNER,USA,,1027
151,Adèle MAFOGANG,CMR,1998-10-28,1024
152,Nanaka KAJIKI,JPN,2000-12-07,1023
153,Annie MOLENHOUSE,USA,2002-09-14,1023
154,Jalen ELROD,USA,,1022
155,Luisa FISCHER,GER,,1022
156,Taylor CHOCEK,USA,,1022
157,Yuki YAMASAKI,JPN,1995-06-06,1021
158,Lara SIEMER,GER,2002-08-13,1021
159,Laura VOSS,GER,1994-01-29,1020
160,Ella RUSH,GBR,2004-04-08,1020
161,Alba RAMIREZ,ESP,2003-09-06,1020
162,Krista SPRŪDE,LAT,2001-10-13,1020
163,Elise Hoel ULSETH,NOR,1999-12-23,1020
164,Xingyu HU,CHN,2005-03-12,1018
165,Fatemeh MOHITIZADEH,IRI,2003-07-29,1018
166,Urtė BAČIANSKAITĖ,LTU,2000-09-17,1018
167,Tetyana BILYK,UKR,2000-07-07,1018
168,Xiaoxue HUANG,CHN,2001-11-03,1017
169,Natacha CANDÉ,POR,2007-01-25,1017
170,Sennah VANHOEIJEN,BEL,2004-02-08,1015
171,Alice LUNARDON,ITA,1998-11-19,1014
172,Leona GRIMM,GER,2000-01-12,1013
173,Anna-Elisabeth EHLERS,GER,2006-08-18,1012
174,Marta SIVINA,LAT,2003-10-03,1012
175,Hannah BLAIR,CAN,2000-01-30,1012
176,Anna MCCAULEY,IRL,2001-01-02,1010
177,Lilla BARTHA,HUN,2003-01-09,1009
178,Agniya LABTSOVA,RUS,2001-10-30,1008
179,Olivija VAITAITYTĖ,LTU,2002-03-10,1008
180,Brianna SMITH,USA,,1007
181,Meagan HUMPHRIES,USA,,1006
182,Claudine RAUD-GUMIEL,FRA,2002-06-01,1006
183,Addison BERRY,USA,,1006
184,Albina ZAITSEVA,UKR,2006-09-18,1006
185,Nickoline Skifter ANDERSEN,DEN,1998-05-17,1005
186,Carmen NOWICKA,POL,2005-04-13,1005
187,Sarina BROCKMANN,GER,2002-04-18,1005
188,Lucy FELLOWS,GBR,2004-09-14,1004
189,Noémie DESAILLY,FRA,2002-07-04,1003
190,Ilse STEIGENGA,NED,2002-10-04,1003
191,Alysa HENRY,USA,,1002
192,Kamila FRONTZOVÁ,CZE,2001-11-09,1002
193,Viktoriya KARASEVA,RUS,1997-03-19,1001
194,Maresa HENSE,GER,2006-02-25,1001
195,Anneke MOERSDORF,USA,,1001
196,Meredith ENGLE,USA,,1000
197,Konoka HAGIWARA,JPN,1997-11-08,1000
198,Karin ODAMA,JPN,1999-10-21,1000
199,Rebecca PARKER,CAN,,999
200,Shannon VERSTER,RSA,1999-11-10,999
201,Lydia BOTTELIER,USA,,998
202,Jingjing ZHOU,CHN,1998-07-16,998
203,Lenja HEUSSER,SUI,2004-03-12,997
204,Laura AGUILERA,ESP,2003-03-04,997
205,Marina PIRIYEVA,RUS,1998-07-16,995
206,Paloma DIAS,BRA,2000-06-25,994
207,Paula DE BOER,GER,2000-06-10,994
208,Gianna BULLOCK,USA,,994
209,Jiahuan XU,CHN,2006-08-29,994
210,Lucie LASÍKOVÁ,CZE,2005-03-20,993
211,Irina KONICHSHEVA,KAZ,2007-08-06,993
212,Carolin BENDER,GER,2002-05-13,993
213,Emma Kathrina HEIN,EST,2005-02-21,992
214,Kenli NETTLES,USA,,992
215,Paola SARABIA,ESP,1998-05-23,992
216,Valerie JIRAK,USA,,992
217,Hilke THAMKE,GER,2005-12-18,991
218,Hanne MAUDENS,BEL,1997-03-12,990
219,Anna LOZOVYTSKA,UKR,2005-12-22,990
220,Jessica RAUTELIN,FIN,1997-01-16,990
221,Lauren EVANS,GBR,2000-08-07,989
222,Antonia GMÜNDER,SUI,2002-04-03,989
223,Nada CHROUDI,TUN,1987-11-20,989
223,Ekaterina AVDEЕNKO,KAZ,2004-12-20,989
225,Paula GRAUVOGEL,GER,2003-07-26,988
226,Emmi VALTONEN,FIN,2003-03-05,987
227,Iana AHETZ-ETCHEBER,FRA,,987
228,Nikki BOON,NED,2001-08-01,986
229,Julia JONGEJEUGD,NED,2003-05-02,986
230,Dominique BIRON,USA,,985
231,Shelby GROVER,USA,2005-02-06,985
232,Alina CHISTYAKOVA,KAZ,2005-04-30,984
233,Olivia DOBSON,GBR,2001-03-27,984
234,Giulia RICCARDI,ITA,2003-05-12,983
235,Yanqi CHEN,CHN,2006-11-01,983
236,Angelina RUPP,AUT,,983
237,Sabrina GROS,FRA,1991-09-03,983
238,Doris THEANDER,SWE,2005-11-03,983
239,Adéla HANÁKOVÁ,CZE,2006-11-29,983
240,Bryony BOVELL,GBR,2004-02-14,982
241,Christina RYAN,NZL,1998-02-15,982
242,Mayci TAYLOR,USA,,982
243,Hollan POWERS,USA,,981
244,Jolie ROBINSON,USA,,981
245,Miao GAO,CHN,2001-07-04,981
246,Yelena YERMOLINA,RUS,1989-02-03,980
247,Joyce VAN WELIE,NED,2003-11-21,979
248,Shaina ZINTER,USA,,979
249,Amy HASSELTON,NED,2001-06-10,979
250,Ida EIKENG,NOR,1999-06-25,978
251,Anna-Lena OBERMAIER,GER,1996-07-10,978
252,Thea BROWN,GBR,2007-03-19,978
253,Sara VAN HOYWEGHEN,BEL,2003-02-05,978
254,Eve CHAMBORD,FRA,2005-02-27,977
255,Ella SPAULDING,USA,,974
256,Lalie POUZANCRE-HOYER,FRA,2007-02-11,974
257,Elsa WÅLLGREN,SWE,2004-09-02,973
258,Kennedy JACKSON,USA,,973
259,Scilla BENUSSI,ITA,2000-10-21,973
260,Kellys Y. MADRAZO,CUB,2004-01-26,972
261,Carla WILD,SUI,1998-01-14,971
262,Marleen RITARI,EST,2007-01-31,971
263,Zheng WU,CHN,2001-01-05,971
264,Raiane VASCONCELOS,BRA,1997-07-03,971
265,Sofia KAMPERIDOU,GRE,2003-04-22,970
266,Ruby JANSEN,NED,,969
267,Nicasina ROSSAERT,BEL,1999-10-11,968
268,Aliaksandra SIALITSKAYA,BLR,2002-04-03,968
269,Arika HARBO,USA,1999-10-04,968
270,Kaho MIZUTANI,JPN,2000-12-05,967
271,Clare MCNAMARA,MLT,2002-01-21,966
272,Valerie OLSON,USA,,966
273,Ivet ROVIRA,ESP,2002-08-31,965
274,Sherika CHRISTIE,JAM,2004-02-23,964
275,Yana UGOLNIKOVA,RUS,2006-03-13,964
276,Floortje TROMP,NED,,964
277,Styliani TZIKANOULA,GRE,1992-01-03,963
278,Haley RIZEK,USA,,963
279,Patasha BRYAN,USA,,962
280,Veronika NEDVĚDOVÁ,CZE,2001-08-27,961
281,Kateřina ŠŤASTNÁ,CZE,2001-01-11,961
282,Paula PÉREZ,ESP,2001-12-12,961
283,Sabrina REUSCH,GER,1998-11-17,960
284,Natasha BERNETT,USA,,959
285,Carmen RAMOS,ESP,1998-06-18,959
286,Nikola BUNDE,LAT,2007-03-11,959
287,Sandra FERRIZ,ESP,2001-08-21,959
288,Malene KOLLBERG,NOR,1999-05-16,959
289,Ana Paula ARGUELLO,PAR,2003-07-11,959
290,Ana Camila PIRELLI,PAR,1989-01-30,958
291,Jaicieonna GERO-HOLT,USA,2006-12-02,958
292,Caroline VANHAMME,BEL,2003-10-21,957
293,Rosmaiby T. QUESADA,CUB,2006-03-15,957
294,Fabiola Declet TIRADO,PUR,2001-11-21,957
295,Céline BERGER,SUI,1999-10-28,957
296,Kennedy MARTINSON,USA,,957
297,Beatrice PUIU,ROU,1986-03-22,956
298,Valerie JANKŮ,CZE,2002-09-04,956
299,Kayla GOODWIN,NZL,2001-04-24,956
300,Jazzmine DAVIS,USA,,956
301,Jing JIANG,CHN,2001-04-05,955
302,Isabel SCHAUERTE,GER,2001-07-01,955
303,Emily SWANSON,USA,,955
304,Iris DE RUITER,NED,1998-06-02,955
305,Lena PHILIP,FRA,2001-04-10,955
306,Leila CROKER,AUS,2006-07-06,954
307,Kornelia SURA,POL,2002-06-28,954
308,Leena PFISTER,SUI,2005-08-14,954
309,Thetida-Filippa GARANTZOGIANNI,GRE,2006-04-03,954
309,Jamila ISMAN,NOR,2005-08-21,954
311,Babs KOEMAN,NED,2004-03-15,954
312,Iseul HAN,KOR,2003-03-25,953
313,Ísold SÆVARSDÓTTIR,ISL,2007-02-17,953
314,Neve DAVENPORT,GBR,2005-03-03,953
315,Julia GUNNELL,USA,,953
316,Catherine TOUCHETTE,USA,,952
317,Christiana MUDD,USA,,952
318,Laiten GREESON,USA,2000-12-22,952
319,Angeline AMEFIA,USA,,952
320,Mattie FLANAGAN,USA,,952
321,Anna ALFYOROVA,RUS,2005-06-15,952
322,Anna HINKELMANN,GER,2006-10-19,951
323,Gabriella AYITEYFIO,USA,,951
324,Anna NEUBERT,GER,2003-02-13,951
325,Marion DE CLERCQ,FRA,2004-04-22,951
326,Victoria BRISO,ESP,2003-06-12,951
327,Whitney MORRISON,USA,,951
328,Damaris PALOMEQUE,COL,1999-07-06,950
329,Johanna HAAS,ROU,2003-05-08,950
330,Maricia SPENCE,JAM,2000-10-27,950
331,Naiuri RIGO,BRA,1999-02-01,950
332,Annie WIRTH,USA,,950
333,Simona RUČOVÁ,CZE,2004-04-09,949
334,Madison MURRAY,USA,,949
335,Tereza BABICKÁ,CZE,2003-06-28,949
336,Miranda LAUVSTAD,NOR,2003-11-22,948
337,Veronika TICHINKINA,RUS,1999-06-17,948
338,Kailynn GUBBELS,USA,,948
339,Devyn PARHAM,USA,,948
340,Paulina NAWROT,POL,2006-11-07,947
341,Júlía Kristín JÓHANNESDÓTTIR,ISL,2005-11-02,947
342,Christine GAYEN,AUS,1996-10-20,946
343,Elīza LEMBERGA,LAT,2004-09-29,946
344,Elsa PUU,EST,2005-07-23,946
345,Adi ONYALISSI,ISR,2003-12-10,945
346,Lisa WILKER,NOR,2003-06-12,945
347,Natalia MADISON,USA,,945
348,Andreza DE OLIVEIRA,BRA,2001-06-08,945
349,Johanna STEGMAIER,GER,,945
350,Yuliya MASLOUSKAYA,BLR,2007-09-25,944
351,Elena FOURNIER,FRA,,944
352,Ally STEPHENSON,USA,,944
353,Sofia BONAFE',ITA,2006-04-01,944
354,Ana Luisa Couto SOARES,BRA,2003-02-12,943
355,Lilly EMPL,GER,2000-07-30,942
356,Wiebke OELGARDT,GER,2001-07-29,942
357,Grace ALLEY,USA,,942
358,Samantha GORDON,USA,,942
359,Annaelle Nyabeu DJAPA,FRA,1992-09-15,941
360,Leonie KROTER,GER,2006-02-12,941
361,Saba KHORASANI,IRI,2004-07-17,941
362,Ayu KARIYA,JPN,2006-05-10,941
363,Brianna UTECHT,USA,,941
364,Jenelle HURLEY,USA,,940
365,Misaki MATSUSHITA,JPN,2002-08-26,940
366,Madison HUTTON,GBR,2003-01-15,940
367,Pooja,IND,2003-03-09,940
368,Jenna MEKKI,FRA,2005-01-26,939
369,Vanilla HULMANN,SUI,,939
370,Logan TODOROVICH,USA,,939
371,Anna SZEPIENIEC,USA,,939
372,Ziyi FENG,CHN,2007-02-13,939
373,Carlee ROCHFORD,USA,,939
374,Vanessa MERCERA,NED,2004-09-01,937
375,Josefine Skifter ANDERSEN,DEN,2003-06-30,937
376,Linsy HEESTERMANS,NED,,937
377,Miku HAMAGUCHI,JPN,2001-04-08,937
378,Abriel THRASH,USA,,937
379,Patrycja GAJEWSKA,POL,2002-11-25,937
380,Camdyn BRUNER,USA,,936
381,Elisa TOSETTO,ITA,2001-09-21,936
382,Mariam BUENANUEVA-SALEME,ARG,2002-09-23,936
383,Aleksandra ANANKO,RUS,2004-04-20,935
384,Eliška ČERVENÁ,CZE,2004-03-17,935
385,Maja KLESZNO,POL,2006-04-27,935
386,Sunniva INDAHL,NOR,2006-07-23,935
387,Sofie GRÖNINGER,GER,2005-06-12,935
388,Summer GRUBBS,USA,,935
389,Karin SHIMOMOTO,JPN,2005-08-26,935
390,Zina PINDOROVÁ,CZE,2004-02-23,934
391,Neea KÄYHKÖ,FIN,2002-01-17,934
392,Mokhigul ARZIEVA,UZB,2003-01-28,934
393,Renata GODOY,ARG,2005-04-23,934
394,Nell GRAHAM,USA,,934
395,Bryanna CRAIG,USA,2004-02-12,933
396,Lou VIDAL,FRA,2001-11-20,933
397,Sayaka OSUGA,JPN,2002-12-16,933
397,Brooklynn GOULD,USA,,933
399,Autumn GLOVER,USA,,932
400,Haruka NAKAO,JPN,2004-05-31,932
