rank,name,nationality,dob,points
38,Yoann AWHANSOU,BEN,1999-10-06,1156
39,Rustam MAMMADOV,AZE,2001-02-21,1152
40,Andy HECHAVARRÍA,CUB,2000-09-14,1152
41,Sean DIXON-BODIE,USA,2002-03-17,1146
42,Leodan TORREALBA,VEN,1996-12-26,1143
43,Will CLAYE,USA,1991-06-13,1143
44,Sami BAKHEET,KSA,2005-12-06,1142
45,Shemaiah JAMES,AUS,1997-07-12,1142
46,Xinping JIAO,CHN,2002-03-18,1142
47,Oleg BRAYKO,RUS,2000-09-20,1140
48,Ilya TELKUNOV,RUS,2003-08-04,1140
49,Vitaliy PAVLOV,RUS,1997-01-12,1136
50,Hetong XU,CHN,2005-01-23,1135
51,James CARTER,USA,2000-06-24,1133
52,Rongjia ZHOU,CHN,2006-02-12,1131
53,Yuto ADACHI,JPN,2000-12-16,1128
54,Vladyslav SHEPELIEV,UKR,2001-09-12,1127
55,Lâchezar VÂLCHEV,BUL,2005-05-26,1127
56,Luke BROWN,JAM,2002-10-29,1126
57,Maksim NIASTSIARENKA,BLR,1992-09-01,1122
58,Yinglong MA,CHN,2005-05-11,1118
59,Praise ANIAMAKA,CAN,2003-07-03,1116
60,Răzvan Cristian GRECU,ROU,1999-12-23,1115
61,Eneko CARRASCAL,ESP,1999-11-03,1113
62,Tetteh ANANG,AUS,1993-04-05,1113
63,Trevon HAMER,GUY,2004-01-25,1111
64,Enrico MONTANARI,ITA,2001-02-21,1111
65,Yuki YAMASHITA,JPN,1995-11-09,1110
66,Taiga ODA,JPN,1999-03-31,1108
67,Aiden HINSON,AUS,2003-06-05,1105
68,Liam GLEW,AUS,2003-11-30,1103
69,Kyvon TATHAM,USA,2004-04-19,1101
70,Yutaro MATSUSHITA,JPN,2000-09-26,1100
71,Felipe IZIDORO,BRA,2003-10-01,1099
72,Derrick GAMA,CMR,1996-09-15,1098
73,Aaro DAVIDILA,FIN,2000-03-12,1097
74,Pablo DELGADO,ESP,2003-01-02,1096
75,Manato MIYAO,JPN,2004-07-16,1096
76,Helber MELGAREJO,ARG,2003-02-13,1095
77,Giann C. BAXTER,CUB,2007-08-19,1095
78,Gabriel WALLMARK,SWE,2002-01-21,1093
79,Lasha GULELAURI,GEO,1993-05-26,1093
80,Floyd Whitaker II,USA,2003-03-24,1092
81,Shuainan HE,CHN,2002-05-25,1091
82,Luis REYES,CHI,2000-09-29,1090
83,Theophilus MUDZENGERERE,ZIM,2003-03-05,1090
84,João Pedro Silva DE AZEVEDO,BRA,2002-11-02,1089
85,Ramon ADALIA,ESP,1998-11-23,1088
86,Olorunfemi AKINDURO,CAN,2000-11-19,1087
87,Chavez PENN,JAM,2006-07-27,1085
88,Hassan Nasser DAROUICHE,KSA,1991-06-06,1085
89,Stafon ROACH,GUY,2003-06-08,1085
90,Adem BOUALBANI,ALG,2001-01-18,1085
91,Dániel SZENDERFFY,HUN,1999-06-20,1083
92,Zhuoyue WANG,CHN,2007-01-12,1082
93,Nikolaos ANDRIKOPOULOS,GRE,1997-04-17,1082
94,Sterling SCOTT,USA,2005-06-12,1082
95,Hikaru IKEHATA,JPN,1994-08-31,1081
96,Federico Lorenzo BRUNO,ITA,2003-03-22,1080
97,Kevin DRILA,FRA,1999-05-27,1080
98,Tao SHEN,CHN,2003-10-31,1078
99,Tomáš VESZELKA,SVK,1995-07-09,1077
100,Dimitrios TSIAMIS,GRE,1982-01-12,1077
101,Tuomas KAUKOLAHTI,FIN,1994-05-06,1077
102,Federico MORSELETTO,ITA,2003-04-01,1076
103,Efe UWAIFO,GBR,1995-05-15,1075
104,Chauncey CHAMBERS,USA,2000-05-16,1075
105,Hajime ARAKI,JPN,2000-09-06,1074
106,Alexandre MALANDA,FRA,2000-02-18,1074
107,Huafeng HUANG,CHN,2001-12-27,1073
108,Atsuhiro FUKAI,JPN,2001-08-18,1073
109,Viktor MOROZOV,EST,2004-03-13,1070
110,Razvan-Ioan NICOARĂ,ROU,2003-06-18,1070
111,Jiajun LUO,CHN,2002-11-28,1068
112,Gabriele TOSTI,ITA,2001-11-02,1067
113,Damir GAYNUTDINOV,RUS,2001-10-23,1067
114,N'Zebou Guy Lebon ATTOUNGBRE,CIV,2002-03-03,1066
115,Astley DAVIS,JAM,2001-01-11,1065
116,Andreas PANTAZIS,GRE,2000-06-04,1064
117,Hakeem FORD,USA,,1064
118,Alex FABBRI,ITA,2003-05-09,1064
119,Gavin CHAMP,USA,,1063
120,Kauam BENTO,BRA,1993-01-10,1060
121,Simone CONTALDO,ITA,1996-11-26,1060
122,Peace ADEDOKUN,RSA,2003-11-18,1059
123,Steven FREUND,GER,2005-02-13,1059
124,Donghyuk KIM,KOR,2004-03-21,1058
125,Kousei SHIROSAKI,JPN,2003-08-21,1057
126,Micaylon MOORE,USA,2001-09-25,1056
127,Gilbert PKEMOI,KEN,1995-01-06,1056
128,Ronnie MALIPAY,PHI,1993-08-29,1056
129,Mojtaba ZAHEDI,IRI,1998-01-30,1056
130,Awan AKUEN,AUS,2006-03-25,1056
131,Nattapong SRINONTA,THA,2000-12-08,1053
132,Pavel HALÁTEK,CZE,2004-01-23,1053
133,Wojciech GALIK,POL,2002-04-10,1052
134,Safin WILLS,JAM,2000-08-21,1051
135,Daxx TURNER,CAN,2002-03-13,1050
136,Jakub BRACKI,POL,2003-03-16,1050
137,Yacouba LOUE,BUR,2002-06-14,1049
138,John WATKINS,USA,,1049
139,Anthony M. MARTÍNEZ,CUB,2005-07-09,1049
140,Garison BREEDING,USA,,1049
141,Jeremy NELSON,USA,,1049
142,Mohamed Aly NOUFAL,QAT,2005-08-14,1049
143,Xavier DRUMGOOLE,USA,2006-01-22,1048
144,Pablo TORRIJOS,ESP,1992-05-12,1047
145,Idris BOUALI,FRA,1998-09-11,1047
146,Bryson WILLIAMS,USA,,1046
147,Koki KANAI,JPN,2005-03-31,1046
148,Aapo KARVINEN,FIN,2001-12-05,1046
149,Tibor GALAMBOS,HUN,1991-11-21,1045
150,Abraham JOHNSON,USA,,1045
151,Xinran MA,CHN,2004-05-27,1044
152,Vimal Mugesh THAMIZHCHELVAN,IND,1996-03-25,1044
153,Mouhameth FALL,FRA,2000-09-21,1044
154,Haoran WANG,CHN,2001-08-20,1043
155,Divine ANIAMAKA,CAN,,1042
156,Vasiliy PRISHCHEPA,RUS,1999-06-13,1042
157,Ryoma YAMAMOTO,JPN,1995-07-14,1040
158,Mateus DE SÁ,BRA,1995-11-21,1040
159,Lianyong WEI,CHN,2000-06-29,1040
160,Haonan ZHANG,CHN,2004-05-09,1040
161,Xavier PARTEE,USA,,1040
162,Karel R. LÓPEZ,CUB,2006-02-11,1040
163,Filipe Barreto SILVA,POR,2002-09-07,1040
164,Santiago David THERAN,COL,2006-04-28,1039
165,Cheng-Chia CHOU,TPE,2002-12-29,1038
166,Stacy BROWN,USA,2002-02-24,1038
167,Kelsey DANIEL,TTO,2001-04-17,1038
168,Zinga Barbosa FIRMINO,BUL,2007-07-08,1038
169,Dimitâr TASHEV,BUL,2002-09-08,1037
170,Pascal BODEN,GER,2003-04-12,1037
171,Geni ROBERTS,USA,,1036
172,Min-Suk JANG,KOR,2001-02-21,1036
173,Kota MIZUNO,JPN,2001-09-02,1036
174,Jaden LIPPETT,USA,,1036
175,Damilare OLUKOSI,NGR,2004-04-24,1036
176,Antonin PAUVAREL,FRA,2000-12-07,1035
177,Nikola ILIĆ,SRB,2003-10-03,1035
178,Eduard Florin UNGUROAICA,ROU,2007-03-26,1035
179,Sir-Jonathan SIMS,USA,2004-01-13,1035
180,Mohammad Amin ALSALAMI,ART,1994-07-25,1034
181,Ioannis GKARTSIOS,GRE,2006-02-11,1034
182,Nathan PERROD,FRA,2002-10-06,1034
183,Jonathan VELIN,FRA,2002-06-20,1034
184,Hongjo JO,KOR,2001-05-18,1033
185,Donte DOCKERY,USA,,1033
186,Ledamian ROWELL,USA,,1033
187,Zixuan CHEN,CHN,2003-06-08,1031
188,Gabriel LEE,SGP,2003-02-23,1031
189,Lukas EDQVIST,SWE,2002-08-25,1031
190,Grigoris NIKOLAOU,CYP,2003-01-22,1030
191,Cesar Elias JASMIN,DOM,2000-11-28,1030
192,Abraham QUINTANA,CUB,2004-01-28,1029
193,Kyle JOHNSON,USA,,1029
194,Jude BRIGHT-DAVIES,GBR,1999-03-27,1028
195,Emmanuel IDINNA,FRA,2007-08-10,1028
196,Marcel Richard Mayack II,CMR,1990-11-17,1026
197,Siarhei DZIAMBITSKI,BLR,2001-04-30,1026
198,Georgios GREPSIOS,GRE,2005-06-15,1026
199,Henry KINER,USA,2001-01-16,1026
200,Ryan JOHN,USA,2004-07-22,1025
201,Daniele RAGAZZI,ITA,1994-06-19,1025
202,Ismael DEMBELE,USA,,1024
203,Huayong ZHANG,CHN,2006-01-03,1024
204,Chris PREDDIE,USA,2004-07-17,1023
205,Zidi DENG,CHN,2002-01-18,1023
206,Jeremy BEAUJOUR,FRA,,1023
207,Artsiom PINCHUK,BLR,2006-01-26,1023
208,Xiaojie WEN,CHN,2003-07-25,1023
209,Tre BETTS,USA,2002-01-17,1022
210,Jialiang HU,CHN,2007-06-13,1022
211,Yacouba GNACKO,FRA,1998-04-21,1022
212,Fabian BIONDINA,NED,2001-05-03,1021
213,Roman KULESHOV,RUS,2000-02-19,1021
214,Jhon David VALENCIA,COL,2007-09-12,1020
215,Haoyang YU,CHN,2002-09-22,1020
216,Donavan ANDERSON,USA,,1019
217,Kaito NAKATA,JPN,2005-07-17,1019
218,Carlos Martin ROMERO,ESP,1993-03-18,1019
219,Luis E. FERNÁNDEZ,CUB,2007-02-09,1019
220,Mesut BÜLBÜL,TUR,2003-08-25,1019
221,Andrey FILATOV,RUS,1999-11-09,1018
222,David COLES,USA,,1018
223,Yegor BUBNOV,RUS,2004-08-13,1018
224,Matúš BLŠTÁK,SVK,2003-09-04,1017
225,Mikai HUNT,USA,,1017
226,Chevaughn PARKINSON,JAM,2000-10-25,1016
227,Luan Robert SOUZA,BRA,2006-09-11,1016
228,Valerio DE ANGELIS,ITA,2000-07-18,1015
229,Ivan BULICH,UKR,2006-03-01,1015
230,Hibraima MUSQUET,FRA,2000-01-06,1015
231,Pau CABRE,ESP,2004-06-14,1014
232,Dawid KRZEMIŃSKI,POL,2000-04-05,1013
233,Michael Andre EDWARDS,JAM,2007-11-18,1012
234,Martin RIVASZ,HUN,2002-08-25,1012
235,Cristian Valentin RADU,ROU,2003-04-27,1012
236,Justin CAMPBELL,USA,,1012
237,Iangelo ATKINSTALL-DALEY,JAM,2002-10-20,1012
238,Andrii KULIUSH,UKR,2006-06-28,1011
239,Lj HILL,USA,,1010
240,Benjamin DA SILVA,BRA,2007-02-02,1010
241,Daniel OKERENYANG,AUS,2007-10-23,1009
242,Kosuke TANAKA,JPN,2001-04-20,1009
243,Alexandros ATHANASIOU,GRE,1998-02-06,1009
244,Jamison TAYLOR,USA,,1009
245,Roger HAITENGI,NAM,1983-09-17,1008
246,Marc SALA,ESP,2003-02-21,1008
247,Tianhao WEI,USA,,1008
248,Lian ANAGNOSTOPOULOS,AUS,2007-07-03,1008
249,Yuchao BAN,CHN,2004-07-09,1007
250,Archie YEO,GBR,2003-03-08,1006
251,Sandis DZENĪTIS,LAT,2001-05-24,1006
252,Seth STOCKTON,USA,,1006
253,Matthew KATHIRAVELU,CAN,,1006
254,Hiromi OGAWA,JPN,1997-03-24,1005
255,Tiago PEREIRA,POR,2005-11-29,1004
256,Guilherme DA SILVA,BRA,2008-05-20,1004
257,Marc Iikka ALINGUÉ,FIN,1999-11-10,1004
258,Antone SMITH,BAH,,1003
259,Yoalber RODRIGUEZ,VEN,2002-09-29,1003
260,Daniel IGBOKWE,TTO,1998-06-28,1003
261,Eli LAWRENCE,USA,,1003
262,Jakub KUNT,CZE,2001-09-24,1003
263,Jhavor BENNETT,JAM,2002-03-19,1002
264,Ji-Won PARK,KOR,2002-07-01,1002
265,Henry CLARKSON,GBR,1999-06-16,1002
266,Dadrian CALHOUN,USA,,1002
267,Lucca GOOSSENS,NED,2006-06-19,1002
268,Benedikt VON HARDENBERG,GER,2000-02-12,1001
269,Jay LOUISON-ROE,AUS,2003-09-24,1000
270,Joshua BOZIC,CRO,2004-08-07,1000
271,Ty'Heak BUIE,USA,,999
272,Melker MANNE,SWE,2001-05-14,999
273,Jaydon SHIELD,USA,,999
274,Ziqi CAI,CHN,2007-05-10,998
275,Tao LIU,CHN,2005-03-10,997
276,Yordan Luis Maceo VILAN,QAT,,997
277,Kagari ABE,JPN,2005-11-01,997
278,Joseph Oduro MANU,GHA,1996-07-26,997
279,Satoru SUGIYAMA,JPN,2003-12-13,997
280,Anas MIRGHANI,QAT,,997
281,Wei-Lin HUANG,TPE,2004-04-07,997
282,Dimitrije NOVAKOVIĆ,SRB,2000-10-06,997
283,Kyan THOMAS,USA,2004-12-01,997
284,Thato Terrance KGALA,RSA,2002-01-14,996
285,Silvan RYSER,SUI,2003-05-17,996
286,Titouan LAMEZEC,FRA,2004-08-16,996
287,Leonard Andrei DURAU,ROU,2006-08-06,996
288,Johnathan RODGERS,BAH,2006-02-08,996
289,Mattia DE ANGELIS,ITA,2005-05-30,996
290,Joann SERIEYS,FRA,,996
291,Viljar Helgestad GJERDE,NOR,2000-03-29,996
292,Trevontay SMITH,USA,,996
293,Chun Wing WONG,HKG,1994-07-21,994
294,Zavien WOLFE,USA,,994
295,Tsubasa IKI,JPN,2000-08-17,994
296,Josh GILLIS-HARRY,USA,,994
297,Mattia BRUNELLO,ITA,2000-10-17,993
298,Caleb HOLMAN,USA,,993
299,Joshua SMITH,USA,,993
300,Martin MEDVEŠEK,SLO,,993
301,Aaron COOPER,USA,2005-11-30,993
302,Jordan AKI-SAWYERR,GBR,1999-09-06,991
303,Ali SEYEDI,IRI,2000-12-13,991
304,Rinelmo SAMI,GBS,2000-08-04,991
305,Yudai UEKI,JPN,2002-01-20,990
306,Kai OGUCHI,JPN,2005-09-13,990
307,Arsen TSHANTSHAPANYAN,GER,2004-08-30,990
308,Amani PHILLIPS,JAM,2009-01-27,989
309,Alexey FYODOROV,RUS,1991-05-25,989
310,Topias KOUKKULA,FIN,1996-04-17,989
311,Naoyuki TONOMURA,JPN,2000-12-25,989
312,Taylor EVANGELISTA,BRA,2001-04-23,989
313,Miller JONES,USA,2005-06-27,989
314,Maximilian SKARKE,GER,2005-07-28,989
315,Sota NISHIGAYA,JPN,2003-06-26,989
316,Berachiah AJALA,GBR,2002-08-26,988
317,Tim LÜBBERT,GER,2001-02-10,988
318,Sheldon MCNICHOLAS,USA,,988
319,Junfan MENG,CHN,2004-04-24,987
320,Pradeep KUMAR,IND,2004-01-20,987
321,Novye JAMES,USA,,987
322,Oscar David COMETA,COL,2002-07-07,986
323,Seiya TONAI,JPN,1995-11-16,986
324,Emi EREKOSIMA,USA,,986
325,Shota SUGANO,JPN,2004-01-16,986
326,Kevin SNYDER,USA,,986
327,Kacper RUDNIK,POL,2001-03-24,985
328,Marc MORRISON,USA,2003-04-16,985
329,Toshiya SHIRAHAMA,JPN,2003-10-28,984
330,Chase DREWERY,USA,,984
331,Eugenio CAMARA,ESP,1997-08-31,984
332,Ryan MARSHALL,AUS,2002-05-24,983
333,Yuito SUETO,JPN,2004-01-06,983
334,Kenyon JOHNSON,USA,,983
335,Precious Ebitimi OPINION,NGR,2007-05-15,982
336,Benedikt MAURER,GER,2007-03-19,982
337,Metoděj HOLZER,CZE,,982
338,Gaku SAWAKI,JPN,2003-12-13,982
339,Collin JOYCE,USA,2005-04-08,981
340,Jaylon BURKE,USA,,981
341,Isaiah RIGGINS,USA,,980
342,Ismael DIARRA,FRA,,979
343,Kaisei KAMIYA,JPN,2003-05-01,979
344,Dimitrios MONOPOLIS,GRE,1998-03-04,979
345,Jarvis ANDERSON,USA,2004-12-09,979
346,Gregory ABELLI,FRA,1997-10-06,979
347,Mohamad KABORE,BUR,,979
348,Kuan WANG,CHN,2004-02-20,979
349,Isaiah-Taji KARGBO-OWENS,USA,,979
350,Hikaru MIYAZAKI,JPN,2005-08-30,978
351,Kosei YOSHIDA,JPN,2004-06-17,978
352,Jose Luis MAYO,ESP,2005-11-24,978
353,Jeremiah BOLANOS,USA,,978
354,Jamie OKAFOR,FIN,2006-06-24,978
355,Joel IHEAKOLAM,NGR,2005-03-21,978
356,Manuel Jeremias CUESTA,COL,2001-01-05,977
357,Kyle FISHER,USA,,977
358,Deshawn LASCELLES,GBR,2003-02-05,977
359,Miguel PIRELA,VEN,,977
360,Javon BROWN,USA,,977
361,Maksymilian GLAZIK,POL,2001-10-01,976
362,Mikael ARAUJO,BRA,2005-05-10,976
363,Georgiy LI,KAZ,2005-12-12,976
364,Satoshi INOUE,JPN,2007-12-08,976
365,Javell BROWN,USA,,976
366,Alex EPITROPAKIS,AUS,2005-12-30,975
367,Maj Cizera TURK,SLO,2004-10-10,975
368,Kelvy Bruno OKUNBOR,ITA,2004-05-05,975
369,Josh BODY,USA,,975
370,Toshiki KATO,JPN,2003-05-15,975
371,Szymon WZIĄTEK,POL,2007-03-26,974
372,Keigo SATO,JPN,2005-10-08,974
373,Philip DANIEL,USA,,973
374,Enzo BOULON,FRA,2004-08-23,973
375,Caleb MANNING,USA,,973
376,Nicolas VILA,ESP,2003-07-31,973
377,Peter OSAZEE,GER,2006-06-25,972
378,William MCKINNEY,BAH,2006-10-02,972
379,Alan Gabriel BENAVIDES,MEX,,972
380,Caleb MALBROUGH,USA,,972
381,Jaden STEWART,CAN,,972
382,Jaylen BURRIS,USA,,971
383,Emanuele GIULIANI,ITA,1997-04-09,971
384,Alexander CORDEIRO,BRA,2008-01-18,969
385,Zhiyuan DONG,CHN,2008-01-07,969
386,Hiven BIFFOT,USA,,969
387,Roy LEIBOVITZ,ISR,2002-04-15,969
388,Rowlandshuho YO,JPN,2001-10-06,969
389,Jonasz LEWANDOWSKI,POL,2006-12-28,969
390,William DENNING,USA,,969
391,Antonio CAITO,USA,,968
392,Adam DUGGER,USA,,968
393,Niklas PIIRAINEN,FIN,2006-05-25,968
394,Ransford NTI,GHA,,968
395,Christian André THOMASSEN,NOR,2003-03-12,968
396,Davi SOUZA,BRA,2008-06-23,967
397,Arwin MATHIVATHANAN,CAN,,967
398,Guy MARGALIT,ISR,2002-06-20,967
399,Jaden HARRIS,USA,,967
400,Apostolis GRIGORIOU,GRE,2006-01-29,967
