rank,name,nationality,dob,points
262,Yichuan LIU,CHN,2004-03-30,1020
263,Jan FRAGIACOMO,ITA,,1019
264,Dawson HEIDE,USA,,1019
265,John LANDERS,USA,,1019
266,Pierre DOUAT,FRA,2000-01-20,1019
267,Niklas VOSS,AUT,,1019
268,Zack BUTCHER,USA,,1018
269,Aiden CARTER,USA,2005-05-09,1018
270,Carl Af FORSELLES,SWE,2001-01-06,1017
271,Mason MAHACEK,USA,2000-02-02,1017
272,Josh COGDILL,USA,1994-03-31,1017
273,Ryan TONA,USA,,1017
274,Abimelec ZAMORANO,MEX,,1017
275,Andrea CAIANI,ITA,2003-01-21,1017
276,Maximilian KARSTEN,GER,2003-07-23,1017
277,Shutaro HASHIMOTO,JPN,2003-03-16,1017
278,Javier PÉREZ,ESP,1988-01-09,1016
279,Milo ORONA,USA,,1016
280,Luke BONTKE,USA,,1016
281,Daniel MALACH,SUI,2000-05-10,1015
281,Easton HAMMOND,USA,2005-01-25,1015
283,Rikard THROGEN-HEDIN,SWE,,1015
284,Jack INTIHAR,USA,,1014
285,Yu-Seong LEE,KOR,2004-09-13,1014
286,Yosuke TANAKA,JPN,2001-07-14,1014
287,Philip FRANK,CAN,,1014
288,Elijah SCOTT,USA,,1013
289,Malte BANK,DEN,2003-10-06,1013
290,Artyom GLOT,RUS,2005-03-31,1012
291,Craig MONCUR,GBR,2003-03-20,1012
292,Pierre BLAECKE,FRA,2003-02-11,1011
293,Juan Pedro DE LA CRUZ,ESP,1998-05-08,1011
294,Maximus TUCKER,CAN,,1010
295,Aidan TURNER,CAN,2005-03-09,1010
296,Ryo TAKAHASHI,JPN,2005-09-26,1010
297,Mauricio Vega GALINDO,GUA,,1010
298,Shun TAUE,JPN,1997-05-30,1009
299,Vincent AROUSELL,SWE,2003-03-04,1008
300,Jeramiah HAVENS,USA,,1007
301,Emanuel MOLLEKER,GER,2004-05-03,1007
302,Geyi ZHU,CHN,2004-07-14,1007
303,Qingming WEN,CHN,2002-04-05,1007
304,Nate RADDATZ,USA,,1007
305,Jackson ANDERSON,USA,,1006
306,Brett LOMBARDI,USA,,1006
307,Tarmo SAVOLA,FIN,2000-02-26,1004
308,Pablo MARTINEZ,ESP,2004-02-05,1004
309,Renjirou TANAKA,JPN,2001-06-12,1003
310,Charlie NOLAN,USA,,1002
311,Marten ROASTO,EST,2004-01-29,1001
312,Aivar ELLAM,EST,2005-02-14,1001
313,Martin KRATZ,GER,2000-10-25,1001
314,Jun-Young PARK,KOR,2002-04-02,1000
315,Evan CAMPBELL,GBR,2001-05-17,999
316,Nicola PALETTI,ITA,2001-05-15,999
317,Simon ZANDARCO,ITA,1998-10-29,999
318,João OLIVEIRA,POR,2002-05-27,999
319,Thibaut GIROIRE,FRA,2002-04-30,998
320,Domantas DOBREGA,LTU,1999-05-03,998
321,Édouard Lavoie BEAULIEU,CAN,,998
322,Brayden BERGKAMP,USA,,998
323,Luiz Arthur CAETANO,BRA,2004-03-16,998
324,Ariel ATIAS,ISR,1999-05-09,997
325,Hudson BAILEY,USA,,997
326,Juuso TOIVONEN,FIN,2000-03-09,996
327,Max MORAGA,CHI,2006-06-21,996
328,Hayato SHINKAI,JPN,2001-08-01,996
329,Otto KNITTEL,USA,,995
329,Joel ENANDER,SWE,2005-05-17,995
331,Ivan VIDAL,ESP,2002-02-08,995
332,Dzianis SAMANDYK,BLR,2004-05-11,995
333,Kazuki MAEDA,JPN,2004-08-25,995
334,Conrad WINTER,GBR,2005-02-17,995
335,Angel R. PÁEZ,CUB,2002-06-07,994
336,Jeremy DESAILLY,FRA,1999-11-28,993
337,Justin MOELLER,USA,,993
338,Ryan BRENNER,USA,,993
339,Takato KITAGAWA,JPN,2000-08-19,993
339,Brett GLASER,USA,,993
341,Zhihuan HU,CHN,2000-06-26,993
342,Samuel WERNER,GER,2003-06-23,993
343,Mitch STEGEMAN,USA,,992
344,Steven FRANCO,USA,,992
345,Olivier TARASIEWICZ,POL,2002-04-15,992
345,Silas KRIETE,GER,1998-10-30,992
347,Javin RICHARDS,USA,,992
348,Jodok BUSCHOR,SUI,2001-09-10,992
349,Quinn LANSILL,USA,,992
350,Ayder ASANOV,RUS,2003-04-09,991
351,Matthias ALGARIN,USA,,991
352,Eduardo FIGUEROA,ESP,2004-09-16,991
353,Shuaiyin ZHANG,CHN,1998-04-28,991
354,Paul OLSON,USA,2004-05-30,990
355,Robbie CULLEN,AUS,2004-01-05,990
356,Max SPEISER,CAN,,990
357,David STRONG,USA,,990
358,Bjarne GEBHARDT,GER,2004-08-25,990
359,Gerard BRYANT,USA,,990
360,N. THOWFEEQ,IND,2003-12-20,989
361,Stuart BLADON,GBR,2002-01-13,989
362,Victor PRIEM,BEL,2004-04-30,989
363,Yasuto HOKARI,JPN,2000-07-13,989
364,Malte Fuchs EDBERG,SWE,2003-06-03,988
365,Eloi SANTAFE,ESP,2001-02-16,987
366,Brady SHADRICK,USA,,987
367,Artem MISHCHENKO,UKR,2003-04-30,986
368,Taiga OKA,JPN,2002-10-10,985
369,Takuma ISHIKAWA,JPN,1997-11-07,985
370,Theophile MALARME,FRA,2001-05-28,985
371,Brian WALSH,USA,,984
372,Federico BOVO,ITA,2003-03-03,983
373,Masato KOTSUBO,JPN,1998-08-01,983
374,Jashbir NAYAK,IND,2002-04-03,983
375,Jonas GRAN,SUI,2004-06-08,983
376,Garrett OSTRINSKI,USA,,983
377,Liam RICHARDS,USA,,982
378,Logan SANDLIN,USA,,981
379,Nic GLASS,USA,,981
380,Linsen SONG,CHN,2002-08-03,981
381,Natsuki MIYAUCHI,JPN,2004-08-04,980
382,Takumi BEKKU,JPN,1997-06-29,980
383,Jan VOLKMAR,GER,2002-03-05,980
384,Hikaru TANIZAKI,JPN,2004-08-13,980
385,Torben PREPENS,GER,2004-02-12,979
386,Oliwier PRZYBYLSKI,POL,2004-04-15,979
387,Che ROCHFORD,TTO,,978
388,Fran BONIFAČIĆ,CRO,2000-06-07,977
389,Amir Mahdi HANIFEH,IRI,2002-01-10,977
390,Arata KAZIKAWA,JPN,2004-06-26,977
391,Masaki TOMOOKA,NZL,2002-07-31,977
392,Kevin GABALSKI,USA,,977
393,Mael GOURMELIN-ROBIN,FRA,2005-11-01,977
394,Jacob BALCOME,USA,2005-07-21,976
395,Jonah REMSBERG,USA,,975
396,Justin KRABBENHOFT,USA,,974
397,Antonin GOSSET,FRA,2003-11-25,973
398,Brennan DELANY,USA,,973
399,Dimitri BEOIR,FRA,2004-01-31,973
400,Hudson SHAVER,USA,,973
